year,rank,city_be,city_lat,pop
2026,163,Зарэчча,Zarečča,1960
2026,164,Радунь,Raduń,1931
2026,165,Елізава,Jelizava,1929
2026,166,Косава,Kosava,1770
2026,167,Сасновы Бор,Sasnovy Bor,1760
2026,168,Парычы,Paryčy,1748
2026,169,Лагішын,Łahišyn,1721
2026,170,Гарадзішча,Haradzišča,1649
2026,171,Падсвілле,Padsville,1595
2026,172,Ветрына,Vietryna,1576
2026,173,Відзы,Vidzy,1534
2026,174,Астрына,Astryna,1484
2026,175,Казлоўшчына,Kazłoŭščyna,1442
2026,176,Шарашова,Šarašova,1381
2026,177,Антопаль,Antopal,1369
2026,178,Дзісна,Dzisna,1339
2026,179,Юрацішкі,Juraciški,1304
2026,180,Азарычы,Azaryčy,1221
2026,181,Дамачава,Damačava,1162
2026,182,Зялёны Бор,Zialony Bor,1062
2026,183,Лынтупы,Łyntupy,1051
2026,184,Крывічы,Kryvičy,1003
2026,185,Езярышча,Jeziaryšča,984
2026,186,Любча,Lubča,923
2026,187,Жалудок,Žałudok,921
2026,188,Сапоцкін,Sapockin,899
2026,189,Свір,Svir,896
2026,190,Асвея,Asvieja,877
2026,191,Стрэшын,Strešyn,861
2026,192,Бобр,Bobr,855
2026,193,Сураж,Suraž,636
2026,194,Янавічы,Janavičy,619
2026,195,Копысь,Kopyś,592
2026,196,Поразава,Porazava,592
2026,197,Татарка,Tatarka,416
