id,title,url,license,accessed,sha256,notes
fap_health_official,"INF-16 M2: fap_health_official",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/fap_health_official.json,"открытые источники - см. source_url на записи",2026-08-02,20d57779b48929b0488dc9d05e54f74d4af8418ddc06c2d0c493118a5d589c50,"8 figures, 0 items_found"
post_official,"INF-16 M2: post_official",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/post_official.json,"открытые источники - см. source_url на записи",2026-08-02,7729b3feb9e35746bbb44530008148d39d237114c15cccc876601a3c5120fb98,"3 figures, 0 items_found"
bank_official,"INF-16 M2: bank_official",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/bank_official.json,"открытые источники - см. source_url на записи",2026-08-02,8db0cde65616ae8c8870f4eee34a0f08e206603b0c13eadbc5eb79524be0f584,"2 figures, 0 items_found"
station_official,"INF-16 M2: station_official",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/station_official.json,"открытые источники - см. source_url на записи",2026-08-02,d7cc7323fab9645b5288bca695d5070bf4e55f71084b4718178f0b0c1c134935,"9 figures, 6 items_found"
minsport_registry_finish,"INF-16 M2: minsport_registry_finish",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/minsport_registry_finish.json,"открытые источники - см. source_url на записи",2026-08-02,6ee8528d4dfd6f8eb9458af47df5ee1e618b57c799ac3f830d02ce2b53b4a281,"7 figures, 128 items_found"
institutional_pilot_gaps,"INF-16 M2: institutional_pilot_gaps",/Users/sergejavdejcik/Code/BY_maps-inf16/data/raw/upkeep_official_aggregates_2026-08-02/institutional_pilot_gaps.json,"открытые источники - см. source_url на записи",2026-08-02,0cad7fa8a4ea8498dad6976b1ba1fc9fc574b381a2741a1bef985d969189ecd6,"0 figures, 7 items_found"
