scenario,year,age_group,sex,pop_thousands
SSP1,2035,50--54,Male,348.7
SSP1,2035,55--59,Female,347.5
SSP1,2035,55--59,Male,298.7
SSP1,2035,60--64,Female,325.8
SSP1,2035,60--64,Male,256.6
SSP1,2035,65--69,Female,303.0
SSP1,2035,65--69,Male,218.1
SSP1,2035,70--74,Female,325.6
SSP1,2035,70--74,Male,209.1
SSP1,2035,75--79,Female,302.9
SSP1,2035,75--79,Male,160.6
SSP1,2035,80--84,Female,209.5
SSP1,2035,80--84,Male,85.2
SSP1,2035,85--89,Female,114.8
SSP1,2035,85--89,Male,34.3
SSP1,2035,90--94,Female,39.1
SSP1,2035,90--94,Male,8.5
SSP1,2035,95--99,Female,17.5
SSP1,2035,95--99,Male,2.6
SSP1,2040,0--4,Female,175.3
SSP1,2040,0--4,Male,185.6
SSP1,2040,10--14,Female,186.6
SSP1,2040,10--14,Male,197.2
SSP1,2040,100+,Female,4.3
SSP1,2040,100+,Male,0.5
SSP1,2040,15--19,Female,204.9
SSP1,2040,15--19,Male,215.4
SSP1,2040,20--24,Female,262.6
SSP1,2040,20--24,Male,273.3
SSP1,2040,25--29,Female,291.8
SSP1,2040,25--29,Male,300.3
SSP1,2040,30--34,Female,266.7
SSP1,2040,30--34,Male,271.8
SSP1,2040,35--39,Female,242.8
SSP1,2040,35--39,Male,245.4
SSP1,2040,40--44,Female,233.0
SSP1,2040,40--44,Male,232.7
SSP1,2040,45--49,Female,300.1
SSP1,2040,45--49,Male,284.2
SSP1,2040,5--9,Female,176.9
SSP1,2040,5--9,Male,187.2
SSP1,2040,50--54,Female,386.8
SSP1,2040,50--54,Male,356.3
SSP1,2040,55--59,Female,382.8
SSP1,2040,55--59,Male,333.7
SSP1,2040,60--64,Female,341.2
SSP1,2040,60--64,Male,279.4
SSP1,2040,65--69,Female,316.1
SSP1,2040,65--69,Male,232.1
SSP1,2040,70--74,Female,287.2
SSP1,2040,70--74,Male,188.5
SSP1,2040,75--79,Female,295.8
SSP1,2040,75--79,Male,167.2
SSP1,2040,80--84,Female,253.8
SSP1,2040,80--84,Male,113.7
SSP1,2040,85--89,Female,151.3
SSP1,2040,85--89,Male,50.1
SSP1,2040,90--94,Female,64.8
SSP1,2040,90--94,Male,15.2
SSP1,2040,95--99,Female,14.9
SSP1,2040,95--99,Male,2.6
SSP1,2045,0--4,Female,180.8
SSP1,2045,0--4,Male,191.5
SSP1,2045,10--14,Female,179.9
SSP1,2045,10--14,Male,190.3
SSP1,2045,100+,Female,4.2
SSP1,2045,100+,Male,0.5
SSP1,2045,15--19,Female,188.6
SSP1,2045,15--19,Male,198.4
SSP1,2045,20--24,Female,208.8
SSP1,2045,20--24,Male,217.7
SSP1,2045,25--29,Female,265.2
SSP1,2045,25--29,Male,273.9
SSP1,2045,30--34,Female,292.9
SSP1,2045,30--34,Male,300.1
SSP1,2045,35--39,Female,269.3
SSP1,2045,35--39,Male,272.3
SSP1,2045,40--44,Female,245.4
SSP1,2045,40--44,Male,245.4
SSP1,2045,45--49,Female,235.1
SSP1,2045,45--49,Male,231.1
SSP1,2045,5--9,Female,177.8
SSP1,2045,5--9,Male,188.2
SSP1,2045,50--54,Female,300.3
SSP1,2045,50--54,Male,278.4
SSP1,2045,55--59,Female,383.5
SSP1,2045,55--59,Male,343.2
SSP1,2045,60--64,Female,377.0
SSP1,2045,60--64,Male,315.0
SSP1,2045,65--69,Female,332.9
SSP1,2045,65--69,Male,256.4
SSP1,2045,70--74,Female,302.7
SSP1,2045,70--74,Male,204.9
SSP1,2045,75--79,Female,265.8
SSP1,2045,75--79,Male,155.6
SSP1,2045,80--84,Female,254.8
SSP1,2045,80--84,Male,123.3
SSP1,2045,85--89,Female,191.5
SSP1,2045,85--89,Male,70.5
SSP1,2045,90--94,Female,91.0
SSP1,2045,90--94,Male,23.7
SSP1,2045,95--99,Female,26.8
SSP1,2045,95--99,Male,4.9
SSP1,2050,0--4,Female,176.9
SSP1,2050,0--4,Male,187.4
SSP1,2050,10--14,Female,180.7
SSP1,2050,10--14,Male,191.2
SSP1,2050,100+,Female,7.8
SSP1,2050,100+,Male,1.0
SSP1,2050,15--19,Female,181.7
SSP1,2050,15--19,Male,191.3
SSP1,2050,20--24,Female,192.3
SSP1,2050,20--24,Male,200.5
SSP1,2050,25--29,Female,212.4
SSP1,2050,25--29,Male,219.3
SSP1,2050,30--34,Female,267.2
SSP1,2050,30--34,Male,274.5
SSP1,2050,35--39,Female,295.2
SSP1,2050,35--39,Male,300.2
SSP1,2050,40--44,Female,271.9
SSP1,2050,40--44,Male,272.3
SSP1,2050,45--49,Female,247.8
SSP1,2050,45--49,Male,244.2
SSP1,2050,5--9,Female,183.3
SSP1,2050,5--9,Male,194.1
SSP1,2050,50--54,Female,237.1
SSP1,2050,50--54,Male,228.3
SSP1,2050,55--59,Female,300.0
SSP1,2050,55--59,Male,270.8
SSP1,2050,60--64,Female,379.2
SSP1,2050,60--64,Male,326.8
SSP1,2050,65--69,Female,369.5
SSP1,2050,65--69,Male,292.6
SSP1,2050,70--74,Female,321.5
SSP1,2050,70--74,Male,230.3
SSP1,2050,75--79,Female,284.2
SSP1,2050,75--79,Male,173.6
SSP1,2050,80--84,Female,234.7
SSP1,2050,80--84,Male,119.2
SSP1,2050,85--89,Female,200.2
SSP1,2050,85--89,Male,80.5
SSP1,2050,90--94,Female,122.3
SSP1,2050,90--94,Male,35.5
SSP1,2050,95--99,Female,40.7
SSP1,2050,95--99,Male,8.2
SSP1,2055,0--4,Female,161.4
SSP1,2055,0--4,Male,171.1
SSP1,2055,10--14,Female,186.0
SSP1,2055,10--14,Male,196.9
SSP1,2055,100+,Female,13.1
SSP1,2055,100+,Male,1.8
SSP1,2055,15--19,Female,182.0
SSP1,2055,15--19,Male,191.8
SSP1,2055,20--24,Female,185.1
SSP1,2055,20--24,Male,193.2
SSP1,2055,25--29,Female,195.9
SSP1,2055,25--29,Male,202.1
SSP1,2055,30--34,Female,215.4
SSP1,2055,30--34,Male,221.0
SSP1,2055,35--39,Female,270.2
SSP1,2055,35--39,Male,275.3
SSP1,2055,40--44,Female,297.8
SSP1,2055,40--44,Male,300.1
SSP1,2055,45--49,Female,274.5
SSP1,2055,45--49,Male,271.2
SSP1,2055,5--9,Female,179.2
SSP1,2055,5--9,Male,189.9
SSP1,2055,50--54,Female,250.2
SSP1,2055,50--54,Male,241.9
SSP1,2055,55--59,Female,238.7
SSP1,2055,55--59,Male,224.0
SSP1,2055,60--64,Female,299.0
SSP1,2055,60--64,Male,260.9
SSP1,2055,65--69,Female,373.5
SSP1,2055,65--69,Male,307.2
SSP1,2055,70--74,Female,359.3
SSP1,2055,70--74,Male,267.1
SSP1,2055,75--79,Female,305.5
SSP1,2055,75--79,Male,199.8
SSP1,2055,80--84,Female,256.4
SSP1,2055,80--84,Male,137.7
SSP1,2055,85--89,Female,191.3
SSP1,2055,85--89,Male,81.6
SSP1,2055,90--94,Female,135.4
SSP1,2055,90--94,Male,43.2
SSP1,2055,95--99,Female,59.1
SSP1,2055,95--99,Male,13.3
SSP1,2060,0--4,Female,144.9
SSP1,2060,0--4,Male,153.6
SSP1,2060,10--14,Female,181.8
SSP1,2060,10--14,Male,192.5
SSP1,2060,100+,Female,21.0
SSP1,2060,100+,Male,3.1
SSP1,2060,15--19,Female,187.1
SSP1,2060,15--19,Male,197.3
SSP1,2060,20--24,Female,185.0
SSP1,2060,20--24,Male,193.3
SSP1,2060,25--29,Female,188.4
SSP1,2060,25--29,Male,194.5
SSP1,2060,30--34,Female,198.8
SSP1,2060,30--34,Male,203.7
SSP1,2060,35--39,Female,219.2
SSP1,2060,35--39,Male,222.8
SSP1,2060,40--44,Female,273.6
SSP1,2060,40--44,Male,276.1
SSP1,2060,45--49,Female,300.4
SSP1,2060,45--49,Male,299.1
SSP1,2060,5--9,Female,163.7
SSP1,2060,5--9,Male,173.3
SSP1,2060,50--54,Female,277.2
SSP1,2060,50--54,Male,269.2
SSP1,2060,55--59,Female,252.3
SSP1,2060,55--59,Male,238.3
SSP1,2060,60--64,Female,240.0
SSP1,2060,60--64,Male,218.0
SSP1,2060,65--69,Female,297.3
SSP1,2060,65--69,Male,248.6
SSP1,2060,70--74,Female,365.7
SSP1,2060,70--74,Male,284.6
SSP1,2060,75--79,Female,344.8
SSP1,2060,75--79,Male,236.6
SSP1,2060,80--84,Female,280.6
SSP1,2060,80--84,Male,163.7
SSP1,2060,85--89,Female,215.3
SSP1,2060,85--89,Male,98.7
SSP1,2060,90--94,Female,135.4
SSP1,2060,90--94,Male,46.5
SSP1,2060,95--99,Female,69.8
SSP1,2060,95--99,Male,17.3
SSP1,2065,0--4,Female,135.1
SSP1,2065,0--4,Male,143.1
SSP1,2065,10--14,Female,165.9
SSP1,2065,10--14,Male,175.6
SSP1,2065,100+,Female,27.8
SSP1,2065,100+,Male,4.3
SSP1,2065,15--19,Female,182.3
SSP1,2065,15--19,Male,192.3
SSP1,2065,20--24,Female,189.2
SSP1,2065,20--24,Male,198.0
SSP1,2065,25--29,Female,187.2
SSP1,2065,25--29,Male,193.6
SSP1,2065,30--34,Female,190.7
SSP1,2065,30--34,Male,195.5
SSP1,2065,35--39,Female,202.3
SSP1,2065,35--39,Male,205.3
SSP1,2065,40--44,Female,222.9
SSP1,2065,40--44,Male,224.4
SSP1,2065,45--49,Female,276.6
SSP1,2065,45--49,Male,276.0
SSP1,2065,5--9,Female,146.8
SSP1,2065,5--9,Male,155.5
SSP1,2065,50--54,Female,303.1
SSP1,2065,50--54,Male,297.2
SSP1,2065,55--59,Female,279.5
SSP1,2065,55--59,Male,266.0
SSP1,2065,60--64,Female,254.1
SSP1,2065,60--64,Male,233.2
SSP1,2065,65--69,Female,240.7
SSP1,2065,65--69,Male,210.3
SSP1,2065,70--74,Female,294.2
SSP1,2065,70--74,Male,233.9
SSP1,2065,75--79,Female,354.5
SSP1,2065,75--79,Male,256.7
SSP1,2065,80--84,Female,321.9
SSP1,2065,80--84,Male,199.1
SSP1,2065,85--89,Female,242.3
SSP1,2065,85--89,Male,121.9
SSP1,2065,90--94,Female,159.3
SSP1,2065,90--94,Male,59.3
SSP1,2065,95--99,Female,74.4
SSP1,2065,95--99,Male,20.0
SSP1,2070,0--4,Female,131.1
SSP1,2070,0--4,Male,138.9
SSP1,2070,10--14,Female,148.7
SSP1,2070,10--14,Male,157.4
SSP1,2070,100+,Female,33.4
SSP1,2070,100+,Male,5.4
SSP1,2070,15--19,Female,165.8
SSP1,2070,15--19,Male,175.0
SSP1,2070,20--24,Female,183.9
SSP1,2070,20--24,Male,192.6
SSP1,2070,25--29,Female,190.5
SSP1,2070,25--29,Male,197.4
SSP1,2070,30--34,Female,188.6
SSP1,2070,30--34,Male,193.9
SSP1,2070,35--39,Female,193.7
SSP1,2070,35--39,Male,196.8
SSP1,2070,40--44,Female,205.7
SSP1,2070,40--44,Male,206.8
SSP1,2070,45--49,Female,226.2
SSP1,2070,45--49,Male,225.2
SSP1,2070,5--9,Female,136.6
SSP1,2070,5--9,Male,144.7
SSP1,2070,50--54,Female,279.7
SSP1,2070,50--54,Male,275.2
SSP1,2070,55--59,Female,305.4
SSP1,2070,55--59,Male,294.2
SSP1,2070,60--64,Female,281.6
SSP1,2070,60--64,Male,261.4
SSP1,2070,65--69,Female,255.4
SSP1,2070,65--69,Male,226.5
SSP1,2070,70--74,Female,240.4
SSP1,2070,70--74,Male,200.6
SSP1,2070,75--79,Female,288.8
SSP1,2070,75--79,Male,215.0
SSP1,2070,80--84,Female,335.8
SSP1,2070,80--84,Male,220.9
SSP1,2070,85--89,Female,285.3
SSP1,2070,85--89,Male,153.1
SSP1,2070,90--94,Female,187.1
SSP1,2070,90--94,Male,76.7
SSP1,2070,95--99,Female,93.3
SSP1,2070,95--99,Male,27.0
SSP1,2075,0--4,Female,129.3
SSP1,2075,0--4,Male,137.0
SSP1,2075,10--14,Female,138.2
SSP1,2075,10--14,Male,146.3
SSP1,2075,100+,Female,45.4
SSP1,2075,100+,Male,7.7
SSP1,2075,15--19,Female,148.3
SSP1,2075,15--19,Male,156.6
SSP1,2075,20--24,Female,167.2
SSP1,2075,20--24,Male,175.1
SSP1,2075,25--29,Female,184.5
SSP1,2075,25--29,Male,191.4
SSP1,2075,30--34,Female,191.2
SSP1,2075,30--34,Male,196.9
SSP1,2075,35--39,Female,191.0
SSP1,2075,35--39,Male,194.5
SSP1,2075,40--44,Female,196.6
SSP1,2075,40--44,Male,198.1
SSP1,2075,45--49,Female,208.8
SSP1,2075,45--49,Male,207.8
SSP1,2075,5--9,Female,132.4
SSP1,2075,5--9,Male,140.2
SSP1,2075,50--54,Female,229.5
SSP1,2075,50--54,Male,225.5
SSP1,2075,55--59,Female,282.6
SSP1,2075,55--59,Male,273.6
SSP1,2075,60--64,Female,307.6
SSP1,2075,60--64,Male,290.2
SSP1,2075,65--69,Female,283.3
SSP1,2075,65--69,Male,255.4
SSP1,2075,70--74,Female,255.9
SSP1,2075,70--74,Male,218.0
SSP1,2075,75--79,Female,238.6
SSP1,2075,75--79,Male,187.5
SSP1,2075,80--84,Female,277.0
SSP1,2075,80--84,Male,189.1
SSP1,2075,85--89,Female,304.8
SSP1,2075,85--89,Male,175.4
SSP1,2075,90--94,Female,229.6
SSP1,2075,90--94,Male,100.8
SSP1,2075,95--99,Female,116.9
SSP1,2075,95--99,Male,37.1
SSP1,2080,0--4,Female,125.7
SSP1,2080,0--4,Male,133.2
SSP1,2080,10--14,Female,133.6
SSP1,2080,10--14,Male,141.5
SSP1,2080,100+,Female,63.4
SSP1,2080,100+,Male,11.3
SSP1,2080,15--19,Female,137.6
SSP1,2080,15--19,Male,145.2
SSP1,2080,20--24,Female,149.4
SSP1,2080,20--24,Male,156.5
SSP1,2080,25--29,Female,167.6
SSP1,2080,25--29,Male,173.7
SSP1,2080,30--34,Female,184.7
SSP1,2080,30--34,Male,190.5
SSP1,2080,35--39,Female,192.9
SSP1,2080,35--39,Male,197.1
SSP1,2080,40--44,Female,193.4
SSP1,2080,40--44,Male,195.4
SSP1,2080,45--49,Female,199.4
SSP1,2080,45--49,Male,199.0
SSP1,2080,5--9,Female,130.2
SSP1,2080,5--9,Male,138.0
SSP1,2080,50--54,Female,211.8
SSP1,2080,50--54,Male,208.4
SSP1,2080,55--59,Female,232.7
SSP1,2080,55--59,Male,225.3
SSP1,2080,60--64,Female,285.2
SSP1,2080,60--64,Male,271.1
SSP1,2080,65--69,Female,309.5
SSP1,2080,65--69,Male,284.8
SSP1,2080,70--74,Female,284.4
SSP1,2080,70--74,Male,247.8
SSP1,2080,75--79,Female,255.3
SSP1,2080,75--79,Male,206.5
SSP1,2080,80--84,Female,231.4
SSP1,2080,80--84,Male,168.4
SSP1,2080,85--89,Female,256.7
SSP1,2080,85--89,Male,154.9
SSP1,2080,90--94,Female,254.8
SSP1,2080,90--94,Male,120.9
SSP1,2080,95--99,Female,152.6
SSP1,2080,95--99,Male,51.9
SSP1,2085,0--4,Female,118.7
SSP1,2085,0--4,Male,125.8
SSP1,2085,10--14,Female,131.1
SSP1,2085,10--14,Male,138.9
SSP1,2085,100+,Female,91.6
SSP1,2085,100+,Male,16.9
SSP1,2085,15--19,Female,132.6
SSP1,2085,15--19,Male,140.1
SSP1,2085,20--24,Female,138.3
SSP1,2085,20--24,Male,144.9
SSP1,2085,25--29,Female,149.6
SSP1,2085,25--29,Male,154.9
SSP1,2085,30--34,Female,167.5
SSP1,2085,30--34,Male,172.5
SSP1,2085,35--39,Female,186.1
SSP1,2085,35--39,Male,190.2
SSP1,2085,40--44,Female,194.7
SSP1,2085,40--44,Male,197.5
SSP1,2085,45--49,Female,195.5
SSP1,2085,45--49,Male,196.0
SSP1,2085,5--9,Female,126.4
SSP1,2085,5--9,Male,134.0
SSP1,2085,50--54,Female,202.0
SSP1,2085,50--54,Male,199.5
SSP1,2085,55--59,Female,214.8
SSP1,2085,55--59,Male,208.5
SSP1,2085,60--64,Female,235.6
SSP1,2085,60--64,Male,224.3
SSP1,2085,65--69,Female,287.7
SSP1,2085,65--69,Male,267.7
SSP1,2085,70--74,Female,310.9
SSP1,2085,70--74,Male,278.1
SSP1,2085,75--79,Female,284.5
SSP1,2085,75--79,Male,237.2
SSP1,2085,80--84,Female,249.7
SSP1,2085,80--84,Male,189.2
SSP1,2085,85--89,Female,218.4
SSP1,2085,85--89,Male,142.3
SSP1,2085,90--94,Female,222.1
SSP1,2085,90--94,Male,111.8
SSP1,2085,95--99,Female,179.7
SSP1,2085,95--99,Male,66.3
SSP1,2090,0--4,Female,109.5
SSP1,2090,0--4,Male,116.0
SSP1,2090,10--14,Female,127.0
SSP1,2090,10--14,Male,134.6
SSP1,2090,100+,Female,122.3
SSP1,2090,100+,Male,23.5
SSP1,2090,15--19,Female,129.9
SSP1,2090,15--19,Male,137.3
SSP1,2090,20--24,Female,132.9
SSP1,2090,20--24,Male,139.3
SSP1,2090,25--29,Female,138.0
SSP1,2090,25--29,Male,143.0
SSP1,2090,30--34,Female,149.3
SSP1,2090,30--34,Male,153.6
SSP1,2090,35--39,Female,168.5
SSP1,2090,35--39,Male,172.0
SSP1,2090,40--44,Female,187.4
SSP1,2090,40--44,Male,190.2
SSP1,2090,45--49,Female,196.3
SSP1,2090,45--49,Male,197.6
SSP1,2090,5--9,Female,119.2
SSP1,2090,5--9,Male,126.3
SSP1,2090,50--54,Female,197.6
SSP1,2090,50--54,Male,196.3
SSP1,2090,55--59,Female,204.6
SSP1,2090,55--59,Male,199.7
SSP1,2090,60--64,Female,217.5
SSP1,2090,60--64,Male,208.0
SSP1,2090,65--69,Female,238.4
SSP1,2090,65--69,Male,222.6
SSP1,2090,70--74,Female,289.7
SSP1,2090,70--74,Male,263.1
SSP1,2090,75--79,Female,311.4
SSP1,2090,75--79,Male,268.7
SSP1,2090,80--84,Female,280.2
SSP1,2090,80--84,Male,221.4
SSP1,2090,85--89,Female,239.2
SSP1,2090,85--89,Male,164.7
SSP1,2090,90--94,Female,194.6
SSP1,2090,90--94,Male,107.5
SSP1,2090,95--99,Female,165.3
SSP1,2090,95--99,Male,65.3
SSP1,2095,0--4,Female,100.9
SSP1,2095,0--4,Male,107.0
SSP1,2095,10--14,Female,119.6
SSP1,2095,10--14,Male,126.7
SSP1,2095,100+,Female,132.9
SSP1,2095,100+,Male,25.8
SSP1,2095,15--19,Female,125.5
SSP1,2095,15--19,Male,132.7
SSP1,2095,20--24,Female,129.6
SSP1,2095,20--24,Male,136.0
SSP1,2095,25--29,Female,132.0
SSP1,2095,25--29,Male,136.9
SSP1,2095,30--34,Female,137.4
SSP1,2095,30--34,Male,141.3
SSP1,2095,35--39,Female,150.1
SSP1,2095,35--39,Male,152.9
SSP1,2095,40--44,Female,169.6
SSP1,2095,40--44,Male,171.9
SSP1,2095,45--49,Female,188.6
SSP1,2095,45--49,Male,190.1
SSP1,2095,5--9,Female,109.8
SSP1,2095,5--9,Male,116.4
SSP1,2095,50--54,Female,197.9
SSP1,2095,50--54,Male,197.6
SSP1,2095,55--59,Female,199.7
SSP1,2095,55--59,Male,196.3
SSP1,2095,60--64,Female,207.1
SSP1,2095,60--64,Male,199.4
SSP1,2095,65--69,Female,220.1
SSP1,2095,65--69,Male,207.1
SSP1,2095,70--74,Female,240.8
SSP1,2095,70--74,Male,220.3
SSP1,2095,75--79,Female,291.0
SSP1,2095,75--79,Male,256.6
SSP1,2095,80--84,Female,308.2
SSP1,2095,80--84,Male,254.8
SSP1,2095,85--89,Female,271.5
SSP1,2095,85--89,Male,198.1
SSP1,2095,90--94,Female,218.6
SSP1,2095,90--94,Male,130.2
SSP1,2095,95--99,Female,151.9
SSP1,2095,95--99,Male,67.2
SSP1,2100,0--4,Female,94.7
SSP1,2100,0--4,Male,100.4
SSP1,2100,10--14,Female,110.0
SSP1,2100,10--14,Male,116.6
SSP1,2100,100+,Female,135.6
SSP1,2100,100+,Male,29.1
SSP1,2100,15--19,Female,117.9
SSP1,2100,15--19,Male,124.7
SSP1,2100,20--24,Female,124.8
SSP1,2100,20--24,Male,131.1
SSP1,2100,25--29,Female,128.0
SSP1,2100,25--29,Male,132.9
SSP1,2100,30--34,Female,130.9
SSP1,2100,30--34,Male,134.7
SSP1,2100,35--39,Female,137.9
SSP1,2100,35--39,Male,140.4
SSP1,2100,40--44,Female,151.0
SSP1,2100,40--44,Male,152.6
SSP1,2100,45--49,Female,170.5
SSP1,2100,45--49,Male,171.6
SSP1,2100,5--9,Female,101.2
SSP1,2100,5--9,Male,107.2
SSP1,2100,50--54,Female,189.9
SSP1,2100,50--54,Male,189.9
SSP1,2100,55--59,Female,199.6
SSP1,2100,55--59,Male,197.4
SSP1,2100,60--64,Female,201.7
SSP1,2100,60--64,Male,196.0
SSP1,2100,65--69,Female,209.4
SSP1,2100,65--69,Male,198.8
SSP1,2100,70--74,Female,222.4
SSP1,2100,70--74,Male,205.7
SSP1,2100,75--79,Female,242.7
SSP1,2100,75--79,Male,216.7
SSP1,2100,80--84,Female,289.0
SSP1,2100,80--84,Male,246.8
SSP1,2100,85--89,Female,301.1
SSP1,2100,85--89,Male,233.8
SSP1,2100,90--94,Female,253.1
SSP1,2100,90--94,Male,163.5
SSP1,2100,95--99,Female,177.8
SSP1,2100,95--99,Male,87.0
SSP2,1950,0--4,Female,354.2
SSP2,1950,0--4,Male,365.7
SSP2,1950,10--14,Female,430.0
SSP2,1950,10--14,Male,404.4
SSP2,1950,100+,Female,0.3
SSP2,1950,100+,Male,0.0
SSP2,1950,15--19,Female,407.4
SSP2,1950,15--19,Male,385.4
SSP2,1950,20--24,Female,425.5
SSP2,1950,20--24,Male,358.6
SSP2,1950,25--29,Female,328.8
SSP2,1950,25--29,Male,228.6
SSP2,1950,30--34,Female,228.2
SSP2,1950,30--34,Male,153.0
SSP2,1950,35--39,Female,335.2
SSP2,1950,35--39,Male,213.9
SSP2,1950,40--44,Female,301.3
SSP2,1950,40--44,Male,222.8
SSP2,1950,45--49,Female,279.1
SSP2,1950,45--49,Male,198.1
SSP2,1950,5--9,Female,323.4
SSP2,1950,5--9,Male,329.4
SSP2,1950,50--54,Female,200.2
SSP2,1950,50--54,Male,154.1
SSP2,1950,55--59,Female,181.4
SSP2,1950,55--59,Male,140.8
SSP2,1950,60--64,Female,185.4
SSP2,1950,60--64,Male,125.7
SSP2,1950,65--69,Female,153.3
SSP2,1950,65--69,Male,99.8
SSP2,1950,70--74,Female,120.2
SSP2,1950,70--74,Male,68.7
SSP2,1950,75--79,Female,85.5
SSP2,1950,75--79,Male,41.3
SSP2,1950,80--84,Female,38.5
SSP2,1950,80--84,Male,19.0
SSP2,1950,85--89,Female,20.4
SSP2,1950,85--89,Male,7.4
SSP2,1950,90--94,Female,7.4
SSP2,1950,90--94,Male,2.0
SSP2,1950,95--99,Female,2.0
SSP2,1950,95--99,Male,0.4
SSP2,1955,0--4,Female,427.8
SSP2,1955,0--4,Male,444.8
SSP2,1955,10--14,Female,343.4
SSP2,1955,10--14,Male,333.3
SSP2,1955,100+,Female,0.4
SSP2,1955,100+,Male,0.0
SSP2,1955,15--19,Female,423.3
SSP2,1955,15--19,Male,383.7
SSP2,1955,20--24,Female,404.7
SSP2,1955,20--24,Male,362.8
SSP2,1955,25--29,Female,415.1
SSP2,1955,25--29,Male,329.9
SSP2,1955,30--34,Female,301.4
SSP2,1955,30--34,Male,203.1
SSP2,1955,35--39,Female,234.2
SSP2,1955,35--39,Male,145.3
SSP2,1955,40--44,Female,277.2
SSP2,1955,40--44,Male,173.7
SSP2,1955,45--49,Female,263.7
SSP2,1955,45--49,Male,178.7
SSP2,1955,5--9,Female,354.4
SSP2,1955,5--9,Male,371.0
SSP2,1955,50--54,Female,237.2
SSP2,1955,50--54,Male,153.8
SSP2,1955,55--59,Female,196.2
SSP2,1955,55--59,Male,120.8
SSP2,1955,60--64,Female,176.3
SSP2,1955,60--64,Male,109.7
SSP2,1955,65--69,Female,154.8
SSP2,1955,65--69,Male,83.6
SSP2,1955,70--74,Female,100.6
SSP2,1955,70--74,Male,59.5
SSP2,1955,75--79,Female,66.7
SSP2,1955,75--79,Male,33.4
SSP2,1955,80--84,Female,35.3
SSP2,1955,80--84,Male,16.0
SSP2,1955,85--89,Female,15.3
SSP2,1955,85--89,Male,6.4
SSP2,1955,90--94,Female,6.7
SSP2,1955,90--94,Male,2.0
SSP2,1955,95--99,Female,2.2
SSP2,1955,95--99,Male,0.6
SSP2,1960,0--4,Female,476.2
SSP2,1960,0--4,Male,499.3
SSP2,1960,10--14,Female,355.8
SSP2,1960,10--14,Male,367.9
SSP2,1960,100+,Female,0.5
SSP2,1960,100+,Male,0.1
SSP2,1960,15--19,Female,320.4
SSP2,1960,15--19,Male,304.5
SSP2,1960,20--24,Female,408.3
SSP2,1960,20--24,Male,362.3
SSP2,1960,25--29,Female,394.5
SSP2,1960,25--29,Male,344.1
SSP2,1960,30--34,Female,394.4
SSP2,1960,30--34,Male,310.9
SSP2,1960,35--39,Female,305.5
SSP2,1960,35--39,Male,199.8
SSP2,1960,40--44,Female,214.6
SSP2,1960,40--44,Male,132.5
SSP2,1960,45--49,Female,256.5
SSP2,1960,45--49,Male,154.8
SSP2,1960,5--9,Female,426.5
SSP2,1960,5--9,Male,443.0
SSP2,1960,50--54,Female,246.5
SSP2,1960,50--54,Male,158.5
SSP2,1960,55--59,Female,234.9
SSP2,1960,55--59,Male,134.9
SSP2,1960,60--64,Female,188.5
SSP2,1960,60--64,Male,105.0
SSP2,1960,65--69,Female,153.7
SSP2,1960,65--69,Male,85.5
SSP2,1960,70--74,Female,116.6
SSP2,1960,70--74,Male,58.3
SSP2,1960,75--79,Female,65.2
SSP2,1960,75--79,Male,34.8
SSP2,1960,80--84,Female,34.1
SSP2,1960,80--84,Male,16.0
SSP2,1960,85--89,Female,15.6
SSP2,1960,85--89,Male,6.4
SSP2,1960,90--94,Female,5.4
SSP2,1960,90--94,Male,1.9
SSP2,1960,95--99,Female,1.9
SSP2,1960,95--99,Male,0.5
SSP2,1965,0--4,Female,456.6
SSP2,1965,0--4,Male,480.1
SSP2,1965,10--14,Female,422.6
SSP2,1965,10--14,Male,439.4
SSP2,1965,100+,Female,0.4
SSP2,1965,100+,Male,0.1
SSP2,1965,15--19,Female,331.8
SSP2,1965,15--19,Male,343.6
SSP2,1965,20--24,Female,288.1
SSP2,1965,20--24,Male,274.1
SSP2,1965,25--29,Female,393.7
SSP2,1965,25--29,Male,353.3
SSP2,1965,30--34,Female,374.8
SSP2,1965,30--34,Male,334.7
SSP2,1965,35--39,Female,392.4
SSP2,1965,35--39,Male,312.4
SSP2,1965,40--44,Female,300.9
SSP2,1965,40--44,Male,197.4
SSP2,1965,45--49,Female,204.2
SSP2,1965,45--49,Male,126.3
SSP2,1965,5--9,Female,474.9
SSP2,1965,5--9,Male,494.6
SSP2,1965,50--54,Female,257.1
SSP2,1965,50--54,Male,150.1
SSP2,1965,55--59,Female,250.4
SSP2,1965,55--59,Male,150.9
SSP2,1965,60--64,Female,227.7
SSP2,1965,60--64,Male,125.5
SSP2,1965,65--69,Female,168.8
SSP2,1965,65--69,Male,90.4
SSP2,1965,70--74,Female,123.9
SSP2,1965,70--74,Male,66.2
SSP2,1965,75--79,Female,83.8
SSP2,1965,75--79,Male,38.3
SSP2,1965,80--84,Female,37.7
SSP2,1965,80--84,Male,18.7
SSP2,1965,85--89,Female,16.4
SSP2,1965,85--89,Male,7.1
SSP2,1965,90--94,Female,5.9
SSP2,1965,90--94,Male,2.1
SSP2,1965,95--99,Female,1.6
SSP2,1965,95--99,Male,0.5
SSP2,1970,0--4,Female,367.2
SSP2,1970,0--4,Male,384.4
SSP2,1970,10--14,Female,471.5
SSP2,1970,10--14,Male,491.3
