scenario,year,age_group,sex,pop_thousands
SSP3,2060,95--99,Male,5.6
SSP3,2065,0--4,Female,228.9
SSP3,2065,0--4,Male,242.4
SSP3,2065,10--14,Female,240.0
SSP3,2065,10--14,Male,253.9
SSP3,2065,100+,Female,5.3
SSP3,2065,100+,Male,1.0
SSP3,2065,15--19,Female,251.3
SSP3,2065,15--19,Male,265.2
SSP3,2065,20--24,Female,251.5
SSP3,2065,20--24,Male,264.6
SSP3,2065,25--29,Female,241.1
SSP3,2065,25--29,Male,252.7
SSP3,2065,30--34,Female,226.1
SSP3,2065,30--34,Male,235.7
SSP3,2065,35--39,Female,220.4
SSP3,2065,35--39,Male,228.1
SSP3,2065,40--44,Female,223.1
SSP3,2065,40--44,Male,228.3
SSP3,2065,45--49,Female,259.3
SSP3,2065,45--49,Male,260.1
SSP3,2065,5--9,Female,230.1
SSP3,2065,5--9,Male,243.5
SSP3,2065,50--54,Female,285.5
SSP3,2065,50--54,Male,277.8
SSP3,2065,55--59,Female,258.1
SSP3,2065,55--59,Male,240.7
SSP3,2065,60--64,Female,229.6
SSP3,2065,60--64,Male,201.8
SSP3,2065,65--69,Female,212.5
SSP3,2065,65--69,Male,172.2
SSP3,2065,70--74,Female,256.0
SSP3,2065,70--74,Male,180.9
SSP3,2065,75--79,Female,292.9
SSP3,2065,75--79,Male,180.2
SSP3,2065,80--84,Female,232.9
SSP3,2065,80--84,Male,117.9
SSP3,2065,85--89,Female,141.1
SSP3,2065,85--89,Male,57.7
SSP3,2065,90--94,Female,68.1
SSP3,2065,90--94,Male,21.3
SSP3,2065,95--99,Female,21.6
SSP3,2065,95--99,Male,5.5
SSP3,2070,0--4,Female,238.7
SSP3,2070,0--4,Male,252.7
SSP3,2070,10--14,Female,232.1
SSP3,2070,10--14,Male,245.5
SSP3,2070,100+,Female,5.1
SSP3,2070,100+,Male,1.0
SSP3,2070,15--19,Female,240.5
SSP3,2070,15--19,Male,253.8
SSP3,2070,20--24,Female,252.9
SSP3,2070,20--24,Male,266.1
SSP3,2070,25--29,Female,252.7
SSP3,2070,25--29,Male,264.9
SSP3,2070,30--34,Female,242.6
SSP3,2070,30--34,Male,253.1
SSP3,2070,35--39,Female,227.6
SSP3,2070,35--39,Male,235.7
SSP3,2070,40--44,Female,221.6
SSP3,2070,40--44,Male,226.9
SSP3,2070,45--49,Female,223.7
SSP3,2070,45--49,Male,225.2
SSP3,2070,5--9,Female,230.8
SSP3,2070,5--9,Male,244.3
SSP3,2070,50--54,Female,258.6
SSP3,2070,50--54,Male,253.5
SSP3,2070,55--59,Female,283.0
SSP3,2070,55--59,Male,266.6
SSP3,2070,60--64,Female,253.8
SSP3,2070,60--64,Male,225.5
SSP3,2070,65--69,Female,222.6
SSP3,2070,65--69,Male,182.8
SSP3,2070,70--74,Female,200.5
SSP3,2070,70--74,Male,149.0
SSP3,2070,75--79,Female,229.8
SSP3,2070,75--79,Male,144.8
SSP3,2070,80--84,Female,239.2
SSP3,2070,80--84,Male,127.1
SSP3,2070,85--89,Female,161.7
SSP3,2070,85--89,Male,69.1
SSP3,2070,90--94,Female,75.4
SSP3,2070,90--94,Male,25.4
SSP3,2070,95--99,Female,24.3
SSP3,2070,95--99,Male,6.4
SSP3,2075,0--4,Female,249.4
SSP3,2075,0--4,Male,264.1
SSP3,2075,10--14,Female,232.6
SSP3,2075,10--14,Male,246.0
SSP3,2075,100+,Female,5.8
SSP3,2075,100+,Male,1.2
SSP3,2075,15--19,Female,232.0
SSP3,2075,15--19,Male,244.8
SSP3,2075,20--24,Female,242.1
SSP3,2075,20--24,Male,254.6
SSP3,2075,25--29,Female,253.9
SSP3,2075,25--29,Male,266.3
SSP3,2075,30--34,Female,253.8
SSP3,2075,30--34,Male,265.0
SSP3,2075,35--39,Female,243.9
SSP3,2075,35--39,Male,252.9
SSP3,2075,40--44,Female,228.8
SSP3,2075,40--44,Male,234.5
SSP3,2075,45--49,Female,222.3
SSP3,2075,45--49,Male,224.1
SSP3,2075,5--9,Female,240.3
SSP3,2075,5--9,Male,254.4
SSP3,2075,50--54,Female,223.7
SSP3,2075,50--54,Male,220.1
SSP3,2075,55--59,Female,256.8
SSP3,2075,55--59,Male,244.0
SSP3,2075,60--64,Female,278.4
SSP3,2075,60--64,Male,250.5
SSP3,2075,65--69,Female,246.3
SSP3,2075,65--69,Male,205.3
SSP3,2075,70--74,Female,210.6
SSP3,2075,70--74,Male,159.3
SSP3,2075,75--79,Female,181.6
SSP3,2075,75--79,Male,120.8
SSP3,2075,80--84,Female,189.5
SSP3,2075,80--84,Male,103.8
SSP3,2075,85--89,Female,168.5
SSP3,2075,85--89,Male,76.1
SSP3,2075,90--94,Female,88.2
SSP3,2075,90--94,Male,31.3
SSP3,2075,95--99,Female,27.6
SSP3,2075,95--99,Male,7.9
SSP3,2080,0--4,Female,254.8
SSP3,2080,0--4,Male,269.8
SSP3,2080,10--14,Female,241.8
SSP3,2080,10--14,Male,255.8
SSP3,2080,100+,Female,6.7
SSP3,2080,100+,Male,1.5
SSP3,2080,15--19,Female,231.7
SSP3,2080,15--19,Male,244.5
SSP3,2080,20--24,Female,233.5
SSP3,2080,20--24,Male,245.5
SSP3,2080,25--29,Female,243.1
SSP3,2080,25--29,Male,254.8
SSP3,2080,30--34,Female,254.9
SSP3,2080,30--34,Male,266.1
SSP3,2080,35--39,Female,254.8
SSP3,2080,35--39,Male,264.4
SSP3,2080,40--44,Female,245.0
SSP3,2080,40--44,Male,251.5
SSP3,2080,45--49,Female,229.5
SSP3,2080,45--49,Male,231.7
SSP3,2080,5--9,Female,250.8
SSP3,2080,5--9,Male,265.4
SSP3,2080,50--54,Female,222.4
SSP3,2080,50--54,Male,219.3
SSP3,2080,55--59,Female,222.6
SSP3,2080,55--59,Male,212.5
SSP3,2080,60--64,Female,253.0
SSP3,2080,60--64,Male,230.2
SSP3,2080,65--69,Female,270.4
SSP3,2080,65--69,Male,229.1
SSP3,2080,70--74,Female,233.7
SSP3,2080,70--74,Male,180.2
SSP3,2080,75--79,Female,191.7
SSP3,2080,75--79,Male,130.4
SSP3,2080,80--84,Female,151.1
SSP3,2080,80--84,Male,87.9
SSP3,2080,85--89,Female,135.4
SSP3,2080,85--89,Male,63.5
SSP3,2080,90--94,Female,93.7
SSP3,2080,90--94,Male,35.3
SSP3,2080,95--99,Female,33.1
SSP3,2080,95--99,Male,10.0
SSP3,2085,0--4,Female,253.6
SSP3,2085,0--4,Male,268.5
SSP3,2085,10--14,Female,252.0
SSP3,2085,10--14,Male,266.5
SSP3,2085,100+,Female,8.2
SSP3,2085,100+,Male,1.9
SSP3,2085,15--19,Female,240.0
SSP3,2085,15--19,Male,253.4
SSP3,2085,20--24,Female,233.0
SSP3,2085,20--24,Male,245.0
SSP3,2085,25--29,Female,234.5
SSP3,2085,25--29,Male,245.7
SSP3,2085,30--34,Female,244.0
SSP3,2085,30--34,Male,254.7
SSP3,2085,35--39,Female,255.8
SSP3,2085,35--39,Male,265.5
SSP3,2085,40--44,Female,255.6
SSP3,2085,40--44,Male,262.8
SSP3,2085,45--49,Female,245.5
SSP3,2085,45--49,Male,248.4
SSP3,2085,5--9,Female,256.0
SSP3,2085,5--9,Male,270.9
SSP3,2085,50--54,Female,229.5
SSP3,2085,50--54,Male,227.0
SSP3,2085,55--59,Female,221.5
SSP3,2085,55--59,Male,212.2
SSP3,2085,60--64,Female,219.9
SSP3,2085,60--64,Male,201.4
SSP3,2085,65--69,Female,246.4
SSP3,2085,65--69,Male,211.6
SSP3,2085,70--74,Female,257.2
SSP3,2085,70--74,Male,202.5
SSP3,2085,75--79,Female,213.6
SSP3,2085,75--79,Male,148.9
SSP3,2085,80--84,Female,160.9
SSP3,2085,80--84,Male,96.4
SSP3,2085,85--89,Female,109.4
SSP3,2085,85--89,Male,54.8
SSP3,2085,90--94,Female,76.8
SSP3,2085,90--94,Male,30.2
SSP3,2085,95--99,Female,36.0
SSP3,2085,95--99,Male,11.6
SSP3,2090,0--4,Female,249.7
SSP3,2090,0--4,Male,264.3
SSP3,2090,10--14,Female,256.8
SSP3,2090,10--14,Male,271.7
SSP3,2090,100+,Female,9.3
SSP3,2090,100+,Male,2.3
SSP3,2090,15--19,Female,249.2
SSP3,2090,15--19,Male,263.1
SSP3,2090,20--24,Female,240.8
SSP3,2090,20--24,Male,253.4
SSP3,2090,25--29,Female,233.6
SSP3,2090,25--29,Male,244.8
SSP3,2090,30--34,Female,235.3
SSP3,2090,30--34,Male,245.5
SSP3,2090,35--39,Female,244.9
SSP3,2090,35--39,Male,254.1
SSP3,2090,40--44,Female,256.4
SSP3,2090,40--44,Male,263.8
SSP3,2090,45--49,Female,255.8
SSP3,2090,45--49,Male,259.5
SSP3,2090,5--9,Female,254.6
SSP3,2090,5--9,Male,269.4
SSP3,2090,50--54,Female,245.4
SSP3,2090,50--54,Male,243.5
SSP3,2090,55--59,Female,228.6
SSP3,2090,55--59,Male,220.0
SSP3,2090,60--64,Female,219.1
SSP3,2090,60--64,Male,201.7
SSP3,2090,65--69,Female,214.8
SSP3,2090,65--69,Male,186.2
SSP3,2090,70--74,Female,235.2
SSP3,2090,70--74,Male,188.4
SSP3,2090,75--79,Female,236.1
SSP3,2090,75--79,Male,169.0
SSP3,2090,80--84,Female,181.0
SSP3,2090,80--84,Male,111.7
SSP3,2090,85--89,Female,118.2
SSP3,2090,85--89,Male,61.2
SSP3,2090,90--94,Female,63.3
SSP3,2090,90--94,Male,26.7
SSP3,2090,95--99,Female,30.2
SSP3,2090,95--99,Male,10.2
SSP3,2095,0--4,Female,248.3
SSP3,2095,0--4,Male,263.2
SSP3,2095,10--14,Female,255.1
SSP3,2095,10--14,Male,269.9
SSP3,2095,100+,Female,8.3
SSP3,2095,100+,Male,2.1
SSP3,2095,15--19,Female,253.0
SSP3,2095,15--19,Male,267.3
SSP3,2095,20--24,Female,249.4
SSP3,2095,20--24,Male,262.6
SSP3,2095,25--29,Female,241.0
SSP3,2095,25--29,Male,252.7
SSP3,2095,30--34,Female,234.2
SSP3,2095,30--34,Male,244.4
SSP3,2095,35--39,Female,236.1
SSP3,2095,35--39,Male,244.9
SSP3,2095,40--44,Female,245.5
SSP3,2095,40--44,Male,252.5
SSP3,2095,45--49,Female,256.5
SSP3,2095,45--49,Male,260.5
SSP3,2095,5--9,Female,250.4
SSP3,2095,5--9,Male,265.1
SSP3,2095,50--54,Female,255.5
SSP3,2095,50--54,Male,254.4
SSP3,2095,55--59,Female,244.3
SSP3,2095,55--59,Male,236.2
SSP3,2095,60--64,Female,226.2
SSP3,2095,60--64,Male,209.7
SSP3,2095,65--69,Female,214.4
SSP3,2095,65--69,Male,187.4
SSP3,2095,70--74,Female,205.9
SSP3,2095,70--74,Male,167.0
SSP3,2095,75--79,Female,217.0
SSP3,2095,75--79,Male,158.8
SSP3,2095,80--84,Female,201.8
SSP3,2095,80--84,Male,128.6
SSP3,2095,85--89,Female,134.8
SSP3,2095,85--89,Male,72.3
SSP3,2095,90--94,Female,69.8
SSP3,2095,90--94,Male,30.6
SSP3,2095,95--99,Female,25.5
SSP3,2095,95--99,Male,9.2
SSP3,2100,0--4,Female,251.7
SSP3,2100,0--4,Male,266.8
SSP3,2100,10--14,Female,250.7
SSP3,2100,10--14,Male,265.3
SSP3,2100,100+,Female,7.2
SSP3,2100,100+,Male,2.0
SSP3,2100,15--19,Female,250.3
SSP3,2100,15--19,Male,264.5
SSP3,2100,20--24,Female,252.8
SSP3,2100,20--24,Male,266.3
SSP3,2100,25--29,Female,249.0
SSP3,2100,25--29,Male,261.3
SSP3,2100,30--34,Female,241.1
SSP3,2100,30--34,Male,251.8
SSP3,2100,35--39,Female,234.8
SSP3,2100,35--39,Male,243.6
SSP3,2100,40--44,Female,236.7
SSP3,2100,40--44,Male,243.5
SSP3,2100,45--49,Female,245.6
SSP3,2100,45--49,Male,249.6
SSP3,2100,5--9,Female,248.9
SSP3,2100,5--9,Male,263.7
SSP3,2100,50--54,Female,256.2
SSP3,2100,50--54,Male,255.6
SSP3,2100,55--59,Female,254.2
SSP3,2100,55--59,Male,247.1
SSP3,2100,60--64,Female,241.7
SSP3,2100,60--64,Male,225.6
SSP3,2100,65--69,Female,221.6
SSP3,2100,65--69,Male,195.7
SSP3,2100,70--74,Female,206.1
SSP3,2100,70--74,Male,169.2
SSP3,2100,75--79,Female,191.1
SSP3,2100,75--79,Male,142.2
SSP3,2100,80--84,Female,187.1
SSP3,2100,80--84,Male,122.5
SSP3,2100,85--89,Female,152.3
SSP3,2100,85--89,Male,84.8
SSP3,2100,90--94,Female,81.2
SSP3,2100,90--94,Male,37.0
SSP3,2100,95--99,Female,28.9
SSP3,2100,95--99,Male,10.8
