category,lat,lon
cafe,53.9315353,27.6512951
shop_grocery,54.5000770,30.4321376
shop_grocery,53.8828189,27.4320412
shop_grocery,52.1022555,23.7324747
shop_grocery,55.2029529,30.1707759
shop_grocery,53.6634303,23.8344668
post_office,54.7596248,27.0904810
shop_grocery,52.0974685,23.6955774
cafe,55.1985390,30.1959433
shop_grocery,55.1983992,30.1947277
cafe,55.1993088,30.2065844
post_office,55.1992947,30.2069175
cafe,55.1992854,30.2074928
cafe,55.1992191,30.2079714
shop_grocery,55.1989923,30.2074518
shop_grocery,55.1987788,30.2068733
cafe,55.1979955,30.2067452
post_office,53.6820261,27.1413336
shop_grocery,53.8654444,25.3199083
fap,52.1132969,26.0697896
fap,52.1132698,26.0691365
fap,52.1127311,26.0995165
shop_grocery,52.2026853,23.6793956
post_office,52.2024539,23.6802884
post_office,52.3575671,31.0120255
shop_grocery,53.7863836,27.4296641
shop_grocery,54.4192702,30.2879496
shop_grocery,54.2451811,26.8368487
shop_grocery,53.6791539,27.1303678
shop_grocery,53.7564690,28.1535230
shop_grocery,52.4565880,30.9604517
shop_grocery,52.0353907,29.2015944
shop_grocery,52.4225835,30.9521878
post_office,52.1295206,29.3386025
shop_grocery,54.2451978,28.5415766
cafe,53.7532339,28.0172599
fap,52.1003736,23.6947234
post_office,54.4221663,27.8327285
post_office,53.9012402,27.4329554
school,53.8979210,27.4327172
cafe,53.9284096,27.6509476
restaurant,52.1274312,29.3199933
shop_grocery,53.8897266,27.5449960
shop_grocery,53.7176991,23.8686481
shop_grocery,52.1273689,29.3188882
fap,53.8776293,27.5449856
shop_grocery,53.8703166,27.5440799
shop_grocery,52.1286557,29.3203756
shop_grocery,52.1344786,29.3418801
cafe,53.0935582,25.3534524
shop_grocery,53.0931285,25.3543834
shop_grocery,53.9057736,30.3572098
sports_centre,52.0931951,23.6924980
cafe,52.0934097,23.6921542
cafe,53.9970285,27.0103880
shop_grocery,52.1317687,26.0670637
restaurant,52.0915160,23.6874892
cafe,53.6719062,23.7995675
post_office,51.9265654,23.6593526
cafe,52.1078560,26.0545164
shop_grocery,52.1103031,26.0548469
shop_grocery,52.1333831,26.0415606
shop_grocery,53.8429393,27.4750720
fap,52.1134476,26.0697936
post_office,52.1353608,26.0729867
shop_grocery,53.9381300,27.5841731
shop_grocery,52.1134880,26.0656992
cafe,55.1917343,30.2028724
post_office,53.5006320,29.1479837
bank,52.0644221,23.7565506
sports_centre,52.1056777,23.7736797
shop_grocery,55.1679914,30.1269637
shop_grocery,53.9104787,27.5052882
shop_grocery,53.4309046,27.6944737
post_office,53.1288037,26.0313642
post_office,53.0399422,26.2640995
post_office,52.0704875,23.7070936
post_office,52.5600960,24.4580126
post_office,52.1926205,24.3382573
post_office,52.1262303,26.1142016
post_office,53.1065984,25.9899723
post_office,52.1220085,23.6564128
post_office,52.0790961,23.7497230
post_office,52.1359922,26.1085193
shop_grocery,52.1480465,25.5384224
post_office,54.8929996,27.7676466
restaurant,52.1294163,26.0091555
fap,52.4320104,31.0072050
shop_grocery,52.1322960,26.1172593
shop_grocery,52.1336527,26.1216876
shop_grocery,53.7212963,23.8819422
cafe,52.1125622,26.1035049
cafe,54.3107579,26.2845393
school,54.4232241,26.5288357
shop_grocery,55.1891934,30.2589707
cafe,54.3128657,26.2793514
shop_grocery,55.1817780,30.2043351
bank,55.1816148,30.2052121
cafe,55.1819630,30.2031594
cafe,55.1812692,30.2022138
bank,55.1812172,30.2027688
cafe,53.9080309,27.5192687
shop_grocery,53.3257100,26.0066270
shop_grocery,52.2054189,27.0090544
cafe,53.8484854,27.6021862
shop_grocery,55.1796435,30.2021708
school,55.1790937,30.2013127
shop_grocery,55.1726870,30.2017235
post_office,55.1732843,30.2052810
shop_grocery,55.1726012,30.2107029
cafe,55.1709633,30.2156029
cafe,55.1923366,30.2059508
bank,55.1924238,30.2059427
cafe,55.1925092,30.2052077
cafe,53.8800393,27.5349601
bank,55.1817378,30.2109299
post_office,53.5080804,28.1493920
post_office,53.4880024,26.7464572
post_office,54.2104573,28.4746984
post_office,54.8704235,26.9298418
post_office,53.4656780,27.2019607
post_office,53.0270194,27.5516805
post_office,53.0381570,27.5610709
post_office,54.2165116,28.5071075
post_office,54.2127411,30.2983645
post_office,53.8076219,30.9626162
post_office,53.1921183,29.2260441
post_office,53.9272919,30.3567884
post_office,53.7116884,31.7191279
post_office,53.1300012,29.2299572
shop_grocery,52.3717013,30.3497293
shop_grocery,53.8703456,27.5435968
post_office,53.1288843,26.0313427
post_office,52.0300169,29.2125740
post_office,52.6305672,29.7491511
post_office,53.0767268,30.0517461
post_office,51.8052199,29.1539141
post_office,52.3572528,31.0279869
post_office,52.4653054,30.9688663
post_office,54.8929796,27.7677753
post_office,53.6043059,24.7450491
post_office,53.6777236,23.8509321
post_office,53.7136265,23.8635006
post_office,54.4289451,25.9445760
post_office,54.6162634,25.9586954
post_office,53.9283690,27.6509466
post_office,53.9105258,27.4189135
post_office,53.1063649,25.9894360
post_office,52.0724536,23.7554937
restaurant,53.6861873,23.8363154
post_office,53.9585032,27.5507045
post_office,53.9314503,27.6542616
cafe,53.9341916,27.6553139
shop_grocery,53.4510865,26.4696892
cafe,53.6732751,23.8393817
post_office,53.8676025,27.4876065
shop_grocery,55.1758548,30.1828017
post_office,52.1321642,26.0779708
bank,52.1473354,24.3713933
post_office,52.1474803,24.3714148
post_office,53.5216895,27.8297388
post_office,53.9282171,27.4328295
post_office,53.9769391,27.4484845
post_office,53.9611574,27.4345503
shop_grocery,52.1377050,29.3139079
shop_grocery,53.8673449,27.5091117
post_office,53.4621284,27.1368678
sports_centre,53.5777333,27.4641672
post_office,53.3021435,28.6411236
cafe,53.9228507,27.6257017
shop_grocery,54.2718659,28.6024564
shop_grocery,55.1609693,30.2201006
post_office,54.0595898,27.5474737
cafe,53.8722038,27.4775317
post_office,53.6329778,27.4603200
post_office,53.8253648,27.4491541
post_office,53.7811202,27.8409271
post_office,53.5859571,28.2404486
post_office,53.5144620,28.1287695
post_office,53.5346314,28.1176538
post_office,53.5257279,28.1640877
post_office,53.6199065,28.1405975
post_office,53.5706523,27.9618278
cafe,53.9150293,27.5715347
restaurant,53.8916568,27.5722437
shop_grocery,52.1505029,26.0934560
cafe,54.3034206,26.8486160
restaurant,53.7403270,27.3093440
cafe,53.9422385,27.5990182
cafe,53.9391749,27.6032315
shop_grocery,53.8655397,27.5352956
cafe,53.8661557,27.5316355
post_office,53.8929034,27.2010195
cafe,53.9355059,27.5835901
shop_grocery,53.8655130,27.5609378
shop_grocery,55.1735325,30.2469195
cafe,53.9423100,27.5998923
shop_grocery,52.4065733,30.9285805
shop_grocery,54.4769442,26.3945551
cafe,53.9147653,27.5634639
restaurant,53.8762535,27.4952847
restaurant,53.8761463,27.4952342
station,55.1949870,30.1850569
shop_grocery,52.9015451,30.0045120
shop_grocery,52.9004966,29.9959122
station,54.5041599,30.3753211
station,53.0139360,27.5226694
post_office,54.0100620,31.4671091
shop_grocery,53.9020026,27.4902928
post_office,53.5159688,24.8333872
fap,53.5159153,24.8334344
shop_grocery,52.1239889,26.0467038
restaurant,52.1191920,26.1010499
shop_grocery,52.1162024,26.0412723
sports_centre,52.1321116,26.0229313
post_office,51.7830661,30.2721338
fap,51.7790303,30.2665125
cafe,53.8996734,27.5577918
shop_grocery,55.1618528,30.2029148
station,55.1137640,30.1625020
shop_grocery,53.0305060,27.5878480
cafe,53.8595993,27.6740790
cafe,53.9299045,27.5761455
bank,53.9287782,27.5828623
shop_grocery,54.2010907,27.8479626
shop_grocery,53.8851418,27.5171022
shop_grocery,53.9047529,27.4535643
shop_grocery,53.8955825,27.4816794
shop_grocery,52.5338596,24.9841500
fap,52.5388425,24.9962930
restaurant,52.4728314,23.3900155
fap,53.1618141,24.4393845
cafe,55.2967789,30.3061911
cafe,52.4299531,31.0113467
shop_grocery,53.8574338,27.4407735
shop_grocery,53.9461078,27.6389261
shop_grocery,53.8367821,27.6939448
shop_grocery,53.9070700,27.5885023
shop_grocery,53.9120180,27.5644566
shop_grocery,53.9380489,27.6410342
cafe,53.9232818,27.6038736
cafe,53.9234461,27.6016313
shop_grocery,53.1197725,29.2354677
post_office,53.1189240,29.2311580
shop_grocery,53.1191190,29.2311512
shop_grocery,52.1584010,25.5250226
sports_centre,55.2245414,30.2421774
shop_grocery,53.9697403,27.5324662
sports_centre,52.3894547,30.8604535
station,55.4929318,28.8155401
station,55.4918927,28.7826894
cafe,52.4247083,31.0080166
shop_grocery,53.8869296,27.6170366
post_office,52.4762868,31.0225153
post_office,52.6290130,29.7558420
post_office,53.9433181,27.6412511
post_office,52.2102200,24.3480450
post_office,53.6374710,23.7778312
post_office,53.6794776,23.8310114
post_office,53.1614950,29.2068260
post_office,55.4634343,29.9840874
post_office,54.4821689,30.3181323
post_office,54.6543636,29.1460392
bank,52.1171453,26.1027968
shop_grocery,53.6698307,23.8030357
shop_grocery,53.7974924,29.0385802
cafe,55.5348114,28.6500784
cafe,55.5333747,28.6528662
shop_grocery,52.3324146,25.2282815
fap,55.5377453,28.6398582
cafe,53.8702202,27.5506780
restaurant,52.0619348,27.7507652
restaurant,53.9049133,27.5469559
post_office,52.8060686,30.0888827
shop_grocery,52.8059500,30.0889288
shop_grocery,55.1718111,30.1362216
shop_grocery,53.8784175,27.4542265
post_office,52.1140651,28.1595414
fap,53.9005615,27.6021632
cafe,53.7086017,23.8410108
shop_grocery,53.8505075,27.4846932
bank,53.8994126,27.5601154
school,53.9217488,27.6318540
shop_grocery,55.1511110,30.2191288
fap,52.4632252,30.9899564
cafe,54.6577650,29.2337350
shop_grocery,52.1279443,26.1325049
post_office,52.1151829,26.1098383
fap,52.1360786,26.1050311
cafe,55.8070817,28.3126111
shop_grocery,55.8071066,28.3127238
cafe,53.8776725,27.5436812
school,53.9406392,27.4667628
fap,55.1715240,30.1438445
cafe,52.0856127,23.6961591
cafe,52.0846975,23.6968773
cafe,52.0849911,23.6972666
shop_grocery,52.1235048,26.1064902
shop_grocery,53.8503587,27.4732697
restaurant,52.1245933,26.1002561
cafe,52.1330661,26.1002634
shop_grocery,52.1410797,23.6122354
shop_grocery,53.1500664,24.8178839
cafe,53.1036259,30.0636663
cafe,53.0807284,30.0519867
bank,52.9464186,29.7920025
station,55.1389810,30.1593971
shop_grocery,53.7204774,23.8643892
bank,53.7206363,23.8644234
bank,53.0381373,26.2632224
cafe,52.0731534,23.7069704
shop_grocery,52.1341754,26.0710260
shop_grocery,52.7109144,25.3188005
shop_grocery,52.8015485,24.4893890
shop_grocery,53.4015981,24.5355291
restaurant,54.2157555,28.4874780
fap,54.2135234,28.4911089
restaurant,54.2117872,28.4866786
shop_grocery,54.2083056,28.4790605
shop_grocery,53.9101379,27.5367556
shop_grocery,55.4574106,29.9855186
shop_grocery,52.1211449,26.0760525
cafe,53.5722278,28.1315961
shop_grocery,53.5721630,28.1317570
shop_grocery,55.1682532,30.2765316
cafe,52.7863104,27.4923138
shop_grocery,55.6942325,26.8975568
shop_grocery,53.8778764,27.4730611
shop_grocery,55.1621733,30.2694297
bank,52.0290222,23.8000791
post_office,52.6410334,24.5829818
post_office,52.3934154,23.4062476
post_office,52.3444481,23.5487358
post_office,52.3440478,23.6087158
shop_grocery,52.1209440,26.0905552
cafe,52.1210971,26.0895735
post_office,52.2800191,24.4263137
post_office,52.2667113,23.5888041
post_office,52.1971532,23.5871935
cafe,52.1159842,26.1094795
bank,52.1160385,26.1094460
bank,52.1161283,26.1092918
shop_grocery,52.1165417,26.1098886
shop_grocery,55.7746245,28.7878298
post_office,52.9690866,29.1144548
shop_grocery,52.9703780,29.1159327
post_office,52.6338357,24.5515319
post_office,52.5183207,24.5218526
post_office,52.3778266,24.6807961
shop_grocery,52.3769856,24.6810816
post_office,52.4344136,24.7173292
post_office,52.2752657,24.4708520
post_office,52.2400172,24.1283535
post_office,52.6520183,24.4217232
post_office,53.1084984,29.2434436
post_office,52.6580857,24.1698903
cafe,53.6886242,23.8455999
cafe,53.7015671,23.8335997
shop_grocery,53.1563000,24.4508000
shop_grocery,53.6408360,23.8616502
shop_grocery,53.8817133,25.2804047
shop_grocery,54.5221008,30.4286874
shop_grocery,55.1828741,30.2087653
shop_grocery,55.8332230,27.7362120
post_office,54.5102802,30.4291691
cafe,53.8738611,27.4168915
post_office,53.4890461,26.7495605
shop_grocery,54.5130000,30.3717000
shop_grocery,53.8727510,30.3051370
post_office,53.9188354,30.3065532
post_office,52.7906110,27.5016010
shop_grocery,53.9311279,27.3573008
cafe,52.7924750,27.5176016
bank,53.9887278,27.6758265
restaurant,53.8988734,27.5561924
bank,53.9160291,27.2010434
post_office,53.9160536,27.2010541
post_office,52.2174326,24.4767303
post_office,51.5573508,23.6029450
post_office,52.2675936,23.9866906
shop_grocery,52.2674442,23.9863983
post_office,52.1773942,23.6649823
post_office,52.1353639,23.9881014
post_office,52.1319373,23.7705334
post_office,52.0499263,23.7049411
post_office,52.0712515,23.6970583
post_office,52.0591067,23.8169715
shop_grocery,53.8881711,27.5049989
shop_grocery,52.1516014,26.0823584
shop_grocery,55.6182491,27.1032022
shop_grocery,52.1299276,26.0979661
school,52.1523123,26.0919110
shop_grocery,55.0063746,28.7477387
shop_grocery,54.7807860,27.6710618
shop_grocery,54.3578241,28.2179482
cafe,53.9043642,27.5526548
bank,54.6544735,29.1462162
shop_grocery,52.0158123,25.5954478
shop_grocery,53.2465848,30.5403090
post_office,52.1415469,26.1128666
fap,52.1187503,26.1105430
sports_centre,54.6218669,25.9665585
post_office,53.1758615,26.0295283
cafe,53.6808315,23.8300885
restaurant,52.1344117,26.0777490
shop_grocery,52.1377561,26.1079185
shop_grocery,52.1581448,26.0927023
cafe,52.1368705,26.1105551
bank,52.1374269,26.1125319
fap,52.1364943,26.1064406
fap,52.1364153,26.1059833
fap,52.1365461,26.1067356
cafe,53.9178297,27.5890102
shop_grocery,53.8470930,27.4752703
sports_centre,53.9599742,27.6508834
post_office,53.7208999,23.8639855
shop_grocery,52.6190189,27.6304919
ice_rink,54.6041703,25.9699997
post_office,52.6297740,29.7225871
post_office,53.8622158,27.4599547
post_office,52.4219274,31.3173173
post_office,53.6789882,27.5333638
post_office,54.9771065,26.8924787
cafe,53.8893219,27.5451096
post_office,55.1160420,26.9261915
shop_grocery,52.1118111,26.0873674
cafe,55.1445530,27.2073945
cafe,54.1198022,27.6705753
post_office,55.1431010,26.8020697
cafe,53.9356963,27.5338001
restaurant,55.1945923,30.2334823
cafe,53.9608913,27.6611832
bank,53.9591695,27.6645013
post_office,55.1903857,30.1084052
shop_grocery,52.5373136,23.5479974
shop_grocery,52.1024959,23.7534657
post_office,53.5989872,25.8129184
post_office,53.5918207,25.8189712
post_office,53.5867516,25.8072211
shop_grocery,52.1051636,23.7572267
cafe,53.8710931,27.4122071
bank,53.5988976,25.8290858
bank,53.5854036,25.8070466
shop_grocery,52.1128386,26.0779676
fap,52.1001058,23.7487805
cafe,52.1202333,26.1227068
cafe,52.1189150,26.1143732
cafe,53.9182112,27.5783588
cafe,52.0909542,23.6869314
bank,53.7586608,28.1540820
shop_grocery,53.7589858,28.1540901
shop_grocery,53.8944545,25.3909600
cafe,53.6501038,23.8542087
cafe,52.1313740,29.3346746
bank,52.0501720,29.2644912
cafe,52.1110182,23.7629834
shop_grocery,53.8148247,27.6592672
bank,52.1343441,23.6867233
school,52.2484491,29.2269539
post_office,52.2476885,29.2257222
fap,52.2610600,29.4291034
bank,52.2640212,29.4305107
cafe,52.1092803,23.7558139
cafe,52.1013777,23.7237302
shop_grocery,52.1041893,23.7320536
post_office,55.2239328,29.8805810
shop_grocery,52.1045892,23.7373020
cafe,54.3092477,26.8382902
cafe,54.3134081,26.8398862
cafe,54.3135424,26.8385530
post_office,52.3319548,29.1384045
shop_grocery,53.4560788,26.7262303
restaurant,52.9188199,30.9152954
shop_grocery,52.4082397,23.6326929
shop_grocery,53.9560136,27.5425816
fap,52.1154118,26.1159235
cafe,52.1141526,26.1149137
post_office,52.1216167,26.0831898
post_office,52.1216356,26.0834299
shop_grocery,53.8971287,25.3244492
sports_centre,52.1235607,26.1128873
restaurant,52.1225299,26.1205463
cafe,52.1206467,26.1221918
shop_grocery,52.1224953,26.1204953
shop_grocery,52.1212725,26.0844961
fap,52.1032125,23.6788886
post_office,55.5652200,28.3910240
shop_grocery,55.8082550,27.9474153
sports_centre,55.1627889,29.9845621
cafe,53.9056356,27.5632974
restaurant,52.0928685,23.7081533
shop_grocery,53.8391830,27.5820056
shop_grocery,53.9319570,27.5531826
shop_grocery,53.9373528,27.5931920
shop_grocery,53.9230420,27.6371109
shop_grocery,53.9367640,27.4772250
shop_grocery,53.8894549,27.5391412
shop_grocery,52.7849860,27.5243730
post_office,53.3972275,28.4714587
cafe,53.8865130,27.5369257
cafe,53.8856020,27.5404340
cafe,53.8868577,27.5368399
cafe,53.9278305,27.4323811
cafe,53.8920125,27.5503339
cafe,53.9085017,27.4301201
cafe,53.9164090,27.5976401
cafe,53.9211748,27.6277130
cafe,53.9258800,27.4440407
cafe,53.9099173,27.4948918
cafe,53.9082473,27.5497225
cafe,53.9379162,27.4870580
cafe,53.9336545,27.6519522
cafe,53.9074210,27.4366191
cafe,53.8751071,27.4985333
cafe,54.4788371,26.4187771
post_office,53.0936393,29.2383554
post_office,52.1667172,24.1147719
shop_grocery,52.1928535,24.3384829
shop_grocery,52.1925154,24.3382047
station,52.1195777,25.8311845
cafe,53.9418345,27.6674106
cafe,52.1262940,29.3353569
bank,52.1262689,29.3353247
cafe,52.1255047,29.3294597
cafe,52.0945959,23.7002039
restaurant,55.1950223,30.2050515
restaurant,55.1956041,30.2052528
cafe,53.8678152,27.5299586
cafe,53.8664610,27.5320102
cafe,53.8693161,27.5415619
shop_grocery,53.7219944,23.8798842
shop_grocery,51.8019761,24.0782410
shop_grocery,51.7908404,24.0807884
shop_grocery,52.1137054,26.0533825
shop_grocery,52.1107472,23.7823383
cafe,53.9122814,27.5606729
restaurant,53.9057500,27.5638708
shop_grocery,52.1732227,26.0046816
post_office,52.1732322,26.0041894
shop_grocery,52.1821875,25.9655039
fap,52.1148094,26.1125057
shop_grocery,52.1013027,23.7636638
shop_grocery,52.1013277,23.7638612
restaurant,53.8323056,27.5321462
post_office,55.1864825,30.1882686
shop_grocery,52.0988657,23.6905970
shop_grocery,53.8988281,25.2792641
restaurant,52.0864026,23.6983530
shop_grocery,53.8861101,27.5849001
shop_grocery,53.4025287,27.5617397
post_office,54.4619094,26.2025915
shop_grocery,54.4620955,26.2023820
shop_grocery,53.8502921,27.4332659
post_office,52.1148452,23.7367865
shop_grocery,54.3470006,26.5535896
shop_grocery,52.1800388,25.9925419
shop_grocery,52.1795985,25.8926873
cafe,53.8612951,27.6382810
cafe,53.6449258,23.7493848
cafe,53.1372367,29.2267745
restaurant,53.6811879,23.8284364
cafe,53.9056328,27.4490392
cafe,54.0120631,27.6808557
shop_grocery,55.3027667,29.6176949
sports_centre,52.1217658,26.1133017
cafe,52.1218954,26.0888956
shop_grocery,53.4758770,26.7293798
post_office,52.2467276,24.5048083
cafe,52.1145084,26.1117996
shop_grocery,53.1333740,29.2029053
cafe,54.0974614,28.3059429
shop_grocery,54.0438636,27.5590535
fap,53.4183909,28.4751520
station,53.8858668,24.1342313
post_office,54.2252174,26.7110750
station,53.6862323,23.8490882
station,53.5555585,23.6667347
post_office,54.0879013,26.5511660
post_office,53.8186409,26.6766418
shop_grocery,53.1107603,29.1968529
shop_grocery,53.1291225,29.2093123
post_office,53.6917985,24.9974483
post_office,53.8329824,24.9652310
shop_grocery,53.7076503,23.8417301
shop_grocery,53.6996962,23.8028808
cafe,53.8688674,27.5432022
post_office,53.1334332,29.1787461
shop_grocery,53.7025526,28.4409025
shop_grocery,53.2294108,27.2616726
shop_grocery,53.5911193,27.8628526
shop_grocery,52.1173335,23.6893440
restaurant,53.6781593,23.8275940
cafe,53.1342207,29.2272051
cafe,53.1348157,29.2259225
cafe,52.0842692,23.7082706
cafe,52.0961137,23.7483193
sports_centre,53.1362643,29.2101875
post_office,52.8628473,24.8915515
shop_grocery,53.8887984,27.4319020
post_office,53.5581929,24.3907641
post_office,53.5858213,24.2384818
shop_grocery,53.9202721,27.4602872
school,53.8493609,27.4600407
post_office,53.1389352,29.2919828
shop_grocery,54.6553248,29.1437358
station,53.1376590,29.1951469
station,53.1879116,29.2033204
school,54.5081378,26.3767094
bank,52.0905300,23.6957410
bank,52.0740330,23.7102380
bank,52.0853993,23.6944789
station,53.1308430,29.2494776
station,53.8655796,27.5606109
shop_grocery,53.6758620,27.5303658
shop_grocery,53.6439175,27.5573975
shop_grocery,53.6542210,27.4593597
shop_grocery,53.6470058,27.4671012
station,54.0195515,28.0568940
station,54.2204535,28.5310773
cafe,53.8644581,27.5324238
shop_grocery,52.1256241,26.1148962
shop_grocery,54.0873893,26.5339931
shop_grocery,52.7529884,26.4255491
shop_grocery,54.2378309,26.6716087
shop_grocery,54.2235851,26.6121934
shop_grocery,54.0757733,27.8419598
shop_grocery,54.0830324,27.7054263
shop_grocery,54.1115984,27.7193685
shop_grocery,54.0927750,27.6858842
cafe,53.9638576,27.6605327
shop_grocery,52.1496314,26.1765964
cafe,53.9133848,27.5217190
restaurant,53.9133015,27.5217976
shop_grocery,53.8641362,27.5278206
shop_grocery,53.2957504,28.6321007
shop_grocery,53.7332021,31.7023758
shop_grocery,54.2234854,26.6122739
shop_grocery,53.9670317,27.0561838
cafe,53.7389613,31.7103167
post_office,53.7396423,31.7185839
cafe,52.4347081,31.0093255
shop_grocery,54.7536176,26.5243174
shop_grocery,53.9867798,27.8038421
shop_grocery,53.7055461,28.4346087
shop_grocery,53.7385311,27.5054877
post_office,52.5875681,29.6353007
shop_grocery,53.9549289,27.7780190
shop_grocery,53.9215745,27.5646413
shop_grocery,53.9343101,27.4768428
cafe,52.0883155,23.7040062
shop_grocery,54.1197814,27.6704891
shop_grocery,54.1107606,27.7583933
pool,52.1326779,26.0693471
shop_grocery,54.7932845,26.5879588
post_office,52.2588054,23.2325872
post_office,52.3645451,23.3079116
shop_grocery,53.7622591,25.9108415
shop_grocery,53.7623540,25.9119493
cafe,52.7545680,25.0776565
post_office,52.1407671,26.1668507
bank,52.4904209,25.1942253
shop_grocery,52.4902626,25.1940971
cafe,53.8715266,27.5464727
post_office,53.8970210,25.3220796
shop_grocery,53.9238375,27.4434399
cafe,52.4359345,31.0068813
cafe,52.0915623,23.6933763
cafe,52.0842735,23.7055635
shop_grocery,53.9480585,27.4277099
bank,53.6053608,31.9524265
bank,52.4277210,31.0027669
post_office,53.6760934,23.7702041
shop_grocery,52.3622865,30.3717281
shop_grocery,53.7772735,27.6810647
shop_grocery,53.7202063,27.7695745
bank,53.8765361,27.6304154
shop_grocery,52.1194338,26.0403201
shop_grocery,53.6333729,27.4925364
shop_grocery,53.6153671,27.0162943
shop_grocery,53.6560285,27.0620175
shop_grocery,52.1412452,26.1171104
cafe,55.1952867,30.1899844
shop_grocery,53.8862279,24.1406693
cafe,52.4220883,31.0031816
bank,53.9042339,27.3388445
shop_grocery,52.3149200,28.8149885
shop_grocery,53.9142706,27.5038673
shop_grocery,53.8632671,27.5709762
shop_grocery,53.9199669,27.4790581
shop_grocery,53.9945805,27.6735899
shop_grocery,52.4633045,31.0362485
shop_grocery,53.9373279,27.6059369
shop_grocery,53.8224747,27.5188662
shop_grocery,52.3578434,31.0202406
shop_grocery,53.8669351,27.6318510
shop_grocery,52.1013275,23.6986535
shop_grocery,55.0243341,30.7979548
shop_grocery,53.8412012,27.0554315
fap,53.1309346,26.0720238
shop_grocery,54.0292393,28.0918908
shop_grocery,53.8843433,30.3456294
shop_grocery,54.5081782,26.3701682
shop_grocery,54.5081544,26.3700328
shop_grocery,54.3445641,27.7286158
shop_grocery,54.4175463,27.2951860
shop_grocery,53.1373435,25.8779431
restaurant,53.9332897,27.6508290
cafe,52.1313526,26.1113530
shop_grocery,54.3875424,28.4722708
shop_grocery,53.9190940,30.3052508
fap,52.4304237,30.9963067
bank,54.4809200,26.4022655
shop_grocery,53.7414016,27.9511773
shop_grocery,54.1419233,30.4961290
cafe,53.0393338,26.2627519
cafe,53.0408088,26.2599157
shop_grocery,53.8830226,28.6004267
shop_grocery,53.8046290,28.8743083
cafe,53.9383420,27.7018172
shop_grocery,53.7852247,28.9323271
fap,52.1144952,26.1006550
shop_grocery,53.7994630,29.2272550
shop_grocery,53.8479663,28.9783889
shop_grocery,53.9686223,28.8355550
shop_grocery,52.3975963,31.0329336
restaurant,52.3924838,31.0293904
cafe,52.0967021,23.6922070
shop_grocery,52.1440658,26.0894421
shop_grocery,52.3954895,31.0325085
post_office,53.6467946,23.9882479
cafe,54.5191143,30.3761894
shop_grocery,54.1951797,28.5453581
shop_grocery,53.8513451,28.9984318
shop_grocery,53.8291910,28.9933289
post_office,52.1168744,26.0920036
post_office,53.5131645,23.9979567
post_office,53.3418085,23.9471899
cafe,52.2014973,24.3493233
cafe,52.2019925,24.3512615
shop_grocery,54.8669982,26.0866824
shop_grocery,54.8568186,25.8820257
restaurant,52.7835497,27.5373632
post_office,52.4294431,30.9493098
shop_grocery,54.0429661,27.1574290
shop_grocery,54.0409597,27.3049877
cafe,53.9373349,27.4466293
shop_grocery,53.4313529,27.5581684
shop_grocery,52.1059780,26.2824056
shop_grocery,54.0147831,28.1025763
cafe,53.8936783,25.2985058
post_office,52.9889838,24.8572957
cafe,53.8653127,27.4847286
post_office,53.4283432,24.5463853
shop_grocery,53.1398325,29.2229244
shop_grocery,53.4301080,27.6026134
shop_grocery,53.7197032,23.8825279
shop_grocery,54.2186254,28.5289579
shop_grocery,54.2513259,28.5627487
shop_grocery,54.2366205,28.4873253
post_office,53.4641116,25.8901144
post_office,53.4636159,23.8857668
shop_grocery,53.2543556,28.8198322
shop_grocery,54.5549255,26.9630697
shop_grocery,53.2230643,26.6806169
shop_grocery,52.2696330,26.0476331
shop_grocery,54.4890089,30.3965951
shop_grocery,54.5000645,30.4718149
shop_grocery,54.6160280,30.4037680
shop_grocery,54.3208850,30.5100528
shop_grocery,54.5213243,30.2896821
station,53.8677526,27.5470730
station,53.8770344,27.5496374
station,53.8963922,27.5379149
station,53.9047267,27.5403848
cafe,53.8619511,27.4799926
shop_grocery,53.8357875,27.5683994
shop_grocery,53.9268110,27.5729588
shop_grocery,52.2000797,25.9865740
shop_grocery,52.1290977,26.0865842
shop_grocery,53.5236756,27.5233582
shop_grocery,53.5282233,27.8292871
cafe,53.9404301,27.4571668
cafe,53.9407505,27.4575759
shop_grocery,53.9369488,27.4450800
cafe,53.9049688,27.5469605
shop_grocery,54.4152492,28.0316308
shop_grocery,55.0653867,27.5596114
shop_grocery,55.0651106,27.5613061
shop_grocery,55.1409101,28.0463922
shop_grocery,53.9278273,27.6284186
shop_grocery,55.2960585,28.2188186
shop_grocery,54.2087680,27.8392312
shop_grocery,54.4229825,27.8872288
shop_grocery,54.4230790,27.8513535
shop_grocery,53.7451809,27.3334853
cafe,52.1094000,26.0577840
fap,52.1450188,26.0900523
restaurant,53.9086044,27.4345896
shop_grocery,53.0767606,26.6381094
shop_grocery,52.1075200,26.0583338
shop_grocery,52.4650140,30.9695534
shop_grocery,54.7136235,27.2896110
shop_grocery,53.7150156,31.7225234
shop_grocery,53.2727033,29.4824137
shop_grocery,53.8337670,28.9775220
shop_grocery,52.0853071,23.6945866
shop_grocery,53.9284022,27.5549716
shop_grocery,53.8542353,27.6134573
cafe,53.8751482,27.5500653
shop_grocery,54.1602420,28.6058141
shop_grocery,52.1526613,26.1843332
fap,53.6791323,23.8262523
cafe,53.8913089,25.3063776
shop_grocery,54.2409281,28.5109966
shop_grocery,54.4270627,28.4277527
cafe,52.1160929,26.1139695
