category,lat,lon
bank,52.5575711,31.1753111
bank,52.5654353,31.1716120
shop_grocery,52.5654254,31.1712526
shop_grocery,53.9350439,30.3673211
shop_grocery,53.6039290,24.7499756
cafe,55.1721904,30.2017615
shop_grocery,53.9476570,27.6976534
post_office,52.1125649,26.0698602
shop_grocery,53.8714978,27.6848712
shop_grocery,53.8799082,27.6691883
shop_grocery,53.8774214,27.6691593
cafe,53.9161316,27.6098800
bank,52.5643866,24.4741042
post_office,53.9501140,30.3607835
shop_grocery,55.1683320,30.2215020
shop_grocery,53.8767688,27.6834479
shop_grocery,53.8648502,27.6805705
shop_grocery,53.8896702,27.6900108
post_office,53.9120240,30.3214313
shop_grocery,55.1984407,30.2653573
cafe,54.6143292,25.9559607
post_office,54.6145466,25.9567466
restaurant,54.6149398,25.9557807
cafe,53.8984868,30.3582056
post_office,52.0923285,23.7673616
shop_grocery,53.9360054,27.6546064
shop_grocery,55.6201858,27.6262412
shop_grocery,55.6225254,27.6293956
bank,53.8981699,27.4564403
bank,54.6121147,25.9476467
cafe,55.5248547,28.6737000
cafe,55.5351827,28.6431737
bank,55.5329751,28.6432210
shop_grocery,53.9240659,27.5555358
shop_grocery,55.1156708,26.8801789
shop_grocery,53.9936386,27.2666209
bank,53.9302571,27.5824033
bank,53.8774812,30.3746556
post_office,53.8776384,30.3749344
cafe,54.6127980,25.9481350
shop_grocery,54.4982872,30.4062604
bank,54.5019245,30.4104501
shop_grocery,54.5025452,30.4113567
station,53.9052910,27.5261130
cafe,53.8827214,27.5926677
shop_grocery,53.9007148,27.6468023
bank,53.9113840,27.5792333
bank,53.9225728,27.6073393
shop_grocery,53.9302520,31.4747765
shop_grocery,53.9204549,27.4930581
bank,54.0967752,28.2949411
shop_grocery,54.0972344,28.2890008
shop_grocery,54.0966963,28.2946039
shop_grocery,54.0959297,28.2967709
bank,52.8066301,25.9649371
shop_grocery,52.8067325,25.9648262
post_office,52.8073562,25.9660736
shop_grocery,52.8080820,25.9676027
cafe,52.6135731,29.7753415
shop_grocery,53.8339243,27.6030797
shop_grocery,53.6560930,23.8020950
cafe,52.6251327,25.2029237
bank,53.4675091,27.2161424
bank,53.4678431,27.2145508
shop_grocery,53.9181669,30.2872917
shop_grocery,55.6159343,27.6533843
shop_grocery,55.1978913,30.2146655
cafe,54.3054039,26.8630474
cafe,54.2986804,26.8663719
shop_grocery,53.9103584,27.4050773
shop_grocery,53.8693118,27.6500836
shop_grocery,53.8694097,27.6497300
shop_grocery,53.4656978,27.2005142
school,53.4667793,27.2109317
shop_grocery,53.9168318,27.6857433
cafe,53.9225406,27.5114320
cafe,53.9228236,27.5165441
shop_grocery,53.7131681,28.4197042
cafe,53.9044380,27.5556922
bank,53.8983484,25.2913572
shop_grocery,53.9497566,27.3313246
shop_grocery,53.6442013,27.9159982
shop_grocery,53.7902692,26.5292914
bank,52.7802479,27.5405521
cafe,54.0713657,28.4669843
shop_grocery,53.6466136,27.9164564
shop_grocery,52.6370133,29.7293388
shop_grocery,52.6402207,29.7306251
bank,52.4564795,30.9926525
post_office,52.6318047,29.7497313
shop_grocery,52.6302908,29.7536642
shop_grocery,52.6259242,29.7412113
shop_grocery,52.6238011,29.7442441
restaurant,53.9474598,27.3678430
shop_grocery,52.6387522,29.7472422
bank,53.8888255,27.4288691
cafe,53.8984884,27.5555272
shop_grocery,53.9032981,30.3660392
cafe,54.6144164,25.9512506
bank,53.6678880,27.9530059
cafe,53.8992199,27.5599360
sports_centre,55.1137178,26.8621398
shop_grocery,53.8730155,30.3723654
shop_grocery,53.8805253,27.5565686
bank,53.6466397,27.9168698
cafe,53.8825283,27.4841880
restaurant,53.8880510,27.6129737
shop_grocery,53.8878249,27.6132624
shop_grocery,53.8881505,27.6132240
shop_grocery,53.8889038,27.6114072
post_office,53.4660917,27.2166545
shop_grocery,53.4679068,27.1995681
shop_grocery,52.4015799,31.0652749
shop_grocery,54.6088023,25.9486838
fap,53.9232718,27.6042126
post_office,53.6723926,23.8928719
bank,53.9416703,27.6087201
shop_grocery,52.4648770,30.9424349
restaurant,52.1049837,23.7563044
shop_grocery,53.7062082,23.8063026
shop_grocery,53.7020394,23.8055520
fap,53.7024392,23.8056886
restaurant,53.7013976,23.8064825
cafe,53.9876222,27.5080127
restaurant,53.9569978,27.4300214
station,54.4449607,30.3219753
station,54.4399048,30.4611589
station,54.4034048,30.5869889
station,55.4249573,29.0342414
station,55.4804029,28.8312774
fap,53.8936937,25.2943821
fap,53.8834301,27.5984720
post_office,53.9201925,30.2834958
shop_grocery,53.9202852,30.2836516
cafe,53.9347638,27.5032758
restaurant,52.4443475,30.9949483
cafe,55.1930461,30.2174313
shop_grocery,53.6169971,27.7231592
shop_grocery,53.9103519,27.6718050
shop_grocery,54.2595228,29.7959047
restaurant,54.2532645,29.7988173
shop_grocery,54.0059122,25.6072520
bank,54.0051627,25.6072024
shop_grocery,54.0051468,25.6088836
post_office,54.0050461,25.6074696
pool,55.2121749,30.2307597
shop_grocery,51.9052529,30.0095910
shop_grocery,52.8208953,29.4038176
shop_grocery,54.6166734,25.9603020
shop_grocery,54.0933432,28.2879674
shop_grocery,55.1701119,30.2372057
sports_centre,53.9388357,27.5656232
bank,53.9170318,27.5871212
shop_grocery,52.7136187,30.5693302
shop_grocery,53.8879936,25.4162800
bank,53.8866903,25.4162196
shop_grocery,53.8895523,25.4151946
shop_grocery,53.8875530,25.4159901
shop_grocery,53.4543394,25.9485208
shop_grocery,53.4535948,25.9456067
shop_grocery,53.4616070,25.8878848
cafe,53.4412979,25.9133076
shop_grocery,53.9318268,27.5068395
fap,53.9159914,27.5346891
shop_grocery,55.2057546,30.2866779
bank,53.9333211,27.5024580
bank,53.8731756,27.6289615
shop_grocery,53.9020221,27.6159638
bank,53.9090947,27.4684213
shop_grocery,54.5690947,30.6961194
cafe,54.5691935,30.6960156
post_office,55.5270988,28.6770808
bank,54.2651503,27.1022500
shop_grocery,55.5355807,28.6580661
shop_grocery,55.5279547,28.6562990
cafe,55.1943316,30.2068529
shop_grocery,53.6680835,27.9544493
restaurant,53.9474747,27.6788408
shop_grocery,53.8779419,27.5393046
cafe,53.8779678,27.5394859
shop_grocery,54.2142255,28.4842160
shop_grocery,55.2007178,30.2071503
bank,53.9074858,30.3083810
shop_grocery,53.9067509,30.3071049
post_office,53.6784018,23.8613994
station,53.1539472,26.0153469
station,54.4750549,30.0707637
station,55.8336986,27.8718233
station,55.2380738,29.8578297
station,55.2278829,29.8848811
station,55.3172299,29.4490685
station,55.3510163,29.3456246
post_office,54.1261553,26.9594878
restaurant,53.9108047,27.5299073
shop_grocery,53.9083526,27.5326671
fap,53.5192022,28.1537287
shop_grocery,53.8695736,27.6484654
cafe,53.8695118,27.6486847
bank,55.1709261,30.2154938
bank,52.0968138,23.7448180
shop_grocery,53.1566612,24.4512580
post_office,53.1562722,24.4504124
shop_grocery,53.1556241,24.4478885
shop_grocery,53.1553798,24.4479858
shop_grocery,53.1572069,24.4513125
shop_grocery,53.1552806,24.4477187
shop_grocery,53.1579442,24.4522649
shop_grocery,53.1555332,24.4487391
cafe,53.1568894,24.4507377
shop_grocery,53.1563926,24.4506613
shop_grocery,53.1559358,24.4488731
shop_grocery,53.1556692,24.4488729
shop_grocery,53.1554188,24.4484272
station,53.8187382,27.5729830
shop_grocery,53.9267652,27.6191987
shop_grocery,54.8866758,27.7675567
restaurant,55.1725893,30.2004104
restaurant,55.1743420,30.1951017
station,55.6212459,28.4692575
station,55.6703233,28.3259820
shop_grocery,52.1877591,24.2414826
shop_grocery,52.1774292,26.0607489
shop_grocery,54.8916287,27.7751174
shop_grocery,54.8951463,27.7461566
shop_grocery,53.9030275,30.3005258
shop_grocery,53.8707215,30.3563599
cafe,55.1952579,30.1858156
shop_grocery,53.2321419,26.5864768
school,53.9481027,27.3490567
shop_grocery,54.0220344,27.4309311
post_office,53.8960486,27.5509962
station,54.9895222,27.7036827
post_office,53.7063150,28.4157145
cafe,54.2986066,26.8484247
shop_grocery,54.2976418,26.8559926
shop_grocery,53.1443471,24.5071680
post_office,55.8351823,29.9812766
shop_grocery,54.3980688,27.6204597
post_office,54.3984024,27.6200494
station,55.1511986,26.5820385
shop_grocery,52.0615599,24.4805729
shop_grocery,55.8134695,29.9988002
shop_grocery,53.9168020,27.5946700
pool,53.8775206,27.5377681
shop_grocery,55.6489091,27.8220760
cafe,54.2011109,27.8350137
shop_grocery,54.5950845,25.9114505
shop_grocery,54.6100710,25.9325663
shop_grocery,54.6133859,26.0145062
shop_grocery,55.1873058,30.2205243
cafe,53.8908391,27.5205182
bank,55.5323949,28.6606174
shop_grocery,52.7633725,26.4281843
sports_centre,53.9134922,27.5674867
cafe,53.9049884,27.5467758
cafe,53.9078358,27.5835607
shop_grocery,54.0010515,27.5798669
shop_grocery,53.9410706,27.3454060
shop_grocery,55.5295558,28.6608433
cafe,53.9508766,27.1170016
shop_grocery,53.9557226,27.0988023
shop_grocery,55.5334963,28.6438413
bank,55.5327037,28.6425867
shop_grocery,54.8847422,28.6856993
shop_grocery,54.6136948,25.9502140
shop_grocery,54.6183359,25.9640459
shop_grocery,54.6196388,25.9660422
cafe,54.6183927,25.9640366
shop_grocery,54.6203945,25.9500251
shop_grocery,54.6147447,25.9532722
shop_grocery,54.6163724,25.9588841
restaurant,53.8689533,27.4867600
bank,54.5093429,30.4125320
post_office,53.6443351,27.9173229
shop_grocery,54.8819426,28.6570915
cafe,53.8879866,27.5380561
shop_grocery,53.8406832,27.4681965
bank,53.9427722,27.6858337
bank,53.9439441,27.6864600
shop_grocery,52.4080811,30.9288390
cafe,53.6861237,23.8340488
cafe,53.6880030,23.8429969
cafe,53.6779321,23.8365744
cafe,53.6797507,23.8301400
shop_grocery,53.5861931,31.3517152
bank,52.4244324,31.0102800
post_office,53.7496329,28.4936960
shop_grocery,52.9339116,27.8958553
shop_grocery,52.9331159,27.8952313
post_office,52.9339362,27.8969889
shop_grocery,53.7533139,28.0172218
shop_grocery,53.9172268,27.4724097
shop_grocery,52.4645508,30.8072730
shop_grocery,52.4646716,30.8070963
shop_grocery,52.0977791,23.7134887
shop_grocery,55.3693284,27.4674081
sports_centre,52.4675954,30.8064027
shop_grocery,52.4672674,30.8049845
shop_grocery,52.4674156,30.8046001
shop_grocery,52.4644762,30.8085808
shop_grocery,55.4962734,28.7579603
shop_grocery,53.0637541,29.9944556
shop_grocery,55.1643659,30.2119667
cafe,52.4525927,30.9629380
shop_grocery,53.9309681,27.5989388
shop_grocery,53.8700124,27.6440461
shop_grocery,53.8619820,30.3076194
fap,53.6701227,27.0081914
shop_grocery,53.6719090,27.0091195
post_office,53.6727911,27.0078011
post_office,52.9057458,30.0457500
shop_grocery,55.5400759,28.6352781
shop_grocery,53.9295015,27.6165927
shop_grocery,52.6630581,27.5429150
shop_grocery,55.1858476,30.2104327
shop_grocery,54.0571819,27.7505392
shop_grocery,52.8721891,30.0299319
shop_grocery,52.8920322,30.0055981
shop_grocery,52.8948838,30.0559133
shop_grocery,52.9027305,30.0268476
shop_grocery,53.9537854,28.2301416
shop_grocery,53.8329801,28.2354397
shop_grocery,53.6505416,23.7882611
shop_grocery,55.1961222,30.1867914
shop_grocery,55.1959588,30.1863976
shop_grocery,53.8768311,27.5643044
sports_centre,55.1626680,30.2121949
school,55.1622180,30.2127484
bank,53.8553770,27.5215090
shop_grocery,53.6457411,27.9175423
cafe,53.6443332,27.9161314
shop_grocery,55.3948144,26.6306704
shop_grocery,55.3951168,26.6285594
cafe,55.3952435,26.6285281
cafe,55.3961976,26.6275170
shop_grocery,55.3996514,26.6293498
bank,53.9048351,27.5343713
bank,53.9046135,27.5325879
pool,54.9114746,26.7290734
restaurant,54.9036789,26.6961174
sports_centre,52.7990400,27.9968884
shop_grocery,53.4660685,25.5801631
shop_grocery,53.8718822,25.2818923
bank,52.0854143,23.6919495
shop_grocery,53.6716433,23.8518400
cafe,53.6707391,23.8520814
shop_grocery,53.6694116,23.8507354
restaurant,55.3611775,27.4666306
shop_grocery,55.3612521,27.4662992
shop_grocery,53.8992105,27.6490740
shop_grocery,53.0245192,27.5475518
shop_grocery,53.0386744,28.2663456
restaurant,53.0385966,28.2659808
shop_grocery,53.0377092,28.2651708
school,53.0393970,28.2643894
shop_grocery,54.8598018,29.1617539
station,55.7648400,29.9978034
shop_grocery,55.1704255,30.1272572
bank,55.1957870,30.1520170
cafe,55.1958803,30.1516359
sports_centre,53.5063256,28.1689361
shop_grocery,54.0072621,27.9616070
shop_grocery,53.3717920,24.1757784
cafe,54.4756948,29.8064577
bank,53.8782703,27.5427990
bank,53.8695721,27.6269574
bank,53.9183214,27.5859040
bank,53.6852310,23.8477631
post_office,53.9659911,27.0559743
shop_grocery,53.9660427,27.0562500
bank,53.9676482,27.0560184
cafe,54.9100713,26.7081251
shop_grocery,53.8605176,27.5663160
shop_grocery,55.4558502,29.9878917
shop_grocery,55.4543830,29.9900663
station,52.7396237,30.5086743
station,52.6778186,30.6431952
station,52.1841734,31.4586961
bank,53.1630872,24.4673184
shop_grocery,53.1625367,24.4355466
shop_grocery,53.5992241,27.4518986
bank,53.1687798,24.4395951
shop_grocery,53.5998077,27.4536285
shop_grocery,53.5637388,27.4713778
shop_grocery,52.7516985,26.4323312
cafe,53.6672487,23.9111678
bank,53.8875501,27.5387897
shop_grocery,53.9230864,27.4279189
station,51.9180411,30.0062370
shop_grocery,54.1908972,29.2206835
shop_grocery,53.9597717,27.6295517
shop_grocery,53.9386040,27.6721605
shop_grocery,53.9405250,27.6747427
shop_grocery,53.9692390,27.4969545
shop_grocery,53.7510840,27.5915772
shop_grocery,53.7065743,27.6800225
shop_grocery,53.8157277,27.6482952
shop_grocery,53.8745968,27.5282324
bank,53.8982298,27.5499869
fap,55.1632377,30.2039161
shop_grocery,52.5241217,30.6705263
station,52.1664529,31.1173528
station,52.1925465,31.1086249
station,52.3650110,31.0674436
cafe,55.4725182,28.7671154
shop_grocery,53.9031343,27.6863135
bank,54.0949882,28.3151176
shop_grocery,54.0925313,28.3114524
sports_centre,54.0968505,28.3251621
shop_grocery,54.0972845,28.3150433
sports_centre,54.0859030,28.3101694
shop_grocery,54.0968219,28.3159083
pool,54.2256065,28.5096796
shop_grocery,54.2391056,28.4747150
station,52.3750973,30.6276131
shop_grocery,55.6760709,29.9936095
shop_grocery,54.3586134,28.6202651
shop_grocery,53.9745047,27.8569272
shop_grocery,53.1493730,24.8159285
shop_grocery,54.2312587,28.4850993
shop_grocery,53.8567400,27.6090353
post_office,53.5281926,28.1819863
shop_grocery,54.3175069,26.8700545
restaurant,52.0947317,23.6914981
station,52.1181848,31.4645366
shop_grocery,54.0118481,27.3066760
shop_grocery,54.0098928,27.2658909
shop_grocery,55.6263946,27.6476308
sports_centre,55.6267354,27.6343697
pool,55.6266284,27.6341826
sports_centre,55.6189609,27.6325379
restaurant,53.4655364,25.4047912
shop_grocery,53.4890761,25.4692240
shop_grocery,53.9341270,27.2904929
cafe,54.6068415,25.9404861
shop_grocery,53.8981580,27.5251580
post_office,52.2236222,27.4864030
school,53.5266563,28.2337543
shop_grocery,52.2424905,27.4524744
shop_grocery,53.8742943,27.5292606
cafe,55.0290437,30.8052014
bank,53.9035340,27.4547940
station,53.6563477,24.0203096
bank,52.7100606,25.3387754
station,52.3993377,31.3215463
post_office,55.1595170,30.2110053
shop_grocery,54.2014303,27.8338040
restaurant,55.1729305,30.2635321
shop_grocery,53.5251525,30.3414780
shop_grocery,53.9705740,27.5996503
post_office,54.2118056,28.4817726
cafe,54.2142964,28.4893526
cafe,54.2245685,28.5103691
post_office,54.2160811,28.4902312
shop_grocery,54.2203821,28.5087878
shop_grocery,55.1689260,30.1990832
shop_grocery,53.5215562,27.8299375
shop_grocery,53.5219727,27.8289833
shop_grocery,53.0204184,27.5574317
shop_grocery,53.8504556,28.7399036
cafe,52.7851020,27.5245268
cafe,53.9349912,27.7061692
shop_grocery,53.8973760,27.5317965
shop_grocery,54.6247667,30.4531562
station,52.3310957,30.1495287
shop_grocery,52.2075058,25.2182208
shop_grocery,52.6939649,25.3527504
shop_grocery,52.6939645,25.3526800
station,54.4111821,30.3036015
shop_grocery,54.0140965,27.5468905
shop_grocery,54.0693866,27.6766351
bank,55.8350778,29.9815192
station,52.4643739,30.9965566
cafe,53.9313808,27.5141781
shop_grocery,53.9170437,27.5332384
shop_grocery,53.9662296,30.1704074
station,52.9873999,30.0051319
bank,53.9037602,30.3406008
cafe,52.4245411,31.0080871
shop_grocery,55.6167341,27.0699267
shop_grocery,55.6163527,27.0700738
shop_grocery,53.9264410,27.5564268
cafe,54.2663985,28.6797495
cafe,54.2665643,28.6790595
bank,53.6759942,23.8450472
post_office,55.1568148,27.3847564
shop_grocery,55.2053789,28.1590174
shop_grocery,53.6599171,26.0787116
shop_grocery,53.6636651,26.1354616
shop_grocery,53.6599305,26.0782640
shop_grocery,53.5160121,24.8333508
shop_grocery,55.1694200,30.1224566
shop_grocery,55.1690007,30.1233095
shop_grocery,55.1683637,30.1240134
cafe,53.6535543,23.8448140
post_office,53.1662281,29.2058493
shop_grocery,55.1721743,30.1421176
post_office,53.6417997,23.8447022
bank,53.9203009,27.5773224
restaurant,54.8136873,29.7094506
shop_grocery,54.8139153,29.7083997
shop_grocery,54.8131116,29.7068655
cafe,54.8136359,29.7092095
shop_grocery,54.8082655,29.6891306
shop_grocery,54.8149073,29.7084255
shop_grocery,53.6229891,27.8953325
shop_grocery,53.9992742,27.6835341
bank,53.9992109,27.6839686
restaurant,53.6774184,23.8286721
shop_grocery,54.8143093,29.7090983
cafe,52.1126815,26.1050595
shop_grocery,54.8426438,29.1972071
school,53.6030684,24.7364763
fap,53.6033100,24.7308152
post_office,53.6036894,24.7414489
shop_grocery,53.6504007,23.8466185
shop_grocery,54.8598678,29.1613623
shop_grocery,54.8089562,29.6884209
shop_grocery,54.8162397,29.6989979
shop_grocery,54.8133048,29.7023909
shop_grocery,53.7400514,27.3152861
station,54.6393639,29.8966849
restaurant,54.0301022,28.0912566
shop_grocery,54.0300634,28.0919965
shop_grocery,53.4568658,26.4543353
restaurant,54.3094083,26.8382329
shop_grocery,54.3036554,26.8527334
cafe,53.8943452,27.5447093
cafe,53.9032563,27.5817044
cafe,53.9268324,27.6191496
cafe,53.8791938,27.5356123
cafe,53.8867809,27.5388916
cafe,53.8486760,27.6333127
cafe,53.8876130,27.6117174
cafe,53.9368517,27.5802605
cafe,53.8906509,27.4966661
cafe,53.9158353,27.5971964
cafe,53.8251889,27.7025988
cafe,53.9134490,27.5921838
cafe,53.9369130,27.6667469
cafe,53.8422299,27.5099979
cafe,53.8505391,27.6554491
cafe,53.8666749,27.6714103
cafe,53.8712645,27.6440470
cafe,53.9269566,27.6138877
cafe,53.8563778,27.5719041
cafe,53.8738638,27.5866399
cafe,53.8773870,27.6046202
cafe,53.8778882,27.5266823
cafe,53.8828006,27.5286530
cafe,53.8842558,27.6025394
cafe,53.8845515,27.4531716
cafe,53.8861789,27.5808683
cafe,53.8903527,27.5369815
cafe,53.8921361,27.6445801
cafe,53.8928544,27.4926475
cafe,53.8976742,27.6417173
cafe,53.9031214,27.5581957
cafe,53.9051938,27.5951618
cafe,53.9107864,27.5853137
cafe,53.9141988,27.5910404
cafe,53.9157187,27.4772944
cafe,53.9170852,27.6221369
cafe,53.9175990,27.5233450
cafe,53.9239536,27.6667892
cafe,53.9341903,27.7006685
cafe,53.9360016,27.4903393
cafe,53.9473980,27.7073402
shop_grocery,53.8663993,27.5101487
shop_grocery,53.6465659,23.8457652
shop_grocery,55.8129800,27.0442978
shop_grocery,54.5097502,30.3430280
cafe,53.8885575,27.5947288
shop_grocery,52.4671360,30.8074025
bank,53.9230540,27.5108304
bank,53.9426410,27.6079825
bank,53.9060523,27.4427486
station,54.8809096,28.8584648
post_office,54.0464241,27.8738134
station,54.7391092,29.4432937
shop_grocery,54.8203267,29.6991279
shop_grocery,54.8136998,29.6995101
shop_grocery,53.7203101,28.4197115
station,52.2389971,31.3847955
shop_grocery,52.7311886,27.6092069
cafe,53.8210822,27.0191171
shop_grocery,53.8407475,27.0557705
pool,54.8185872,29.7100229
shop_grocery,53.9092890,27.6280209
shop_grocery,53.6744341,28.1865399
fap,53.8308177,28.2365388
cafe,52.8995953,30.0372895
cafe,54.0762175,28.0038387
shop_grocery,53.4697021,27.2178520
cafe,55.1983483,30.2041083
fap,53.5875256,27.8604030
fap,53.8834062,28.3698606
shop_grocery,53.8863453,28.3741213
shop_grocery,53.8867182,28.3730580
bank,53.8612970,27.4799317
bank,54.2994139,26.8629278
cafe,53.5277576,28.2519318
shop_grocery,52.3497838,31.4246091
shop_grocery,52.3504511,31.4170786
shop_grocery,52.8255084,25.0049833
bank,55.1345511,30.1537706
post_office,55.1351682,30.1492016
shop_grocery,53.8703999,28.4192749
shop_grocery,54.2967971,26.8475029
shop_grocery,52.3497301,31.4143372
cafe,54.3143191,26.8259801
shop_grocery,54.3141734,26.8261485
cafe,54.2997586,26.8794223
cafe,54.3139105,26.8401876
cafe,54.3068658,26.8352470
bank,53.9238439,27.5796762
bank,53.9210517,27.5783291
bank,52.8852202,30.0362095
cafe,52.8950921,30.0578966
shop_grocery,53.4158191,28.2624232
bank,53.8441904,27.5330724
shop_grocery,52.7142132,30.5679648
shop_grocery,53.8889524,30.2812615
shop_grocery,54.0750084,27.2142374
shop_grocery,52.5593862,24.4320130
shop_grocery,52.5597230,24.4732976
post_office,52.5619109,24.4771196
shop_grocery,52.5650534,24.4692595
shop_grocery,52.5671780,24.4692892
sports_centre,53.8556087,27.4475433
shop_grocery,52.3911205,23.8232442
bank,52.4028745,23.8207769
bank,53.8900178,27.5216690
shop_grocery,53.9259122,27.4300954
post_office,53.8669159,30.3445565
shop_grocery,52.4037039,23.8175927
station,53.9518328,27.3156830
bank,53.8470386,27.5635450
station,55.0668919,30.3621887
station,55.6986931,29.2142743
station,55.5297607,28.8747637
shop_grocery,53.7792373,27.5972811
shop_grocery,53.7793736,27.5973442
shop_grocery,52.0612813,23.7317586
bank,54.2451168,27.7099228
bank,53.9057707,27.4418182
shop_grocery,53.9127338,27.5865027
bank,53.7169646,25.5062464
shop_grocery,53.7173646,25.5046851
shop_grocery,53.7163869,25.5073357
shop_grocery,53.7806344,27.4949073
shop_grocery,54.4244329,27.8333318
shop_grocery,53.9515087,27.6358162
shop_grocery,53.9485720,27.6393310
cafe,53.9056353,27.4181522
shop_grocery,55.1912901,30.1914548
shop_grocery,51.5569074,23.6105282
cafe,53.8360334,27.6941638
station,51.5689251,29.0403524
station,51.6312816,29.0668426
station,51.5031693,28.9746542
shop_grocery,54.8129590,29.7039050
shop_grocery,54.8393960,30.2125467
bank,54.8397262,30.2124736
shop_grocery,54.8411658,30.2123917
shop_grocery,54.8443145,30.2004732
shop_grocery,54.8448109,30.2000782
shop_grocery,54.8431843,30.2230787
cafe,55.1892031,30.2506733
shop_grocery,53.8455261,27.4438287
shop_grocery,53.8422632,27.4792288
shop_grocery,53.8835529,27.6815194
bank,53.8848515,27.6842570
sports_centre,53.7174360,25.5026724
restaurant,54.0180625,31.7272208
shop_grocery,54.0185920,31.7253544
post_office,54.0178123,31.7259732
cafe,53.9064567,30.3440304
shop_grocery,53.7158890,25.4994284
bank,54.0925990,26.5205813
cafe,54.0903809,26.5213160
restaurant,54.0913547,26.5215174
shop_grocery,52.0876998,23.7157776
fap,53.1613109,24.4453135
bank,53.9059407,27.4586156
shop_grocery,53.1670231,24.4415611
shop_grocery,53.1625506,24.4440902
post_office,53.1635766,24.4674427
post_office,53.1613469,24.4464401
shop_grocery,53.1666830,24.4414582
bank,55.5095575,28.6975535
bank,55.5100485,28.6985640
shop_grocery,54.3159344,26.8578358
shop_grocery,53.8919579,25.2563526
bank,54.3053456,26.8266215
post_office,52.7121360,25.3445937
cafe,53.9059206,27.5462376
bank,53.1631849,24.4583556
bank,53.1394157,24.4186133
bank,53.1613279,24.4461651
bank,53.1665693,24.4416214
fap,53.1617385,24.4427320
bank,53.1631355,24.4601570
sports_centre,53.1615093,24.4482823
station,53.1068817,25.9384431
shop_grocery,54.2992277,26.8635914
school,53.1621203,24.4545108
shop_grocery,53.9038684,25.2588002
bank,54.0885660,26.5515100
bank,54.0903388,26.5199681
shop_grocery,54.0938901,26.5147504
shop_grocery,54.0863816,26.5360400
shop_grocery,54.0869355,26.5177442
shop_grocery,54.0877152,26.5507248
shop_grocery,54.0894104,26.5250535
shop_grocery,54.0906186,26.5270059
shop_grocery,54.5123377,30.3723181
restaurant,54.0885898,26.5231917
bank,54.2149629,26.4435416
shop_grocery,55.2903655,30.3239881
cafe,55.2002116,30.2418749
shop_grocery,55.1898257,30.2447472
shop_grocery,53.1635518,24.4593759
shop_grocery,53.1629031,24.4574958
shop_grocery,53.1632384,24.4606081
bank,54.2042367,28.4817544
bank,54.2463653,28.5052933
shop_grocery,54.0899250,26.5211358
shop_grocery,53.1581393,24.4526314
shop_grocery,53.1550057,24.4469230
shop_grocery,53.9699159,26.8347407
shop_grocery,53.1650681,24.4468236
shop_grocery,53.1656443,24.4467494
pool,53.1614459,24.4484909
station,51.9566173,23.8973263
station,51.9815622,23.8574713
station,51.9908678,23.8438927
cafe,53.1442288,24.8254680
shop_grocery,53.1652254,24.4435923
shop_grocery,53.1658157,24.4338714
cafe,53.1621872,24.4622155
shop_grocery,53.1623878,24.4631962
shop_grocery,53.6152965,28.7004312
bank,54.3122017,26.8399644
shop_grocery,53.1581884,30.4605801
shop_grocery,53.1673310,24.4415734
shop_grocery,53.8223065,27.5310741
station,54.7803255,29.3014625
station,54.7948588,29.2596643
shop_grocery,53.9111294,27.5026561
restaurant,53.9058120,27.6383553
shop_grocery,53.9404532,27.6743860
shop_grocery,52.0918594,23.6580084
shop_grocery,53.8276079,27.5791096
shop_grocery,52.8589807,29.9951695
shop_grocery,53.8524430,27.6758137
cafe,52.7692212,25.1253701
school,52.7701999,29.8897085
shop_grocery,52.7671171,29.8880408
school,52.5420614,30.5386261
bank,53.9440481,27.6865914
shop_grocery,53.9117576,27.6785259
cafe,53.8929134,27.6426260
shop_grocery,53.8844738,27.5627218
cafe,55.3680703,27.4667679
shop_grocery,55.3680442,27.4667096
bank,54.0299288,28.0882428
shop_grocery,53.9181043,27.4474478
shop_grocery,53.9157395,27.4433018
bank,52.0914059,23.6870193
restaurant,53.1328314,26.0186256
cafe,53.1329968,26.0184860
post_office,53.1274578,26.0211680
shop_grocery,53.6626906,27.1423346
restaurant,53.6614168,27.1458110
restaurant,53.6624277,27.1411923
cafe,53.5564046,26.9725712
cafe,53.8412573,27.5220639
shop_grocery,54.0273593,28.0810612
shop_grocery,53.8980383,27.5055475
shop_grocery,53.9033672,27.5052581
shop_grocery,53.9035150,27.5059153
shop_grocery,53.9165859,27.4570471
bank,53.9178686,27.4556969
shop_grocery,54.0309399,28.0848451
shop_grocery,54.0148757,28.0969718
shop_grocery,53.8323316,27.5533544
sports_centre,52.5721694,23.8024740
shop_grocery,53.7771196,30.3489579
post_office,53.7773486,30.3490255
bank,53.7773441,30.3491136
cafe,53.7773505,30.3489739
station,52.7916325,28.9990602
cafe,52.5714878,23.8008212
school,54.0297460,28.0869768
station,54.0245740,28.1003951
shop_grocery,53.9527409,27.9873277
shop_grocery,53.9647002,28.0275441
shop_grocery,53.9032799,27.4062502
shop_grocery,53.7237673,27.5040726
cafe,54.0281469,28.0874409
shop_grocery,54.0388213,28.2022577
post_office,54.4367456,30.4480561
shop_grocery,53.8364880,27.5132315
bank,53.7121253,31.7142191
shop_grocery,53.7137687,31.7133497
shop_grocery,53.7146387,31.7155427
shop_grocery,53.7151828,31.7152019
station,53.5928283,27.0523716
post_office,52.0363548,29.2669183
sports_centre,53.4471533,31.0010472
