territory_id,metric,year,value,dtype
r-astraviecki,k_oblast_coverage_2019,2019,1.1456,m
r-astraviecki,avg_pension_oblast_byn,2025,905.8,d
r-astraviecki,min_minutes_to_minsk,2026,105.3,d
r-babrujski,wage_byn,2010,84.5456,d
r-babrujski,wage_byn,2011,135.5639,d
r-babrujski,wage_byn,2012,274.3528,d
r-babrujski,wage_byn,2013,376.0219,d
r-babrujski,wage_byn,2014,441.8814,d
r-babrujski,wage_byn,2015,476.0573,d
r-babrujski,wage_byn,2016,487.4,d
r-babrujski,wage_byn,2017,566.2,d
r-babrujski,wage_byn,2018,634.0,d
r-babrujski,wage_byn,2019,718.2,d
r-babrujski,wage_byn,2020,874.7,d
r-babrujski,wage_byn,2021,1019.5,d
r-babrujski,wage_byn,2022,1194.1,d
r-babrujski,wage_byn,2023,1386.4,d
r-babrujski,wage_byn,2024,1627.7,d
r-babrujski,wage_byn,2025,1998.5,d
r-babrujski,employed_persons,2010,7558.0,d
r-babrujski,employed_persons,2011,7646.0,d
r-babrujski,employed_persons,2012,7244.0,d
r-babrujski,employed_persons,2013,6992.0,d
r-babrujski,employed_persons,2014,6723.0,d
r-babrujski,employed_persons,2015,6839.0,d
r-babrujski,employed_persons,2016,6845.0,d
r-babrujski,employed_persons,2017,6539.0,d
r-babrujski,employed_persons,2018,6420.0,d
r-babrujski,employed_persons,2019,6539.0,d
r-babrujski,employed_persons,2020,6493.0,d
r-babrujski,employed_persons,2021,6391.0,d
r-babrujski,employed_persons,2022,6309.0,d
r-babrujski,employed_persons,2023,6115.0,d
r-babrujski,employed_persons,2024,5956.0,d
r-babrujski,k_oblast_coverage_2019,2019,1.181,m
r-babrujski,avg_pension_oblast_byn,2025,904.51,d
r-babrujski,min_minutes_to_minsk,2026,99.7,d
r-baranavicki,wage_byn,2010,99.6249,d
r-baranavicki,wage_byn,2011,152.1302,d
r-baranavicki,wage_byn,2012,307.5602,d
r-baranavicki,wage_byn,2013,415.1871,d
r-baranavicki,wage_byn,2014,512.8984,d
r-baranavicki,wage_byn,2015,559.3031,d
r-baranavicki,wage_byn,2016,576.9,d
r-baranavicki,wage_byn,2017,653.8,d
r-baranavicki,wage_byn,2018,753.8,d
r-baranavicki,wage_byn,2019,872.0,d
r-baranavicki,wage_byn,2020,993.7,d
r-baranavicki,wage_byn,2021,1140.4,d
r-baranavicki,wage_byn,2022,1300.5,d
r-baranavicki,wage_byn,2023,1613.2,d
r-baranavicki,wage_byn,2024,1912.5,d
r-baranavicki,wage_byn,2025,2270.2,d
r-baranavicki,employed_persons,2010,20062.0,d
r-baranavicki,employed_persons,2011,20085.0,d
r-baranavicki,employed_persons,2012,19815.0,d
r-baranavicki,employed_persons,2013,18504.0,d
r-baranavicki,employed_persons,2014,17932.0,d
r-baranavicki,employed_persons,2015,18026.0,d
r-baranavicki,employed_persons,2016,18299.0,d
r-baranavicki,employed_persons,2017,17953.0,d
r-baranavicki,employed_persons,2018,17924.0,d
r-baranavicki,employed_persons,2019,17402.0,d
r-baranavicki,employed_persons,2020,17648.0,d
r-baranavicki,employed_persons,2021,17626.0,d
r-baranavicki,employed_persons,2022,17538.0,d
r-baranavicki,employed_persons,2023,17231.0,d
r-baranavicki,employed_persons,2024,17088.0,d
r-baranavicki,k_oblast_coverage_2019,2019,1.1786,m
r-baranavicki,avg_pension_oblast_byn,2025,877.45,d
r-baranavicki,min_minutes_to_minsk,2026,89.0,d
r-barysauski,wage_byn,2010,102.7509,d
r-barysauski,wage_byn,2011,170.3313,d
r-barysauski,wage_byn,2012,334.0425,d
r-barysauski,wage_byn,2013,437.7378,d
r-barysauski,wage_byn,2014,510.5436,d
r-barysauski,wage_byn,2015,605.6918,d
r-barysauski,wage_byn,2016,605.7,d
r-barysauski,wage_byn,2017,687.6,d
r-barysauski,wage_byn,2018,855.3,d
r-barysauski,wage_byn,2019,948.0,d
r-barysauski,wage_byn,2020,1080.3,d
r-barysauski,wage_byn,2021,1236.6,d
r-barysauski,wage_byn,2022,1401.7,d
r-barysauski,wage_byn,2023,1685.5,d
r-barysauski,wage_byn,2024,2037.8,d
r-barysauski,wage_byn,2025,2409.7,d
r-barysauski,employed_persons,2010,86510.0,d
r-barysauski,employed_persons,2011,85558.0,d
r-barysauski,employed_persons,2012,82921.0,d
r-barysauski,employed_persons,2013,81696.0,d
r-barysauski,employed_persons,2014,80890.0,d
r-barysauski,employed_persons,2015,79305.0,d
r-barysauski,employed_persons,2016,78253.0,d
r-barysauski,employed_persons,2017,76580.0,d
r-barysauski,employed_persons,2018,75718.0,d
r-barysauski,employed_persons,2019,76312.0,d
r-barysauski,employed_persons,2020,75350.0,d
r-barysauski,employed_persons,2021,74188.0,d
r-barysauski,employed_persons,2022,73159.0,d
r-barysauski,employed_persons,2023,72326.0,d
r-barysauski,employed_persons,2024,72536.0,d
r-barysauski,k_oblast_coverage_2019,2019,1.1262,m
r-barysauski,avg_pension_oblast_byn,2025,914.4,d
r-barysauski,min_minutes_to_minsk,2026,57.4,d
r-bialynicki,wage_byn,2010,102.6023,d
r-bialynicki,wage_byn,2011,159.3009,d
r-bialynicki,wage_byn,2012,305.8578,d
r-bialynicki,wage_byn,2013,426.0153,d
r-bialynicki,wage_byn,2014,526.1361,d
r-bialynicki,wage_byn,2015,567.0906,d
r-bialynicki,wage_byn,2016,605.5,d
r-bialynicki,wage_byn,2017,706.0,d
r-bialynicki,wage_byn,2018,740.0,d
r-bialynicki,wage_byn,2019,821.4,d
r-bialynicki,wage_byn,2020,973.8,d
r-bialynicki,wage_byn,2021,1099.4,d
r-bialynicki,wage_byn,2022,1257.1,d
r-bialynicki,wage_byn,2023,1498.3,d
r-bialynicki,wage_byn,2024,1782.9,d
r-bialynicki,wage_byn,2025,2173.5,d
r-bialynicki,employed_persons,2010,8805.0,d
r-bialynicki,employed_persons,2011,8740.0,d
r-bialynicki,employed_persons,2012,8404.0,d
r-bialynicki,employed_persons,2013,8174.0,d
r-bialynicki,employed_persons,2014,7901.0,d
r-bialynicki,employed_persons,2015,7857.0,d
r-bialynicki,employed_persons,2016,7634.0,d
r-bialynicki,employed_persons,2017,7254.0,d
r-bialynicki,employed_persons,2018,7055.0,d
r-bialynicki,employed_persons,2019,6914.0,d
r-bialynicki,employed_persons,2020,6895.0,d
r-bialynicki,employed_persons,2021,6852.0,d
r-bialynicki,employed_persons,2022,6781.0,d
r-bialynicki,employed_persons,2023,6644.0,d
r-bialynicki,employed_persons,2024,6569.0,d
r-bialynicki,k_oblast_coverage_2019,2019,1.181,m
r-bialynicki,avg_pension_oblast_byn,2025,904.51,d
r-bialynicki,min_minutes_to_minsk,2026,106.6,d
r-biarezinski,wage_byn,2010,93.5412,d
r-biarezinski,wage_byn,2011,147.9892,d
r-biarezinski,wage_byn,2012,291.1284,d
r-biarezinski,wage_byn,2013,401.525,d
r-biarezinski,wage_byn,2014,498.9281,d
r-biarezinski,wage_byn,2015,538.6748,d
r-biarezinski,wage_byn,2016,570.1,d
r-biarezinski,wage_byn,2017,647.7,d
r-biarezinski,wage_byn,2018,731.3,d
r-biarezinski,wage_byn,2019,810.7,d
r-biarezinski,wage_byn,2020,967.7,d
r-biarezinski,wage_byn,2021,1123.9,d
r-biarezinski,wage_byn,2022,1292.0,d
r-biarezinski,wage_byn,2023,1510.6,d
r-biarezinski,wage_byn,2024,1788.8,d
r-biarezinski,wage_byn,2025,2127.3,d
r-biarezinski,employed_persons,2010,11370.0,d
r-biarezinski,employed_persons,2011,11135.0,d
r-biarezinski,employed_persons,2012,10895.0,d
r-biarezinski,employed_persons,2013,10630.0,d
r-biarezinski,employed_persons,2014,10459.0,d
r-biarezinski,employed_persons,2015,10226.0,d
r-biarezinski,employed_persons,2016,9994.0,d
r-biarezinski,employed_persons,2017,10089.0,d
r-biarezinski,employed_persons,2018,9765.0,d
r-biarezinski,employed_persons,2019,9259.0,d
r-biarezinski,employed_persons,2020,8859.0,d
r-biarezinski,employed_persons,2021,8719.0,d
r-biarezinski,employed_persons,2022,8593.0,d
r-biarezinski,employed_persons,2023,8326.0,d
r-biarezinski,employed_persons,2024,8202.0,d
r-biarezinski,k_oblast_coverage_2019,2019,1.1262,m
r-biarezinski,avg_pension_oblast_byn,2025,914.4,d
r-biarezinski,min_minutes_to_minsk,2026,70.6,d
r-biarozauski,wage_byn,2010,111.8213,d
r-biarozauski,wage_byn,2011,169.6203,d
r-biarozauski,wage_byn,2012,318.8509,d
r-biarozauski,wage_byn,2013,450.5713,d
r-biarozauski,wage_byn,2014,544.6201,d
r-biarozauski,wage_byn,2015,594.7766,d
r-biarozauski,wage_byn,2016,611.7,d
r-biarozauski,wage_byn,2017,705.9,d
r-biarozauski,wage_byn,2018,856.5,d
r-biarozauski,wage_byn,2019,937.5,d
r-biarozauski,wage_byn,2020,1077.8,d
r-biarozauski,wage_byn,2021,1215.1,d
r-biarozauski,wage_byn,2022,1429.2,d
r-biarozauski,wage_byn,2023,1697.7,d
r-biarozauski,wage_byn,2024,2033.8,d
r-biarozauski,wage_byn,2025,2427.0,d
r-biarozauski,employed_persons,2010,31011.0,d
r-biarozauski,employed_persons,2011,30368.0,d
r-biarozauski,employed_persons,2012,29638.0,d
r-biarozauski,employed_persons,2013,28898.0,d
r-biarozauski,employed_persons,2014,28749.0,d
r-biarozauski,employed_persons,2015,28195.0,d
r-biarozauski,employed_persons,2016,27427.0,d
r-biarozauski,employed_persons,2017,26900.0,d
r-biarozauski,employed_persons,2018,26519.0,d
r-biarozauski,employed_persons,2019,26081.0,d
r-biarozauski,employed_persons,2020,25767.0,d
r-biarozauski,employed_persons,2021,25674.0,d
r-biarozauski,employed_persons,2022,25765.0,d
r-biarozauski,employed_persons,2023,25392.0,d
r-biarozauski,employed_persons,2024,25391.0,d
r-biarozauski,k_oblast_coverage_2019,2019,1.1786,m
r-biarozauski,avg_pension_oblast_byn,2025,877.45,d
r-biarozauski,min_minutes_to_minsk,2026,146.3,d
r-bierastavicki,wage_byn,2010,98.7797,d
r-bierastavicki,wage_byn,2011,157.7875,d
r-bierastavicki,wage_byn,2012,319.2315,d
r-bierastavicki,wage_byn,2013,436.6726,d
r-bierastavicki,wage_byn,2014,537.8101,d
r-bierastavicki,wage_byn,2015,561.9672,d
r-bierastavicki,wage_byn,2016,598.1,d
r-bierastavicki,wage_byn,2017,682.8,d
r-bierastavicki,wage_byn,2018,784.7,d
r-bierastavicki,wage_byn,2019,873.2,d
r-bierastavicki,wage_byn,2020,1016.2,d
r-bierastavicki,wage_byn,2021,1171.2,d
r-bierastavicki,wage_byn,2022,1399.5,d
r-bierastavicki,wage_byn,2023,1695.2,d
r-bierastavicki,wage_byn,2024,1990.7,d
r-bierastavicki,wage_byn,2025,2376.9,d
r-bierastavicki,employed_persons,2010,8155.0,d
r-bierastavicki,employed_persons,2011,8059.0,d
r-bierastavicki,employed_persons,2012,7973.0,d
r-bierastavicki,employed_persons,2013,7936.0,d
r-bierastavicki,employed_persons,2014,7559.0,d
r-bierastavicki,employed_persons,2015,7721.0,d
r-bierastavicki,employed_persons,2016,7538.0,d
r-bierastavicki,employed_persons,2017,7318.0,d
r-bierastavicki,employed_persons,2018,7188.0,d
r-bierastavicki,employed_persons,2019,7021.0,d
r-bierastavicki,employed_persons,2020,6841.0,d
r-bierastavicki,employed_persons,2021,6693.0,d
r-bierastavicki,employed_persons,2022,6573.0,d
r-bierastavicki,employed_persons,2023,6230.0,d
r-bierastavicki,employed_persons,2024,6095.0,d
r-bierastavicki,k_oblast_coverage_2019,2019,1.1456,m
r-bierastavicki,avg_pension_oblast_byn,2025,905.8,d
r-bierastavicki,min_minutes_to_minsk,2026,205.5,d
r-bieshankovicki,wage_byn,2010,89.9191,d
r-bieshankovicki,wage_byn,2011,146.3074,d
r-bieshankovicki,wage_byn,2012,284.4087,d
r-bieshankovicki,wage_byn,2013,396.5374,d
r-bieshankovicki,wage_byn,2014,452.0969,d
r-bieshankovicki,wage_byn,2015,473.4836,d
r-bieshankovicki,wage_byn,2016,500.1,d
r-bieshankovicki,wage_byn,2017,565.8,d
r-bieshankovicki,wage_byn,2018,687.8,d
r-bieshankovicki,wage_byn,2019,750.3,d
r-bieshankovicki,wage_byn,2020,866.4,d
r-bieshankovicki,wage_byn,2021,994.1,d
r-bieshankovicki,wage_byn,2022,1155.4,d
r-bieshankovicki,wage_byn,2023,1344.4,d
r-bieshankovicki,wage_byn,2024,1635.8,d
r-bieshankovicki,wage_byn,2025,1979.1,d
r-bieshankovicki,employed_persons,2010,7927.0,d
r-bieshankovicki,employed_persons,2011,7758.0,d
r-bieshankovicki,employed_persons,2012,7450.0,d
r-bieshankovicki,employed_persons,2013,7328.0,d
r-bieshankovicki,employed_persons,2014,7131.0,d
r-bieshankovicki,employed_persons,2015,7155.0,d
r-bieshankovicki,employed_persons,2016,6887.0,d
r-bieshankovicki,employed_persons,2017,6848.0,d
r-bieshankovicki,employed_persons,2018,6621.0,d
r-bieshankovicki,employed_persons,2019,6468.0,d
r-bieshankovicki,employed_persons,2020,6343.0,d
r-bieshankovicki,employed_persons,2021,6160.0,d
r-bieshankovicki,employed_persons,2022,5856.0,d
r-bieshankovicki,employed_persons,2023,5526.0,d
r-bieshankovicki,employed_persons,2024,5405.0,d
r-bieshankovicki,k_oblast_coverage_2019,2019,1.1295,m
r-bieshankovicki,avg_pension_oblast_byn,2025,907.08,d
r-bieshankovicki,min_minutes_to_minsk,2026,145.9,d
r-brahinski,wage_byn,2010,87.3517,d
r-brahinski,wage_byn,2011,135.208,d
r-brahinski,wage_byn,2012,278.9351,d
r-brahinski,wage_byn,2013,378.2136,d
r-brahinski,wage_byn,2014,448.3333,d
r-brahinski,wage_byn,2015,493.1018,d
r-brahinski,wage_byn,2016,511.4,d
r-brahinski,wage_byn,2017,607.3,d
r-brahinski,wage_byn,2018,727.2,d
r-brahinski,wage_byn,2019,803.4,d
r-brahinski,wage_byn,2020,902.4,d
r-brahinski,wage_byn,2021,1008.3,d
r-brahinski,wage_byn,2022,1152.4,d
r-brahinski,wage_byn,2023,1366.1,d
r-brahinski,wage_byn,2024,1602.8,d
r-brahinski,wage_byn,2025,1896.1,d
r-brahinski,employed_persons,2010,5693.0,d
r-brahinski,employed_persons,2011,5543.0,d
r-brahinski,employed_persons,2012,5464.0,d
r-brahinski,employed_persons,2013,5291.0,d
r-brahinski,employed_persons,2014,5255.0,d
r-brahinski,employed_persons,2015,5171.0,d
r-brahinski,employed_persons,2016,5195.5,d
r-brahinski,employed_persons,2017,5247.0,d
r-brahinski,employed_persons,2018,5150.0,d
r-brahinski,employed_persons,2019,5084.0,d
r-brahinski,employed_persons,2020,5121.0,d
r-brahinski,employed_persons,2021,4979.0,d
r-brahinski,employed_persons,2022,4870.0,d
r-brahinski,employed_persons,2023,4788.0,d
r-brahinski,employed_persons,2024,4692.0,d
r-brahinski,k_oblast_coverage_2019,2019,1.1803,m
r-brahinski,avg_pension_oblast_byn,2025,918.07,d
r-brahinski,min_minutes_to_minsk,2026,264.4,d
r-braslauski,wage_byn,2010,87.6541,d
r-braslauski,wage_byn,2011,138.8072,d
r-braslauski,wage_byn,2012,256.4658,d
r-braslauski,wage_byn,2013,336.3282,d
r-braslauski,wage_byn,2014,400.9212,d
r-braslauski,wage_byn,2015,448.7209,d
r-braslauski,wage_byn,2016,495.8,d
r-braslauski,wage_byn,2017,561.2,d
r-braslauski,wage_byn,2018,648.4,d
r-braslauski,wage_byn,2019,749.9,d
r-braslauski,wage_byn,2020,859.9,d
r-braslauski,wage_byn,2021,992.0,d
r-braslauski,wage_byn,2022,1130.9,d
r-braslauski,wage_byn,2023,1345.0,d
r-braslauski,wage_byn,2024,1584.0,d
r-braslauski,wage_byn,2025,1898.7,d
r-braslauski,employed_persons,2010,12172.0,d
r-braslauski,employed_persons,2011,11758.0,d
r-braslauski,employed_persons,2012,11304.0,d
r-braslauski,employed_persons,2013,10992.0,d
r-braslauski,employed_persons,2014,10537.0,d
r-braslauski,employed_persons,2015,10371.0,d
r-braslauski,employed_persons,2016,9928.0,d
r-braslauski,employed_persons,2017,9578.0,d
r-braslauski,employed_persons,2018,9116.0,d
r-braslauski,employed_persons,2019,8938.0,d
r-braslauski,employed_persons,2020,8916.0,d
r-braslauski,employed_persons,2021,8846.0,d
r-braslauski,employed_persons,2022,8465.0,d
r-braslauski,employed_persons,2023,8258.0,d
r-braslauski,employed_persons,2024,8050.0,d
r-braslauski,k_oblast_coverage_2019,2019,1.1295,m
r-braslauski,avg_pension_oblast_byn,2025,907.08,d
r-braslauski,min_minutes_to_minsk,2026,183.5,d
r-brescki,wage_byn,2010,99.066,d
r-brescki,wage_byn,2011,156.1193,d
r-brescki,wage_byn,2012,312.2862,d
r-brescki,wage_byn,2013,426.7528,d
r-brescki,wage_byn,2014,534.0205,d
r-brescki,wage_byn,2015,570.4183,d
r-brescki,wage_byn,2016,609.3,d
r-brescki,wage_byn,2017,707.7,d
r-brescki,wage_byn,2018,801.2,d
r-brescki,wage_byn,2019,882.7,d
r-brescki,wage_byn,2020,1042.9,d
r-brescki,wage_byn,2021,1174.3,d
r-brescki,wage_byn,2022,1409.3,d
r-brescki,wage_byn,2023,1740.1,d
r-brescki,wage_byn,2024,2041.4,d
r-brescki,wage_byn,2025,2502.0,d
r-brescki,employed_persons,2010,15797.0,d
r-brescki,employed_persons,2011,15957.0,d
r-brescki,employed_persons,2012,16626.0,d
r-brescki,employed_persons,2013,17439.0,d
r-brescki,employed_persons,2014,17871.0,d
r-brescki,employed_persons,2015,18573.0,d
r-brescki,employed_persons,2016,18895.0,d
r-brescki,employed_persons,2017,18786.0,d
r-brescki,employed_persons,2018,19092.0,d
r-brescki,employed_persons,2019,19344.0,d
r-brescki,employed_persons,2020,18926.0,d
r-brescki,employed_persons,2021,18725.0,d
r-brescki,employed_persons,2022,18720.0,d
r-brescki,employed_persons,2023,18340.0,d
r-brescki,employed_persons,2024,18239.0,d
r-brescki,k_oblast_coverage_2019,2019,1.1786,m
r-brescki,avg_pension_oblast_byn,2025,877.45,d
r-brescki,min_minutes_to_minsk,2026,211.8,d
r-buda-kashalouski,wage_byn,2010,89.2883,d
r-buda-kashalouski,wage_byn,2011,144.9261,d
r-buda-kashalouski,wage_byn,2012,293.5642,d
r-buda-kashalouski,wage_byn,2013,392.3258,d
r-buda-kashalouski,wage_byn,2014,481.0147,d
r-buda-kashalouski,wage_byn,2015,528.6778,d
r-buda-kashalouski,wage_byn,2016,537.6,d
r-buda-kashalouski,wage_byn,2017,622.6,d
r-buda-kashalouski,wage_byn,2018,723.2,d
r-buda-kashalouski,wage_byn,2019,781.0,d
r-buda-kashalouski,wage_byn,2020,903.9,d
r-buda-kashalouski,wage_byn,2021,986.5,d
r-buda-kashalouski,wage_byn,2022,1163.5,d
r-buda-kashalouski,wage_byn,2023,1441.2,d
r-buda-kashalouski,wage_byn,2024,1745.4,d
r-buda-kashalouski,wage_byn,2025,2066.7,d
r-buda-kashalouski,employed_persons,2010,13171.0,d
r-buda-kashalouski,employed_persons,2011,13094.0,d
r-buda-kashalouski,employed_persons,2012,12927.0,d
r-buda-kashalouski,employed_persons,2013,12609.0,d
r-buda-kashalouski,employed_persons,2014,12545.0,d
r-buda-kashalouski,employed_persons,2015,12361.0,d
r-buda-kashalouski,employed_persons,2016,12650.4,d
r-buda-kashalouski,employed_persons,2017,12808.0,d
r-buda-kashalouski,employed_persons,2018,12749.0,d
r-buda-kashalouski,employed_persons,2019,12516.0,d
r-buda-kashalouski,employed_persons,2020,12306.0,d
r-buda-kashalouski,employed_persons,2021,12069.0,d
r-buda-kashalouski,employed_persons,2022,11730.0,d
r-buda-kashalouski,employed_persons,2023,11442.0,d
r-buda-kashalouski,employed_persons,2024,11342.0,d
r-buda-kashalouski,k_oblast_coverage_2019,2019,1.1803,m
r-buda-kashalouski,avg_pension_oblast_byn,2025,918.07,d
r-buda-kashalouski,min_minutes_to_minsk,2026,178.9,d
r-bychauski,wage_byn,2010,92.2186,d
r-bychauski,wage_byn,2011,144.4548,d
r-bychauski,wage_byn,2012,286.4533,d
r-bychauski,wage_byn,2013,402.2226,d
r-bychauski,wage_byn,2014,480.1815,d
r-bychauski,wage_byn,2015,513.2332,d
r-bychauski,wage_byn,2016,536.7,d
r-bychauski,wage_byn,2017,594.8,d
r-bychauski,wage_byn,2018,675.2,d
r-bychauski,wage_byn,2019,765.6,d
r-bychauski,wage_byn,2020,881.4,d
r-bychauski,wage_byn,2021,1010.1,d
r-bychauski,wage_byn,2022,1135.6,d
r-bychauski,wage_byn,2023,1353.3,d
r-bychauski,wage_byn,2024,1668.3,d
r-bychauski,wage_byn,2025,2066.0,d
r-bychauski,employed_persons,2010,13611.0,d
r-bychauski,employed_persons,2011,13529.0,d
r-bychauski,employed_persons,2012,12756.0,d
r-bychauski,employed_persons,2013,12430.0,d
r-bychauski,employed_persons,2014,12191.0,d
r-bychauski,employed_persons,2015,11932.0,d
r-bychauski,employed_persons,2016,11748.0,d
r-bychauski,employed_persons,2017,11576.0,d
r-bychauski,employed_persons,2018,11392.0,d
r-bychauski,employed_persons,2019,11278.0,d
r-bychauski,employed_persons,2020,11032.0,d
r-bychauski,employed_persons,2021,10796.0,d
r-bychauski,employed_persons,2022,10780.0,d
r-bychauski,employed_persons,2023,10512.0,d
r-bychauski,employed_persons,2024,10246.0,d
r-bychauski,k_oblast_coverage_2019,2019,1.181,m
r-bychauski,avg_pension_oblast_byn,2025,904.51,d
r-bychauski,min_minutes_to_minsk,2026,159.9,d
r-chacherski,wage_byn,2010,93.5815,d
r-chacherski,wage_byn,2011,143.1614,d
r-chacherski,wage_byn,2012,287.0597,d
r-chacherski,wage_byn,2013,386.1674,d
r-chacherski,wage_byn,2014,472.2393,d
r-chacherski,wage_byn,2015,521.729,d
r-chacherski,wage_byn,2016,524.3,d
r-chacherski,wage_byn,2017,611.9,d
r-chacherski,wage_byn,2018,725.3,d
r-chacherski,wage_byn,2019,797.2,d
r-chacherski,wage_byn,2020,924.1,d
r-chacherski,wage_byn,2021,1051.2,d
r-chacherski,wage_byn,2022,1213.9,d
r-chacherski,wage_byn,2023,1396.8,d
r-chacherski,wage_byn,2024,1680.7,d
r-chacherski,wage_byn,2025,2039.0,d
r-chacherski,employed_persons,2010,6218.0,d
r-chacherski,employed_persons,2011,6244.0,d
r-chacherski,employed_persons,2012,6087.0,d
r-chacherski,employed_persons,2013,6016.0,d
r-chacherski,employed_persons,2014,6003.0,d
r-chacherski,employed_persons,2015,5980.0,d
r-chacherski,employed_persons,2016,5830.7,d
r-chacherski,employed_persons,2017,5775.0,d
r-chacherski,employed_persons,2018,5629.0,d
r-chacherski,employed_persons,2019,5626.0,d
r-chacherski,employed_persons,2020,5558.0,d
r-chacherski,employed_persons,2021,5465.0,d
r-chacherski,employed_persons,2022,5317.0,d
r-chacherski,employed_persons,2023,5282.0,d
r-chacherski,employed_persons,2024,5179.0,d
r-chacherski,k_oblast_coverage_2019,2019,1.1803,m
r-chacherski,avg_pension_oblast_byn,2025,918.07,d
r-chacherski,min_minutes_to_minsk,2026,208.4,d
r-chashnicki,wage_byn,2010,108.6187,d
r-chashnicki,wage_byn,2011,167.7289,d
r-chashnicki,wage_byn,2012,316.0411,d
r-chashnicki,wage_byn,2013,427.7756,d
r-chashnicki,wage_byn,2014,516.1028,d
r-chashnicki,wage_byn,2015,553.158,d
r-chashnicki,wage_byn,2016,591.8,d
r-chashnicki,wage_byn,2017,686.0,d
r-chashnicki,wage_byn,2018,825.4,d
r-chashnicki,wage_byn,2019,908.6,d
r-chashnicki,wage_byn,2020,1037.7,d
r-chashnicki,wage_byn,2021,1190.5,d
r-chashnicki,wage_byn,2022,1392.6,d
r-chashnicki,wage_byn,2023,1579.8,d
r-chashnicki,wage_byn,2024,1904.5,d
r-chashnicki,wage_byn,2025,2288.2,d
r-chashnicki,employed_persons,2010,15573.0,d
r-chashnicki,employed_persons,2011,15447.0,d
r-chashnicki,employed_persons,2012,14875.0,d
r-chashnicki,employed_persons,2013,14509.0,d
r-chashnicki,employed_persons,2014,13861.0,d
r-chashnicki,employed_persons,2015,13381.0,d
r-chashnicki,employed_persons,2016,12951.0,d
r-chashnicki,employed_persons,2017,12704.0,d
r-chashnicki,employed_persons,2018,12253.0,d
r-chashnicki,employed_persons,2019,12088.0,d
r-chashnicki,employed_persons,2020,11953.0,d
r-chashnicki,employed_persons,2021,11560.0,d
r-chashnicki,employed_persons,2022,11145.0,d
r-chashnicki,employed_persons,2023,10963.0,d
r-chashnicki,employed_persons,2024,10602.0,d
r-chashnicki,k_oblast_coverage_2019,2019,1.1295,m
r-chashnicki,avg_pension_oblast_byn,2025,907.08,d
r-chashnicki,min_minutes_to_minsk,2026,132.9,d
r-chavuski,wage_byn,2010,89.0795,d
r-chavuski,wage_byn,2011,142.5532,d
r-chavuski,wage_byn,2012,269.6479,d
r-chavuski,wage_byn,2013,371.5772,d
r-chavuski,wage_byn,2014,446.6377,d
r-chavuski,wage_byn,2015,494.4202,d
r-chavuski,wage_byn,2016,523.9,d
r-chavuski,wage_byn,2017,606.2,d
r-chavuski,wage_byn,2018,685.3,d
r-chavuski,wage_byn,2019,749.0,d
r-chavuski,wage_byn,2020,854.2,d
r-chavuski,wage_byn,2021,965.9,d
r-chavuski,wage_byn,2022,1101.4,d
r-chavuski,wage_byn,2023,1312.5,d
r-chavuski,wage_byn,2024,1576.8,d
r-chavuski,wage_byn,2025,1924.3,d
r-chavuski,employed_persons,2010,8702.0,d
r-chavuski,employed_persons,2011,8548.0,d
r-chavuski,employed_persons,2012,8412.0,d
r-chavuski,employed_persons,2013,8172.0,d
r-chavuski,employed_persons,2014,7801.0,d
r-chavuski,employed_persons,2015,7861.0,d
r-chavuski,employed_persons,2016,7699.0,d
r-chavuski,employed_persons,2017,7344.0,d
r-chavuski,employed_persons,2018,7335.0,d
r-chavuski,employed_persons,2019,7208.0,d
r-chavuski,employed_persons,2020,7085.0,d
r-chavuski,employed_persons,2021,7070.0,d
r-chavuski,employed_persons,2022,6861.0,d
r-chavuski,employed_persons,2023,6666.0,d
r-chavuski,employed_persons,2024,6441.0,d
r-chavuski,k_oblast_coverage_2019,2019,1.181,m
r-chavuski,avg_pension_oblast_byn,2025,904.51,d
r-chavuski,min_minutes_to_minsk,2026,170.1,d
r-chervienski,wage_byn,2010,96.6786,d
r-chervienski,wage_byn,2011,150.6052,d
r-chervienski,wage_byn,2012,293.8811,d
r-chervienski,wage_byn,2013,406.6187,d
r-chervienski,wage_byn,2014,502.8922,d
r-chervienski,wage_byn,2015,552.0889,d
r-chervienski,wage_byn,2016,573.2,d
r-chervienski,wage_byn,2017,660.2,d
r-chervienski,wage_byn,2018,769.0,d
r-chervienski,wage_byn,2019,859.5,d
r-chervienski,wage_byn,2020,1018.1,d
r-chervienski,wage_byn,2021,1154.7,d
r-chervienski,wage_byn,2022,1307.7,d
r-chervienski,wage_byn,2023,1543.0,d
r-chervienski,wage_byn,2024,1869.4,d
r-chervienski,wage_byn,2025,2283.0,d
r-chervienski,employed_persons,2010,13587.0,d
r-chervienski,employed_persons,2011,13430.0,d
r-chervienski,employed_persons,2012,13583.0,d
r-chervienski,employed_persons,2013,13350.0,d
r-chervienski,employed_persons,2014,12863.0,d
r-chervienski,employed_persons,2015,12867.0,d
r-chervienski,employed_persons,2016,12779.0,d
r-chervienski,employed_persons,2017,12452.0,d
r-chervienski,employed_persons,2018,12296.0,d
r-chervienski,employed_persons,2019,12149.0,d
r-chervienski,employed_persons,2020,12002.0,d
r-chervienski,employed_persons,2021,11688.0,d
r-chervienski,employed_persons,2022,11220.0,d
r-chervienski,employed_persons,2023,10831.0,d
r-chervienski,employed_persons,2024,10740.0,d
r-chervienski,k_oblast_coverage_2019,2019,1.1262,m
