territory_id,year,wage_byn
r-svietlahorski,2021,1422.5
r-svietlahorski,2022,1650.6
r-svietlahorski,2023,1954.1
r-svietlahorski,2024,2290.5
r-svietlahorski,2025,2685.3
r-svislacki,2010,87.6576
r-svislacki,2011,136.5837
r-svislacki,2012,266.7349
r-svislacki,2013,361.4834
r-svislacki,2014,441.9899
r-svislacki,2015,492.1379
r-svislacki,2016,503.6
r-svislacki,2017,558.6
r-svislacki,2018,679.9
r-svislacki,2019,767.5
r-svislacki,2020,892.4
r-svislacki,2021,1030.2
r-svislacki,2022,1204.9
r-svislacki,2023,1442.9
r-svislacki,2024,1759.0
r-svislacki,2025,2125.2
r-talachynski,2010,100.0516
r-talachynski,2011,159.0421
r-talachynski,2012,307.0174
r-talachynski,2013,402.7443
r-talachynski,2014,472.6473
r-talachynski,2015,524.723
r-talachynski,2016,591.5
r-talachynski,2017,681.6
r-talachynski,2018,776.4
r-talachynski,2019,825.7
r-talachynski,2020,965.0
r-talachynski,2021,1093.6
r-talachynski,2022,1258.8
r-talachynski,2023,1494.5
r-talachynski,2024,1767.5
r-talachynski,2025,2038.7
r-ushacki,2010,88.4846
r-ushacki,2011,137.5768
r-ushacki,2012,260.6021
r-ushacki,2013,349.1062
r-ushacki,2014,409.8799
r-ushacki,2015,438.2121
r-ushacki,2016,474.5
r-ushacki,2017,531.5
r-ushacki,2018,636.5
r-ushacki,2019,713.5
r-ushacki,2020,844.8
r-ushacki,2021,976.6
r-ushacki,2022,1118.0
r-ushacki,2023,1302.8
r-ushacki,2024,1534.2
r-ushacki,2025,1852.9
r-uzdzienski,2010,92.8688
r-uzdzienski,2011,148.0022
r-uzdzienski,2012,292.9263
r-uzdzienski,2013,414.4313
r-uzdzienski,2014,528.1581
r-uzdzienski,2015,562.3673
r-uzdzienski,2016,585.5
r-uzdzienski,2017,669.6
r-uzdzienski,2018,774.3
r-uzdzienski,2019,847.1
r-uzdzienski,2020,1014.6
r-uzdzienski,2021,1182.5
r-uzdzienski,2022,1378.8
r-uzdzienski,2023,1670.2
r-uzdzienski,2024,1965.9
r-uzdzienski,2025,2384.7
r-valozhynski,2010,89.3373
r-valozhynski,2011,141.8759
r-valozhynski,2012,283.0609
r-valozhynski,2013,391.7747
r-valozhynski,2014,482.3369
r-valozhynski,2015,560.6295
r-valozhynski,2016,554.2
r-valozhynski,2017,617.5
r-valozhynski,2018,754.1
r-valozhynski,2019,841.2
r-valozhynski,2020,978.9
r-valozhynski,2021,1149.3
r-valozhynski,2022,1338.6
r-valozhynski,2023,1599.9
r-valozhynski,2024,1884.6
r-valozhynski,2025,2254.1
r-vaukavyski,2010,114.262
r-vaukavyski,2011,173.2545
r-vaukavyski,2012,348.6522
r-vaukavyski,2013,463.9655
r-vaukavyski,2014,543.6268
r-vaukavyski,2015,591.8809
r-vaukavyski,2016,581.8
r-vaukavyski,2017,670.1
r-vaukavyski,2018,792.2
r-vaukavyski,2019,878.9
r-vaukavyski,2020,992.8
r-vaukavyski,2021,1105.1
r-vaukavyski,2022,1328.9
r-vaukavyski,2023,1597.7
r-vaukavyski,2024,1928.8
r-vaukavyski,2025,2311.5
r-viciebski,2010,102.2686
r-viciebski,2011,162.6112
r-viciebski,2012,318.4906
r-viciebski,2013,430.8363
r-viciebski,2014,522.3941
r-viciebski,2015,557.8412
r-viciebski,2016,570.5
r-viciebski,2017,677.6
r-viciebski,2018,775.9
r-viciebski,2019,865.2
r-viciebski,2020,1002.9
r-viciebski,2021,1139.9
r-viciebski,2022,1280.1
r-viciebski,2023,1558.1
r-viciebski,2024,1886.5
r-viciebski,2025,2234.3
r-vierchniadzvinski,2010,99.1411
r-vierchniadzvinski,2011,157.6831
r-vierchniadzvinski,2012,313.3414
r-vierchniadzvinski,2013,419.0041
r-vierchniadzvinski,2014,495.0609
r-vierchniadzvinski,2015,552.133
r-vierchniadzvinski,2016,602.8
r-vierchniadzvinski,2017,676.0
r-vierchniadzvinski,2018,746.5
r-vierchniadzvinski,2019,829.3
r-vierchniadzvinski,2020,976.2
r-vierchniadzvinski,2021,1130.8
r-vierchniadzvinski,2022,1325.2
r-vierchniadzvinski,2023,1521.8
r-vierchniadzvinski,2024,1841.5
r-vierchniadzvinski,2025,2215.6
r-vietkauski,2010,91.7653
r-vietkauski,2011,147.0754
r-vietkauski,2012,299.0081
r-vietkauski,2013,415.8275
r-vietkauski,2014,476.1706
r-vietkauski,2015,516.4246
r-vietkauski,2016,517.4
r-vietkauski,2017,602.3
r-vietkauski,2018,693.4
r-vietkauski,2019,754.4
r-vietkauski,2020,854.5
r-vietkauski,2021,957.4
r-vietkauski,2022,1114.1
r-vietkauski,2023,1337.3
r-vietkauski,2024,1607.0
r-vietkauski,2025,1961.6
r-vilejski,2010,93.0325
r-vilejski,2011,145.3316
r-vilejski,2012,285.2878
r-vilejski,2013,403.8216
r-vilejski,2014,494.8657
r-vilejski,2015,539.3891
r-vilejski,2016,572.7
r-vilejski,2017,653.1
r-vilejski,2018,741.3
r-vilejski,2019,810.9
r-vilejski,2020,962.3
r-vilejski,2021,1117.3
r-vilejski,2022,1262.4
r-vilejski,2023,1488.0
r-vilejski,2024,1786.2
r-vilejski,2025,2149.9
r-voranauski,2010,86.3965
r-voranauski,2011,135.8463
r-voranauski,2012,270.4462
r-voranauski,2013,366.2281
r-voranauski,2014,440.2623
r-voranauski,2015,491.6235
r-voranauski,2016,501.5
r-voranauski,2017,576.4
r-voranauski,2018,692.3
r-voranauski,2019,776.9
r-voranauski,2020,902.8
r-voranauski,2021,1013.0
r-voranauski,2022,1201.7
r-voranauski,2023,1472.6
r-voranauski,2024,1689.5
r-voranauski,2025,2020.3
r-zelvienski,2010,89.8315
r-zelvienski,2011,140.2886
r-zelvienski,2012,282.6423
r-zelvienski,2013,384.5388
r-zelvienski,2014,466.6141
r-zelvienski,2015,491.5553
r-zelvienski,2016,513.9
r-zelvienski,2017,583.4
r-zelvienski,2018,687.8
r-zelvienski,2019,787.5
r-zelvienski,2020,922.7
r-zelvienski,2021,1036.7
r-zelvienski,2022,1234.5
r-zelvienski,2023,1501.1
r-zelvienski,2024,1750.2
r-zelvienski,2025,2110.2
r-zhabinkauski,2010,111.433
r-zhabinkauski,2011,163.5783
r-zhabinkauski,2012,318.4563
r-zhabinkauski,2013,434.9553
r-zhabinkauski,2014,536.778
r-zhabinkauski,2015,576.8363
r-zhabinkauski,2016,627.8
r-zhabinkauski,2017,718.9
r-zhabinkauski,2018,807.8
r-zhabinkauski,2019,868.8
r-zhabinkauski,2020,977.1
r-zhabinkauski,2021,1129.2
r-zhabinkauski,2022,1338.0
r-zhabinkauski,2023,1660.9
r-zhabinkauski,2024,2024.9
r-zhabinkauski,2025,2443.0
r-zhlobinski,2010,133.9073
r-zhlobinski,2011,224.8701
r-zhlobinski,2012,417.89
r-zhlobinski,2013,521.5417
r-zhlobinski,2014,611.9698
r-zhlobinski,2015,637.2415
r-zhlobinski,2016,629.8
r-zhlobinski,2017,769.8
r-zhlobinski,2018,958.2
r-zhlobinski,2019,1044.9
r-zhlobinski,2020,1099.0
r-zhlobinski,2021,1316.6
r-zhlobinski,2022,1478.2
r-zhlobinski,2023,1768.3
r-zhlobinski,2024,2088.2
r-zhlobinski,2025,2302.5
r-zhytkavicki,2010,90.7146
r-zhytkavicki,2011,145.2081
r-zhytkavicki,2012,290.2806
r-zhytkavicki,2013,385.9515
r-zhytkavicki,2014,458.1549
r-zhytkavicki,2015,505.9446
r-zhytkavicki,2016,534.5
r-zhytkavicki,2017,610.5
r-zhytkavicki,2018,712.9
r-zhytkavicki,2019,797.3
r-zhytkavicki,2020,914.9
r-zhytkavicki,2021,1049.9
r-zhytkavicki,2022,1212.8
r-zhytkavicki,2023,1446.5
r-zhytkavicki,2024,1749.6
r-zhytkavicki,2025,2115.0
