territory_id,year,wage_byn
BY,2010,121.7313
BY,2011,189.9782
BY,2012,367.6083
BY,2013,506.1418
BY,2014,605.2367
BY,2015,671.4997
BY,2016,722.7
BY,2017,822.8
BY,2018,971.4
BY,2019,1092.9
BY,2020,1254.6
BY,2021,1443.5
BY,2022,1633.2
BY,2023,1915.9
BY,2024,2288.6
BY,2025,2679.7
BY-BR,2010,108.809
BY-BR,2011,164.6764
BY-BR,2012,318.5284
BY-BR,2013,443.1046
BY-BR,2014,529.4065
BY-BR,2015,575.7018
BY-BR,2016,617.4
BY-BR,2017,699.1
BY-BR,2018,828.4
BY-BR,2019,929.2
BY-BR,2020,1054.6
BY-BR,2021,1205.8
BY-BR,2022,1386.8
BY-BR,2023,1655.4
BY-BR,2024,1989.2
BY-BR,2025,2360.4
BY-HM,2010,153.7243
BY-HM,2011,240.4418
BY-HM,2012,457.4993
BY-HM,2013,636.7503
BY-HM,2014,773.1043
BY-HM,2015,887.2477
BY-HM,2016,985.8
BY-HM,2017,1125.5
BY-HM,2018,1329.6
BY-HM,2019,1495.2
BY-HM,2020,1753.4
BY-HM,2021,2024.1
BY-HM,2022,2255.1
BY-HM,2023,2569.1
BY-HM,2024,3024.7
BY-HM,2025,3460.8
BY-HO,2010,115.2295
BY-HO,2011,179.0042
BY-HO,2012,351.6754
BY-HO,2013,481.6332
BY-HO,2014,564.1865
BY-HO,2015,609.5879
BY-HO,2016,633.5
BY-HO,2017,722.9
BY-HO,2018,853.3
BY-HO,2019,955.8
BY-HO,2020,1079.4
BY-HO,2021,1248.5
BY-HO,2022,1424.7
BY-HO,2023,1696.7
BY-HO,2024,2016.6
BY-HO,2025,2357.5
BY-HR,2010,110.5195
BY-HR,2011,171.4805
BY-HR,2012,329.6849
BY-HR,2013,457.8849
BY-HR,2014,542.6829
BY-HR,2015,592.0433
BY-HR,2016,622.4
BY-HR,2017,703.2
BY-HR,2018,831.9
BY-HR,2019,931.3
BY-HR,2020,1062.1
BY-HR,2021,1216.7
BY-HR,2022,1412.2
BY-HR,2023,1682.2
BY-HR,2024,2010.0
BY-HR,2025,2359.7
BY-MA,2010,108.9999
BY-MA,2011,171.2756
BY-MA,2012,335.6449
BY-MA,2013,453.5622
BY-MA,2014,531.0695
BY-MA,2015,579.0861
BY-MA,2016,609.3
BY-MA,2017,690.4
BY-MA,2018,802.0
BY-MA,2019,891.6
BY-MA,2020,1010.0
BY-MA,2021,1147.3
BY-MA,2022,1305.9
BY-MA,2023,1564.0
BY-MA,2024,1895.1
BY-MA,2025,2243.5
BY-MI,2010,118.2097
BY-MI,2011,187.8295
BY-MI,2012,365.9952
BY-MI,2013,496.1523
BY-MI,2014,598.7224
BY-MI,2015,666.7886
BY-MI,2016,713.3
BY-MI,2017,812.9
BY-MI,2018,956.8
BY-MI,2019,1079.6
BY-MI,2020,1223.5
BY-MI,2021,1414.3
BY-MI,2022,1596.7
BY-MI,2023,1898.6
BY-MI,2024,2286.8
BY-MI,2025,2721.0
BY-VI,2010,108.9989
BY-VI,2011,170.9059
BY-VI,2012,331.337
BY-VI,2013,450.7326
BY-VI,2014,533.77
BY-VI,2015,580.5342
BY-VI,2016,613.4
BY-VI,2017,687.3
BY-VI,2018,814.4
BY-VI,2019,911.8
BY-VI,2020,1038.3
BY-VI,2021,1181.0
BY-VI,2022,1350.0
BY-VI,2023,1593.8
BY-VI,2024,1899.6
BY-VI,2025,2239.0
c-babrujsk,2010,112.0157
c-babrujsk,2011,180.6809
c-babrujsk,2012,361.0325
c-babrujsk,2013,470.202
c-babrujsk,2014,533.1112
c-babrujsk,2015,575.5011
c-babrujsk,2016,605.1
c-babrujsk,2017,691.0
c-babrujsk,2018,804.5
c-babrujsk,2019,863.5
c-babrujsk,2020,988.2
c-babrujsk,2021,1124.9
c-babrujsk,2022,1286.0
c-babrujsk,2023,1530.0
c-babrujsk,2024,1801.4
c-babrujsk,2025,2149.7
c-baranavichy,2010,111.7846
c-baranavichy,2011,171.299
c-baranavichy,2012,334.1961
c-baranavichy,2013,452.7033
c-baranavichy,2014,529.9508
c-baranavichy,2015,599.7537
c-baranavichy,2016,605.0
c-baranavichy,2017,685.5
c-baranavichy,2018,850.5
c-baranavichy,2019,922.4
c-baranavichy,2020,1027.3
c-baranavichy,2021,1169.8
c-baranavichy,2022,1342.5
c-baranavichy,2023,1591.6
c-baranavichy,2024,1879.0
c-baranavichy,2025,2234.5
c-brest,2010,125.4758
c-brest,2011,183.4345
c-brest,2012,349.4774
c-brest,2013,491.4518
c-brest,2014,602.4618
c-brest,2015,649.607
c-brest,2016,696.0
c-brest,2017,810.8
c-brest,2018,964.2
c-brest,2019,1056.6
c-brest,2020,1225.2
c-brest,2021,1409.6
c-brest,2022,1599.4
c-brest,2023,1912.0
c-brest,2024,2245.3
c-brest,2025,2710.5
c-homiel,2010,124.4216
c-homiel,2011,185.895
c-homiel,2012,363.7134
c-homiel,2013,512.1136
c-homiel,2014,601.3414
c-homiel,2015,647.5465
c-homiel,2016,674.1
c-homiel,2017,773.1
c-homiel,2018,901.7
c-homiel,2019,989.6
c-homiel,2020,1143.6
c-homiel,2021,1318.9
c-homiel,2022,1498.5
c-homiel,2023,1794.5
c-homiel,2024,2069.0
c-homiel,2025,2454.4
c-hrodna,2010,130.4463
c-hrodna,2011,203.277
c-hrodna,2012,376.4413
c-hrodna,2013,519.0111
c-hrodna,2014,625.3776
c-hrodna,2015,685.1751
c-hrodna,2016,721.5
c-hrodna,2017,808.8
c-hrodna,2018,964.9
c-hrodna,2019,1055.6
c-hrodna,2020,1211.5
c-hrodna,2021,1392.8
c-hrodna,2022,1594.6
c-hrodna,2023,1875.1
c-hrodna,2024,2168.8
c-hrodna,2025,2572.3
c-mahilou,2010,118.9865
c-mahilou,2011,184.2221
c-mahilou,2012,355.3784
c-mahilou,2013,487.4067
c-mahilou,2014,589.0671
c-mahilou,2015,640.3813
c-mahilou,2016,671.5
c-mahilou,2017,768.6
c-mahilou,2018,894.2
c-mahilou,2019,985.4
c-mahilou,2020,1126.3
c-mahilou,2021,1275.5
c-mahilou,2022,1449.8
c-mahilou,2023,1743.0
c-mahilou,2024,2070.7
c-mahilou,2025,2454.9
c-navapolack,2010,150.5931
c-navapolack,2011,237.3985
c-navapolack,2012,472.7836
c-navapolack,2013,637.9908
c-navapolack,2014,775.1621
c-navapolack,2015,801.9884
c-navapolack,2016,832.0
c-navapolack,2017,933.4
c-navapolack,2018,1068.0
c-navapolack,2019,1200.1
c-navapolack,2020,1411.6
c-navapolack,2021,1539.1
c-navapolack,2022,1689.0
c-navapolack,2023,2007.7
c-navapolack,2024,2265.5
c-navapolack,2025,2550.1
c-pinsk,2010,107.7079
c-pinsk,2011,164.9548
c-pinsk,2012,308.0462
c-pinsk,2013,433.158
c-pinsk,2014,520.2483
c-pinsk,2015,557.4904
c-pinsk,2016,594.8
c-pinsk,2017,682.7
c-pinsk,2018,794.7
c-pinsk,2019,884.0
c-pinsk,2020,1003.7
c-pinsk,2021,1167.3
c-pinsk,2022,1332.4
c-pinsk,2023,1565.3
c-pinsk,2024,1895.4
c-pinsk,2025,2222.0
c-viciebsk,2010,116.8088
c-viciebsk,2011,177.8173
c-viciebsk,2012,343.5645
c-viciebsk,2013,477.2284
c-viciebsk,2014,572.7909
c-viciebsk,2015,624.6789
c-viciebsk,2016,657.3
c-viciebsk,2017,744.9
c-viciebsk,2018,883.8
c-viciebsk,2019,971.1
c-viciebsk,2020,1113.3
c-viciebsk,2021,1270.0
c-viciebsk,2022,1458.7
c-viciebsk,2023,1726.7
c-viciebsk,2024,2007.1
c-viciebsk,2025,2403.3
c-zhodzina,2010,128.6134
c-zhodzina,2011,216.9792
c-zhodzina,2012,419.658
c-zhodzina,2013,514.1107
c-zhodzina,2014,602.7372
c-zhodzina,2015,634.6874
c-zhodzina,2016,720.6
c-zhodzina,2017,936.9
c-zhodzina,2018,1143.7
c-zhodzina,2019,1165.2
c-zhodzina,2020,1184.6
c-zhodzina,2021,1451.1
c-zhodzina,2022,1750.9
c-zhodzina,2023,2094.8
c-zhodzina,2024,2360.9
c-zhodzina,2025,2719.4
r-akciabrski,2010,91.7349
r-akciabrski,2011,142.7154
r-akciabrski,2012,277.2515
r-akciabrski,2013,381.2432
r-akciabrski,2014,445.1438
r-akciabrski,2015,479.4921
r-akciabrski,2016,503.1
r-akciabrski,2017,571.7
r-akciabrski,2018,674.7
r-akciabrski,2019,759.3
r-akciabrski,2020,869.8
r-akciabrski,2021,963.9
r-akciabrski,2022,1093.4
r-akciabrski,2023,1256.0
r-akciabrski,2024,1520.7
r-akciabrski,2025,1875.4
r-arshanski,2010,100.1164
r-arshanski,2011,159.8935
r-arshanski,2012,319.0488
r-arshanski,2013,432.7572
r-arshanski,2014,514.1017
r-arshanski,2015,557.5426
r-arshanski,2016,581.3
r-arshanski,2017,658.4
r-arshanski,2018,784.5
r-arshanski,2019,874.9
r-arshanski,2020,999.5
r-arshanski,2021,1125.0
r-arshanski,2022,1303.7
r-arshanski,2023,1563.2
r-arshanski,2024,1861.0
r-arshanski,2025,2209.3
r-ashmianski,2010,101.8396
r-ashmianski,2011,155.8155
r-ashmianski,2012,298.1806
r-ashmianski,2013,418.2382
r-ashmianski,2014,504.5573
r-ashmianski,2015,548.6633
r-ashmianski,2016,566.8
r-ashmianski,2017,649.0
r-ashmianski,2018,750.5
r-ashmianski,2019,819.2
r-ashmianski,2020,949.4
r-ashmianski,2021,1078.2
r-ashmianski,2022,1265.1
r-ashmianski,2023,1502.4
r-ashmianski,2024,1746.6
r-ashmianski,2025,2105.9
r-asipovicki,2010,110.1527
r-asipovicki,2011,178.3212
r-asipovicki,2012,355.0512
r-asipovicki,2013,462.0133
r-asipovicki,2014,520.1893
r-asipovicki,2015,585.4585
r-asipovicki,2016,577.2
r-asipovicki,2017,674.9
r-asipovicki,2018,848.0
r-asipovicki,2019,927.2
r-asipovicki,2020,1062.1
r-asipovicki,2021,1201.7
r-asipovicki,2022,1378.6
r-asipovicki,2023,1673.8
r-asipovicki,2024,1993.9
r-asipovicki,2025,2296.2
r-astraviecki,2010,91.394
r-astraviecki,2011,143.2084
r-astraviecki,2012,284.4918
r-astraviecki,2013,420.1448
r-astraviecki,2014,556.5052
r-astraviecki,2015,604.7042
r-astraviecki,2016,653.5
r-astraviecki,2017,771.3
r-astraviecki,2018,934.2
r-astraviecki,2019,1070.1
r-astraviecki,2020,1308.8
r-astraviecki,2021,1565.3
r-astraviecki,2022,1876.6
r-astraviecki,2023,2340.3
r-astraviecki,2024,2709.8
r-astraviecki,2025,3198.4
r-babrujski,2010,84.5456
r-babrujski,2011,135.5639
r-babrujski,2012,274.3528
r-babrujski,2013,376.0219
r-babrujski,2014,441.8814
r-babrujski,2015,476.0573
r-babrujski,2016,487.4
r-babrujski,2017,566.2
r-babrujski,2018,634.0
r-babrujski,2019,718.2
r-babrujski,2020,874.7
r-babrujski,2021,1019.5
r-babrujski,2022,1194.1
r-babrujski,2023,1386.4
r-babrujski,2024,1627.7
r-babrujski,2025,1998.5
r-baranavicki,2010,99.6249
r-baranavicki,2011,152.1302
r-baranavicki,2012,307.5602
r-baranavicki,2013,415.1871
r-baranavicki,2014,512.8984
r-baranavicki,2015,559.3031
r-baranavicki,2016,576.9
r-baranavicki,2017,653.8
r-baranavicki,2018,753.8
r-baranavicki,2019,872.0
r-baranavicki,2020,993.7
r-baranavicki,2021,1140.4
r-baranavicki,2022,1300.5
r-baranavicki,2023,1613.2
r-baranavicki,2024,1912.5
r-baranavicki,2025,2270.2
r-barysauski,2010,102.7509
r-barysauski,2011,170.3313
r-barysauski,2012,334.0425
r-barysauski,2013,437.7378
r-barysauski,2014,510.5436
r-barysauski,2015,605.6918
r-barysauski,2016,605.7
r-barysauski,2017,687.6
r-barysauski,2018,855.3
r-barysauski,2019,948.0
r-barysauski,2020,1080.3
r-barysauski,2021,1236.6
r-barysauski,2022,1401.7
r-barysauski,2023,1685.5
r-barysauski,2024,2037.8
r-barysauski,2025,2409.7
r-bialynicki,2010,102.6023
r-bialynicki,2011,159.3009
r-bialynicki,2012,305.8578
r-bialynicki,2013,426.0153
r-bialynicki,2014,526.1361
r-bialynicki,2015,567.0906
r-bialynicki,2016,605.5
r-bialynicki,2017,706.0
r-bialynicki,2018,740.0
r-bialynicki,2019,821.4
r-bialynicki,2020,973.8
r-bialynicki,2021,1099.4
r-bialynicki,2022,1257.1
r-bialynicki,2023,1498.3
r-bialynicki,2024,1782.9
r-bialynicki,2025,2173.5
r-biarezinski,2010,93.5412
r-biarezinski,2011,147.9892
r-biarezinski,2012,291.1284
r-biarezinski,2013,401.525
r-biarezinski,2014,498.9281
r-biarezinski,2015,538.6748
r-biarezinski,2016,570.1
r-biarezinski,2017,647.7
r-biarezinski,2018,731.3
r-biarezinski,2019,810.7
r-biarezinski,2020,967.7
r-biarezinski,2021,1123.9
r-biarezinski,2022,1292.0
r-biarezinski,2023,1510.6
r-biarezinski,2024,1788.8
r-biarezinski,2025,2127.3
r-biarozauski,2010,111.8213
r-biarozauski,2011,169.6203
r-biarozauski,2012,318.8509
r-biarozauski,2013,450.5713
r-biarozauski,2014,544.6201
r-biarozauski,2015,594.7766
r-biarozauski,2016,611.7
r-biarozauski,2017,705.9
r-biarozauski,2018,856.5
r-biarozauski,2019,937.5
r-biarozauski,2020,1077.8
r-biarozauski,2021,1215.1
r-biarozauski,2022,1429.2
r-biarozauski,2023,1697.7
r-biarozauski,2024,2033.8
r-biarozauski,2025,2427.0
r-bierastavicki,2010,98.7797
r-bierastavicki,2011,157.7875
r-bierastavicki,2012,319.2315
r-bierastavicki,2013,436.6726
r-bierastavicki,2014,537.8101
r-bierastavicki,2015,561.9672
r-bierastavicki,2016,598.1
r-bierastavicki,2017,682.8
r-bierastavicki,2018,784.7
r-bierastavicki,2019,873.2
r-bierastavicki,2020,1016.2
r-bierastavicki,2021,1171.2
r-bierastavicki,2022,1399.5
r-bierastavicki,2023,1695.2
r-bierastavicki,2024,1990.7
r-bierastavicki,2025,2376.9
r-bieshankovicki,2010,89.9191
r-bieshankovicki,2011,146.3074
r-bieshankovicki,2012,284.4087
r-bieshankovicki,2013,396.5374
r-bieshankovicki,2014,452.0969
r-bieshankovicki,2015,473.4836
r-bieshankovicki,2016,500.1
r-bieshankovicki,2017,565.8
r-bieshankovicki,2018,687.8
r-bieshankovicki,2019,750.3
r-bieshankovicki,2020,866.4
r-bieshankovicki,2021,994.1
r-bieshankovicki,2022,1155.4
r-bieshankovicki,2023,1344.4
r-bieshankovicki,2024,1635.8
r-bieshankovicki,2025,1979.1
r-brahinski,2010,87.3517
r-brahinski,2011,135.208
r-brahinski,2012,278.9351
r-brahinski,2013,378.2136
r-brahinski,2014,448.3333
r-brahinski,2015,493.1018
r-brahinski,2016,511.4
r-brahinski,2017,607.3
r-brahinski,2018,727.2
r-brahinski,2019,803.4
r-brahinski,2020,902.4
r-brahinski,2021,1008.3
r-brahinski,2022,1152.4
r-brahinski,2023,1366.1
r-brahinski,2024,1602.8
r-brahinski,2025,1896.1
r-braslauski,2010,87.6541
r-braslauski,2011,138.8072
r-braslauski,2012,256.4658
r-braslauski,2013,336.3282
r-braslauski,2014,400.9212
r-braslauski,2015,448.7209
r-braslauski,2016,495.8
r-braslauski,2017,561.2
r-braslauski,2018,648.4
r-braslauski,2019,749.9
r-braslauski,2020,859.9
r-braslauski,2021,992.0
r-braslauski,2022,1130.9
r-braslauski,2023,1345.0
r-braslauski,2024,1584.0
r-braslauski,2025,1898.7
r-brescki,2010,99.066
r-brescki,2011,156.1193
r-brescki,2012,312.2862
r-brescki,2013,426.7528
r-brescki,2014,534.0205
r-brescki,2015,570.4183
r-brescki,2016,609.3
r-brescki,2017,707.7
r-brescki,2018,801.2
r-brescki,2019,882.7
r-brescki,2020,1042.9
r-brescki,2021,1174.3
r-brescki,2022,1409.3
r-brescki,2023,1740.1
r-brescki,2024,2041.4
r-brescki,2025,2502.0
r-buda-kashalouski,2010,89.2883
r-buda-kashalouski,2011,144.9261
r-buda-kashalouski,2012,293.5642
r-buda-kashalouski,2013,392.3258
r-buda-kashalouski,2014,481.0147
r-buda-kashalouski,2015,528.6778
r-buda-kashalouski,2016,537.6
r-buda-kashalouski,2017,622.6
r-buda-kashalouski,2018,723.2
r-buda-kashalouski,2019,781.0
r-buda-kashalouski,2020,903.9
r-buda-kashalouski,2021,986.5
r-buda-kashalouski,2022,1163.5
r-buda-kashalouski,2023,1441.2
r-buda-kashalouski,2024,1745.4
r-buda-kashalouski,2025,2066.7
r-bychauski,2010,92.2186
r-bychauski,2011,144.4548
r-bychauski,2012,286.4533
r-bychauski,2013,402.2226
r-bychauski,2014,480.1815
r-bychauski,2015,513.2332
r-bychauski,2016,536.7
r-bychauski,2017,594.8
r-bychauski,2018,675.2
r-bychauski,2019,765.6
r-bychauski,2020,881.4
r-bychauski,2021,1010.1
r-bychauski,2022,1135.6
r-bychauski,2023,1353.3
r-bychauski,2024,1668.3
r-bychauski,2025,2066.0
r-chacherski,2010,93.5815
r-chacherski,2011,143.1614
r-chacherski,2012,287.0597
r-chacherski,2013,386.1674
r-chacherski,2014,472.2393
r-chacherski,2015,521.729
r-chacherski,2016,524.3
r-chacherski,2017,611.9
r-chacherski,2018,725.3
r-chacherski,2019,797.2
r-chacherski,2020,924.1
r-chacherski,2021,1051.2
r-chacherski,2022,1213.9
r-chacherski,2023,1396.8
r-chacherski,2024,1680.7
r-chacherski,2025,2039.0
r-chashnicki,2010,108.6187
r-chashnicki,2011,167.7289
r-chashnicki,2012,316.0411
r-chashnicki,2013,427.7756
r-chashnicki,2014,516.1028
r-chashnicki,2015,553.158
r-chashnicki,2016,591.8
r-chashnicki,2017,686.0
r-chashnicki,2018,825.4
r-chashnicki,2019,908.6
r-chashnicki,2020,1037.7
r-chashnicki,2021,1190.5
r-chashnicki,2022,1392.6
r-chashnicki,2023,1579.8
r-chashnicki,2024,1904.5
r-chashnicki,2025,2288.2
r-chavuski,2010,89.0795
r-chavuski,2011,142.5532
r-chavuski,2012,269.6479
r-chavuski,2013,371.5772
r-chavuski,2014,446.6377
r-chavuski,2015,494.4202
r-chavuski,2016,523.9
r-chavuski,2017,606.2
r-chavuski,2018,685.3
r-chavuski,2019,749.0
r-chavuski,2020,854.2
r-chavuski,2021,965.9
r-chavuski,2022,1101.4
r-chavuski,2023,1312.5
r-chavuski,2024,1576.8
r-chavuski,2025,1924.3
r-chervienski,2010,96.6786
r-chervienski,2011,150.6052
r-chervienski,2012,293.8811
r-chervienski,2013,406.6187
r-chervienski,2014,502.8922
r-chervienski,2015,552.0889
r-chervienski,2016,573.2
r-chervienski,2017,660.2
r-chervienski,2018,769.0
r-chervienski,2019,859.5
r-chervienski,2020,1018.1
r-chervienski,2021,1154.7
r-chervienski,2022,1307.7
r-chervienski,2023,1543.0
r-chervienski,2024,1869.4
r-chervienski,2025,2283.0
r-cherykauski,2010,91.1387
r-cherykauski,2011,149.3407
r-cherykauski,2012,280.8013
r-cherykauski,2013,380.5696
r-cherykauski,2014,464.2155
r-cherykauski,2015,516.2526
r-cherykauski,2016,515.8
r-cherykauski,2017,592.8
r-cherykauski,2018,695.1
r-cherykauski,2019,771.7
r-cherykauski,2020,886.7
r-cherykauski,2021,1001.3
r-cherykauski,2022,1105.2
r-cherykauski,2023,1295.3
r-cherykauski,2024,1582.8
r-cherykauski,2025,1924.4
r-chocimski,2010,83.5553
r-chocimski,2011,138.1197
r-chocimski,2012,262.8458
r-chocimski,2013,365.6157
r-chocimski,2014,437.4602
r-chocimski,2015,472.4608
r-chocimski,2016,505.7
r-chocimski,2017,576.8
r-chocimski,2018,654.2
r-chocimski,2019,718.6
r-chocimski,2020,826.4
r-chocimski,2021,938.6
r-chocimski,2022,1045.1
r-chocimski,2023,1285.3
r-chocimski,2024,1531.1
r-chocimski,2025,1895.3
r-chojnicki,2010,87.1668
r-chojnicki,2011,132.5897
r-chojnicki,2012,271.4362
r-chojnicki,2013,378.0865
r-chojnicki,2014,431.4721
r-chojnicki,2015,484.2713
r-chojnicki,2016,500.8
r-chojnicki,2017,569.5
r-chojnicki,2018,697.4
r-chojnicki,2019,790.4
r-chojnicki,2020,889.9
r-chojnicki,2021,1021.1
r-chojnicki,2022,1145.8
r-chojnicki,2023,1342.1
r-chojnicki,2024,1595.2
r-chojnicki,2025,1927.9
r-dobrushski,2010,87.6626
r-dobrushski,2011,142.5719
r-dobrushski,2012,289.6825
r-dobrushski,2013,383.8762
r-dobrushski,2014,457.3173
r-dobrushski,2015,515.7539
r-dobrushski,2016,506.2
r-dobrushski,2017,578.9
r-dobrushski,2018,705.5
r-dobrushski,2019,759.4
r-dobrushski,2020,845.9
r-dobrushski,2021,977.2
r-dobrushski,2022,1171.1
r-dobrushski,2023,1423.0
r-dobrushski,2024,1684.9
r-dobrushski,2025,2008.5
r-dokshycki,2010,98.3835
r-dokshycki,2011,149.0469
r-dokshycki,2012,294.7995
r-dokshycki,2013,387.5202
r-dokshycki,2014,463.9492
r-dokshycki,2015,494.2534
r-dokshycki,2016,525.2
r-dokshycki,2017,608.2
r-dokshycki,2018,701.9
r-dokshycki,2019,788.0
r-dokshycki,2020,933.9
r-dokshycki,2021,1066.4
r-dokshycki,2022,1203.5
r-dokshycki,2023,1409.4
r-dokshycki,2024,1691.8
r-dokshycki,2025,2060.7
r-drahichynski,2010,89.9178
r-drahichynski,2011,138.1834
r-drahichynski,2012,275.991
r-drahichynski,2013,378.7143
r-drahichynski,2014,459.43
r-drahichynski,2015,484.7349
r-drahichynski,2016,527.9
r-drahichynski,2017,582.4
r-drahichynski,2018,687.2
r-drahichynski,2019,800.2
r-drahichynski,2020,912.1
r-drahichynski,2021,1053.9
r-drahichynski,2022,1236.3
r-drahichynski,2023,1485.7
r-drahichynski,2024,1754.2
r-drahichynski,2025,2132.1
r-drybinski,2010,90.0644
r-drybinski,2011,141.7313
r-drybinski,2012,276.4729
r-drybinski,2013,390.4579
r-drybinski,2014,475.9344
r-drybinski,2015,521.4256
r-drybinski,2016,541.5
r-drybinski,2017,586.7
r-drybinski,2018,659.9
r-drybinski,2019,733.0
r-drybinski,2020,858.7
r-drybinski,2021,988.3
r-drybinski,2022,1114.9
r-drybinski,2023,1322.0
r-drybinski,2024,1537.0
r-drybinski,2025,1891.5
r-dubrovienski,2010,89.1724
r-dubrovienski,2011,146.4322
r-dubrovienski,2012,281.8781
r-dubrovienski,2013,384.3708
r-dubrovienski,2014,479.4286
r-dubrovienski,2015,538.1152
r-dubrovienski,2016,577.7
r-dubrovienski,2017,636.8
r-dubrovienski,2018,707.3
r-dubrovienski,2019,793.6
r-dubrovienski,2020,902.6
r-dubrovienski,2021,995.2
r-dubrovienski,2022,1173.4
r-dubrovienski,2023,1395.6
r-dubrovienski,2024,1696.2
r-dubrovienski,2025,2122.0
r-dziarzhynski,2010,122.9713
r-dziarzhynski,2011,191.2663
r-dziarzhynski,2012,379.4967
r-dziarzhynski,2013,528.2587
r-dziarzhynski,2014,659.1059
r-dziarzhynski,2015,743.646
r-dziarzhynski,2016,755.8
r-dziarzhynski,2017,860.9
r-dziarzhynski,2018,1004.1
r-dziarzhynski,2019,1124.4
r-dziarzhynski,2020,1305.9
r-dziarzhynski,2021,1502.2
r-dziarzhynski,2022,1718.1
r-dziarzhynski,2023,2022.8
r-dziarzhynski,2024,2419.5
r-dziarzhynski,2025,2941.2
r-dziatlauski,2010,93.5258
r-dziatlauski,2011,142.9659
r-dziatlauski,2012,277.2364
r-dziatlauski,2013,385.258
r-dziatlauski,2014,460.5922
r-dziatlauski,2015,500.034
r-dziatlauski,2016,522.5
r-dziatlauski,2017,594.0
r-dziatlauski,2018,704.7
r-dziatlauski,2019,805.4
r-dziatlauski,2020,918.0
r-dziatlauski,2021,1071.9
r-dziatlauski,2022,1279.7
r-dziatlauski,2023,1518.9
r-dziatlauski,2024,1824.3
r-dziatlauski,2025,2152.6
r-hancavicki,2010,88.099
r-hancavicki,2011,137.179
r-hancavicki,2012,266.8188
r-hancavicki,2013,371.6313
r-hancavicki,2014,443.9376
r-hancavicki,2015,495.0521
r-hancavicki,2016,517.7
r-hancavicki,2017,584.3
r-hancavicki,2018,684.5
r-hancavicki,2019,770.9
r-hancavicki,2020,894.0
r-hancavicki,2021,1023.8
r-hancavicki,2022,1165.8
r-hancavicki,2023,1354.2
r-hancavicki,2024,1611.9
r-hancavicki,2025,1971.8
r-haradocki,2010,88.4415
r-haradocki,2011,145.6159
r-haradocki,2012,275.0875
r-haradocki,2013,358.3216
r-haradocki,2014,425.236
r-haradocki,2015,474.8087
r-haradocki,2016,489.7
r-haradocki,2017,555.0
r-haradocki,2018,690.7
r-haradocki,2019,769.8
r-haradocki,2020,861.5
r-haradocki,2021,993.4
r-haradocki,2022,1130.2
r-haradocki,2023,1337.3
r-haradocki,2024,1615.0
r-haradocki,2025,1930.8
r-hluski,2010,92.1802
r-hluski,2011,141.3891
r-hluski,2012,269.7804
r-hluski,2013,378.1453
r-hluski,2014,453.5892
r-hluski,2015,483.7014
r-hluski,2016,502.3
r-hluski,2017,574.2
r-hluski,2018,656.8
r-hluski,2019,741.1
r-hluski,2020,867.2
r-hluski,2021,972.4
r-hluski,2022,1168.4
r-hluski,2023,1380.7
r-hluski,2024,1630.9
r-hluski,2025,1952.4
r-hlybocki,2010,101.7393
r-hlybocki,2011,163.3998
r-hlybocki,2012,304.4427
r-hlybocki,2013,398.9765
r-hlybocki,2014,485.2765
r-hlybocki,2015,532.0586
r-hlybocki,2016,527.7
r-hlybocki,2017,610.7
r-hlybocki,2018,718.1
r-hlybocki,2019,784.8
r-hlybocki,2020,933.9
r-hlybocki,2021,1063.1
r-hlybocki,2022,1218.7
r-hlybocki,2023,1419.4
r-hlybocki,2024,1711.4
r-hlybocki,2025,2101.1
r-homielski,2010,102.0289
r-homielski,2011,159.1882
r-homielski,2012,340.9933
r-homielski,2013,456.7847
r-homielski,2014,550.1662
r-homielski,2015,584.7043
r-homielski,2016,598.0
r-homielski,2017,687.7
r-homielski,2018,793.8
r-homielski,2019,857.0
r-homielski,2020,956.2
r-homielski,2021,1071.3
r-homielski,2022,1263.4
r-homielski,2023,1504.4
r-homielski,2024,1764.5
r-homielski,2025,2116.6
r-horacki,2010,101.3143
r-horacki,2011,157.3126
r-horacki,2012,320.5594
r-horacki,2013,406.4766
r-horacki,2014,476.8219
r-horacki,2015,542.1236
r-horacki,2016,547.6
r-horacki,2017,634.1
r-horacki,2018,764.1
r-horacki,2019,830.5
r-horacki,2020,953.5
r-horacki,2021,1059.0
r-horacki,2022,1216.8
r-horacki,2023,1452.4
r-horacki,2024,1741.1
r-horacki,2025,2102.5
r-hrodzienski,2010,106.6425
r-hrodzienski,2011,166.0114
r-hrodzienski,2012,330.9985
r-hrodzienski,2013,471.2656
r-hrodzienski,2014,592.3021
r-hrodzienski,2015,619.7547
r-hrodzienski,2016,656.8
r-hrodzienski,2017,772.1
r-hrodzienski,2018,846.5
r-hrodzienski,2019,942.7
r-hrodzienski,2020,1094.7
r-hrodzienski,2021,1249.6
r-hrodzienski,2022,1494.2
r-hrodzienski,2023,1800.8
r-hrodzienski,2024,2106.8
r-hrodzienski,2025,2501.5
r-iujeuski,2010,81.9296
r-iujeuski,2011,131.7433
r-iujeuski,2012,265.9688
r-iujeuski,2013,364.8347
r-iujeuski,2014,430.265
r-iujeuski,2015,461.523
r-iujeuski,2016,487.7
r-iujeuski,2017,563.2
r-iujeuski,2018,664.6
r-iujeuski,2019,742.7
r-iujeuski,2020,878.0
r-iujeuski,2021,1002.5
r-iujeuski,2022,1150.5
r-iujeuski,2023,1347.6
r-iujeuski,2024,1567.9
r-iujeuski,2025,1940.9
r-ivacevicki,2010,98.4696
