year,territory_id,age_group,sex,locality,pop
2021,BY-HR,35-39,t,rural,12268
2021,BY-HR,35-39,t,total,75870
2021,BY-HR,35-39,t,urban,63602
2021,BY-HR,40-44,f,rural,6596
2021,BY-HR,40-44,f,total,34913
2021,BY-HR,40-44,f,urban,28317
2021,BY-HR,40-44,m,rural,7295
2021,BY-HR,40-44,m,total,33427
2021,BY-HR,40-44,m,urban,26132
2021,BY-HR,40-44,t,rural,13891
2021,BY-HR,40-44,t,total,68340
2021,BY-HR,40-44,t,urban,54449
2021,BY-HR,45-49,f,rural,9394
2021,BY-HR,45-49,f,total,36694
2021,BY-HR,45-49,f,urban,27300
2021,BY-HR,45-49,m,rural,9749
2021,BY-HR,45-49,m,total,33471
2021,BY-HR,45-49,m,urban,23722
2021,BY-HR,45-49,t,rural,19143
2021,BY-HR,45-49,t,total,70165
2021,BY-HR,45-49,t,urban,51022
2021,BY-HR,5-9,f,rural,5448
2021,BY-HR,5-9,f,total,31948
2021,BY-HR,5-9,f,urban,26500
2021,BY-HR,5-9,m,rural,5520
2021,BY-HR,5-9,m,total,33421
2021,BY-HR,5-9,m,urban,27901
2021,BY-HR,5-9,t,rural,10968
2021,BY-HR,5-9,t,total,65369
2021,BY-HR,5-9,t,urban,54401
2021,BY-HR,50-54,f,rural,10594
2021,BY-HR,50-54,f,total,37836
2021,BY-HR,50-54,f,urban,27242
2021,BY-HR,50-54,m,rural,11841
2021,BY-HR,50-54,m,total,33859
2021,BY-HR,50-54,m,urban,22018
2021,BY-HR,50-54,t,rural,22435
2021,BY-HR,50-54,t,total,71695
2021,BY-HR,50-54,t,urban,49260
2021,BY-HR,55-59,f,rural,10962
2021,BY-HR,55-59,f,total,41098
2021,BY-HR,55-59,f,urban,30136
2021,BY-HR,55-59,m,rural,11973
2021,BY-HR,55-59,m,total,35568
2021,BY-HR,55-59,m,urban,23595
2021,BY-HR,55-59,t,rural,22935
2021,BY-HR,55-59,t,total,76666
2021,BY-HR,55-59,t,urban,53731
2021,BY-HR,60-64,f,rural,10811
2021,BY-HR,60-64,f,total,42350
2021,BY-HR,60-64,f,urban,31539
2021,BY-HR,60-64,m,rural,10585
2021,BY-HR,60-64,m,total,33030
2021,BY-HR,60-64,m,urban,22445
2021,BY-HR,60-64,t,rural,21396
2021,BY-HR,60-64,t,total,75380
2021,BY-HR,60-64,t,urban,53984
2021,BY-HR,65-69,f,rural,8628
2021,BY-HR,65-69,f,total,32361
2021,BY-HR,65-69,f,urban,23733
2021,BY-HR,65-69,m,rural,6822
2021,BY-HR,65-69,m,total,22035
2021,BY-HR,65-69,m,urban,15213
2021,BY-HR,65-69,t,rural,15450
2021,BY-HR,65-69,t,total,54396
2021,BY-HR,65-69,t,urban,38946
2021,BY-HR,70-74,f,rural,8086
2021,BY-HR,70-74,f,total,27410
2021,BY-HR,70-74,f,urban,19324
2021,BY-HR,70-74,m,rural,4920
2021,BY-HR,70-74,m,total,15148
2021,BY-HR,70-74,m,urban,10228
2021,BY-HR,70-74,t,rural,13006
2021,BY-HR,70-74,t,total,42558
2021,BY-HR,70-74,t,urban,29552
2021,BY-HR,75-79,f,rural,8177
2021,BY-HR,75-79,f,total,19232
2021,BY-HR,75-79,f,urban,11055
2021,BY-HR,75-79,m,rural,2966
2021,BY-HR,75-79,m,total,7940
2021,BY-HR,75-79,m,urban,4974
2021,BY-HR,75-79,t,rural,11143
2021,BY-HR,75-79,t,total,27172
2021,BY-HR,75-79,t,urban,16029
2021,BY-HR,80 +,f,rural,17303
2021,BY-HR,80 +,f,total,35328
2021,BY-HR,80 +,f,urban,18025
2021,BY-HR,80 +,m,rural,4377
2021,BY-HR,80 +,m,total,9828
2021,BY-HR,80 +,m,urban,5451
2021,BY-HR,80 +,t,rural,21680
2021,BY-HR,80 +,t,total,45156
2021,BY-HR,80 +,t,urban,23476
2021,BY-MA,0-4,f,rural,4496
2021,BY-MA,0-4,f,total,24998
2021,BY-MA,0-4,f,urban,20502
2021,BY-MA,0-4,m,rural,4669
2021,BY-MA,0-4,m,total,26009
2021,BY-MA,0-4,m,urban,21340
2021,BY-MA,0-4,t,rural,9165
2021,BY-MA,0-4,t,total,51007
2021,BY-MA,0-4,t,urban,41842
2021,BY-MA,10-14,f,rural,4813
2021,BY-MA,10-14,f,total,28198
2021,BY-MA,10-14,f,urban,23385
2021,BY-MA,10-14,m,rural,5018
2021,BY-MA,10-14,m,total,29446
2021,BY-MA,10-14,m,urban,24428
2021,BY-MA,10-14,t,rural,9831
2021,BY-MA,10-14,t,total,57644
2021,BY-MA,10-14,t,urban,47813
2021,BY-MA,15-19,f,rural,3572
2021,BY-MA,15-19,f,total,22940
2021,BY-MA,15-19,f,urban,19368
2021,BY-MA,15-19,m,rural,3987
2021,BY-MA,15-19,m,total,24921
2021,BY-MA,15-19,m,urban,20934
2021,BY-MA,15-19,t,rural,7559
2021,BY-MA,15-19,t,total,47861
2021,BY-MA,15-19,t,urban,40302
2021,BY-MA,20-24,f,rural,3388
2021,BY-MA,20-24,f,total,22160
2021,BY-MA,20-24,f,urban,18772
2021,BY-MA,20-24,m,rural,3968
2021,BY-MA,20-24,m,total,23918
2021,BY-MA,20-24,m,urban,19950
2021,BY-MA,20-24,t,rural,7356
2021,BY-MA,20-24,t,total,46078
2021,BY-MA,20-24,t,urban,38722
2021,BY-MA,25-29,f,rural,4063
2021,BY-MA,25-29,f,total,27662
2021,BY-MA,25-29,f,urban,23599
2021,BY-MA,25-29,m,rural,5051
2021,BY-MA,25-29,m,total,28724
2021,BY-MA,25-29,m,urban,23673
2021,BY-MA,25-29,t,rural,9114
2021,BY-MA,25-29,t,total,56386
2021,BY-MA,25-29,t,urban,47272
2021,BY-MA,30-34,f,rural,5261
2021,BY-MA,30-34,f,total,38177
2021,BY-MA,30-34,f,urban,32916
2021,BY-MA,30-34,m,rural,6447
2021,BY-MA,30-34,m,total,39222
2021,BY-MA,30-34,m,urban,32775
2021,BY-MA,30-34,t,rural,11708
2021,BY-MA,30-34,t,total,77399
2021,BY-MA,30-34,t,urban,65691
2021,BY-MA,35-39,f,rural,5571
2021,BY-MA,35-39,f,total,40774
2021,BY-MA,35-39,f,urban,35203
2021,BY-MA,35-39,m,rural,6751
2021,BY-MA,35-39,m,total,40152
2021,BY-MA,35-39,m,urban,33401
2021,BY-MA,35-39,t,rural,12322
2021,BY-MA,35-39,t,total,80926
2021,BY-MA,35-39,t,urban,68604
2021,BY-MA,40-44,f,rural,6204
2021,BY-MA,40-44,f,total,39174
2021,BY-MA,40-44,f,urban,32970
2021,BY-MA,40-44,m,rural,6612
2021,BY-MA,40-44,m,total,37547
2021,BY-MA,40-44,m,urban,30935
2021,BY-MA,40-44,t,rural,12816
2021,BY-MA,40-44,t,total,76721
2021,BY-MA,40-44,t,urban,63905
2021,BY-MA,45-49,f,rural,7219
2021,BY-MA,45-49,f,total,37400
2021,BY-MA,45-49,f,urban,30181
2021,BY-MA,45-49,m,rural,7381
2021,BY-MA,45-49,m,total,33994
2021,BY-MA,45-49,m,urban,26613
2021,BY-MA,45-49,t,rural,14600
2021,BY-MA,45-49,t,total,71394
2021,BY-MA,45-49,t,urban,56794
2021,BY-MA,5-9,f,rural,4797
2021,BY-MA,5-9,f,total,29590
2021,BY-MA,5-9,f,urban,24793
2021,BY-MA,5-9,m,rural,4978
2021,BY-MA,5-9,m,total,31197
2021,BY-MA,5-9,m,urban,26219
2021,BY-MA,5-9,t,rural,9775
2021,BY-MA,5-9,t,total,60787
2021,BY-MA,5-9,t,urban,51012
2021,BY-MA,50-54,f,rural,8411
2021,BY-MA,50-54,f,total,37724
2021,BY-MA,50-54,f,urban,29313
2021,BY-MA,50-54,m,rural,8319
2021,BY-MA,50-54,m,total,31633
2021,BY-MA,50-54,m,urban,23314
2021,BY-MA,50-54,t,rural,16730
2021,BY-MA,50-54,t,total,69357
2021,BY-MA,50-54,t,urban,52627
2021,BY-MA,55-59,f,rural,9364
2021,BY-MA,55-59,f,total,41292
2021,BY-MA,55-59,f,urban,31928
2021,BY-MA,55-59,m,rural,9871
2021,BY-MA,55-59,m,total,34434
2021,BY-MA,55-59,m,urban,24563
2021,BY-MA,55-59,t,rural,19235
2021,BY-MA,55-59,t,total,75726
2021,BY-MA,55-59,t,urban,56491
2021,BY-MA,60-64,f,rural,10404
2021,BY-MA,60-64,f,total,45608
2021,BY-MA,60-64,f,urban,35204
2021,BY-MA,60-64,m,rural,10042
2021,BY-MA,60-64,m,total,35246
2021,BY-MA,60-64,m,urban,25204
2021,BY-MA,60-64,t,rural,20446
2021,BY-MA,60-64,t,total,80854
2021,BY-MA,60-64,t,urban,60408
2021,BY-MA,65-69,f,rural,8060
2021,BY-MA,65-69,f,total,37813
2021,BY-MA,65-69,f,urban,29753
2021,BY-MA,65-69,m,rural,6947
2021,BY-MA,65-69,m,total,25828
2021,BY-MA,65-69,m,urban,18881
2021,BY-MA,65-69,t,rural,15007
2021,BY-MA,65-69,t,total,63641
2021,BY-MA,65-69,t,urban,48634
2021,BY-MA,70-74,f,rural,5875
2021,BY-MA,70-74,f,total,27699
2021,BY-MA,70-74,f,urban,21824
2021,BY-MA,70-74,m,rural,3764
2021,BY-MA,70-74,m,total,15613
2021,BY-MA,70-74,m,urban,11849
2021,BY-MA,70-74,t,rural,9639
2021,BY-MA,70-74,t,total,43312
2021,BY-MA,70-74,t,urban,33673
2021,BY-MA,75-79,f,rural,3992
2021,BY-MA,75-79,f,total,13399
2021,BY-MA,75-79,f,urban,9407
2021,BY-MA,75-79,m,rural,1591
2021,BY-MA,75-79,m,total,5902
2021,BY-MA,75-79,m,urban,4311
2021,BY-MA,75-79,t,rural,5583
2021,BY-MA,75-79,t,total,19301
2021,BY-MA,75-79,t,urban,13718
2021,BY-MA,80 +,f,rural,10384
2021,BY-MA,80 +,f,total,28237
2021,BY-MA,80 +,f,urban,17853
2021,BY-MA,80 +,m,rural,2867
2021,BY-MA,80 +,m,total,8212
2021,BY-MA,80 +,m,urban,5345
2021,BY-MA,80 +,t,rural,13251
2021,BY-MA,80 +,t,total,36449
2021,BY-MA,80 +,t,urban,23198
2021,BY-MI,0-4,f,rural,16152
2021,BY-MI,0-4,f,total,38110
2021,BY-MI,0-4,f,urban,21958
2021,BY-MI,0-4,m,rural,17335
2021,BY-MI,0-4,m,total,40356
2021,BY-MI,0-4,m,urban,23021
2021,BY-MI,0-4,t,rural,33487
2021,BY-MI,0-4,t,total,78466
2021,BY-MI,0-4,t,urban,44979
2021,BY-MI,10-14,f,rural,17143
2021,BY-MI,10-14,f,total,40584
2021,BY-MI,10-14,f,urban,23441
2021,BY-MI,10-14,m,rural,18178
2021,BY-MI,10-14,m,total,42814
2021,BY-MI,10-14,m,urban,24636
2021,BY-MI,10-14,t,rural,35321
2021,BY-MI,10-14,t,total,83398
2021,BY-MI,10-14,t,urban,48077
2021,BY-MI,15-19,f,rural,13879
2021,BY-MI,15-19,f,total,32533
2021,BY-MI,15-19,f,urban,18654
2021,BY-MI,15-19,m,rural,14051
2021,BY-MI,15-19,m,total,33649
2021,BY-MI,15-19,m,urban,19598
2021,BY-MI,15-19,t,rural,27930
2021,BY-MI,15-19,t,total,66182
2021,BY-MI,15-19,t,urban,38252
2021,BY-MI,20-24,f,rural,13569
2021,BY-MI,20-24,f,total,32814
2021,BY-MI,20-24,f,urban,19245
2021,BY-MI,20-24,m,rural,13965
2021,BY-MI,20-24,m,total,36463
2021,BY-MI,20-24,m,urban,22498
2021,BY-MI,20-24,t,rural,27534
2021,BY-MI,20-24,t,total,69277
2021,BY-MI,20-24,t,urban,41743
2021,BY-MI,25-29,f,rural,17311
2021,BY-MI,25-29,f,total,43501
2021,BY-MI,25-29,f,urban,26190
2021,BY-MI,25-29,m,rural,17813
2021,BY-MI,25-29,m,total,43815
2021,BY-MI,25-29,m,urban,26002
2021,BY-MI,25-29,t,rural,35124
2021,BY-MI,25-29,t,total,87316
2021,BY-MI,25-29,t,urban,52192
2021,BY-MI,30-34,f,rural,24366
2021,BY-MI,30-34,f,total,58533
2021,BY-MI,30-34,f,urban,34167
2021,BY-MI,30-34,m,rural,26217
2021,BY-MI,30-34,m,total,60323
2021,BY-MI,30-34,m,urban,34106
2021,BY-MI,30-34,t,rural,50583
2021,BY-MI,30-34,t,total,118856
2021,BY-MI,30-34,t,urban,68273
2021,BY-MI,35-39,f,rural,25534
2021,BY-MI,35-39,f,total,59352
2021,BY-MI,35-39,f,urban,33818
2021,BY-MI,35-39,m,rural,27505
2021,BY-MI,35-39,m,total,59955
2021,BY-MI,35-39,m,urban,32450
2021,BY-MI,35-39,t,rural,53039
2021,BY-MI,35-39,t,total,119307
2021,BY-MI,35-39,t,urban,66268
2021,BY-MI,40-44,f,rural,22823
2021,BY-MI,40-44,f,total,52802
2021,BY-MI,40-44,f,urban,29979
2021,BY-MI,40-44,m,rural,23941
2021,BY-MI,40-44,m,total,51781
2021,BY-MI,40-44,m,urban,27840
2021,BY-MI,40-44,t,rural,46764
2021,BY-MI,40-44,t,total,104583
2021,BY-MI,40-44,t,urban,57819
2021,BY-MI,45-49,f,rural,22630
2021,BY-MI,45-49,f,total,51580
2021,BY-MI,45-49,f,urban,28950
2021,BY-MI,45-49,m,rural,23309
2021,BY-MI,45-49,m,total,48573
2021,BY-MI,45-49,m,urban,25264
2021,BY-MI,45-49,t,rural,45939
2021,BY-MI,45-49,t,total,100153
2021,BY-MI,45-49,t,urban,54214
2021,BY-MI,5-9,f,rural,18748
2021,BY-MI,5-9,f,total,45356
2021,BY-MI,5-9,f,urban,26608
2021,BY-MI,5-9,m,rural,19975
2021,BY-MI,5-9,m,total,47944
2021,BY-MI,5-9,m,urban,27969
2021,BY-MI,5-9,t,rural,38723
2021,BY-MI,5-9,t,total,93300
2021,BY-MI,5-9,t,urban,54577
2021,BY-MI,50-54,f,rural,23136
2021,BY-MI,50-54,f,total,52759
2021,BY-MI,50-54,f,urban,29623
2021,BY-MI,50-54,m,rural,23579
2021,BY-MI,50-54,m,total,47451
2021,BY-MI,50-54,m,urban,23872
2021,BY-MI,50-54,t,rural,46715
2021,BY-MI,50-54,t,total,100210
2021,BY-MI,50-54,t,urban,53495
2021,BY-MI,55-59,f,rural,26633
2021,BY-MI,55-59,f,total,60704
2021,BY-MI,55-59,f,urban,34071
2021,BY-MI,55-59,m,rural,25827
2021,BY-MI,55-59,m,total,52513
2021,BY-MI,55-59,m,urban,26686
2021,BY-MI,55-59,t,rural,52460
2021,BY-MI,55-59,t,total,113217
2021,BY-MI,55-59,t,urban,60757
2021,BY-MI,60-64,f,rural,28333
2021,BY-MI,60-64,f,total,63058
2021,BY-MI,60-64,f,urban,34725
2021,BY-MI,60-64,m,rural,25353
2021,BY-MI,60-64,m,total,49457
2021,BY-MI,60-64,m,urban,24104
2021,BY-MI,60-64,t,rural,53686
2021,BY-MI,60-64,t,total,112515
2021,BY-MI,60-64,t,urban,58829
2021,BY-MI,65-69,f,rural,21569
2021,BY-MI,65-69,f,total,47645
2021,BY-MI,65-69,f,urban,26076
2021,BY-MI,65-69,m,rural,16531
2021,BY-MI,65-69,m,total,32210
2021,BY-MI,65-69,m,urban,15679
2021,BY-MI,65-69,t,rural,38100
2021,BY-MI,65-69,t,total,79855
2021,BY-MI,65-69,t,urban,41755
2021,BY-MI,70-74,f,rural,16837
2021,BY-MI,70-74,f,total,36467
2021,BY-MI,70-74,f,urban,19630
2021,BY-MI,70-74,m,rural,10307
2021,BY-MI,70-74,m,total,20607
2021,BY-MI,70-74,m,urban,10300
2021,BY-MI,70-74,t,rural,27144
2021,BY-MI,70-74,t,total,57074
2021,BY-MI,70-74,t,urban,29930
2021,BY-MI,75-79,f,rural,12219
2021,BY-MI,75-79,f,total,22827
2021,BY-MI,75-79,f,urban,10608
2021,BY-MI,75-79,m,rural,4726
2021,BY-MI,75-79,m,total,9120
2021,BY-MI,75-79,m,urban,4394
2021,BY-MI,75-79,t,rural,16945
2021,BY-MI,75-79,t,total,31947
2021,BY-MI,75-79,t,urban,15002
2021,BY-MI,80 +,f,rural,27704
2021,BY-MI,80 +,f,total,45286
2021,BY-MI,80 +,f,urban,17582
2021,BY-MI,80 +,m,rural,7214
2021,BY-MI,80 +,m,total,12404
2021,BY-MI,80 +,m,urban,5190
2021,BY-MI,80 +,t,rural,34918
2021,BY-MI,80 +,t,total,57690
2021,BY-MI,80 +,t,urban,22772
2021,BY-VI,0-4,f,rural,5105
2021,BY-VI,0-4,f,total,24865
2021,BY-VI,0-4,f,urban,19760
2021,BY-VI,0-4,m,rural,5586
2021,BY-VI,0-4,m,total,26280
2021,BY-VI,0-4,m,urban,20694
2021,BY-VI,0-4,t,rural,10691
2021,BY-VI,0-4,t,total,51145
2021,BY-VI,0-4,t,urban,40454
2021,BY-VI,10-14,f,rural,5438
2021,BY-VI,10-14,f,total,28050
2021,BY-VI,10-14,f,urban,22612
2021,BY-VI,10-14,m,rural,5801
2021,BY-VI,10-14,m,total,29681
2021,BY-VI,10-14,m,urban,23880
2021,BY-VI,10-14,t,rural,11239
2021,BY-VI,10-14,t,total,57731
2021,BY-VI,10-14,t,urban,46492
2021,BY-VI,15-19,f,rural,3897
2021,BY-VI,15-19,f,total,24686
2021,BY-VI,15-19,f,urban,20789
2021,BY-VI,15-19,m,rural,4556
2021,BY-VI,15-19,m,total,26312
2021,BY-VI,15-19,m,urban,21756
2021,BY-VI,15-19,t,rural,8453
2021,BY-VI,15-19,t,total,50998
2021,BY-VI,15-19,t,urban,42545
2021,BY-VI,20-24,f,rural,4679
2021,BY-VI,20-24,f,total,22739
2021,BY-VI,20-24,f,urban,18060
2021,BY-VI,20-24,m,rural,5081
2021,BY-VI,20-24,m,total,24074
2021,BY-VI,20-24,m,urban,18993
2021,BY-VI,20-24,t,rural,9760
2021,BY-VI,20-24,t,total,46813
2021,BY-VI,20-24,t,urban,37053
2021,BY-VI,25-29,f,rural,5130
2021,BY-VI,25-29,f,total,30982
2021,BY-VI,25-29,f,urban,25852
2021,BY-VI,25-29,m,rural,6614
2021,BY-VI,25-29,m,total,31802
2021,BY-VI,25-29,m,urban,25188
2021,BY-VI,25-29,t,rural,11744
2021,BY-VI,25-29,t,total,62784
2021,BY-VI,25-29,t,urban,51040
2021,BY-VI,30-34,f,rural,6674
2021,BY-VI,30-34,f,total,43830
2021,BY-VI,30-34,f,urban,37156
2021,BY-VI,30-34,m,rural,7999
2021,BY-VI,30-34,m,total,43737
2021,BY-VI,30-34,m,urban,35738
2021,BY-VI,30-34,t,rural,14673
2021,BY-VI,30-34,t,total,87567
2021,BY-VI,30-34,t,urban,72894
2021,BY-VI,35-39,f,rural,6505
2021,BY-VI,35-39,f,total,44424
2021,BY-VI,35-39,f,urban,37919
2021,BY-VI,35-39,m,rural,7791
2021,BY-VI,35-39,m,total,43098
2021,BY-VI,35-39,m,urban,35307
2021,BY-VI,35-39,t,rural,14296
2021,BY-VI,35-39,t,total,87522
2021,BY-VI,35-39,t,urban,73226
2021,BY-VI,40-44,f,rural,7065
2021,BY-VI,40-44,f,total,41470
2021,BY-VI,40-44,f,urban,34405
2021,BY-VI,40-44,m,rural,7737
2021,BY-VI,40-44,m,total,39635
2021,BY-VI,40-44,m,urban,31898
2021,BY-VI,40-44,t,rural,14802
2021,BY-VI,40-44,t,total,81105
2021,BY-VI,40-44,t,urban,66303
2021,BY-VI,45-49,f,rural,8901
2021,BY-VI,45-49,f,total,43096
2021,BY-VI,45-49,f,urban,34195
2021,BY-VI,45-49,m,rural,9249
2021,BY-VI,45-49,m,total,38557
2021,BY-VI,45-49,m,urban,29308
2021,BY-VI,45-49,t,rural,18150
2021,BY-VI,45-49,t,total,81653
2021,BY-VI,45-49,t,urban,63503
2021,BY-VI,5-9,f,rural,5359
2021,BY-VI,5-9,f,total,29722
2021,BY-VI,5-9,f,urban,24363
2021,BY-VI,5-9,m,rural,5693
2021,BY-VI,5-9,m,total,31496
2021,BY-VI,5-9,m,urban,25803
2021,BY-VI,5-9,t,rural,11052
2021,BY-VI,5-9,t,total,61218
2021,BY-VI,5-9,t,urban,50166
2021,BY-VI,50-54,f,rural,10269
2021,BY-VI,50-54,f,total,42554
2021,BY-VI,50-54,f,urban,32285
2021,BY-VI,50-54,m,rural,10474
2021,BY-VI,50-54,m,total,37299
2021,BY-VI,50-54,m,urban,26825
2021,BY-VI,50-54,t,rural,20743
2021,BY-VI,50-54,t,total,79853
2021,BY-VI,50-54,t,urban,59110
2021,BY-VI,55-59,f,rural,11542
2021,BY-VI,55-59,f,total,45311
2021,BY-VI,55-59,f,urban,33769
2021,BY-VI,55-59,m,rural,12044
2021,BY-VI,55-59,m,total,37454
2021,BY-VI,55-59,m,urban,25410
2021,BY-VI,55-59,t,rural,23586
2021,BY-VI,55-59,t,total,82765
2021,BY-VI,55-59,t,urban,59179
2021,BY-VI,60-64,f,rural,12500
2021,BY-VI,60-64,f,total,50834
2021,BY-VI,60-64,f,urban,38334
2021,BY-VI,60-64,m,rural,12013
2021,BY-VI,60-64,m,total,39161
2021,BY-VI,60-64,m,urban,27148
2021,BY-VI,60-64,t,rural,24513
2021,BY-VI,60-64,t,total,89995
2021,BY-VI,60-64,t,urban,65482
2021,BY-VI,65-69,f,rural,9878
2021,BY-VI,65-69,f,total,42985
2021,BY-VI,65-69,f,urban,33107
2021,BY-VI,65-69,m,rural,8185
2021,BY-VI,65-69,m,total,27994
2021,BY-VI,65-69,m,urban,19809
2021,BY-VI,65-69,t,rural,18063
2021,BY-VI,65-69,t,total,70979
2021,BY-VI,65-69,t,urban,52916
2021,BY-VI,70-74,f,rural,8073
2021,BY-VI,70-74,f,total,33965
2021,BY-VI,70-74,f,urban,25892
2021,BY-VI,70-74,m,rural,5283
2021,BY-VI,70-74,m,total,19131
2021,BY-VI,70-74,m,urban,13848
2021,BY-VI,70-74,t,rural,13356
2021,BY-VI,70-74,t,total,53096
2021,BY-VI,70-74,t,urban,39740
2021,BY-VI,75-79,f,rural,5702
2021,BY-VI,75-79,f,total,18559
2021,BY-VI,75-79,f,urban,12857
2021,BY-VI,75-79,m,rural,2194
2021,BY-VI,75-79,m,total,7292
2021,BY-VI,75-79,m,urban,5098
2021,BY-VI,75-79,t,rural,7896
2021,BY-VI,75-79,t,total,25851
2021,BY-VI,75-79,t,urban,17955
2021,BY-VI,80 +,f,rural,13283
2021,BY-VI,80 +,f,total,38440
2021,BY-VI,80 +,f,urban,25157
2021,BY-VI,80 +,m,rural,3681
2021,BY-VI,80 +,m,total,10849
2021,BY-VI,80 +,m,urban,7168
2021,BY-VI,80 +,t,rural,16964
2021,BY-VI,80 +,t,total,49289
2021,BY-VI,80 +,t,urban,32325
2022,BY,0-4,f,rural,45360
2022,BY,0-4,f,total,216350
2022,BY,0-4,f,urban,170990
2022,BY,0-4,m,rural,48651
2022,BY,0-4,m,total,228501
2022,BY,0-4,m,urban,179850
2022,BY,0-4,t,rural,94011
2022,BY,0-4,t,total,444851
2022,BY,0-4,t,urban,350840
2022,BY,10-14,f,rural,52305
2022,BY,10-14,f,total,260000
2022,BY,10-14,f,urban,207695
2022,BY,10-14,m,rural,55664
2022,BY,10-14,m,total,273786
2022,BY,10-14,m,urban,218122
2022,BY,10-14,t,rural,107969
2022,BY,10-14,t,total,533786
2022,BY,10-14,t,urban,425817
2022,BY,15-19,f,rural,36627
2022,BY,15-19,f,total,226578
2022,BY,15-19,f,urban,189951
2022,BY,15-19,m,rural,40301
2022,BY,15-19,m,total,238153
2022,BY,15-19,m,urban,197852
2022,BY,15-19,t,rural,76928
2022,BY,15-19,t,total,464731
2022,BY,15-19,t,urban,387803
2022,BY,20-24,f,rural,40628
2022,BY,20-24,f,total,216447
2022,BY,20-24,f,urban,175819
2022,BY,20-24,m,rural,44465
2022,BY,20-24,m,total,228782
2022,BY,20-24,m,urban,184317
2022,BY,20-24,t,rural,85093
2022,BY,20-24,t,total,445229
2022,BY,20-24,t,urban,360136
2022,BY,25-29,f,rural,41810
2022,BY,25-29,f,total,261002
2022,BY,25-29,f,urban,219192
2022,BY,25-29,m,rural,49504
2022,BY,25-29,m,total,259537
2022,BY,25-29,m,urban,210033
2022,BY,25-29,t,rural,91314
2022,BY,25-29,t,total,520539
2022,BY,25-29,t,urban,429225
2022,BY,30-34,f,rural,55327
2022,BY,30-34,f,total,364113
2022,BY,30-34,f,urban,308786
2022,BY,30-34,m,rural,64351
2022,BY,30-34,m,total,360748
2022,BY,30-34,m,urban,296397
2022,BY,30-34,t,rural,119678
2022,BY,30-34,t,total,724861
2022,BY,30-34,t,urban,605183
2022,BY,35-39,f,rural,64431
2022,BY,35-39,f,total,396779
2022,BY,35-39,f,urban,332348
2022,BY,35-39,m,rural,71885
2022,BY,35-39,m,total,385177
2022,BY,35-39,m,urban,313292
2022,BY,35-39,t,rural,136316
2022,BY,35-39,t,total,781956
2022,BY,35-39,t,urban,645640
2022,BY,40-44,f,rural,63988
2022,BY,40-44,f,total,354352
2022,BY,40-44,f,urban,290364
2022,BY,40-44,m,rural,68352
2022,BY,40-44,m,total,334791
2022,BY,40-44,m,urban,266439
2022,BY,40-44,t,rural,132340
2022,BY,40-44,t,total,689143
2022,BY,40-44,t,urban,556803
2022,BY,45-49,f,rural,71811
2022,BY,45-49,f,total,335501
2022,BY,45-49,f,urban,263690
2022,BY,45-49,m,rural,73540
2022,BY,45-49,m,total,304135
2022,BY,45-49,m,urban,230595
2022,BY,45-49,t,rural,145351
2022,BY,45-49,t,total,639636
2022,BY,45-49,t,urban,494285
2022,BY,5-9,f,rural,53659
2022,BY,5-9,f,total,285895
2022,BY,5-9,f,urban,232236
2022,BY,5-9,m,rural,57156
2022,BY,5-9,m,total,302452
2022,BY,5-9,m,urban,245296
2022,BY,5-9,t,rural,110815
2022,BY,5-9,t,total,588347
2022,BY,5-9,t,urban,477532
2022,BY,50-54,f,rural,77784
2022,BY,50-54,f,total,329917
2022,BY,50-54,f,urban,252133
2022,BY,50-54,m,rural,79486
2022,BY,50-54,m,total,285091
2022,BY,50-54,m,urban,205605
2022,BY,50-54,t,rural,157270
2022,BY,50-54,t,total,615008
2022,BY,50-54,t,urban,457738
2022,BY,55-59,f,rural,84461
2022,BY,55-59,f,total,353776
2022,BY,55-59,f,urban,269315
2022,BY,55-59,m,rural,85711
2022,BY,55-59,m,total,291242
2022,BY,55-59,m,urban,205531
2022,BY,55-59,t,rural,170172
2022,BY,55-59,t,total,645018
2022,BY,55-59,t,urban,474846
2022,BY,60-64,f,rural,93779
2022,BY,60-64,f,total,390031
2022,BY,60-64,f,urban,296252
2022,BY,60-64,m,rural,88261
2022,BY,60-64,m,total,295652
2022,BY,60-64,m,urban,207391
2022,BY,60-64,t,rural,182040
2022,BY,60-64,t,total,685683
2022,BY,60-64,t,urban,503643
2022,BY,65-69,f,rural,75611
2022,BY,65-69,f,total,326802
2022,BY,65-69,f,urban,251191
2022,BY,65-69,m,rural,60436
2022,BY,65-69,m,total,213311
2022,BY,65-69,m,urban,152875
2022,BY,65-69,t,rural,136047
2022,BY,65-69,t,total,540113
2022,BY,65-69,t,urban,404066
2022,BY,70-74,f,rural,61444
2022,BY,70-74,f,total,263004
2022,BY,70-74,f,urban,201560
2022,BY,70-74,m,rural,38845
2022,BY,70-74,m,total,144609
2022,BY,70-74,m,urban,105764
2022,BY,70-74,t,rural,100289
2022,BY,70-74,t,total,407613
2022,BY,70-74,t,urban,307324
2022,BY,75-79,f,rural,40371
2022,BY,75-79,f,total,132645
2022,BY,75-79,f,urban,92274
2022,BY,75-79,m,rural,16408
2022,BY,75-79,m,total,57445
2022,BY,75-79,m,urban,41037
2022,BY,75-79,t,rural,56779
2022,BY,75-79,t,total,190090
2022,BY,75-79,t,urban,133311
2022,BY,80 +,f,rural,95905
