territory_id,scenario,jumpoff,year,pop,q10,q90
c-chavusy,optimistic,official,2075,6292,,
c-chervien,base,official,2026,10660,,
c-chervien,base,official,2031,10219,,
c-chervien,base,official,2036,9712,,
c-chervien,base,official,2041,9102,,
c-chervien,base,official,2046,8470,,
c-chervien,base,official,2051,7785,,
c-chervien,base,official,2056,7093,,
c-chervien,base,official,2061,6368,,
c-chervien,base,official,2066,5666,,
c-chervien,base,official,2071,4957,,
c-chervien,base,official,2075,4429,,
c-chervien,negative,official,2026,10660,,
c-chervien,negative,official,2031,9969,,
c-chervien,negative,official,2036,9205,,
c-chervien,negative,official,2041,8392,,
c-chervien,negative,official,2046,7579,,
c-chervien,negative,official,2051,6738,,
c-chervien,negative,official,2056,5956,,
c-chervien,negative,official,2061,5166,,
c-chervien,negative,official,2066,4426,,
c-chervien,negative,official,2071,3712,,
c-chervien,negative,official,2075,3206,,
c-chervien,optimistic,official,2026,10660,,
c-chervien,optimistic,official,2031,10264,,
c-chervien,optimistic,official,2036,9827,,
c-chervien,optimistic,official,2041,9344,,
c-chervien,optimistic,official,2046,8848,,
c-chervien,optimistic,official,2051,8295,,
c-chervien,optimistic,official,2056,7719,,
c-chervien,optimistic,official,2061,7085,,
c-chervien,optimistic,official,2066,6452,,
c-chervien,optimistic,official,2071,5796,,
c-chervien,optimistic,official,2075,5295,,
c-cherykau,base,official,2026,7611,,
c-cherykau,base,official,2031,7480,,
c-cherykau,base,official,2036,7282,,
c-cherykau,base,official,2041,7073,,
c-cherykau,base,official,2046,6824,,
c-cherykau,base,official,2051,6525,,
c-cherykau,base,official,2056,6167,,
c-cherykau,base,official,2061,5775,,
c-cherykau,base,official,2066,5385,,
c-cherykau,base,official,2071,5011,,
c-cherykau,base,official,2075,4745,,
c-cherykau,negative,official,2026,7611,,
c-cherykau,negative,official,2031,7303,,
c-cherykau,negative,official,2036,6902,,
c-cherykau,negative,official,2041,6510,,
c-cherykau,negative,official,2046,6083,,
c-cherykau,negative,official,2051,5614,,
c-cherykau,negative,official,2056,5116,,
c-cherykau,negative,official,2061,4599,,
c-cherykau,negative,official,2066,4083,,
c-cherykau,negative,official,2071,3600,,
c-cherykau,negative,official,2075,3247,,
c-cherykau,optimistic,official,2026,7611,,
c-cherykau,optimistic,official,2031,7516,,
c-cherykau,optimistic,official,2036,7378,,
c-cherykau,optimistic,official,2041,7280,,
c-cherykau,optimistic,official,2046,7164,,
c-cherykau,optimistic,official,2051,7007,,
c-cherykau,optimistic,official,2056,6789,,
c-cherykau,optimistic,official,2061,6531,,
c-cherykau,optimistic,official,2066,6275,,
c-cherykau,optimistic,official,2071,6046,,
c-cherykau,optimistic,official,2075,5903,,
c-chocimsk,base,official,2026,5944,,
c-chocimsk,base,official,2031,5661,,
c-chocimsk,base,official,2036,5312,,
c-chocimsk,base,official,2041,4948,,
c-chocimsk,base,official,2046,4586,,
c-chocimsk,base,official,2051,4215,,
c-chocimsk,base,official,2056,3842,,
c-chocimsk,base,official,2061,3464,,
c-chocimsk,base,official,2066,3118,,
c-chocimsk,base,official,2071,2796,,
c-chocimsk,base,official,2075,2581,,
c-chocimsk,negative,official,2026,5944,,
c-chocimsk,negative,official,2031,5531,,
c-chocimsk,negative,official,2036,5043,,
c-chocimsk,negative,official,2041,4563,,
c-chocimsk,negative,official,2046,4096,,
c-chocimsk,negative,official,2051,3631,,
c-chocimsk,negative,official,2056,3194,,
c-chocimsk,negative,official,2061,2767,,
c-chocimsk,negative,official,2066,2374,,
c-chocimsk,negative,official,2071,2019,,
c-chocimsk,negative,official,2075,1777,,
c-chocimsk,optimistic,official,2026,5944,,
c-chocimsk,optimistic,official,2031,5688,,
c-chocimsk,optimistic,official,2036,5382,,
c-chocimsk,optimistic,official,2041,5091,,
c-chocimsk,optimistic,official,2046,4809,,
c-chocimsk,optimistic,official,2051,4517,,
c-chocimsk,optimistic,official,2056,4217,,
c-chocimsk,optimistic,official,2061,3900,,
c-chocimsk,optimistic,official,2066,3612,,
c-chocimsk,optimistic,official,2071,3346,,
c-chocimsk,optimistic,official,2075,3180,,
c-chojniki,base,official,2026,12873,,
c-chojniki,base,official,2031,12407,,
c-chojniki,base,official,2036,11923,,
c-chojniki,base,official,2041,11428,,
c-chojniki,base,official,2046,10865,,
c-chojniki,base,official,2051,10235,,
c-chojniki,base,official,2056,9538,,
c-chojniki,base,official,2061,8832,,
c-chojniki,base,official,2066,8167,,
c-chojniki,base,official,2071,7528,,
c-chojniki,base,official,2075,7060,,
c-chojniki,negative,official,2026,12873,,
c-chojniki,negative,official,2031,12147,,
c-chojniki,negative,official,2036,11371,,
c-chojniki,negative,official,2041,10605,,
c-chojniki,negative,official,2046,9796,,
c-chojniki,negative,official,2051,8922,,
c-chojniki,negative,official,2056,8037,,
c-chojniki,negative,official,2061,7146,,
c-chojniki,negative,official,2066,6313,,
c-chojniki,negative,official,2071,5516,,
c-chojniki,negative,official,2075,4938,,
c-chojniki,optimistic,official,2026,12873,,
c-chojniki,optimistic,official,2031,12467,,
c-chojniki,optimistic,official,2036,12085,,
c-chojniki,optimistic,official,2041,11761,,
c-chojniki,optimistic,official,2046,11393,,
c-chojniki,optimistic,official,2051,10969,,
c-chojniki,optimistic,official,2056,10468,,
c-chojniki,optimistic,official,2061,9946,,
c-chojniki,optimistic,official,2066,9463,,
c-chojniki,optimistic,official,2071,9019,,
c-chojniki,optimistic,official,2075,8712,,
c-cielachany,base,official,2026,3625,,
c-cielachany,base,official,2031,3435,,
c-cielachany,base,official,2036,3239,,
c-cielachany,base,official,2041,3054,,
c-cielachany,base,official,2046,2865,,
c-cielachany,base,official,2051,2671,,
c-cielachany,base,official,2056,2471,,
c-cielachany,base,official,2061,2274,,
c-cielachany,base,official,2066,2090,,
c-cielachany,base,official,2071,1923,,
c-cielachany,base,official,2075,1808,,
c-cielachany,negative,official,2026,3625,,
c-cielachany,negative,official,2031,3370,,
c-cielachany,negative,official,2036,3102,,
c-cielachany,negative,official,2041,2852,,
c-cielachany,negative,official,2046,2603,,
c-cielachany,negative,official,2051,2352,,
c-cielachany,negative,official,2056,2107,,
c-cielachany,negative,official,2061,1869,,
c-cielachany,negative,official,2066,1649,,
c-cielachany,negative,official,2071,1451,,
c-cielachany,negative,official,2075,1314,,
c-cielachany,optimistic,official,2026,3625,,
c-cielachany,optimistic,official,2031,3447,,
c-cielachany,optimistic,official,2036,3273,,
c-cielachany,optimistic,official,2041,3128,,
c-cielachany,optimistic,official,2046,2987,,
c-cielachany,optimistic,official,2051,2840,,
c-cielachany,optimistic,official,2056,2686,,
c-cielachany,optimistic,official,2061,2527,,
c-cielachany,optimistic,official,2066,2381,,
c-cielachany,optimistic,official,2071,2252,,
c-cielachany,optimistic,official,2075,2170,,
c-cierachouka,base,official,2026,2885,,
c-cierachouka,base,official,2031,2935,,
c-cierachouka,base,official,2036,2967,,
c-cierachouka,base,official,2041,3003,,
c-cierachouka,base,official,2046,3031,,
c-cierachouka,base,official,2051,3046,,
c-cierachouka,base,official,2056,3042,,
c-cierachouka,base,official,2061,3024,,
c-cierachouka,base,official,2066,2993,,
c-cierachouka,base,official,2071,2967,,
c-cierachouka,base,official,2075,2953,,
c-cierachouka,negative,official,2026,2885,,
c-cierachouka,negative,official,2031,2876,,
c-cierachouka,negative,official,2036,2832,,
c-cierachouka,negative,official,2041,2790,,
c-cierachouka,negative,official,2046,2734,,
c-cierachouka,negative,official,2051,2658,,
c-cierachouka,negative,official,2056,2564,,
c-cierachouka,negative,official,2061,2449,,
c-cierachouka,negative,official,2066,2314,,
c-cierachouka,negative,official,2071,2177,,
c-cierachouka,negative,official,2075,2071,,
c-cierachouka,optimistic,official,2026,2885,,
c-cierachouka,optimistic,official,2031,2949,,
c-cierachouka,optimistic,official,2036,3006,,
c-cierachouka,optimistic,official,2041,3089,,
c-cierachouka,optimistic,official,2046,3176,,
c-cierachouka,optimistic,official,2051,3263,,
c-cierachouka,optimistic,official,2056,3337,,
c-cierachouka,optimistic,official,2061,3402,,
c-cierachouka,optimistic,official,2066,3465,,
c-cierachouka,optimistic,official,2071,3549,,
c-cierachouka,optimistic,official,2075,3637,,
c-damachava,base,official,2026,1162,,
c-damachava,base,official,2031,1075,,
c-damachava,base,official,2036,993,,
c-damachava,base,official,2041,913,,
c-damachava,base,official,2046,840,,
c-damachava,base,official,2051,769,,
c-damachava,base,official,2056,701,,
c-damachava,base,official,2061,635,,
c-damachava,base,official,2066,574,,
c-damachava,base,official,2071,518,,
c-damachava,base,official,2075,477,,
c-damachava,negative,official,2026,1162,,
c-damachava,negative,official,2031,1053,,
c-damachava,negative,official,2036,948,,
c-damachava,negative,official,2041,850,,
c-damachava,negative,official,2046,760,,
c-damachava,negative,official,2051,674,,
c-damachava,negative,official,2056,593,,
c-damachava,negative,official,2061,517,,
c-damachava,negative,official,2066,446,,
c-damachava,negative,official,2071,383,,
c-damachava,negative,official,2075,339,,
c-damachava,optimistic,official,2026,1162,,
c-damachava,optimistic,official,2031,1079,,
c-damachava,optimistic,official,2036,1004,,
c-damachava,optimistic,official,2041,937,,
c-damachava,optimistic,official,2046,878,,
c-damachava,optimistic,official,2051,822,,
c-damachava,optimistic,official,2056,767,,
c-damachava,optimistic,official,2061,714,,
c-damachava,optimistic,official,2066,665,,
c-damachava,optimistic,official,2071,620,,
c-damachava,optimistic,official,2075,589,,
c-davyd-haradok,base,official,2026,5634,,
c-davyd-haradok,base,official,2031,5241,,
c-davyd-haradok,base,official,2036,4869,,
c-davyd-haradok,base,official,2041,4548,,
c-davyd-haradok,base,official,2046,4238,,
c-davyd-haradok,base,official,2051,3925,,
c-davyd-haradok,base,official,2056,3595,,
c-davyd-haradok,base,official,2061,3282,,
c-davyd-haradok,base,official,2066,2994,,
c-davyd-haradok,base,official,2071,2735,,
c-davyd-haradok,base,official,2075,2552,,
c-davyd-haradok,negative,official,2026,5634,,
c-davyd-haradok,negative,official,2031,5132,,
c-davyd-haradok,negative,official,2036,4645,,
c-davyd-haradok,negative,official,2041,4221,,
c-davyd-haradok,negative,official,2046,3824,,
c-davyd-haradok,negative,official,2051,3431,,
c-davyd-haradok,negative,official,2056,3044,,
c-davyd-haradok,negative,official,2061,2679,,
c-davyd-haradok,negative,official,2066,2345,,
c-davyd-haradok,negative,official,2071,2046,,
c-davyd-haradok,negative,official,2075,1836,,
c-davyd-haradok,optimistic,official,2026,5634,,
c-davyd-haradok,optimistic,official,2031,5262,,
c-davyd-haradok,optimistic,official,2036,4927,,
c-davyd-haradok,optimistic,official,2041,4670,,
c-davyd-haradok,optimistic,official,2046,4434,,
c-davyd-haradok,optimistic,official,2051,4194,,
c-davyd-haradok,optimistic,official,2056,3929,,
c-davyd-haradok,optimistic,official,2061,3672,,
c-davyd-haradok,optimistic,official,2066,3437,,
c-davyd-haradok,optimistic,official,2071,3235,,
c-davyd-haradok,optimistic,official,2075,3098,,
c-dobrush,base,official,2026,17790,,
c-dobrush,base,official,2031,17177,,
c-dobrush,base,official,2036,16458,,
c-dobrush,base,official,2041,15773,,
c-dobrush,base,official,2046,15056,,
c-dobrush,base,official,2051,14303,,
c-dobrush,base,official,2056,13488,,
c-dobrush,base,official,2061,12653,,
c-dobrush,base,official,2066,11813,,
c-dobrush,base,official,2071,11045,,
c-dobrush,base,official,2075,10491,,
c-dobrush,negative,official,2026,17790,,
c-dobrush,negative,official,2031,16830,,
c-dobrush,negative,official,2036,15713,,
c-dobrush,negative,official,2041,14658,,
c-dobrush,negative,official,2046,13581,,
c-dobrush,negative,official,2051,12478,,
c-dobrush,negative,official,2056,11368,,
c-dobrush,negative,official,2061,10249,,
c-dobrush,negative,official,2066,9135,,
c-dobrush,negative,official,2071,8105,,
c-dobrush,negative,official,2075,7355,,
c-dobrush,optimistic,official,2026,17790,,
c-dobrush,optimistic,official,2031,17260,,
c-dobrush,optimistic,official,2036,16678,,
c-dobrush,optimistic,official,2041,16224,,
c-dobrush,optimistic,official,2046,15781,,
c-dobrush,optimistic,official,2051,15320,,
c-dobrush,optimistic,official,2056,14794,,
c-dobrush,optimistic,official,2061,14234,,
c-dobrush,optimistic,official,2066,13678,,
c-dobrush,optimistic,official,2071,13213,,
c-dobrush,optimistic,official,2075,12918,,
c-dokshycy,base,official,2026,6568,,
c-dokshycy,base,official,2031,6576,,
c-dokshycy,base,official,2036,6549,,
c-dokshycy,base,official,2041,6487,,
c-dokshycy,base,official,2046,6392,,
c-dokshycy,base,official,2051,6235,,
c-dokshycy,base,official,2056,6033,,
c-dokshycy,base,official,2061,5776,,
c-dokshycy,base,official,2066,5512,,
c-dokshycy,base,official,2071,5229,,
c-dokshycy,base,official,2075,5031,,
c-dokshycy,negative,official,2026,6568,,
c-dokshycy,negative,official,2031,6449,,
c-dokshycy,negative,official,2036,6261,,
c-dokshycy,negative,official,2041,6038,,
c-dokshycy,negative,official,2046,5778,,
c-dokshycy,negative,official,2051,5452,,
c-dokshycy,negative,official,2056,5097,,
c-dokshycy,negative,official,2061,4695,,
c-dokshycy,negative,official,2066,4277,,
c-dokshycy,negative,official,2071,3848,,
c-dokshycy,negative,official,2075,3530,,
c-dokshycy,optimistic,official,2026,6568,,
c-dokshycy,optimistic,official,2031,6602,,
c-dokshycy,optimistic,official,2036,6624,,
c-dokshycy,optimistic,official,2041,6656,,
c-dokshycy,optimistic,official,2046,6680,,
c-dokshycy,optimistic,official,2051,6657,,
c-dokshycy,optimistic,official,2056,6592,,
c-dokshycy,optimistic,official,2061,6469,,
c-dokshycy,optimistic,official,2066,6348,,
c-dokshycy,optimistic,official,2071,6226,,
c-dokshycy,optimistic,official,2075,6171,,
c-drahichyn,base,official,2026,14659,,
c-drahichyn,base,official,2031,14554,,
c-drahichyn,base,official,2036,14347,,
c-drahichyn,base,official,2041,14093,,
c-drahichyn,base,official,2046,13749,,
c-drahichyn,base,official,2051,13265,,
c-drahichyn,base,official,2056,12648,,
c-drahichyn,base,official,2061,11952,,
c-drahichyn,base,official,2066,11258,,
c-drahichyn,base,official,2071,10581,,
c-drahichyn,base,official,2075,10095,,
c-drahichyn,negative,official,2026,14659,,
c-drahichyn,negative,official,2031,14270,,
c-drahichyn,negative,official,2036,13717,,
c-drahichyn,negative,official,2041,13124,,
c-drahichyn,negative,official,2046,12443,,
c-drahichyn,negative,official,2051,11635,,
c-drahichyn,negative,official,2056,10744,,
c-drahichyn,negative,official,2061,9797,,
c-drahichyn,negative,official,2066,8862,,
c-drahichyn,negative,official,2071,7968,,
c-drahichyn,negative,official,2075,7316,,
c-drahichyn,optimistic,official,2026,14659,,
c-drahichyn,optimistic,official,2031,14608,,
c-drahichyn,optimistic,official,2036,14508,,
c-drahichyn,optimistic,official,2041,14456,,
c-drahichyn,optimistic,official,2046,14362,,
c-drahichyn,optimistic,official,2051,14148,,
c-drahichyn,optimistic,official,2056,13792,,
c-drahichyn,optimistic,official,2061,13337,,
c-drahichyn,optimistic,official,2066,12881,,
c-drahichyn,optimistic,official,2071,12460,,
c-drahichyn,optimistic,official,2075,12193,,
c-drybin,base,official,2026,2853,,
c-drybin,base,official,2031,2862,,
c-drybin,base,official,2036,2863,,
c-drybin,base,official,2041,2842,,
c-drybin,base,official,2046,2804,,
c-drybin,base,official,2051,2739,,
c-drybin,base,official,2056,2658,,
c-drybin,base,official,2061,2550,,
c-drybin,base,official,2066,2446,,
c-drybin,base,official,2071,2330,,
c-drybin,base,official,2075,2248,,
c-drybin,negative,official,2026,2853,,
c-drybin,negative,official,2031,2794,,
c-drybin,negative,official,2036,2714,,
c-drybin,negative,official,2041,2616,,
c-drybin,negative,official,2046,2502,,
c-drybin,negative,official,2051,2358,,
c-drybin,negative,official,2056,2208,,
c-drybin,negative,official,2061,2033,,
c-drybin,negative,official,2066,1858,,
c-drybin,negative,official,2071,1677,,
c-drybin,negative,official,2075,1540,,
c-drybin,optimistic,official,2026,2853,,
c-drybin,optimistic,official,2031,2876,,
c-drybin,optimistic,official,2036,2901,,
c-drybin,optimistic,official,2041,2925,,
c-drybin,optimistic,official,2046,2941,,
c-drybin,optimistic,official,2051,2937,,
c-drybin,optimistic,official,2056,2921,,
c-drybin,optimistic,official,2061,2876,,
c-drybin,optimistic,official,2066,2839,,
c-drybin,optimistic,official,2071,2799,,
c-drybin,optimistic,official,2075,2783,,
c-dubrouna,base,official,2026,6946,,
c-dubrouna,base,official,2031,6691,,
c-dubrouna,base,official,2036,6378,,
c-dubrouna,base,official,2041,6059,,
c-dubrouna,base,official,2046,5734,,
c-dubrouna,base,official,2051,5380,,
c-dubrouna,base,official,2056,5004,,
c-dubrouna,base,official,2061,4618,,
c-dubrouna,base,official,2066,4246,,
c-dubrouna,base,official,2071,3883,,
c-dubrouna,base,official,2075,3624,,
c-dubrouna,negative,official,2026,6946,,
c-dubrouna,negative,official,2031,6566,,
c-dubrouna,negative,official,2036,6105,,
c-dubrouna,negative,official,2041,5655,,
c-dubrouna,negative,official,2046,5198,,
c-dubrouna,negative,official,2051,4723,,
c-dubrouna,negative,official,2056,4246,,
c-dubrouna,negative,official,2061,3776,,
c-dubrouna,negative,official,2066,3318,,
c-dubrouna,negative,official,2071,2885,,
c-dubrouna,negative,official,2075,2569,,
c-dubrouna,optimistic,official,2026,6946,,
c-dubrouna,optimistic,official,2031,6716,,
c-dubrouna,optimistic,official,2036,6449,,
c-dubrouna,optimistic,official,2041,6211,,
c-dubrouna,optimistic,official,2046,5981,,
c-dubrouna,optimistic,official,2051,5726,,
c-dubrouna,optimistic,official,2056,5445,,
c-dubrouna,optimistic,official,2061,5145,,
c-dubrouna,optimistic,official,2066,4855,,
c-dubrouna,optimistic,official,2071,4581,,
c-dubrouna,optimistic,official,2075,4396,,
c-dziarzhynsk,base,official,2026,29606,,
c-dziarzhynsk,base,official,2031,29723,,
c-dziarzhynsk,base,official,2036,29545,,
c-dziarzhynsk,base,official,2041,29205,,
c-dziarzhynsk,base,official,2046,28595,,
c-dziarzhynsk,base,official,2051,27753,,
c-dziarzhynsk,base,official,2056,26579,,
c-dziarzhynsk,base,official,2061,25204,,
c-dziarzhynsk,base,official,2066,23069,,
c-dziarzhynsk,base,official,2071,20612,,
c-dziarzhynsk,base,official,2075,18711,,
c-dziarzhynsk,negative,official,2026,29606,,
c-dziarzhynsk,negative,official,2031,28993,,
c-dziarzhynsk,negative,official,2036,27990,,
c-dziarzhynsk,negative,official,2041,26927,,
c-dziarzhynsk,negative,official,2046,25600,,
c-dziarzhynsk,negative,official,2051,24062,,
c-dziarzhynsk,negative,official,2056,22332,,
c-dziarzhynsk,negative,official,2061,20457,,
c-dziarzhynsk,negative,official,2066,18011,,
c-dziarzhynsk,negative,official,2071,15457,,
c-dziarzhynsk,negative,official,2075,13582,,
c-dziarzhynsk,optimistic,official,2026,29606,,
c-dziarzhynsk,optimistic,official,2031,29841,,
c-dziarzhynsk,optimistic,official,2036,29878,,
c-dziarzhynsk,optimistic,official,2041,29966,,
c-dziarzhynsk,optimistic,official,2046,29877,,
c-dziarzhynsk,optimistic,official,2051,29605,,
c-dziarzhynsk,optimistic,official,2056,29003,,
c-dziarzhynsk,optimistic,official,2061,28167,,
c-dziarzhynsk,optimistic,official,2066,26462,,
c-dziarzhynsk,optimistic,official,2071,24337,,
c-dziarzhynsk,optimistic,official,2075,22639,,
c-dziatlava,base,official,2026,7563,,
c-dziatlava,base,official,2031,7502,,
c-dziatlava,base,official,2036,7413,,
c-dziatlava,base,official,2041,7269,,
c-dziatlava,base,official,2046,7066,,
c-dziatlava,base,official,2051,6777,,
c-dziatlava,base,official,2056,6454,,
c-dziatlava,base,official,2061,6083,,
c-dziatlava,base,official,2066,5722,,
c-dziatlava,base,official,2071,5322,,
c-dziatlava,base,official,2075,4867,,
c-dziatlava,negative,official,2026,7563,,
c-dziatlava,negative,official,2031,7354,,
c-dziatlava,negative,official,2036,7084,,
c-dziatlava,negative,official,2041,6770,,
c-dziatlava,negative,official,2046,6399,,
c-dziatlava,negative,official,2051,5950,,
c-dziatlava,negative,official,2056,5494,,
c-dziatlava,negative,official,2061,5002,,
c-dziatlava,negative,official,2066,4523,,
c-dziatlava,negative,official,2071,4026,,
c-dziatlava,negative,official,2075,3545,,
c-dziatlava,optimistic,official,2026,7563,,
c-dziatlava,optimistic,official,2031,7531,,
c-dziatlava,optimistic,official,2036,7496,,
c-dziatlava,optimistic,official,2041,7452,,
c-dziatlava,optimistic,official,2046,7368,,
c-dziatlava,optimistic,official,2051,7205,,
c-dziatlava,optimistic,official,2056,7004,,
c-dziatlava,optimistic,official,2061,6743,,
c-dziatlava,optimistic,official,2066,6492,,
c-dziatlava,optimistic,official,2071,6200,,
c-dziatlava,optimistic,official,2075,5805,,
c-dzisna,base,official,2026,1339,,
c-dzisna,base,official,2031,1212,,
c-dzisna,base,official,2036,1092,,
c-dzisna,base,official,2041,981,,
c-dzisna,base,official,2046,881,,
c-dzisna,base,official,2051,786,,
c-dzisna,base,official,2056,700,,
c-dzisna,base,official,2061,619,,
c-dzisna,base,official,2066,547,,
c-dzisna,base,official,2071,483,,
c-dzisna,base,official,2075,439,,
c-dzisna,negative,official,2026,1339,,
c-dzisna,negative,official,2031,1189,,
c-dzisna,negative,official,2036,1046,,
c-dzisna,negative,official,2041,916,,
c-dzisna,negative,official,2046,799,,
c-dzisna,negative,official,2051,690,,
c-dzisna,negative,official,2056,594,,
c-dzisna,negative,official,2061,505,,
c-dzisna,negative,official,2066,427,,
c-dzisna,negative,official,2071,357,,
c-dzisna,negative,official,2075,311,,
c-dzisna,optimistic,official,2026,1339,,
c-dzisna,optimistic,official,2031,1216,,
c-dzisna,optimistic,official,2036,1104,,
c-dzisna,optimistic,official,2041,1006,,
c-dzisna,optimistic,official,2046,919,,
c-dzisna,optimistic,official,2051,837,,
c-dzisna,optimistic,official,2056,762,,
c-dzisna,optimistic,official,2061,690,,
c-dzisna,optimistic,official,2066,627,,
c-dzisna,optimistic,official,2071,571,,
c-dzisna,optimistic,official,2075,535,,
c-fanipal,base,official,2026,19005,,
c-fanipal,base,official,2031,19833,,
c-fanipal,base,official,2036,20466,,
c-fanipal,base,official,2041,20977,,
c-fanipal,base,official,2046,21266,,
c-fanipal,base,official,2051,21342,,
c-fanipal,base,official,2056,21103,,
c-fanipal,base,official,2061,20629,,
c-fanipal,base,official,2066,19435,,
c-fanipal,base,official,2071,17845,,
c-fanipal,base,official,2075,16537,,
c-fanipal,negative,official,2026,19005,,
c-fanipal,negative,official,2031,19345,,
c-fanipal,negative,official,2036,19389,,
c-fanipal,negative,official,2041,19340,,
c-fanipal,negative,official,2046,19039,,
c-fanipal,negative,official,2051,18503,,
c-fanipal,negative,official,2056,17730,,
c-fanipal,negative,official,2061,16744,,
c-fanipal,negative,official,2066,15173,,
c-fanipal,negative,official,2071,13382,,
c-fanipal,negative,official,2075,12003,,
c-fanipal,optimistic,official,2026,19005,,
c-fanipal,optimistic,official,2031,19911,,
c-fanipal,optimistic,official,2036,20697,,
c-fanipal,optimistic,official,2041,21523,,
c-fanipal,optimistic,official,2046,22220,,
c-fanipal,optimistic,official,2051,22766,,
c-fanipal,optimistic,official,2056,23027,,
c-fanipal,optimistic,official,2061,23054,,
c-fanipal,optimistic,official,2066,22293,,
c-fanipal,optimistic,official,2071,21069,,
c-fanipal,optimistic,official,2075,20008,,
c-hancavichy,base,official,2026,13155,,
c-hancavichy,base,official,2031,12762,,
c-hancavichy,base,official,2036,12273,,
c-hancavichy,base,official,2041,11734,,
c-hancavichy,base,official,2046,11145,,
c-hancavichy,base,official,2051,10468,,
c-hancavichy,base,official,2056,9724,,
c-hancavichy,base,official,2061,8948,,
c-hancavichy,base,official,2066,8215,,
c-hancavichy,base,official,2071,7529,,
c-hancavichy,base,official,2075,7057,,
c-hancavichy,negative,official,2026,13155,,
c-hancavichy,negative,official,2031,12518,,
c-hancavichy,negative,official,2036,11741,,
c-hancavichy,negative,official,2041,10939,,
c-hancavichy,negative,official,2046,10100,,
c-hancavichy,negative,official,2051,9196,,
c-hancavichy,negative,official,2056,8273,,
c-hancavichy,negative,official,2061,7345,,
c-hancavichy,negative,official,2066,6476,,
c-hancavichy,negative,official,2071,5678,,
c-hancavichy,negative,official,2075,5124,,
c-hancavichy,optimistic,official,2026,13155,,
c-hancavichy,optimistic,official,2031,12808,,
c-hancavichy,optimistic,official,2036,12408,,
c-hancavichy,optimistic,official,2041,12030,,
c-hancavichy,optimistic,official,2046,11632,,
c-hancavichy,optimistic,official,2051,11153,,
c-hancavichy,optimistic,official,2056,10593,,
c-hancavichy,optimistic,official,2061,9976,,
c-hancavichy,optimistic,official,2066,9392,,
c-hancavichy,optimistic,official,2071,8860,,
c-hancavichy,optimistic,official,2075,8519,,
c-haradok,base,official,2026,11216,,
c-haradok,base,official,2031,10706,,
c-haradok,base,official,2036,10079,,
c-haradok,base,official,2041,9448,,
c-haradok,base,official,2046,8818,,
c-haradok,base,official,2051,8196,,
c-haradok,base,official,2056,7547,,
c-haradok,base,official,2061,6909,,
c-haradok,base,official,2066,6277,,
c-haradok,base,official,2071,5696,,
c-haradok,base,official,2075,5285,,
c-haradok,negative,official,2026,11216,,
c-haradok,negative,official,2031,10509,,
c-haradok,negative,official,2036,9652,,
c-haradok,negative,official,2041,8821,,
c-haradok,negative,official,2046,7984,,
c-haradok,negative,official,2051,7184,,
c-haradok,negative,official,2056,6391,,
c-haradok,negative,official,2061,5640,,
c-haradok,negative,official,2066,4894,,
c-haradok,negative,official,2071,4225,,
c-haradok,negative,official,2075,3740,,
c-haradok,optimistic,official,2026,11216,,
c-haradok,optimistic,official,2031,10747,,
c-haradok,optimistic,official,2036,10191,,
c-haradok,optimistic,official,2041,9684,,
c-haradok,optimistic,official,2046,9201,,
c-haradok,optimistic,official,2051,8730,,
c-haradok,optimistic,official,2056,8223,,
c-haradok,optimistic,official,2061,7707,,
c-haradok,optimistic,official,2066,7192,,
c-haradok,optimistic,official,2071,6730,,
c-haradok,optimistic,official,2075,6420,,
c-haradzieja,base,official,2026,3576,,
c-haradzieja,base,official,2031,3301,,
c-haradzieja,base,official,2036,3030,,
c-haradzieja,base,official,2041,2764,,
c-haradzieja,base,official,2046,2498,,
c-haradzieja,base,official,2051,2237,,
c-haradzieja,base,official,2056,1982,,
c-haradzieja,base,official,2061,1741,,
c-haradzieja,base,official,2066,1513,,
c-haradzieja,base,official,2071,1302,,
c-haradzieja,base,official,2075,1147,,
c-haradzieja,negative,official,2026,3576,,
c-haradzieja,negative,official,2031,3219,,
c-haradzieja,negative,official,2036,2868,,
c-haradzieja,negative,official,2041,2543,,
c-haradzieja,negative,official,2046,2232,,
c-haradzieja,negative,official,2051,1935,,
c-haradzieja,negative,official,2056,1664,,
c-haradzieja,negative,official,2061,1412,,
c-haradzieja,negative,official,2066,1183,,
c-haradzieja,negative,official,2071,978,,
c-haradzieja,negative,official,2075,834,,
c-haradzieja,optimistic,official,2026,3576,,
c-haradzieja,optimistic,official,2031,3316,,
c-haradzieja,optimistic,official,2036,3066,,
c-haradzieja,optimistic,official,2041,2839,,
c-haradzieja,optimistic,official,2046,2613,,
c-haradzieja,optimistic,official,2051,2389,,
c-haradzieja,optimistic,official,2056,2163,,
c-haradzieja,optimistic,official,2061,1943,,
c-haradzieja,optimistic,official,2066,1730,,
c-haradzieja,optimistic,official,2071,1530,,
c-haradzieja,optimistic,official,2075,1380,,
c-haradzishcha,base,official,2026,1649,,
c-haradzishcha,base,official,2031,1517,,
c-haradzishcha,base,official,2036,1391,,
c-haradzishcha,base,official,2041,1274,,
c-haradzishcha,base,official,2046,1164,,
c-haradzishcha,base,official,2051,1061,,
c-haradzishcha,base,official,2056,961,,
c-haradzishcha,base,official,2061,870,,
c-haradzishcha,base,official,2066,785,,
c-haradzishcha,base,official,2071,711,,
