territory_id,scenario,jumpoff,year,pop,q10,q90
c-streshyn,optimistic,official,2036,675,,
c-streshyn,optimistic,official,2041,607,,
c-streshyn,optimistic,official,2046,546,,
c-streshyn,optimistic,official,2051,491,,
c-streshyn,optimistic,official,2056,439,,
c-streshyn,optimistic,official,2061,394,,
c-streshyn,optimistic,official,2066,356,,
c-streshyn,optimistic,official,2071,324,,
c-streshyn,optimistic,official,2075,302,,
c-surazh,base,official,2026,636,,
c-surazh,base,official,2031,543,,
c-surazh,base,official,2036,460,,
c-surazh,base,official,2041,386,,
c-surazh,base,official,2046,324,,
c-surazh,base,official,2051,269,,
c-surazh,base,official,2056,222,,
c-surazh,base,official,2061,182,,
c-surazh,base,official,2066,147,,
c-surazh,base,official,2071,118,,
c-surazh,base,official,2075,98,,
c-surazh,negative,official,2026,636,,
c-surazh,negative,official,2031,533,,
c-surazh,negative,official,2036,441,,
c-surazh,negative,official,2041,362,,
c-surazh,negative,official,2046,295,,
c-surazh,negative,official,2051,238,,
c-surazh,negative,official,2056,190,,
c-surazh,negative,official,2061,149,,
c-surazh,negative,official,2066,115,,
c-surazh,negative,official,2071,87,,
c-surazh,negative,official,2075,70,,
c-surazh,optimistic,official,2026,636,,
c-surazh,optimistic,official,2031,545,,
c-surazh,optimistic,official,2036,465,,
c-surazh,optimistic,official,2041,395,,
c-surazh,optimistic,official,2046,337,,
c-surazh,optimistic,official,2051,286,,
c-surazh,optimistic,official,2056,241,,
c-surazh,optimistic,official,2061,202,,
c-surazh,optimistic,official,2066,167,,
c-surazh,optimistic,official,2071,138,,
c-surazh,optimistic,official,2075,119,,
c-svietlahorsk,base,official,2026,61280,,
c-svietlahorsk,base,official,2031,56933,,
c-svietlahorsk,base,official,2036,52814,,
c-svietlahorsk,base,official,2041,48971,,
c-svietlahorsk,base,official,2046,45062,,
c-svietlahorsk,base,official,2051,41198,,
c-svietlahorsk,base,official,2056,37472,,
c-svietlahorsk,base,official,2061,33702,,
c-svietlahorsk,base,official,2066,30219,,
c-svietlahorsk,base,official,2071,27074,,
c-svietlahorsk,base,official,2075,24869,,
c-svietlahorsk,negative,official,2026,61280,,
c-svietlahorsk,negative,official,2031,55784,,
c-svietlahorsk,negative,official,2036,50458,,
c-svietlahorsk,negative,official,2041,45577,,
c-svietlahorsk,negative,official,2046,40757,,
c-svietlahorsk,negative,official,2051,36054,,
c-svietlahorsk,negative,official,2056,31671,,
c-svietlahorsk,negative,official,2061,27360,,
c-svietlahorsk,negative,official,2066,23408,,
c-svietlahorsk,negative,official,2071,19889,,
c-svietlahorsk,negative,official,2075,17433,,
c-svietlahorsk,optimistic,official,2026,61280,,
c-svietlahorsk,optimistic,official,2031,57208,,
c-svietlahorsk,optimistic,official,2036,53520,,
c-svietlahorsk,optimistic,official,2041,50352,,
c-svietlahorsk,optimistic,official,2046,47193,,
c-svietlahorsk,optimistic,official,2051,44075,,
c-svietlahorsk,optimistic,official,2056,41038,,
c-svietlahorsk,optimistic,official,2061,37844,,
c-svietlahorsk,optimistic,official,2066,34910,,
c-svietlahorsk,optimistic,official,2071,32319,,
c-svietlahorsk,optimistic,official,2075,30570,,
c-svir,base,official,2026,896,,
c-svir,base,official,2031,802,,
c-svir,base,official,2036,716,,
c-svir,base,official,2041,632,,
c-svir,base,official,2046,553,,
c-svir,base,official,2051,479,,
c-svir,base,official,2056,413,,
c-svir,base,official,2061,352,,
c-svir,base,official,2066,279,,
c-svir,base,official,2071,219,,
c-svir,base,official,2075,180,,
c-svir,negative,official,2026,896,,
c-svir,negative,official,2031,783,,
c-svir,negative,official,2036,678,,
c-svir,negative,official,2041,581,,
c-svir,negative,official,2046,494,,
c-svir,negative,official,2051,414,,
c-svir,negative,official,2056,346,,
c-svir,negative,official,2061,285,,
c-svir,negative,official,2066,218,,
c-svir,negative,official,2071,164,,
c-svir,negative,official,2075,130,,
c-svir,optimistic,official,2026,896,,
c-svir,optimistic,official,2031,806,,
c-svir,optimistic,official,2036,725,,
c-svir,optimistic,official,2041,649,,
c-svir,optimistic,official,2046,579,,
c-svir,optimistic,official,2051,512,,
c-svir,optimistic,official,2056,450,,
c-svir,optimistic,official,2061,393,,
c-svir,optimistic,official,2066,318,,
c-svir,optimistic,official,2071,256,,
c-svir,optimistic,official,2075,215,,
c-svislach,base,official,2026,3689,,
c-svislach,base,official,2031,3534,,
c-svislach,base,official,2036,3364,,
c-svislach,base,official,2041,3180,,
c-svislach,base,official,2046,2985,,
c-svislach,base,official,2051,2765,,
c-svislach,base,official,2056,2549,,
c-svislach,base,official,2061,2329,,
c-svislach,base,official,2066,2133,,
c-svislach,base,official,2071,1940,,
c-svislach,base,official,2075,1810,,
c-svislach,negative,official,2026,3689,,
c-svislach,negative,official,2031,3466,,
c-svislach,negative,official,2036,3218,,
c-svislach,negative,official,2041,2963,,
c-svislach,negative,official,2046,2702,,
c-svislach,negative,official,2051,2424,,
c-svislach,negative,official,2056,2166,,
c-svislach,negative,official,2061,1913,,
c-svislach,negative,official,2066,1688,,
c-svislach,negative,official,2071,1475,,
c-svislach,negative,official,2075,1327,,
c-svislach,optimistic,official,2026,3689,,
c-svislach,optimistic,official,2031,3548,,
c-svislach,optimistic,official,2036,3404,,
c-svislach,optimistic,official,2041,3262,,
c-svislach,optimistic,official,2046,3116,,
c-svislach,optimistic,official,2051,2943,,
c-svislach,optimistic,official,2056,2770,,
c-svislach,optimistic,official,2061,2583,,
c-svislach,optimistic,official,2066,2417,,
c-svislach,optimistic,official,2071,2252,,
c-svislach,optimistic,official,2075,2146,,
c-talachyn,base,official,2026,9411,,
c-talachyn,base,official,2031,9158,,
c-talachyn,base,official,2036,8823,,
c-talachyn,base,official,2041,8461,,
c-talachyn,base,official,2046,8084,,
c-talachyn,base,official,2051,7653,,
c-talachyn,base,official,2056,7189,,
c-talachyn,base,official,2061,6377,,
c-talachyn,base,official,2066,5598,,
c-talachyn,base,official,2071,4906,,
c-talachyn,base,official,2075,4445,,
c-talachyn,negative,official,2026,9411,,
c-talachyn,negative,official,2031,8983,,
c-talachyn,negative,official,2036,8444,,
c-talachyn,negative,official,2041,7891,,
c-talachyn,negative,official,2046,7323,,
c-talachyn,negative,official,2051,6711,,
c-talachyn,negative,official,2056,6094,,
c-talachyn,negative,official,2061,5204,,
c-talachyn,negative,official,2066,4362,,
c-talachyn,negative,official,2071,3627,,
c-talachyn,negative,official,2075,3136,,
c-talachyn,optimistic,official,2026,9411,,
c-talachyn,optimistic,official,2031,9193,,
c-talachyn,optimistic,official,2036,8924,,
c-talachyn,optimistic,official,2041,8677,,
c-talachyn,optimistic,official,2046,8439,,
c-talachyn,optimistic,official,2051,8155,,
c-talachyn,optimistic,official,2056,7835,,
c-talachyn,optimistic,official,2061,7120,,
c-talachyn,optimistic,official,2066,6424,,
c-talachyn,optimistic,official,2071,5816,,
c-talachyn,optimistic,official,2075,5422,,
c-tatarka,base,official,2026,416,,
c-tatarka,base,official,2031,351,,
c-tatarka,base,official,2036,295,,
c-tatarka,base,official,2041,248,,
c-tatarka,base,official,2046,208,,
c-tatarka,base,official,2051,174,,
c-tatarka,base,official,2056,144,,
c-tatarka,base,official,2061,119,,
c-tatarka,base,official,2066,99,,
c-tatarka,base,official,2071,82,,
c-tatarka,base,official,2075,71,,
c-tatarka,negative,official,2026,416,,
c-tatarka,negative,official,2031,342,,
c-tatarka,negative,official,2036,279,,
c-tatarka,negative,official,2041,228,,
c-tatarka,negative,official,2046,185,,
c-tatarka,negative,official,2051,149,,
c-tatarka,negative,official,2056,120,,
c-tatarka,negative,official,2061,95,,
c-tatarka,negative,official,2066,75,,
c-tatarka,negative,official,2071,58,,
c-tatarka,negative,official,2075,48,,
c-tatarka,optimistic,official,2026,416,,
c-tatarka,optimistic,official,2031,352,,
c-tatarka,optimistic,official,2036,298,,
c-tatarka,optimistic,official,2041,255,,
c-tatarka,optimistic,official,2046,218,,
c-tatarka,optimistic,official,2051,186,,
c-tatarka,optimistic,official,2056,159,,
c-tatarka,optimistic,official,2061,135,,
c-tatarka,optimistic,official,2066,115,,
c-tatarka,optimistic,official,2071,99,,
c-tatarka,optimistic,official,2075,88,,
c-turau,base,official,2026,2726,,
c-turau,base,official,2031,2543,,
c-turau,base,official,2036,2371,,
c-turau,base,official,2041,2221,,
c-turau,base,official,2046,2077,,
c-turau,base,official,2051,1935,,
c-turau,base,official,2056,1796,,
c-turau,base,official,2061,1662,,
c-turau,base,official,2066,1539,,
c-turau,base,official,2071,1430,,
c-turau,base,official,2075,1354,,
c-turau,negative,official,2026,2726,,
c-turau,negative,official,2031,2489,,
c-turau,negative,official,2036,2259,,
c-turau,negative,official,2041,2056,,
c-turau,negative,official,2046,1865,,
c-turau,negative,official,2051,1680,,
c-turau,negative,official,2056,1505,,
c-turau,negative,official,2061,1336,,
c-turau,negative,official,2066,1180,,
c-turau,negative,official,2071,1039,,
c-turau,negative,official,2075,939,,
c-turau,optimistic,official,2026,2726,,
c-turau,optimistic,official,2031,2556,,
c-turau,optimistic,official,2036,2405,,
c-turau,optimistic,official,2041,2288,,
c-turau,optimistic,official,2046,2183,,
c-turau,optimistic,official,2051,2081,,
c-turau,optimistic,official,2056,1980,,
c-turau,optimistic,official,2061,1881,,
c-turau,optimistic,official,2066,1795,,
c-turau,optimistic,official,2071,1727,,
c-turau,optimistic,official,2075,1686,,
c-urechcha,base,official,2026,2264,,
c-urechcha,base,official,2031,2030,,
c-urechcha,base,official,2036,1803,,
c-urechcha,base,official,2041,1586,,
c-urechcha,base,official,2046,1383,,
c-urechcha,base,official,2051,1194,,
c-urechcha,base,official,2056,1022,,
c-urechcha,base,official,2061,865,,
c-urechcha,base,official,2066,728,,
c-urechcha,base,official,2071,604,,
c-urechcha,base,official,2075,518,,
c-urechcha,negative,official,2026,2264,,
c-urechcha,negative,official,2031,1980,,
c-urechcha,negative,official,2036,1707,,
c-urechcha,negative,official,2041,1459,,
c-urechcha,negative,official,2046,1235,,
c-urechcha,negative,official,2051,1031,,
c-urechcha,negative,official,2056,856,,
c-urechcha,negative,official,2061,701,,
c-urechcha,negative,official,2066,569,,
c-urechcha,negative,official,2071,453,,
c-urechcha,negative,official,2075,376,,
c-urechcha,optimistic,official,2026,2264,,
c-urechcha,optimistic,official,2031,2040,,
c-urechcha,optimistic,official,2036,1826,,
c-urechcha,optimistic,official,2041,1630,,
c-urechcha,optimistic,official,2046,1448,,
c-urechcha,optimistic,official,2051,1276,,
c-urechcha,optimistic,official,2056,1116,,
c-urechcha,optimistic,official,2061,966,,
c-urechcha,optimistic,official,2066,831,,
c-urechcha,optimistic,official,2071,708,,
c-urechcha,optimistic,official,2075,621,,
c-ushachy,base,official,2026,5617,,
c-ushachy,base,official,2031,5428,,
c-ushachy,base,official,2036,5178,,
c-ushachy,base,official,2041,4903,,
c-ushachy,base,official,2046,4624,,
c-ushachy,base,official,2051,4325,,
c-ushachy,base,official,2056,4030,,
c-ushachy,base,official,2061,3718,,
c-ushachy,base,official,2066,3419,,
c-ushachy,base,official,2071,3133,,
c-ushachy,base,official,2075,2939,,
c-ushachy,negative,official,2026,5617,,
c-ushachy,negative,official,2031,5327,,
c-ushachy,negative,official,2036,4958,,
c-ushachy,negative,official,2041,4575,,
c-ushachy,negative,official,2046,4187,,
c-ushachy,negative,official,2051,3790,,
c-ushachy,negative,official,2056,3412,,
c-ushachy,negative,official,2061,3032,,
c-ushachy,negative,official,2066,2660,,
c-ushachy,negative,official,2071,2315,,
c-ushachy,negative,official,2075,2072,,
c-ushachy,optimistic,official,2026,5617,,
c-ushachy,optimistic,official,2031,5448,,
c-ushachy,optimistic,official,2036,5237,,
c-ushachy,optimistic,official,2041,5028,,
c-ushachy,optimistic,official,2046,4828,,
c-ushachy,optimistic,official,2051,4611,,
c-ushachy,optimistic,official,2056,4395,,
c-ushachy,optimistic,official,2061,4153,,
c-ushachy,optimistic,official,2066,3925,,
c-ushachy,optimistic,official,2071,3715,,
c-ushachy,optimistic,official,2075,3587,,
c-uvaravichy,base,official,2026,2081,,
c-uvaravichy,base,official,2031,1963,,
c-uvaravichy,base,official,2036,1845,,
c-uvaravichy,base,official,2041,1735,,
c-uvaravichy,base,official,2046,1627,,
c-uvaravichy,base,official,2051,1521,,
c-uvaravichy,base,official,2056,1414,,
c-uvaravichy,base,official,2061,1310,,
c-uvaravichy,base,official,2066,1211,,
c-uvaravichy,base,official,2071,1121,,
c-uvaravichy,base,official,2075,1057,,
c-uvaravichy,negative,official,2026,2081,,
c-uvaravichy,negative,official,2031,1923,,
c-uvaravichy,negative,official,2036,1761,,
c-uvaravichy,negative,official,2041,1613,,
c-uvaravichy,negative,official,2046,1468,,
c-uvaravichy,negative,official,2051,1327,,
c-uvaravichy,negative,official,2056,1192,,
c-uvaravichy,negative,official,2061,1061,,
c-uvaravichy,negative,official,2066,936,,
c-uvaravichy,negative,official,2071,821,,
c-uvaravichy,negative,official,2075,740,,
c-uvaravichy,optimistic,official,2026,2081,,
c-uvaravichy,optimistic,official,2031,1973,,
c-uvaravichy,optimistic,official,2036,1869,,
c-uvaravichy,optimistic,official,2041,1784,,
c-uvaravichy,optimistic,official,2046,1705,,
c-uvaravichy,optimistic,official,2051,1629,,
c-uvaravichy,optimistic,official,2056,1551,,
c-uvaravichy,optimistic,official,2061,1473,,
c-uvaravichy,optimistic,official,2066,1402,,
c-uvaravichy,optimistic,official,2071,1342,,
c-uvaravichy,optimistic,official,2075,1304,,
c-uzda,base,official,2026,10474,,
c-uzda,base,official,2031,10422,,
c-uzda,base,official,2036,10244,,
c-uzda,base,official,2041,9967,,
c-uzda,base,official,2046,9599,,
c-uzda,base,official,2051,9135,,
c-uzda,base,official,2056,8599,,
c-uzda,base,official,2061,7986,,
c-uzda,base,official,2066,7331,,
c-uzda,base,official,2071,6647,,
c-uzda,base,official,2075,6094,,
c-uzda,negative,official,2026,10474,,
c-uzda,negative,official,2031,10160,,
c-uzda,negative,official,2036,9694,,
c-uzda,negative,official,2041,9166,,
c-uzda,negative,official,2046,8564,,
c-uzda,negative,official,2051,7886,,
c-uzda,negative,official,2056,7197,,
c-uzda,negative,official,2061,6460,,
c-uzda,negative,official,2066,5712,,
c-uzda,negative,official,2071,4973,,
c-uzda,negative,official,2075,4410,,
c-uzda,optimistic,official,2026,10474,,
c-uzda,optimistic,official,2031,10469,,
c-uzda,optimistic,official,2036,10374,,
c-uzda,optimistic,official,2041,10246,,
c-uzda,optimistic,official,2046,10051,,
c-uzda,optimistic,official,2051,9767,,
c-uzda,optimistic,official,2056,9397,,
c-uzda,optimistic,official,2061,8930,,
c-uzda,optimistic,official,2066,8400,,
c-uzda,optimistic,official,2071,7827,,
c-uzda,optimistic,official,2075,7347,,
c-valozhyn,base,official,2026,9840,,
c-valozhyn,base,official,2031,9718,,
c-valozhyn,base,official,2036,9548,,
c-valozhyn,base,official,2041,9255,,
c-valozhyn,base,official,2046,8861,,
c-valozhyn,base,official,2051,8384,,
c-valozhyn,base,official,2056,7841,,
c-valozhyn,base,official,2061,7239,,
c-valozhyn,base,official,2066,6606,,
c-valozhyn,base,official,2071,5929,,
c-valozhyn,base,official,2075,5394,,
c-valozhyn,negative,official,2026,9840,,
c-valozhyn,negative,official,2031,9477,,
c-valozhyn,negative,official,2036,9042,,
c-valozhyn,negative,official,2041,8519,,
c-valozhyn,negative,official,2046,7915,,
c-valozhyn,negative,official,2051,7242,,
c-valozhyn,negative,official,2056,6568,,
c-valozhyn,negative,official,2061,5860,,
c-valozhyn,negative,official,2066,5153,,
c-valozhyn,negative,official,2071,4438,,
c-valozhyn,negative,official,2075,3903,,
c-valozhyn,optimistic,official,2026,9840,,
c-valozhyn,optimistic,official,2031,9763,,
c-valozhyn,optimistic,official,2036,9668,,
c-valozhyn,optimistic,official,2041,9511,,
c-valozhyn,optimistic,official,2046,9272,,
c-valozhyn,optimistic,official,2051,8953,,
c-valozhyn,optimistic,official,2056,8556,,
c-valozhyn,optimistic,official,2061,8077,,
c-valozhyn,optimistic,official,2066,7545,,
c-valozhyn,optimistic,official,2071,6956,,
c-valozhyn,optimistic,official,2075,6475,,
c-varapajeva,base,official,2026,2056,,
c-varapajeva,base,official,2031,1893,,
c-varapajeva,base,official,2036,1742,,
c-varapajeva,base,official,2041,1602,,
c-varapajeva,base,official,2046,1472,,
c-varapajeva,base,official,2051,1347,,
c-varapajeva,base,official,2056,1227,,
c-varapajeva,base,official,2061,1113,,
c-varapajeva,base,official,2066,1006,,
c-varapajeva,base,official,2071,909,,
c-varapajeva,base,official,2075,842,,
c-varapajeva,negative,official,2026,2056,,
c-varapajeva,negative,official,2031,1857,,
c-varapajeva,negative,official,2036,1666,,
c-varapajeva,negative,official,2041,1494,,
c-varapajeva,negative,official,2046,1332,,
c-varapajeva,negative,official,2051,1180,,
c-varapajeva,negative,official,2056,1039,,
c-varapajeva,negative,official,2061,906,,
c-varapajeva,negative,official,2066,782,,
c-varapajeva,negative,official,2071,669,,
c-varapajeva,negative,official,2075,591,,
c-varapajeva,optimistic,official,2026,2056,,
c-varapajeva,optimistic,official,2031,1901,,
c-varapajeva,optimistic,official,2036,1762,,
c-varapajeva,optimistic,official,2041,1644,,
c-varapajeva,optimistic,official,2046,1537,,
c-varapajeva,optimistic,official,2051,1437,,
c-varapajeva,optimistic,official,2056,1340,,
c-varapajeva,optimistic,official,2061,1245,,
c-varapajeva,optimistic,official,2066,1157,,
c-varapajeva,optimistic,official,2071,1081,,
c-varapajeva,optimistic,official,2075,1032,,
c-vasilevichy,base,official,2026,3089,,
c-vasilevichy,base,official,2031,2749,,
c-vasilevichy,base,official,2036,2439,,
c-vasilevichy,base,official,2041,2178,,
c-vasilevichy,base,official,2046,1938,,
c-vasilevichy,base,official,2051,1718,,
c-vasilevichy,base,official,2056,1511,,
c-vasilevichy,base,official,2061,1326,,
c-vasilevichy,base,official,2066,1161,,
c-vasilevichy,base,official,2071,1021,,
c-vasilevichy,base,official,2075,925,,
c-vasilevichy,negative,official,2026,3089,,
c-vasilevichy,negative,official,2031,2693,,
c-vasilevichy,negative,official,2036,2328,,
c-vasilevichy,negative,official,2041,2024,,
c-vasilevichy,negative,official,2046,1748,,
c-vasilevichy,negative,official,2051,1500,,
c-vasilevichy,negative,official,2056,1272,,
c-vasilevichy,negative,official,2061,1072,,
c-vasilevichy,negative,official,2066,894,,
c-vasilevichy,negative,official,2071,745,,
c-vasilevichy,negative,official,2075,643,,
c-vasilevichy,optimistic,official,2026,3089,,
c-vasilevichy,optimistic,official,2031,2762,,
c-vasilevichy,optimistic,official,2036,2472,,
c-vasilevichy,optimistic,official,2041,2240,,
c-vasilevichy,optimistic,official,2046,2032,,
c-vasilevichy,optimistic,official,2051,1841,,
c-vasilevichy,optimistic,official,2056,1659,,
c-vasilevichy,optimistic,official,2061,1495,,
c-vasilevichy,optimistic,official,2066,1350,,
c-vasilevichy,optimistic,official,2071,1230,,
c-vasilevichy,optimistic,official,2075,1148,,
c-vaukavysk,base,official,2026,40541,,
c-vaukavysk,base,official,2031,38652,,
c-vaukavysk,base,official,2036,36708,,
c-vaukavysk,base,official,2041,34877,,
c-vaukavysk,base,official,2046,32853,,
c-vaukavysk,base,official,2051,30701,,
c-vaukavysk,base,official,2056,27760,,
c-vaukavysk,base,official,2061,25096,,
c-vaukavysk,base,official,2066,22679,,
c-vaukavysk,base,official,2071,20530,,
c-vaukavysk,base,official,2075,18991,,
c-vaukavysk,negative,official,2026,40541,,
c-vaukavysk,negative,official,2031,37841,,
c-vaukavysk,negative,official,2036,35013,,
c-vaukavysk,negative,official,2041,32384,,
c-vaukavysk,negative,official,2046,29632,,
c-vaukavysk,negative,official,2051,26823,,
c-vaukavysk,negative,official,2056,23482,,
c-vaukavysk,negative,official,2061,20468,,
c-vaukavysk,negative,official,2066,17751,,
c-vaukavysk,negative,official,2071,15352,,
c-vaukavysk,negative,official,2075,13666,,
c-vaukavysk,optimistic,official,2026,40541,,
c-vaukavysk,optimistic,official,2031,38807,,
c-vaukavysk,optimistic,official,2036,37145,,
c-vaukavysk,optimistic,official,2041,35803,,
c-vaukavysk,optimistic,official,2046,34348,,
c-vaukavysk,optimistic,official,2051,32773,,
c-vaukavysk,optimistic,official,2056,30302,,
c-vaukavysk,optimistic,official,2061,28048,,
c-vaukavysk,optimistic,official,2066,26027,,
c-vaukavysk,optimistic,official,2071,24278,,
c-vaukavysk,optimistic,official,2075,23058,,
c-vialikaja-bierastavica,base,official,2026,5630,,
c-vialikaja-bierastavica,base,official,2031,5573,,
c-vialikaja-bierastavica,base,official,2036,5494,,
c-vialikaja-bierastavica,base,official,2041,5392,,
c-vialikaja-bierastavica,base,official,2046,5252,,
c-vialikaja-bierastavica,base,official,2051,5061,,
c-vialikaja-bierastavica,base,official,2056,4841,,
c-vialikaja-bierastavica,base,official,2061,4597,,
c-vialikaja-bierastavica,base,official,2066,4357,,
c-vialikaja-bierastavica,base,official,2071,4107,,
c-vialikaja-bierastavica,base,official,2075,3917,,
c-vialikaja-bierastavica,negative,official,2026,5630,,
c-vialikaja-bierastavica,negative,official,2031,5458,,
c-vialikaja-bierastavica,negative,official,2036,5245,,
c-vialikaja-bierastavica,negative,official,2041,5011,,
c-vialikaja-bierastavica,negative,official,2046,4743,,
c-vialikaja-bierastavica,negative,official,2051,4428,,
c-vialikaja-bierastavica,negative,official,2056,4107,,
c-vialikaja-bierastavica,negative,official,2061,3766,,
c-vialikaja-bierastavica,negative,official,2066,3433,,
c-vialikaja-bierastavica,negative,official,2071,3094,,
c-vialikaja-bierastavica,negative,official,2075,2840,,
c-vialikaja-bierastavica,optimistic,official,2026,5630,,
c-vialikaja-bierastavica,optimistic,official,2031,5595,,
c-vialikaja-bierastavica,optimistic,official,2036,5560,,
c-vialikaja-bierastavica,optimistic,official,2041,5534,,
c-vialikaja-bierastavica,optimistic,official,2046,5486,,
c-vialikaja-bierastavica,optimistic,official,2051,5394,,
c-vialikaja-bierastavica,optimistic,official,2056,5269,,
c-vialikaja-bierastavica,optimistic,official,2061,5116,,
c-vialikaja-bierastavica,optimistic,official,2066,4966,,
c-vialikaja-bierastavica,optimistic,official,2071,4811,,
c-vialikaja-bierastavica,optimistic,official,2075,4701,,
c-viciebsk,base,official,2026,357899,,
c-viciebsk,base,official,2031,350584,,
c-viciebsk,base,official,2036,340951,,
c-viciebsk,base,official,2041,328318,,
c-viciebsk,base,official,2046,315157,,
c-viciebsk,base,official,2051,300566,,
c-viciebsk,base,official,2056,284250,,
c-viciebsk,base,official,2061,265894,,
c-viciebsk,base,official,2066,246133,,
c-viciebsk,base,official,2071,225136,,
c-viciebsk,base,official,2075,209437,,
c-viciebsk,negative,official,2026,357899,,
c-viciebsk,negative,official,2031,344223,,
c-viciebsk,negative,official,2036,327298,,
c-viciebsk,negative,official,2041,307985,,
c-viciebsk,negative,official,2046,287819,,
c-viciebsk,negative,official,2051,265808,,
c-viciebsk,negative,official,2056,243260,,
c-viciebsk,negative,official,2061,218884,,
c-viciebsk,negative,official,2066,193481,,
c-viciebsk,negative,official,2071,167605,,
c-viciebsk,negative,official,2075,148750,,
c-viciebsk,optimistic,official,2026,357899,,
c-viciebsk,optimistic,official,2031,351886,,
c-viciebsk,optimistic,official,2036,344567,,
c-viciebsk,optimistic,official,2041,335989,,
c-viciebsk,optimistic,official,2046,327685,,
c-viciebsk,optimistic,official,2051,318551,,
c-viciebsk,optimistic,official,2056,307716,,
c-viciebsk,optimistic,official,2061,294652,,
c-viciebsk,optimistic,official,2066,280039,,
c-viciebsk,optimistic,official,2071,264281,,
c-viciebsk,optimistic,official,2075,252651,,
c-vidzy,base,official,2026,1534,,
c-vidzy,base,official,2031,1413,,
c-vidzy,base,official,2036,1304,,
c-vidzy,base,official,2041,1201,,
c-vidzy,base,official,2046,1102,,
c-vidzy,base,official,2051,1005,,
c-vidzy,base,official,2056,911,,
c-vidzy,base,official,2061,821,,
c-vidzy,base,official,2066,741,,
c-vidzy,base,official,2071,667,,
c-vidzy,base,official,2075,616,,
c-vidzy,negative,official,2026,1534,,
c-vidzy,negative,official,2031,1386,,
c-vidzy,negative,official,2036,1248,,
c-vidzy,negative,official,2041,1120,,
c-vidzy,negative,official,2046,998,,
c-vidzy,negative,official,2051,880,,
c-vidzy,negative,official,2056,771,,
c-vidzy,negative,official,2061,669,,
c-vidzy,negative,official,2066,577,,
c-vidzy,negative,official,2071,493,,
c-vidzy,negative,official,2075,434,,
c-vidzy,optimistic,official,2026,1534,,
c-vidzy,optimistic,official,2031,1418,,
c-vidzy,optimistic,official,2036,1319,,
c-vidzy,optimistic,official,2041,1232,,
c-vidzy,optimistic,official,2046,1150,,
c-vidzy,optimistic,official,2051,1071,,
c-vidzy,optimistic,official,2056,993,,
c-vidzy,optimistic,official,2061,917,,
c-vidzy,optimistic,official,2066,850,,
c-vidzy,optimistic,official,2071,790,,
c-vidzy,optimistic,official,2075,750,,
c-vierchniadzvinsk,base,official,2026,6679,,
c-vierchniadzvinsk,base,official,2031,6459,,
c-vierchniadzvinsk,base,official,2036,6205,,
c-vierchniadzvinsk,base,official,2041,5926,,
c-vierchniadzvinsk,base,official,2046,5638,,
c-vierchniadzvinsk,base,official,2051,5313,,
c-vierchniadzvinsk,base,official,2056,4985,,
c-vierchniadzvinsk,base,official,2061,4630,,
c-vierchniadzvinsk,base,official,2066,4292,,
c-vierchniadzvinsk,base,official,2071,3951,,
c-vierchniadzvinsk,base,official,2075,3719,,
c-vierchniadzvinsk,negative,official,2026,6679,,
c-vierchniadzvinsk,negative,official,2031,6337,,
c-vierchniadzvinsk,negative,official,2036,5942,,
c-vierchniadzvinsk,negative,official,2041,5530,,
c-vierchniadzvinsk,negative,official,2046,5114,,
c-vierchniadzvinsk,negative,official,2051,4663,,
c-vierchniadzvinsk,negative,official,2056,4231,,
c-vierchniadzvinsk,negative,official,2061,3781,,
c-vierchniadzvinsk,negative,official,2066,3350,,
c-vierchniadzvinsk,negative,official,2071,2926,,
c-vierchniadzvinsk,negative,official,2075,2630,,
c-vierchniadzvinsk,optimistic,official,2026,6679,,
c-vierchniadzvinsk,optimistic,official,2031,6484,,
c-vierchniadzvinsk,optimistic,official,2036,6276,,
c-vierchniadzvinsk,optimistic,official,2041,6076,,
c-vierchniadzvinsk,optimistic,official,2046,5883,,
c-vierchniadzvinsk,optimistic,official,2051,5659,,
c-vierchniadzvinsk,optimistic,official,2056,5430,,
c-vierchniadzvinsk,optimistic,official,2061,5165,,
c-vierchniadzvinsk,optimistic,official,2066,4918,,
c-vierchniadzvinsk,optimistic,official,2071,4675,,
c-vierchniadzvinsk,optimistic,official,2075,4527,,
c-vietka,base,official,2026,8510,,
c-vietka,base,official,2031,8606,,
c-vietka,base,official,2036,8680,,
c-vietka,base,official,2041,8729,,
c-vietka,base,official,2046,8713,,
c-vietka,base,official,2051,8609,,
c-vietka,base,official,2056,8420,,
c-vietka,base,official,2061,8172,,
c-vietka,base,official,2066,7902,,
c-vietka,base,official,2071,7620,,
c-vietka,base,official,2075,7397,,
c-vietka,negative,official,2026,8510,,
c-vietka,negative,official,2031,8425,,
c-vietka,negative,official,2036,8276,,
c-vietka,negative,official,2041,8098,,
c-vietka,negative,official,2046,7849,,
c-vietka,negative,official,2051,7498,,
c-vietka,negative,official,2056,7083,,
c-vietka,negative,official,2061,6598,,
c-vietka,negative,official,2066,6090,,
c-vietka,negative,official,2071,5566,,
c-vietka,negative,official,2075,5158,,
c-vietka,optimistic,official,2026,8510,,
c-vietka,optimistic,official,2031,8649,,
c-vietka,optimistic,official,2036,8800,,
c-vietka,optimistic,official,2041,8985,,
c-vietka,optimistic,official,2046,9139,,
c-vietka,optimistic,official,2051,9233,,
c-vietka,optimistic,official,2056,9252,,
c-vietka,optimistic,official,2061,9220,,
