territory_id,scenario,jumpoff,year,pop,q10,q90
c-kruhlaje,optimistic,official,2031,6795,,
c-kruhlaje,optimistic,official,2036,6640,,
c-kruhlaje,optimistic,official,2041,6498,,
c-kruhlaje,optimistic,official,2046,6339,,
c-kruhlaje,optimistic,official,2051,6155,,
c-kruhlaje,optimistic,official,2056,5942,,
c-kruhlaje,optimistic,official,2061,5687,,
c-kruhlaje,optimistic,official,2066,5441,,
c-kruhlaje,optimistic,official,2071,5220,,
c-kruhlaje,optimistic,official,2075,5084,,
c-krupki,base,official,2026,8276,,
c-krupki,base,official,2031,8105,,
c-krupki,base,official,2036,7853,,
c-krupki,base,official,2041,7503,,
c-krupki,base,official,2046,7065,,
c-krupki,base,official,2051,6557,,
c-krupki,base,official,2056,6002,,
c-krupki,base,official,2061,5419,,
c-krupki,base,official,2066,4832,,
c-krupki,base,official,2071,4243,,
c-krupki,base,official,2075,3793,,
c-krupki,negative,official,2026,8276,,
c-krupki,negative,official,2031,7905,,
c-krupki,negative,official,2036,7434,,
c-krupki,negative,official,2041,6902,,
c-krupki,negative,official,2046,6308,,
c-krupki,negative,official,2051,5664,,
c-krupki,negative,official,2056,5029,,
c-krupki,negative,official,2061,4390,,
c-krupki,negative,official,2066,3774,,
c-krupki,negative,official,2071,3182,,
c-krupki,negative,official,2075,2750,,
c-krupki,optimistic,official,2026,8276,,
c-krupki,optimistic,official,2031,8143,,
c-krupki,optimistic,official,2036,7953,,
c-krupki,optimistic,official,2041,7713,,
c-krupki,optimistic,official,2046,7394,,
c-krupki,optimistic,official,2051,7003,,
c-krupki,optimistic,official,2056,6546,,
c-krupki,optimistic,official,2061,6040,,
c-krupki,optimistic,official,2066,5510,,
c-krupki,optimistic,official,2071,4966,,
c-krupki,optimistic,official,2075,4541,,
c-krychau,base,official,2026,22764,,
c-krychau,base,official,2031,21150,,
c-krychau,base,official,2036,19499,,
c-krychau,base,official,2041,17977,,
c-krychau,base,official,2046,16504,,
c-krychau,base,official,2051,15076,,
c-krychau,base,official,2056,13665,,
c-krychau,base,official,2061,12267,,
c-krychau,base,official,2066,10922,,
c-krychau,base,official,2071,9739,,
c-krychau,base,official,2075,8923,,
c-krychau,negative,official,2026,22764,,
c-krychau,negative,official,2031,20662,,
c-krychau,negative,official,2036,18507,,
c-krychau,negative,official,2041,16583,,
c-krychau,negative,official,2046,14745,,
c-krychau,negative,official,2051,13003,,
c-krychau,negative,official,2056,11369,,
c-krychau,negative,official,2061,9798,,
c-krychau,negative,official,2066,8313,,
c-krychau,negative,official,2071,7018,,
c-krychau,negative,official,2075,6126,,
c-krychau,optimistic,official,2026,22764,,
c-krychau,optimistic,official,2031,21250,,
c-krychau,optimistic,official,2036,19755,,
c-krychau,optimistic,official,2041,18496,,
c-krychau,optimistic,official,2046,17312,,
c-krychau,optimistic,official,2051,16169,,
c-krychau,optimistic,official,2056,15019,,
c-krychau,optimistic,official,2061,13842,,
c-krychau,optimistic,official,2066,12697,,
c-krychau,optimistic,official,2071,11714,,
c-krychau,optimistic,official,2075,11062,,
c-kryvichy,base,official,2026,1003,,
c-kryvichy,base,official,2031,903,,
c-kryvichy,base,official,2036,811,,
c-kryvichy,base,official,2041,720,,
c-kryvichy,base,official,2046,634,,
c-kryvichy,base,official,2051,552,,
c-kryvichy,base,official,2056,479,,
c-kryvichy,base,official,2061,411,,
c-kryvichy,base,official,2066,328,,
c-kryvichy,base,official,2071,258,,
c-kryvichy,base,official,2075,213,,
c-kryvichy,negative,official,2026,1003,,
c-kryvichy,negative,official,2031,881,,
c-kryvichy,negative,official,2036,768,,
c-kryvichy,negative,official,2041,662,,
c-kryvichy,negative,official,2046,566,,
c-kryvichy,negative,official,2051,477,,
c-kryvichy,negative,official,2056,401,,
c-kryvichy,negative,official,2061,333,,
c-kryvichy,negative,official,2066,256,,
c-kryvichy,negative,official,2071,193,,
c-kryvichy,negative,official,2075,154,,
c-kryvichy,optimistic,official,2026,1003,,
c-kryvichy,optimistic,official,2031,908,,
c-kryvichy,optimistic,official,2036,821,,
c-kryvichy,optimistic,official,2041,740,,
c-kryvichy,optimistic,official,2046,663,,
c-kryvichy,optimistic,official,2051,590,,
c-kryvichy,optimistic,official,2056,522,,
c-kryvichy,optimistic,official,2061,458,,
c-kryvichy,optimistic,official,2066,374,,
c-kryvichy,optimistic,official,2071,302,,
c-kryvichy,optimistic,official,2075,255,,
c-lachavichy,base,official,2026,10473,,
c-lachavichy,base,official,2031,10134,,
c-lachavichy,base,official,2036,9689,,
c-lachavichy,base,official,2041,9185,,
c-lachavichy,base,official,2046,8657,,
c-lachavichy,base,official,2051,8080,,
c-lachavichy,base,official,2056,7482,,
c-lachavichy,base,official,2061,6856,,
c-lachavichy,base,official,2066,6265,,
c-lachavichy,base,official,2071,5712,,
c-lachavichy,base,official,2075,5340,,
c-lachavichy,negative,official,2026,10473,,
c-lachavichy,negative,official,2031,9939,,
c-lachavichy,negative,official,2036,9274,,
c-lachavichy,negative,official,2041,8564,,
c-lachavichy,negative,official,2046,7838,,
c-lachavichy,negative,official,2051,7086,,
c-lachavichy,negative,official,2056,6356,,
c-lachavichy,negative,official,2061,5623,,
c-lachavichy,negative,official,2066,4936,,
c-lachavichy,negative,official,2071,4307,,
c-lachavichy,negative,official,2075,3880,,
c-lachavichy,optimistic,official,2026,10473,,
c-lachavichy,optimistic,official,2031,10171,,
c-lachavichy,optimistic,official,2036,9798,,
c-lachavichy,optimistic,official,2041,9418,,
c-lachavichy,optimistic,official,2046,9038,,
c-lachavichy,optimistic,official,2051,8616,,
c-lachavichy,optimistic,official,2056,8156,,
c-lachavichy,optimistic,official,2061,7648,,
c-lachavichy,optimistic,official,2066,7168,,
c-lachavichy,optimistic,official,2071,6725,,
c-lachavichy,optimistic,official,2075,6445,,
c-lahishyn,base,official,2026,1721,,
c-lahishyn,base,official,2031,1550,,
c-lahishyn,base,official,2036,1393,,
c-lahishyn,base,official,2041,1251,,
c-lahishyn,base,official,2046,1124,,
c-lahishyn,base,official,2051,1007,,
c-lahishyn,base,official,2056,898,,
c-lahishyn,base,official,2061,801,,
c-lahishyn,base,official,2066,714,,
c-lahishyn,base,official,2071,638,,
c-lahishyn,base,official,2075,584,,
c-lahishyn,negative,official,2026,1721,,
c-lahishyn,negative,official,2031,1519,,
c-lahishyn,negative,official,2036,1331,,
c-lahishyn,negative,official,2041,1166,,
c-lahishyn,negative,official,2046,1016,,
c-lahishyn,negative,official,2051,880,,
c-lahishyn,negative,official,2056,759,,
c-lahishyn,negative,official,2061,651,,
c-lahishyn,negative,official,2066,556,,
c-lahishyn,negative,official,2071,473,,
c-lahishyn,negative,official,2075,415,,
c-lahishyn,optimistic,official,2026,1721,,
c-lahishyn,optimistic,official,2031,1556,,
c-lahishyn,optimistic,official,2036,1409,,
c-lahishyn,optimistic,official,2041,1284,,
c-lahishyn,optimistic,official,2046,1175,,
c-lahishyn,optimistic,official,2051,1076,,
c-lahishyn,optimistic,official,2056,983,,
c-lahishyn,optimistic,official,2061,899,,
c-lahishyn,optimistic,official,2066,826,,
c-lahishyn,optimistic,official,2071,763,,
c-lahishyn,optimistic,official,2075,719,,
c-lahojsk,base,official,2026,15543,,
c-lahojsk,base,official,2031,16154,,
c-lahojsk,base,official,2036,16661,,
c-lahojsk,base,official,2041,16922,,
c-lahojsk,base,official,2046,16994,,
c-lahojsk,base,official,2051,16797,,
c-lahojsk,base,official,2056,16412,,
c-lahojsk,base,official,2061,15752,,
c-lahojsk,base,official,2066,14941,,
c-lahojsk,base,official,2071,13954,,
c-lahojsk,base,official,2075,13092,,
c-lahojsk,negative,official,2026,15543,,
c-lahojsk,negative,official,2031,15746,,
c-lahojsk,negative,official,2036,15771,,
c-lahojsk,negative,official,2041,15573,,
c-lahojsk,negative,official,2046,15190,,
c-lahojsk,negative,official,2051,14530,,
c-lahojsk,negative,official,2056,13770,,
c-lahojsk,negative,official,2061,12762,,
c-lahojsk,negative,official,2066,11653,,
c-lahojsk,negative,official,2071,10444,,
c-lahojsk,negative,official,2075,9486,,
c-lahojsk,optimistic,official,2026,15543,,
c-lahojsk,optimistic,official,2031,16225,,
c-lahojsk,optimistic,official,2036,16864,,
c-lahojsk,optimistic,official,2041,17382,,
c-lahojsk,optimistic,official,2046,17774,,
c-lahojsk,optimistic,official,2051,17935,,
c-lahojsk,optimistic,official,2056,17914,,
c-lahojsk,optimistic,official,2061,17600,,
c-lahojsk,optimistic,official,2066,17119,,
c-lahojsk,optimistic,official,2071,16448,,
c-lahojsk,optimistic,official,2075,15808,,
c-lelchycy,base,official,2026,12220,,
c-lelchycy,base,official,2031,12158,,
c-lelchycy,base,official,2036,12032,,
c-lelchycy,base,official,2041,11897,,
c-lelchycy,base,official,2046,11696,,
c-lelchycy,base,official,2051,11383,,
c-lelchycy,base,official,2056,10963,,
c-lelchycy,base,official,2061,10473,,
c-lelchycy,base,official,2066,9971,,
c-lelchycy,base,official,2071,9481,,
c-lelchycy,base,official,2075,9127,,
c-lelchycy,negative,official,2026,12220,,
c-lelchycy,negative,official,2031,11896,,
c-lelchycy,negative,official,2036,11454,,
c-lelchycy,negative,official,2041,11008,,
c-lelchycy,negative,official,2046,10496,,
c-lelchycy,negative,official,2051,9878,,
c-lelchycy,negative,official,2056,9185,,
c-lelchycy,negative,official,2061,8423,,
c-lelchycy,negative,official,2066,7643,,
c-lelchycy,negative,official,2071,6886,,
c-lelchycy,negative,official,2075,6327,,
c-lelchycy,optimistic,official,2026,12220,,
c-lelchycy,optimistic,official,2031,12218,,
c-lelchycy,optimistic,official,2036,12202,,
c-lelchycy,optimistic,official,2041,12258,,
c-lelchycy,optimistic,official,2046,12292,,
c-lelchycy,optimistic,official,2051,12240,,
c-lelchycy,optimistic,official,2056,12083,,
c-lelchycy,optimistic,official,2061,11855,,
c-lelchycy,optimistic,official,2066,11633,,
c-lelchycy,optimistic,official,2071,11454,,
c-lelchycy,optimistic,official,2075,11369,,
c-lepiel,base,official,2026,16736,,
c-lepiel,base,official,2031,16151,,
c-lepiel,base,official,2036,15459,,
c-lepiel,base,official,2041,14761,,
c-lepiel,base,official,2046,14027,,
c-lepiel,base,official,2051,13269,,
c-lepiel,base,official,2056,12461,,
c-lepiel,base,official,2061,11630,,
c-lepiel,base,official,2066,10786,,
c-lepiel,base,official,2071,9988,,
c-lepiel,base,official,2075,9408,,
c-lepiel,negative,official,2026,16736,,
c-lepiel,negative,official,2031,15845,,
c-lepiel,negative,official,2036,14797,,
c-lepiel,negative,official,2041,13773,,
c-lepiel,negative,official,2046,12697,,
c-lepiel,negative,official,2051,11612,,
c-lepiel,negative,official,2056,10529,,
c-lepiel,negative,official,2061,9453,,
c-lepiel,negative,official,2066,8363,,
c-lepiel,negative,official,2071,7344,,
c-lepiel,negative,official,2075,6591,,
c-lepiel,optimistic,official,2026,16736,,
c-lepiel,optimistic,official,2031,16213,,
c-lepiel,optimistic,official,2036,15635,,
c-lepiel,optimistic,official,2041,15137,,
c-lepiel,optimistic,official,2046,14646,,
c-lepiel,optimistic,official,2051,14153,,
c-lepiel,optimistic,official,2056,13607,,
c-lepiel,optimistic,official,2061,13020,,
c-lepiel,optimistic,official,2066,12420,,
c-lepiel,optimistic,official,2071,11882,,
c-lepiel,optimistic,official,2075,11523,,
c-lida,base,official,2026,102603,,
c-lida,base,official,2031,100497,,
c-lida,base,official,2036,98175,,
c-lida,base,official,2041,95985,,
c-lida,base,official,2046,93038,,
c-lida,base,official,2051,89510,,
c-lida,base,official,2056,84585,,
c-lida,base,official,2061,79732,,
c-lida,base,official,2066,75123,,
c-lida,base,official,2071,70882,,
c-lida,base,official,2075,67627,,
c-lida,negative,official,2026,102603,,
c-lida,negative,official,2031,98407,,
c-lida,negative,official,2036,93686,,
c-lida,negative,official,2041,89252,,
c-lida,negative,official,2046,84087,,
c-lida,negative,official,2051,78382,,
c-lida,negative,official,2056,71698,,
c-lida,negative,official,2061,65129,,
c-lida,negative,official,2066,58852,,
c-lida,negative,official,2071,52995,,
c-lida,negative,official,2075,48606,,
c-lida,optimistic,official,2026,102603,,
c-lida,optimistic,official,2031,100895,,
c-lida,optimistic,official,2036,99323,,
c-lida,optimistic,official,2041,98488,,
c-lida,optimistic,official,2046,97189,,
c-lida,optimistic,official,2051,95440,,
c-lida,optimistic,official,2056,92233,,
c-lida,optimistic,official,2061,89048,,
c-lida,optimistic,official,2066,86198,,
c-lida,optimistic,official,2071,83872,,
c-lida,optimistic,official,2075,82217,,
c-lojeu,base,official,2026,5967,,
c-lojeu,base,official,2031,5760,,
c-lojeu,base,official,2036,5503,,
c-lojeu,base,official,2041,5250,,
c-lojeu,base,official,2046,5000,,
c-lojeu,base,official,2051,4727,,
c-lojeu,base,official,2056,4433,,
c-lojeu,base,official,2061,4131,,
c-lojeu,base,official,2066,3834,,
c-lojeu,base,official,2071,3554,,
c-lojeu,base,official,2075,3353,,
c-lojeu,negative,official,2026,5967,,
c-lojeu,negative,official,2031,5643,,
c-lojeu,negative,official,2036,5253,,
c-lojeu,negative,official,2041,4875,,
c-lojeu,negative,official,2046,4501,,
c-lojeu,negative,official,2051,4115,,
c-lojeu,negative,official,2056,3729,,
c-lojeu,negative,official,2061,3342,,
c-lojeu,negative,official,2066,2964,,
c-lojeu,negative,official,2071,2608,,
c-lojeu,negative,official,2075,2352,,
c-lojeu,optimistic,official,2026,5967,,
c-lojeu,optimistic,official,2031,5789,,
c-lojeu,optimistic,official,2036,5579,,
c-lojeu,optimistic,official,2041,5404,,
c-lojeu,optimistic,official,2046,5244,,
c-lojeu,optimistic,official,2051,5068,,
c-lojeu,optimistic,official,2056,4863,,
c-lojeu,optimistic,official,2061,4646,,
c-lojeu,optimistic,official,2066,4435,,
c-lojeu,optimistic,official,2071,4245,,
c-lojeu,optimistic,official,2075,4120,,
c-lozna,base,official,2026,6445,,
c-lozna,base,official,2031,6302,,
c-lozna,base,official,2036,6116,,
c-lozna,base,official,2041,5905,,
c-lozna,base,official,2046,5673,,
c-lozna,base,official,2051,5401,,
c-lozna,base,official,2056,5106,,
c-lozna,base,official,2061,4783,,
c-lozna,base,official,2066,4454,,
c-lozna,base,official,2071,4130,,
c-lozna,base,official,2075,3901,,
c-lozna,negative,official,2026,6445,,
c-lozna,negative,official,2031,6185,,
c-lozna,negative,official,2036,5860,,
c-lozna,negative,official,2041,5519,,
c-lozna,negative,official,2046,5152,,
c-lozna,negative,official,2051,4748,,
c-lozna,negative,official,2056,4337,,
c-lozna,negative,official,2061,3912,,
c-lozna,negative,official,2066,3480,,
c-lozna,negative,official,2071,3065,,
c-lozna,negative,official,2075,2764,,
c-lozna,optimistic,official,2026,6445,,
c-lozna,optimistic,official,2031,6326,,
c-lozna,optimistic,official,2036,6184,,
c-lozna,optimistic,official,2041,6052,,
c-lozna,optimistic,official,2046,5915,,
c-lozna,optimistic,official,2051,5745,,
c-lozna,optimistic,official,2056,5552,,
c-lozna,optimistic,official,2061,5322,,
c-lozna,optimistic,official,2066,5087,,
c-lozna,optimistic,official,2071,4863,,
c-lozna,optimistic,official,2075,4719,,
c-luban,base,official,2026,11165,,
c-luban,base,official,2031,10726,,
c-luban,base,official,2036,10158,,
c-luban,base,official,2041,9486,,
c-luban,base,official,2046,8745,,
c-luban,base,official,2051,7942,,
c-luban,base,official,2056,7116,,
c-luban,base,official,2061,6282,,
c-luban,base,official,2066,5486,,
c-luban,base,official,2071,4707,,
c-luban,base,official,2075,4136,,
c-luban,negative,official,2026,11165,,
c-luban,negative,official,2031,10463,,
c-luban,negative,official,2036,9617,,
c-luban,negative,official,2041,8726,,
c-luban,negative,official,2046,7805,,
c-luban,negative,official,2051,6857,,
c-luban,negative,official,2056,5960,,
c-luban,negative,official,2061,5088,,
c-luban,negative,official,2066,4285,,
c-luban,negative,official,2071,3532,,
c-luban,negative,official,2075,3001,,
c-luban,optimistic,official,2026,11165,,
c-luban,optimistic,official,2031,10776,,
c-luban,optimistic,official,2036,10288,,
c-luban,optimistic,official,2041,9753,,
c-luban,optimistic,official,2046,9156,,
c-luban,optimistic,official,2051,8487,,
c-luban,optimistic,official,2056,7769,,
c-luban,optimistic,official,2061,7012,,
c-luban,optimistic,official,2066,6262,,
c-luban,optimistic,official,2071,5514,,
c-luban,optimistic,official,2075,4956,,
c-lubcha,base,official,2026,923,,
c-lubcha,base,official,2031,840,,
c-lubcha,base,official,2036,761,,
c-lubcha,base,official,2041,689,,
c-lubcha,base,official,2046,622,,
c-lubcha,base,official,2051,558,,
c-lubcha,base,official,2056,498,,
c-lubcha,base,official,2061,442,,
c-lubcha,base,official,2066,392,,
c-lubcha,base,official,2071,347,,
c-lubcha,base,official,2075,316,,
c-lubcha,negative,official,2026,923,,
c-lubcha,negative,official,2031,823,,
c-lubcha,negative,official,2036,728,,
c-lubcha,negative,official,2041,642,,
c-lubcha,negative,official,2046,562,,
c-lubcha,negative,official,2051,489,,
c-lubcha,negative,official,2056,423,,
c-lubcha,negative,official,2061,363,,
c-lubcha,negative,official,2066,309,,
c-lubcha,negative,official,2071,262,,
c-lubcha,negative,official,2075,229,,
c-lubcha,optimistic,official,2026,923,,
c-lubcha,optimistic,official,2031,843,,
c-lubcha,optimistic,official,2036,770,,
c-lubcha,optimistic,official,2041,707,,
c-lubcha,optimistic,official,2046,649,,
c-lubcha,optimistic,official,2051,593,,
c-lubcha,optimistic,official,2056,541,,
c-lubcha,optimistic,official,2061,491,,
c-lubcha,optimistic,official,2066,445,,
c-lubcha,optimistic,official,2071,405,,
c-lubcha,optimistic,official,2075,377,,
c-luniniec,base,official,2026,23396,,
c-luniniec,base,official,2031,22635,,
c-luniniec,base,official,2036,21690,,
c-luniniec,base,official,2041,20815,,
c-luniniec,base,official,2046,19881,,
c-luniniec,base,official,2051,18812,,
c-luniniec,base,official,2056,17604,,
c-luniniec,base,official,2061,16355,,
c-luniniec,base,official,2066,15126,,
c-luniniec,base,official,2071,13939,,
c-luniniec,base,official,2075,12691,,
c-luniniec,negative,official,2026,23396,,
c-luniniec,negative,official,2031,22193,,
c-luniniec,negative,official,2036,20751,,
c-luniniec,negative,official,2041,19400,,
c-luniniec,negative,official,2046,18018,,
c-luniniec,negative,official,2051,16532,,
c-luniniec,negative,official,2056,14980,,
c-luniniec,negative,official,2061,13426,,
c-luniniec,negative,official,2066,11924,,
c-luniniec,negative,official,2071,10514,,
c-luniniec,negative,official,2075,9224,,
c-luniniec,optimistic,official,2026,23396,,
c-luniniec,optimistic,official,2031,22718,,
c-luniniec,optimistic,official,2036,21934,,
c-luniniec,optimistic,official,2041,21343,,
c-luniniec,optimistic,official,2046,20751,,
c-luniniec,optimistic,official,2051,20038,,
c-luniniec,optimistic,official,2056,19163,,
c-luniniec,optimistic,official,2061,18206,,
c-luniniec,optimistic,official,2066,17252,,
c-luniniec,optimistic,official,2071,16340,,
c-luniniec,optimistic,official,2075,15238,,
c-lyntupy,base,official,2026,1051,,
c-lyntupy,base,official,2031,965,,
c-lyntupy,base,official,2036,885,,
c-lyntupy,base,official,2041,812,,
c-lyntupy,base,official,2046,744,,
c-lyntupy,base,official,2051,679,,
c-lyntupy,base,official,2056,617,,
c-lyntupy,base,official,2061,558,,
c-lyntupy,base,official,2066,503,,
c-lyntupy,base,official,2071,453,,
c-lyntupy,base,official,2075,419,,
c-lyntupy,negative,official,2026,1051,,
c-lyntupy,negative,official,2031,946,,
c-lyntupy,negative,official,2036,847,,
c-lyntupy,negative,official,2041,757,,
c-lyntupy,negative,official,2046,674,,
c-lyntupy,negative,official,2051,595,,
c-lyntupy,negative,official,2056,523,,
c-lyntupy,negative,official,2061,455,,
c-lyntupy,negative,official,2066,391,,
c-lyntupy,negative,official,2071,334,,
c-lyntupy,negative,official,2075,294,,
c-lyntupy,optimistic,official,2026,1051,,
c-lyntupy,optimistic,official,2031,969,,
c-lyntupy,optimistic,official,2036,896,,
c-lyntupy,optimistic,official,2041,833,,
c-lyntupy,optimistic,official,2046,777,,
c-lyntupy,optimistic,official,2051,724,,
c-lyntupy,optimistic,official,2056,674,,
c-lyntupy,optimistic,official,2061,624,,
c-lyntupy,optimistic,official,2066,579,,
c-lyntupy,optimistic,official,2071,539,,
c-lyntupy,optimistic,official,2075,514,,
c-machulishchy,base,official,2026,10869,,
c-machulishchy,base,official,2031,11322,,
c-machulishchy,base,official,2036,11690,,
c-machulishchy,base,official,2041,12033,,
c-machulishchy,base,official,2046,12317,,
c-machulishchy,base,official,2051,12496,,
c-machulishchy,base,official,2056,12531,,
c-machulishchy,base,official,2061,12428,,
c-machulishchy,base,official,2066,12217,,
c-machulishchy,base,official,2071,11930,,
c-machulishchy,base,official,2075,11697,,
c-machulishchy,negative,official,2026,10869,,
c-machulishchy,negative,official,2031,11047,,
c-machulishchy,negative,official,2036,11080,,
c-machulishchy,negative,official,2041,11104,,
c-machulishchy,negative,official,2046,11033,,
c-machulishchy,negative,official,2051,10843,,
c-machulishchy,negative,official,2056,10536,,
c-machulishchy,negative,official,2061,10097,,
c-machulishchy,negative,official,2066,9546,,
c-machulishchy,negative,official,2071,8955,,
c-machulishchy,negative,official,2075,8502,,
c-machulishchy,optimistic,official,2026,10869,,
c-machulishchy,optimistic,official,2031,11363,,
c-machulishchy,optimistic,official,2036,11813,,
c-machulishchy,optimistic,official,2041,12333,,
c-machulishchy,optimistic,official,2046,12856,,
c-machulishchy,optimistic,official,2051,13318,,
c-machulishchy,optimistic,official,2056,13669,,
c-machulishchy,optimistic,official,2061,13896,,
c-machulishchy,optimistic,official,2066,14039,,
c-machulishchy,optimistic,official,2071,14129,,
c-machulishchy,optimistic,official,2075,14211,,
c-mahilou,base,official,2026,352891,,
c-mahilou,base,official,2031,342305,,
c-mahilou,base,official,2036,331258,,
c-mahilou,base,official,2041,318455,,
c-mahilou,base,official,2046,306188,,
c-mahilou,base,official,2051,293508,,
c-mahilou,base,official,2056,280282,,
c-mahilou,base,official,2061,266035,,
c-mahilou,base,official,2066,251639,,
c-mahilou,base,official,2071,236894,,
c-mahilou,base,official,2075,226240,,
c-mahilou,negative,official,2026,352891,,
c-mahilou,negative,official,2031,334503,,
c-mahilou,negative,official,2036,314821,,
c-mahilou,negative,official,2041,294349,,
c-mahilou,negative,official,2046,274130,,
c-mahilou,negative,official,2051,253222,,
c-mahilou,negative,official,2056,233026,,
c-mahilou,negative,official,2061,211900,,
c-mahilou,negative,official,2066,190697,,
c-mahilou,negative,official,2071,169654,,
c-mahilou,negative,official,2075,154383,,
c-mahilou,optimistic,official,2026,352891,,
c-mahilou,optimistic,official,2031,343875,,
c-mahilou,optimistic,official,2036,335452,,
c-mahilou,optimistic,official,2041,327376,,
c-mahilou,optimistic,official,2046,320812,,
c-mahilou,optimistic,official,2051,314513,,
c-mahilou,optimistic,official,2056,307911,,
c-mahilou,optimistic,official,2061,300446,,
c-mahilou,optimistic,official,2066,293096,,
c-mahilou,optimistic,official,2071,285956,,
c-mahilou,optimistic,official,2075,281601,,
c-maladziechna,base,official,2026,87337,,
c-maladziechna,base,official,2031,81019,,
c-maladziechna,base,official,2036,74300,,
c-maladziechna,base,official,2041,67469,,
c-maladziechna,base,official,2046,60724,,
c-maladziechna,base,official,2051,54001,,
c-maladziechna,base,official,2056,47524,,
c-maladziechna,base,official,2061,41397,,
c-maladziechna,base,official,2066,35647,,
c-maladziechna,base,official,2071,30295,,
c-maladziechna,base,official,2075,26400,,
c-maladziechna,negative,official,2026,87337,,
c-maladziechna,negative,official,2031,79047,,
c-maladziechna,negative,official,2036,70433,,
c-maladziechna,negative,official,2041,62191,,
c-maladziechna,negative,official,2046,54301,,
c-maladziechna,negative,official,2051,46701,,
c-maladziechna,negative,official,2056,39836,,
c-maladziechna,negative,official,2061,33498,,
c-maladziechna,negative,official,2066,27786,,
c-maladziechna,negative,official,2071,22640,,
c-maladziechna,negative,official,2075,19072,,
c-maladziechna,optimistic,official,2026,87337,,
c-maladziechna,optimistic,official,2031,81361,,
c-maladziechna,optimistic,official,2036,75175,,
c-maladziechna,optimistic,official,2041,69263,,
c-maladziechna,optimistic,official,2046,63475,,
c-maladziechna,optimistic,official,2051,57629,,
c-maladziechna,optimistic,official,2056,51852,,
c-maladziechna,optimistic,official,2061,46221,,
c-maladziechna,optimistic,official,2066,40775,,
c-maladziechna,optimistic,official,2071,35610,,
c-maladziechna,optimistic,official,2075,31763,,
c-malaryta,base,official,2026,12593,,
c-malaryta,base,official,2031,12571,,
c-malaryta,base,official,2036,12452,,
c-malaryta,base,official,2041,12314,,
c-malaryta,base,official,2046,12114,,
c-malaryta,base,official,2051,11829,,
c-malaryta,base,official,2056,11450,,
c-malaryta,base,official,2061,10999,,
c-malaryta,base,official,2066,10528,,
c-malaryta,base,official,2071,10079,,
c-malaryta,base,official,2075,9750,,
c-malaryta,negative,official,2026,12593,,
c-malaryta,negative,official,2031,12313,,
c-malaryta,negative,official,2036,11891,,
c-malaryta,negative,official,2041,11449,,
c-malaryta,negative,official,2046,10939,,
c-malaryta,negative,official,2051,10350,,
c-malaryta,negative,official,2056,9695,,
c-malaryta,negative,official,2061,8973,,
c-malaryta,negative,official,2066,8224,,
c-malaryta,negative,official,2071,7508,,
c-malaryta,negative,official,2075,6976,,
c-malaryta,optimistic,official,2026,12593,,
c-malaryta,optimistic,official,2031,12620,,
c-malaryta,optimistic,official,2036,12600,,
c-malaryta,optimistic,official,2041,12643,,
c-malaryta,optimistic,official,2046,12671,,
c-malaryta,optimistic,official,2051,12643,,
c-malaryta,optimistic,official,2056,12523,,
c-malaryta,optimistic,official,2061,12330,,
c-malaryta,optimistic,official,2066,12134,,
c-malaryta,optimistic,official,2071,11989,,
c-malaryta,optimistic,official,2075,11922,,
c-marjina-horka,base,official,2026,19891,,
c-marjina-horka,base,official,2031,19250,,
c-marjina-horka,base,official,2036,18392,,
c-marjina-horka,base,official,2041,17394,,
c-marjina-horka,base,official,2046,16310,,
c-marjina-horka,base,official,2051,15181,,
c-marjina-horka,base,official,2056,13987,,
c-marjina-horka,base,official,2061,12742,,
c-marjina-horka,base,official,2066,11446,,
c-marjina-horka,base,official,2071,10165,,
c-marjina-horka,base,official,2075,9187,,
c-marjina-horka,negative,official,2026,19891,,
c-marjina-horka,negative,official,2031,18772,,
c-marjina-horka,negative,official,2036,17414,,
c-marjina-horka,negative,official,2041,16004,,
c-marjina-horka,negative,official,2046,14544,,
c-marjina-horka,negative,official,2051,13075,,
c-marjina-horka,negative,official,2056,11670,,
c-marjina-horka,negative,official,2061,10259,,
c-marjina-horka,negative,official,2066,8867,,
c-marjina-horka,negative,official,2071,7547,,
c-marjina-horka,negative,official,2075,6600,,
c-marjina-horka,optimistic,official,2026,19891,,
c-marjina-horka,optimistic,official,2031,19337,,
c-marjina-horka,optimistic,official,2036,18622,,
c-marjina-horka,optimistic,official,2041,17877,,
c-marjina-horka,optimistic,official,2046,17080,,
c-marjina-horka,optimistic,official,2051,16238,,
c-marjina-horka,optimistic,official,2056,15301,,
c-marjina-horka,optimistic,official,2061,14266,,
c-marjina-horka,optimistic,official,2066,13138,,
c-marjina-horka,optimistic,official,2071,11992,,
c-marjina-horka,optimistic,official,2075,11089,,
c-masty,base,official,2026,14091,,
c-masty,base,official,2031,13229,,
c-masty,base,official,2036,12371,,
c-masty,base,official,2041,11523,,
c-masty,base,official,2046,10661,,
c-masty,base,official,2051,9737,,
c-masty,base,official,2056,8847,,
c-masty,base,official,2061,7981,,
c-masty,base,official,2066,7223,,
c-masty,base,official,2071,6510,,
c-masty,base,official,2075,6019,,
c-masty,negative,official,2026,14091,,
c-masty,negative,official,2031,12962,,
c-masty,negative,official,2036,11815,,
c-masty,negative,official,2041,10711,,
c-masty,negative,official,2046,9631,,
c-masty,negative,official,2051,8520,,
c-masty,negative,official,2056,7501,,
