territory_id,oblast,year,age_group,sex,locality,pop
r-pruzhanski,BY-BR,2019,60-64,f,urban,1153
r-pruzhanski,BY-BR,2019,60-64,m,rural,835
r-pruzhanski,BY-BR,2019,60-64,m,urban,837
r-pruzhanski,BY-BR,2019,65-69,f,rural,759
r-pruzhanski,BY-BR,2019,65-69,f,urban,837
r-pruzhanski,BY-BR,2019,65-69,m,rural,600
r-pruzhanski,BY-BR,2019,65-69,m,urban,560
r-pruzhanski,BY-BR,2019,70-74,f,rural,623
r-pruzhanski,BY-BR,2019,70-74,f,urban,563
r-pruzhanski,BY-BR,2019,70-74,m,rural,326
r-pruzhanski,BY-BR,2019,70-74,m,urban,347
r-pruzhanski,BY-BR,2019,75-79,f,rural,679
r-pruzhanski,BY-BR,2019,75-79,f,urban,507
r-pruzhanski,BY-BR,2019,75-79,m,rural,245
r-pruzhanski,BY-BR,2019,75-79,m,urban,209
r-pruzhanski,BY-BR,2019,80 и старше,f,rural,1364
r-pruzhanski,BY-BR,2019,80 и старше,f,urban,738
r-pruzhanski,BY-BR,2019,80 и старше,m,rural,372
r-pruzhanski,BY-BR,2019,80 и старше,m,urban,207
r-stolinski,BY-BR,2019,0-4,f,rural,1510
r-stolinski,BY-BR,2019,0-4,f,urban,754
r-stolinski,BY-BR,2019,0-4,m,rural,1753
r-stolinski,BY-BR,2019,0-4,m,urban,898
r-stolinski,BY-BR,2019,5-9,f,rural,1506
r-stolinski,BY-BR,2019,5-9,f,urban,891
r-stolinski,BY-BR,2019,5-9,m,rural,1664
r-stolinski,BY-BR,2019,5-9,m,urban,893
r-stolinski,BY-BR,2019,10-14,f,rural,1668
r-stolinski,BY-BR,2019,10-14,f,urban,838
r-stolinski,BY-BR,2019,10-14,m,rural,1838
r-stolinski,BY-BR,2019,10-14,m,urban,885
r-stolinski,BY-BR,2019,15-19,f,rural,1061
r-stolinski,BY-BR,2019,15-19,f,urban,677
r-stolinski,BY-BR,2019,15-19,m,rural,1257
r-stolinski,BY-BR,2019,15-19,m,urban,755
r-stolinski,BY-BR,2019,20-24,f,rural,1130
r-stolinski,BY-BR,2019,20-24,f,urban,557
r-stolinski,BY-BR,2019,20-24,m,rural,1316
r-stolinski,BY-BR,2019,20-24,m,urban,642
r-stolinski,BY-BR,2019,25-29,f,rural,1117
r-stolinski,BY-BR,2019,25-29,f,urban,723
r-stolinski,BY-BR,2019,25-29,m,rural,1377
r-stolinski,BY-BR,2019,25-29,m,urban,713
r-stolinski,BY-BR,2019,30-34,f,rural,1219
r-stolinski,BY-BR,2019,30-34,f,urban,902
r-stolinski,BY-BR,2019,30-34,m,rural,1290
r-stolinski,BY-BR,2019,30-34,m,urban,910
r-stolinski,BY-BR,2019,35-39,f,rural,1412
r-stolinski,BY-BR,2019,35-39,f,urban,961
r-stolinski,BY-BR,2019,35-39,m,rural,1427
r-stolinski,BY-BR,2019,35-39,m,urban,920
r-stolinski,BY-BR,2019,40-44,f,rural,1633
r-stolinski,BY-BR,2019,40-44,f,urban,967
r-stolinski,BY-BR,2019,40-44,m,rural,1731
r-stolinski,BY-BR,2019,40-44,m,urban,888
r-stolinski,BY-BR,2019,45-49,f,rural,1654
r-stolinski,BY-BR,2019,45-49,f,urban,975
r-stolinski,BY-BR,2019,45-49,m,rural,1805
r-stolinski,BY-BR,2019,45-49,m,urban,842
r-stolinski,BY-BR,2019,50-54,f,rural,1397
r-stolinski,BY-BR,2019,50-54,f,urban,839
r-stolinski,BY-BR,2019,50-54,m,rural,1560
r-stolinski,BY-BR,2019,50-54,m,urban,775
r-stolinski,BY-BR,2019,55-59,f,rural,1396
r-stolinski,BY-BR,2019,55-59,f,urban,836
r-stolinski,BY-BR,2019,55-59,m,rural,1544
r-stolinski,BY-BR,2019,55-59,m,urban,764
r-stolinski,BY-BR,2019,60-64,f,rural,1609
r-stolinski,BY-BR,2019,60-64,f,urban,900
r-stolinski,BY-BR,2019,60-64,m,rural,1504
r-stolinski,BY-BR,2019,60-64,m,urban,678
r-stolinski,BY-BR,2019,65-69,f,rural,1419
r-stolinski,BY-BR,2019,65-69,f,urban,797
r-stolinski,BY-BR,2019,65-69,m,rural,1132
r-stolinski,BY-BR,2019,65-69,m,urban,515
r-stolinski,BY-BR,2019,70-74,f,rural,1175
r-stolinski,BY-BR,2019,70-74,f,urban,523
r-stolinski,BY-BR,2019,70-74,m,rural,835
r-stolinski,BY-BR,2019,70-74,m,urban,379
r-stolinski,BY-BR,2019,75-79,f,rural,1132
r-stolinski,BY-BR,2019,75-79,f,urban,360
r-stolinski,BY-BR,2019,75-79,m,rural,571
r-stolinski,BY-BR,2019,75-79,m,urban,187
r-stolinski,BY-BR,2019,80 и старше,f,rural,1963
r-stolinski,BY-BR,2019,80 и старше,f,urban,495
r-stolinski,BY-BR,2019,80 и старше,m,rural,771
r-stolinski,BY-BR,2019,80 и старше,m,urban,146
r-zhabinkauski,BY-BR,2019,0-4,f,rural,249
r-zhabinkauski,BY-BR,2019,0-4,f,urban,436
r-zhabinkauski,BY-BR,2019,0-4,m,rural,289
r-zhabinkauski,BY-BR,2019,0-4,m,urban,496
r-zhabinkauski,BY-BR,2019,5-9,f,rural,276
r-zhabinkauski,BY-BR,2019,5-9,f,urban,489
r-zhabinkauski,BY-BR,2019,5-9,m,rural,293
r-zhabinkauski,BY-BR,2019,5-9,m,urban,475
r-zhabinkauski,BY-BR,2019,10-14,f,rural,278
r-zhabinkauski,BY-BR,2019,10-14,f,urban,427
r-zhabinkauski,BY-BR,2019,10-14,m,rural,287
r-zhabinkauski,BY-BR,2019,10-14,m,urban,454
r-zhabinkauski,BY-BR,2019,15-19,f,rural,208
r-zhabinkauski,BY-BR,2019,15-19,f,urban,267
r-zhabinkauski,BY-BR,2019,15-19,m,rural,184
r-zhabinkauski,BY-BR,2019,15-19,m,urban,279
r-zhabinkauski,BY-BR,2019,20-24,f,rural,240
r-zhabinkauski,BY-BR,2019,20-24,f,urban,308
r-zhabinkauski,BY-BR,2019,20-24,m,rural,278
r-zhabinkauski,BY-BR,2019,20-24,m,urban,277
r-zhabinkauski,BY-BR,2019,25-29,f,rural,262
r-zhabinkauski,BY-BR,2019,25-29,f,urban,458
r-zhabinkauski,BY-BR,2019,25-29,m,rural,345
r-zhabinkauski,BY-BR,2019,25-29,m,urban,367
r-zhabinkauski,BY-BR,2019,30-34,f,rural,349
r-zhabinkauski,BY-BR,2019,30-34,f,urban,621
r-zhabinkauski,BY-BR,2019,30-34,m,rural,392
r-zhabinkauski,BY-BR,2019,30-34,m,urban,567
r-zhabinkauski,BY-BR,2019,35-39,f,rural,362
r-zhabinkauski,BY-BR,2019,35-39,f,urban,551
r-zhabinkauski,BY-BR,2019,35-39,m,rural,362
r-zhabinkauski,BY-BR,2019,35-39,m,urban,550
r-zhabinkauski,BY-BR,2019,40-44,f,rural,322
r-zhabinkauski,BY-BR,2019,40-44,f,urban,556
r-zhabinkauski,BY-BR,2019,40-44,m,rural,369
r-zhabinkauski,BY-BR,2019,40-44,m,urban,464
r-zhabinkauski,BY-BR,2019,45-49,f,rural,386
r-zhabinkauski,BY-BR,2019,45-49,f,urban,502
r-zhabinkauski,BY-BR,2019,45-49,m,rural,403
r-zhabinkauski,BY-BR,2019,45-49,m,urban,447
r-zhabinkauski,BY-BR,2019,50-54,f,rural,421
r-zhabinkauski,BY-BR,2019,50-54,f,urban,519
r-zhabinkauski,BY-BR,2019,50-54,m,rural,413
r-zhabinkauski,BY-BR,2019,50-54,m,urban,439
r-zhabinkauski,BY-BR,2019,55-59,f,rural,471
r-zhabinkauski,BY-BR,2019,55-59,f,urban,527
r-zhabinkauski,BY-BR,2019,55-59,m,rural,491
r-zhabinkauski,BY-BR,2019,55-59,m,urban,451
r-zhabinkauski,BY-BR,2019,60-64,f,rural,446
r-zhabinkauski,BY-BR,2019,60-64,f,urban,552
r-zhabinkauski,BY-BR,2019,60-64,m,rural,389
r-zhabinkauski,BY-BR,2019,60-64,m,urban,384
r-zhabinkauski,BY-BR,2019,65-69,f,rural,320
r-zhabinkauski,BY-BR,2019,65-69,f,urban,434
r-zhabinkauski,BY-BR,2019,65-69,m,rural,242
r-zhabinkauski,BY-BR,2019,65-69,m,urban,283
r-zhabinkauski,BY-BR,2019,70-74,f,rural,258
r-zhabinkauski,BY-BR,2019,70-74,f,urban,312
r-zhabinkauski,BY-BR,2019,70-74,m,rural,162
r-zhabinkauski,BY-BR,2019,70-74,m,urban,196
r-zhabinkauski,BY-BR,2019,75-79,f,rural,244
r-zhabinkauski,BY-BR,2019,75-79,f,urban,210
r-zhabinkauski,BY-BR,2019,75-79,m,rural,110
r-zhabinkauski,BY-BR,2019,75-79,m,urban,94
r-zhabinkauski,BY-BR,2019,80 и старше,f,rural,594
r-zhabinkauski,BY-BR,2019,80 и старше,f,urban,410
r-zhabinkauski,BY-BR,2019,80 и старше,m,rural,156
r-zhabinkauski,BY-BR,2019,80 и старше,m,urban,126
BY-HM,BY-HM,2019,0-4,f,urban,52833
BY-HM,BY-HM,2019,0-4,m,urban,55679
BY-HM,BY-HM,2019,5-9,f,urban,56760
BY-HM,BY-HM,2019,5-9,m,urban,59520
BY-HM,BY-HM,2019,10-14,f,urban,47525
BY-HM,BY-HM,2019,10-14,m,urban,49869
BY-HM,BY-HM,2019,15-19,f,urban,57141
BY-HM,BY-HM,2019,15-19,m,urban,57254
BY-HM,BY-HM,2019,20-24,f,urban,58335
BY-HM,BY-HM,2019,20-24,m,urban,56885
BY-HM,BY-HM,2019,25-29,f,urban,80721
BY-HM,BY-HM,2019,25-29,m,urban,75623
BY-HM,BY-HM,2019,30-34,f,urban,102105
BY-HM,BY-HM,2019,30-34,m,urban,96593
BY-HM,BY-HM,2019,35-39,f,urban,93859
BY-HM,BY-HM,2019,35-39,m,urban,89146
BY-HM,BY-HM,2019,40-44,f,urban,75288
BY-HM,BY-HM,2019,40-44,m,urban,70781
BY-HM,BY-HM,2019,45-49,f,urban,65009
BY-HM,BY-HM,2019,45-49,m,urban,57230
BY-HM,BY-HM,2019,50-54,f,urban,60409
BY-HM,BY-HM,2019,50-54,m,urban,48889
BY-HM,BY-HM,2019,55-59,f,urban,78702
BY-HM,BY-HM,2019,55-59,m,urban,59536
BY-HM,BY-HM,2019,60-64,f,urban,77085
BY-HM,BY-HM,2019,60-64,m,urban,52159
BY-HM,BY-HM,2019,65-69,f,urban,65662
BY-HM,BY-HM,2019,65-69,m,urban,38450
BY-HM,BY-HM,2019,70-74,f,urban,45997
BY-HM,BY-HM,2019,70-74,m,urban,25482
BY-HM,BY-HM,2019,75-79,f,urban,28598
BY-HM,BY-HM,2019,75-79,m,urban,13238
BY-HM,BY-HM,2019,80 и старше,f,urban,48957
BY-HM,BY-HM,2019,Возраст не определен,f,urban,0
BY-HM,BY-HM,2019,80 и старше,m,urban,16961
BY-HM,BY-HM,2019,Возраст не определен,m,urban,0
BY-HO,BY-HO,2019,0-4,f,rural,8367
BY-HO,BY-HO,2019,0-4,f,urban,30395
BY-HO,BY-HO,2019,0-4,m,rural,9148
BY-HO,BY-HO,2019,0-4,m,urban,32477
BY-HO,BY-HO,2019,5-9,f,rural,8852
BY-HO,BY-HO,2019,5-9,f,urban,32775
BY-HO,BY-HO,2019,5-9,m,rural,9431
BY-HO,BY-HO,2019,5-9,m,urban,34741
BY-HO,BY-HO,2019,10-14,f,rural,9006
BY-HO,BY-HO,2019,10-14,f,urban,29094
BY-HO,BY-HO,2019,10-14,m,rural,9295
BY-HO,BY-HO,2019,10-14,m,urban,30773
BY-HO,BY-HO,2019,15-19,f,rural,5891
BY-HO,BY-HO,2019,15-19,f,urban,24949
BY-HO,BY-HO,2019,15-19,m,rural,6488
BY-HO,BY-HO,2019,15-19,m,urban,27006
BY-HO,BY-HO,2019,20-24,f,rural,6155
BY-HO,BY-HO,2019,20-24,f,urban,26143
BY-HO,BY-HO,2019,20-24,m,rural,7002
BY-HO,BY-HO,2019,20-24,m,urban,26464
BY-HO,BY-HO,2019,25-29,f,rural,7754
BY-HO,BY-HO,2019,25-29,f,urban,36308
BY-HO,BY-HO,2019,25-29,m,rural,9082
BY-HO,BY-HO,2019,25-29,m,urban,34837
BY-HO,BY-HO,2019,30-34,f,rural,9682
BY-HO,BY-HO,2019,30-34,f,urban,45824
BY-HO,BY-HO,2019,30-34,m,rural,10929
BY-HO,BY-HO,2019,30-34,m,urban,42620
BY-HO,BY-HO,2019,35-39,f,rural,9852
BY-HO,BY-HO,2019,35-39,f,urban,45695
BY-HO,BY-HO,2019,35-39,m,rural,10690
BY-HO,BY-HO,2019,35-39,m,urban,41811
BY-HO,BY-HO,2019,40-44,f,rural,10158
BY-HO,BY-HO,2019,40-44,f,urban,42396
BY-HO,BY-HO,2019,40-44,m,rural,10572
BY-HO,BY-HO,2019,40-44,m,urban,37056
BY-HO,BY-HO,2019,45-49,f,rural,11333
BY-HO,BY-HO,2019,45-49,f,urban,40658
BY-HO,BY-HO,2019,45-49,m,rural,11418
BY-HO,BY-HO,2019,45-49,m,urban,34434
BY-HO,BY-HO,2019,50-54,f,rural,12387
BY-HO,BY-HO,2019,50-54,f,urban,39577
BY-HO,BY-HO,2019,50-54,m,rural,12422
BY-HO,BY-HO,2019,50-54,m,urban,32362
BY-HO,BY-HO,2019,55-59,f,rural,14349
BY-HO,BY-HO,2019,55-59,f,urban,41546
BY-HO,BY-HO,2019,55-59,m,rural,14538
BY-HO,BY-HO,2019,55-59,m,urban,32054
BY-HO,BY-HO,2019,60-64,f,rural,14389
BY-HO,BY-HO,2019,60-64,f,urban,43095
BY-HO,BY-HO,2019,60-64,m,rural,13796
BY-HO,BY-HO,2019,60-64,m,urban,30535
BY-HO,BY-HO,2019,65-69,f,rural,11177
BY-HO,BY-HO,2019,65-69,f,urban,34405
BY-HO,BY-HO,2019,65-69,m,rural,8821
BY-HO,BY-HO,2019,65-69,m,urban,21729
BY-HO,BY-HO,2019,70-74,f,rural,7486
BY-HO,BY-HO,2019,70-74,f,urban,22728
BY-HO,BY-HO,2019,70-74,m,rural,4426
BY-HO,BY-HO,2019,70-74,m,urban,12530
BY-HO,BY-HO,2019,75-79,f,rural,7321
BY-HO,BY-HO,2019,75-79,f,urban,15527
BY-HO,BY-HO,2019,75-79,m,rural,2767
BY-HO,BY-HO,2019,75-79,m,urban,6232
BY-HO,BY-HO,2019,80 и старше,f,rural,16017
BY-HO,BY-HO,2019,Возраст не определен,f,rural,0
BY-HO,BY-HO,2019,80 и старше,f,urban,26088
BY-HO,BY-HO,2019,Возраст не определен,f,urban,0
BY-HO,BY-HO,2019,80 и старше,m,rural,4559
BY-HO,BY-HO,2019,Возраст не определен,m,rural,0
BY-HO,BY-HO,2019,80 и старше,m,urban,8088
BY-HO,BY-HO,2019,Возраст не определен,m,urban,0
c-homiel,BY-HO,2019,0-4,f,urban,13303
c-homiel,BY-HO,2019,0-4,f,urban,0
c-homiel,BY-HO,2019,0-4,m,urban,14377
c-homiel,BY-HO,2019,0-4,m,urban,0
c-homiel,BY-HO,2019,5-9,f,urban,14437
c-homiel,BY-HO,2019,5-9,f,urban,0
c-homiel,BY-HO,2019,5-9,m,urban,15285
c-homiel,BY-HO,2019,5-9,m,urban,0
c-homiel,BY-HO,2019,10-14,f,urban,12275
c-homiel,BY-HO,2019,10-14,f,urban,0
c-homiel,BY-HO,2019,10-14,m,urban,13047
c-homiel,BY-HO,2019,10-14,m,urban,0
c-homiel,BY-HO,2019,15-19,f,urban,12061
c-homiel,BY-HO,2019,15-19,f,urban,0
c-homiel,BY-HO,2019,15-19,m,urban,13617
c-homiel,BY-HO,2019,15-19,m,urban,0
c-homiel,BY-HO,2019,20-24,f,urban,13001
c-homiel,BY-HO,2019,20-24,f,urban,0
c-homiel,BY-HO,2019,20-24,m,urban,13024
c-homiel,BY-HO,2019,20-24,m,urban,0
c-homiel,BY-HO,2019,25-29,f,urban,17791
c-homiel,BY-HO,2019,25-29,f,urban,0
c-homiel,BY-HO,2019,25-29,m,urban,16442
c-homiel,BY-HO,2019,25-29,m,urban,0
c-homiel,BY-HO,2019,30-34,f,urban,23616
c-homiel,BY-HO,2019,30-34,f,urban,0
c-homiel,BY-HO,2019,30-34,m,urban,21043
c-homiel,BY-HO,2019,30-34,m,urban,0
c-homiel,BY-HO,2019,35-39,f,urban,22875
c-homiel,BY-HO,2019,35-39,f,urban,0
c-homiel,BY-HO,2019,35-39,m,urban,20377
c-homiel,BY-HO,2019,35-39,m,urban,0
c-homiel,BY-HO,2019,40-44,f,urban,20599
c-homiel,BY-HO,2019,40-44,f,urban,0
c-homiel,BY-HO,2019,40-44,m,urban,17917
c-homiel,BY-HO,2019,40-44,m,urban,0
c-homiel,BY-HO,2019,45-49,f,urban,19489
c-homiel,BY-HO,2019,45-49,f,urban,0
c-homiel,BY-HO,2019,45-49,m,urban,16522
c-homiel,BY-HO,2019,45-49,m,urban,0
c-homiel,BY-HO,2019,50-54,f,urban,19194
c-homiel,BY-HO,2019,50-54,f,urban,0
c-homiel,BY-HO,2019,50-54,m,urban,15620
c-homiel,BY-HO,2019,50-54,m,urban,0
c-homiel,BY-HO,2019,55-59,f,urban,19081
c-homiel,BY-HO,2019,55-59,f,urban,0
c-homiel,BY-HO,2019,55-59,m,urban,14029
c-homiel,BY-HO,2019,55-59,m,urban,0
c-homiel,BY-HO,2019,60-64,f,urban,21755
c-homiel,BY-HO,2019,60-64,f,urban,0
c-homiel,BY-HO,2019,60-64,m,urban,14887
c-homiel,BY-HO,2019,60-64,m,urban,0
c-homiel,BY-HO,2019,65-69,f,urban,17428
c-homiel,BY-HO,2019,65-69,f,urban,0
c-homiel,BY-HO,2019,65-69,m,urban,10860
c-homiel,BY-HO,2019,65-69,m,urban,0
c-homiel,BY-HO,2019,70-74,f,urban,11553
c-homiel,BY-HO,2019,70-74,f,urban,0
c-homiel,BY-HO,2019,70-74,m,urban,6370
c-homiel,BY-HO,2019,70-74,m,urban,0
c-homiel,BY-HO,2019,75-79,f,urban,7861
c-homiel,BY-HO,2019,75-79,f,urban,0
c-homiel,BY-HO,2019,75-79,m,urban,3043
c-homiel,BY-HO,2019,75-79,m,urban,0
c-homiel,BY-HO,2019,80 и старше,f,urban,13544
c-homiel,BY-HO,2019,80 и старше,f,urban,0
c-homiel,BY-HO,2019,Возраст не определен,f,urban,0
c-homiel,BY-HO,2019,80 и старше,m,urban,4136
c-homiel,BY-HO,2019,80 и старше,m,urban,0
c-homiel,BY-HO,2019,Возраст не определен,m,urban,0
r-akciabrski,BY-HO,2019,0-4,f,rural,190
r-akciabrski,BY-HO,2019,0-4,f,urban,175
r-akciabrski,BY-HO,2019,0-4,m,rural,172
r-akciabrski,BY-HO,2019,0-4,m,urban,249
r-akciabrski,BY-HO,2019,5-9,f,rural,178
r-akciabrski,BY-HO,2019,5-9,f,urban,223
r-akciabrski,BY-HO,2019,5-9,m,rural,149
r-akciabrski,BY-HO,2019,5-9,m,urban,248
r-akciabrski,BY-HO,2019,10-14,f,rural,179
r-akciabrski,BY-HO,2019,10-14,f,urban,217
r-akciabrski,BY-HO,2019,10-14,m,rural,210
r-akciabrski,BY-HO,2019,10-14,m,urban,209
r-akciabrski,BY-HO,2019,15-19,f,rural,134
r-akciabrski,BY-HO,2019,15-19,f,urban,174
r-akciabrski,BY-HO,2019,15-19,m,rural,138
r-akciabrski,BY-HO,2019,15-19,m,urban,237
r-akciabrski,BY-HO,2019,20-24,f,rural,135
r-akciabrski,BY-HO,2019,20-24,f,urban,122
r-akciabrski,BY-HO,2019,20-24,m,rural,166
r-akciabrski,BY-HO,2019,20-24,m,urban,152
r-akciabrski,BY-HO,2019,25-29,f,rural,125
r-akciabrski,BY-HO,2019,25-29,f,urban,201
r-akciabrski,BY-HO,2019,25-29,m,rural,222
r-akciabrski,BY-HO,2019,25-29,m,urban,204
r-akciabrski,BY-HO,2019,30-34,f,rural,156
r-akciabrski,BY-HO,2019,30-34,f,urban,274
r-akciabrski,BY-HO,2019,30-34,m,rural,190
r-akciabrski,BY-HO,2019,30-34,m,urban,255
r-akciabrski,BY-HO,2019,35-39,f,rural,166
r-akciabrski,BY-HO,2019,35-39,f,urban,251
r-akciabrski,BY-HO,2019,35-39,m,rural,182
r-akciabrski,BY-HO,2019,35-39,m,urban,244
r-akciabrski,BY-HO,2019,40-44,f,rural,210
r-akciabrski,BY-HO,2019,40-44,f,urban,240
r-akciabrski,BY-HO,2019,40-44,m,rural,191
r-akciabrski,BY-HO,2019,40-44,m,urban,222
r-akciabrski,BY-HO,2019,45-49,f,rural,246
r-akciabrski,BY-HO,2019,45-49,f,urban,284
r-akciabrski,BY-HO,2019,45-49,m,rural,252
r-akciabrski,BY-HO,2019,45-49,m,urban,225
r-akciabrski,BY-HO,2019,50-54,f,rural,250
r-akciabrski,BY-HO,2019,50-54,f,urban,293
r-akciabrski,BY-HO,2019,50-54,m,rural,298
r-akciabrski,BY-HO,2019,50-54,m,urban,213
r-akciabrski,BY-HO,2019,55-59,f,rural,316
r-akciabrski,BY-HO,2019,55-59,f,urban,366
r-akciabrski,BY-HO,2019,55-59,m,rural,347
r-akciabrski,BY-HO,2019,55-59,m,urban,293
r-akciabrski,BY-HO,2019,60-64,f,rural,307
r-akciabrski,BY-HO,2019,60-64,f,urban,377
r-akciabrski,BY-HO,2019,60-64,m,rural,306
r-akciabrski,BY-HO,2019,60-64,m,urban,286
r-akciabrski,BY-HO,2019,65-69,f,rural,250
r-akciabrski,BY-HO,2019,65-69,f,urban,313
r-akciabrski,BY-HO,2019,65-69,m,rural,195
r-akciabrski,BY-HO,2019,65-69,m,urban,204
r-akciabrski,BY-HO,2019,70-74,f,rural,152
r-akciabrski,BY-HO,2019,70-74,f,urban,148
r-akciabrski,BY-HO,2019,70-74,m,rural,97
r-akciabrski,BY-HO,2019,70-74,m,urban,102
r-akciabrski,BY-HO,2019,75-79,f,rural,157
r-akciabrski,BY-HO,2019,75-79,f,urban,73
r-akciabrski,BY-HO,2019,75-79,m,rural,52
r-akciabrski,BY-HO,2019,75-79,m,urban,42
r-akciabrski,BY-HO,2019,80 и старше,f,rural,424
r-akciabrski,BY-HO,2019,80 и старше,f,urban,165
r-akciabrski,BY-HO,2019,80 и старше,m,rural,113
r-akciabrski,BY-HO,2019,80 и старше,m,urban,61
r-brahinski,BY-HO,2019,0-4,f,rural,185
r-brahinski,BY-HO,2019,0-4,f,urban,201
r-brahinski,BY-HO,2019,0-4,m,rural,172
r-brahinski,BY-HO,2019,0-4,m,urban,235
r-brahinski,BY-HO,2019,5-9,f,rural,141
r-brahinski,BY-HO,2019,5-9,f,urban,224
r-brahinski,BY-HO,2019,5-9,m,rural,176
r-brahinski,BY-HO,2019,5-9,m,urban,219
r-brahinski,BY-HO,2019,10-14,f,rural,210
r-brahinski,BY-HO,2019,10-14,f,urban,253
r-brahinski,BY-HO,2019,10-14,m,rural,196
r-brahinski,BY-HO,2019,10-14,m,urban,274
r-brahinski,BY-HO,2019,15-19,f,rural,118
r-brahinski,BY-HO,2019,15-19,f,urban,173
r-brahinski,BY-HO,2019,15-19,m,rural,151
r-brahinski,BY-HO,2019,15-19,m,urban,186
r-brahinski,BY-HO,2019,20-24,f,rural,134
r-brahinski,BY-HO,2019,20-24,f,urban,239
r-brahinski,BY-HO,2019,20-24,m,rural,189
r-brahinski,BY-HO,2019,20-24,m,urban,237
r-brahinski,BY-HO,2019,25-29,f,rural,157
r-brahinski,BY-HO,2019,25-29,f,urban,217
r-brahinski,BY-HO,2019,25-29,m,rural,186
r-brahinski,BY-HO,2019,25-29,m,urban,237
r-brahinski,BY-HO,2019,30-34,f,rural,162
r-brahinski,BY-HO,2019,30-34,f,urban,243
r-brahinski,BY-HO,2019,30-34,m,rural,185
r-brahinski,BY-HO,2019,30-34,m,urban,178
r-brahinski,BY-HO,2019,35-39,f,rural,172
r-brahinski,BY-HO,2019,35-39,f,urban,251
r-brahinski,BY-HO,2019,35-39,m,rural,193
r-brahinski,BY-HO,2019,35-39,m,urban,198
r-brahinski,BY-HO,2019,40-44,f,rural,192
r-brahinski,BY-HO,2019,40-44,f,urban,346
r-brahinski,BY-HO,2019,40-44,m,rural,195
r-brahinski,BY-HO,2019,40-44,m,urban,262
r-brahinski,BY-HO,2019,45-49,f,rural,198
r-brahinski,BY-HO,2019,45-49,f,urban,283
r-brahinski,BY-HO,2019,45-49,m,rural,230
r-brahinski,BY-HO,2019,45-49,m,urban,262
r-brahinski,BY-HO,2019,50-54,f,rural,214
r-brahinski,BY-HO,2019,50-54,f,urban,184
r-brahinski,BY-HO,2019,50-54,m,rural,228
r-brahinski,BY-HO,2019,50-54,m,urban,160
r-brahinski,BY-HO,2019,55-59,f,rural,223
r-brahinski,BY-HO,2019,55-59,f,urban,155
r-brahinski,BY-HO,2019,55-59,m,rural,266
r-brahinski,BY-HO,2019,55-59,m,urban,154
r-brahinski,BY-HO,2019,60-64,f,rural,205
r-brahinski,BY-HO,2019,60-64,f,urban,164
r-brahinski,BY-HO,2019,60-64,m,rural,268
r-brahinski,BY-HO,2019,60-64,m,urban,126
r-brahinski,BY-HO,2019,65-69,f,rural,145
r-brahinski,BY-HO,2019,65-69,f,urban,195
r-brahinski,BY-HO,2019,65-69,m,rural,143
r-brahinski,BY-HO,2019,65-69,m,urban,114
r-brahinski,BY-HO,2019,70-74,f,rural,137
r-brahinski,BY-HO,2019,70-74,f,urban,106
r-brahinski,BY-HO,2019,70-74,m,rural,66
r-brahinski,BY-HO,2019,70-74,m,urban,55
r-brahinski,BY-HO,2019,75-79,f,rural,162
r-brahinski,BY-HO,2019,75-79,f,urban,78
r-brahinski,BY-HO,2019,75-79,m,rural,77
r-brahinski,BY-HO,2019,75-79,m,urban,32
r-brahinski,BY-HO,2019,80 и старше,f,rural,318
r-brahinski,BY-HO,2019,80 и старше,f,urban,124
r-brahinski,BY-HO,2019,80 и старше,m,rural,95
r-brahinski,BY-HO,2019,80 и старше,m,urban,43
r-buda-kashalouski,BY-HO,2019,0-4,f,rural,505
r-buda-kashalouski,BY-HO,2019,0-4,f,urban,327
r-buda-kashalouski,BY-HO,2019,0-4,m,rural,554
r-buda-kashalouski,BY-HO,2019,0-4,m,urban,386
r-buda-kashalouski,BY-HO,2019,5-9,f,rural,548
r-buda-kashalouski,BY-HO,2019,5-9,f,urban,338
r-buda-kashalouski,BY-HO,2019,5-9,m,rural,587
r-buda-kashalouski,BY-HO,2019,5-9,m,urban,365
r-buda-kashalouski,BY-HO,2019,10-14,f,rural,544
r-buda-kashalouski,BY-HO,2019,10-14,f,urban,341
r-buda-kashalouski,BY-HO,2019,10-14,m,rural,546
r-buda-kashalouski,BY-HO,2019,10-14,m,urban,371
r-buda-kashalouski,BY-HO,2019,15-19,f,rural,381
r-buda-kashalouski,BY-HO,2019,15-19,f,urban,229
r-buda-kashalouski,BY-HO,2019,15-19,m,rural,399
r-buda-kashalouski,BY-HO,2019,15-19,m,urban,507
r-buda-kashalouski,BY-HO,2019,20-24,f,rural,474
r-buda-kashalouski,BY-HO,2019,20-24,f,urban,265
r-buda-kashalouski,BY-HO,2019,20-24,m,rural,485
r-buda-kashalouski,BY-HO,2019,20-24,m,urban,300
r-buda-kashalouski,BY-HO,2019,25-29,f,rural,527
r-buda-kashalouski,BY-HO,2019,25-29,f,urban,346
r-buda-kashalouski,BY-HO,2019,25-29,m,rural,676
r-buda-kashalouski,BY-HO,2019,25-29,m,urban,337
r-buda-kashalouski,BY-HO,2019,30-34,f,rural,613
r-buda-kashalouski,BY-HO,2019,30-34,f,urban,421
r-buda-kashalouski,BY-HO,2019,30-34,m,rural,739
r-buda-kashalouski,BY-HO,2019,30-34,m,urban,434
r-buda-kashalouski,BY-HO,2019,35-39,f,rural,626
