territory_id,oblast,year,age_group,sex,locality,pop
r-krasnapolski,BY-MA,2019,15-19,f,urban,115
r-krasnapolski,BY-MA,2019,15-19,m,rural,88
r-krasnapolski,BY-MA,2019,15-19,m,urban,140
r-krasnapolski,BY-MA,2019,20-24,f,rural,76
r-krasnapolski,BY-MA,2019,20-24,f,urban,107
r-krasnapolski,BY-MA,2019,20-24,m,rural,131
r-krasnapolski,BY-MA,2019,20-24,m,urban,160
r-krasnapolski,BY-MA,2019,25-29,f,rural,72
r-krasnapolski,BY-MA,2019,25-29,f,urban,180
r-krasnapolski,BY-MA,2019,25-29,m,rural,103
r-krasnapolski,BY-MA,2019,25-29,m,urban,160
r-krasnapolski,BY-MA,2019,30-34,f,rural,65
r-krasnapolski,BY-MA,2019,30-34,f,urban,198
r-krasnapolski,BY-MA,2019,30-34,m,rural,102
r-krasnapolski,BY-MA,2019,30-34,m,urban,192
r-krasnapolski,BY-MA,2019,35-39,f,rural,95
r-krasnapolski,BY-MA,2019,35-39,f,urban,263
r-krasnapolski,BY-MA,2019,35-39,m,rural,113
r-krasnapolski,BY-MA,2019,35-39,m,urban,235
r-krasnapolski,BY-MA,2019,40-44,f,rural,132
r-krasnapolski,BY-MA,2019,40-44,f,urban,262
r-krasnapolski,BY-MA,2019,40-44,m,rural,141
r-krasnapolski,BY-MA,2019,40-44,m,urban,216
r-krasnapolski,BY-MA,2019,45-49,f,rural,178
r-krasnapolski,BY-MA,2019,45-49,f,urban,227
r-krasnapolski,BY-MA,2019,45-49,m,rural,190
r-krasnapolski,BY-MA,2019,45-49,m,urban,210
r-krasnapolski,BY-MA,2019,50-54,f,rural,157
r-krasnapolski,BY-MA,2019,50-54,f,urban,210
r-krasnapolski,BY-MA,2019,50-54,m,rural,195
r-krasnapolski,BY-MA,2019,50-54,m,urban,197
r-krasnapolski,BY-MA,2019,55-59,f,rural,142
r-krasnapolski,BY-MA,2019,55-59,f,urban,221
r-krasnapolski,BY-MA,2019,55-59,m,rural,162
r-krasnapolski,BY-MA,2019,55-59,m,urban,166
r-krasnapolski,BY-MA,2019,60-64,f,rural,126
r-krasnapolski,BY-MA,2019,60-64,f,urban,243
r-krasnapolski,BY-MA,2019,60-64,m,rural,133
r-krasnapolski,BY-MA,2019,60-64,m,urban,204
r-krasnapolski,BY-MA,2019,65-69,f,rural,86
r-krasnapolski,BY-MA,2019,65-69,f,urban,162
r-krasnapolski,BY-MA,2019,65-69,m,rural,88
r-krasnapolski,BY-MA,2019,65-69,m,urban,115
r-krasnapolski,BY-MA,2019,70-74,f,rural,91
r-krasnapolski,BY-MA,2019,70-74,f,urban,131
r-krasnapolski,BY-MA,2019,70-74,m,rural,41
r-krasnapolski,BY-MA,2019,70-74,m,urban,70
r-krasnapolski,BY-MA,2019,75-79,f,rural,113
r-krasnapolski,BY-MA,2019,75-79,f,urban,77
r-krasnapolski,BY-MA,2019,75-79,m,rural,36
r-krasnapolski,BY-MA,2019,75-79,m,urban,28
r-krasnapolski,BY-MA,2019,80 и старше,f,rural,163
r-krasnapolski,BY-MA,2019,80 и старше,f,urban,141
r-krasnapolski,BY-MA,2019,80 и старше,m,rural,54
r-krasnapolski,BY-MA,2019,80 и старше,m,urban,40
r-kruhlanski,BY-MA,2019,0-4,f,rural,141
r-kruhlanski,BY-MA,2019,0-4,f,urban,204
r-kruhlanski,BY-MA,2019,0-4,m,rural,113
r-kruhlanski,BY-MA,2019,0-4,m,urban,247
r-kruhlanski,BY-MA,2019,5-9,f,rural,128
r-kruhlanski,BY-MA,2019,5-9,f,urban,275
r-kruhlanski,BY-MA,2019,5-9,m,rural,129
r-kruhlanski,BY-MA,2019,5-9,m,urban,289
r-kruhlanski,BY-MA,2019,10-14,f,rural,141
r-kruhlanski,BY-MA,2019,10-14,f,urban,245
r-kruhlanski,BY-MA,2019,10-14,m,rural,139
r-kruhlanski,BY-MA,2019,10-14,m,urban,315
r-kruhlanski,BY-MA,2019,15-19,f,rural,95
r-kruhlanski,BY-MA,2019,15-19,f,urban,92
r-kruhlanski,BY-MA,2019,15-19,m,rural,88
r-kruhlanski,BY-MA,2019,15-19,m,urban,106
r-kruhlanski,BY-MA,2019,20-24,f,rural,108
r-kruhlanski,BY-MA,2019,20-24,f,urban,143
r-kruhlanski,BY-MA,2019,20-24,m,rural,125
r-kruhlanski,BY-MA,2019,20-24,m,urban,147
r-kruhlanski,BY-MA,2019,25-29,f,rural,129
r-kruhlanski,BY-MA,2019,25-29,f,urban,228
r-kruhlanski,BY-MA,2019,25-29,m,rural,213
r-kruhlanski,BY-MA,2019,25-29,m,urban,231
r-kruhlanski,BY-MA,2019,30-34,f,rural,140
r-kruhlanski,BY-MA,2019,30-34,f,urban,333
r-kruhlanski,BY-MA,2019,30-34,m,rural,200
r-kruhlanski,BY-MA,2019,30-34,m,urban,297
r-kruhlanski,BY-MA,2019,35-39,f,rural,143
r-kruhlanski,BY-MA,2019,35-39,f,urban,294
r-kruhlanski,BY-MA,2019,35-39,m,rural,187
r-kruhlanski,BY-MA,2019,35-39,m,urban,288
r-kruhlanski,BY-MA,2019,40-44,f,rural,190
r-kruhlanski,BY-MA,2019,40-44,f,urban,302
r-kruhlanski,BY-MA,2019,40-44,m,rural,202
r-kruhlanski,BY-MA,2019,40-44,m,urban,276
r-kruhlanski,BY-MA,2019,45-49,f,rural,258
r-kruhlanski,BY-MA,2019,45-49,f,urban,283
r-kruhlanski,BY-MA,2019,45-49,m,rural,251
r-kruhlanski,BY-MA,2019,45-49,m,urban,266
r-kruhlanski,BY-MA,2019,50-54,f,rural,290
r-kruhlanski,BY-MA,2019,50-54,f,urban,301
r-kruhlanski,BY-MA,2019,50-54,m,rural,294
r-kruhlanski,BY-MA,2019,50-54,m,urban,236
r-kruhlanski,BY-MA,2019,55-59,f,rural,297
r-kruhlanski,BY-MA,2019,55-59,f,urban,332
r-kruhlanski,BY-MA,2019,55-59,m,rural,311
r-kruhlanski,BY-MA,2019,55-59,m,urban,243
r-kruhlanski,BY-MA,2019,60-64,f,rural,274
r-kruhlanski,BY-MA,2019,60-64,f,urban,352
r-kruhlanski,BY-MA,2019,60-64,m,rural,283
r-kruhlanski,BY-MA,2019,60-64,m,urban,254
r-kruhlanski,BY-MA,2019,65-69,f,rural,195
r-kruhlanski,BY-MA,2019,65-69,f,urban,242
r-kruhlanski,BY-MA,2019,65-69,m,rural,188
r-kruhlanski,BY-MA,2019,65-69,m,urban,181
r-kruhlanski,BY-MA,2019,70-74,f,rural,139
r-kruhlanski,BY-MA,2019,70-74,f,urban,159
r-kruhlanski,BY-MA,2019,70-74,m,rural,91
r-kruhlanski,BY-MA,2019,70-74,m,urban,98
r-kruhlanski,BY-MA,2019,75-79,f,rural,151
r-kruhlanski,BY-MA,2019,75-79,f,urban,88
r-kruhlanski,BY-MA,2019,75-79,m,rural,61
r-kruhlanski,BY-MA,2019,75-79,m,urban,52
r-kruhlanski,BY-MA,2019,80 и старше,f,rural,366
r-kruhlanski,BY-MA,2019,80 и старше,f,urban,142
r-kruhlanski,BY-MA,2019,80 и старше,m,rural,81
r-kruhlanski,BY-MA,2019,80 и старше,m,urban,38
r-krychauski,BY-MA,2019,0-4,f,rural,110
r-krychauski,BY-MA,2019,0-4,f,urban,637
r-krychauski,BY-MA,2019,0-4,m,rural,95
r-krychauski,BY-MA,2019,0-4,m,urban,694
r-krychauski,BY-MA,2019,5-9,f,rural,132
r-krychauski,BY-MA,2019,5-9,f,urban,689
r-krychauski,BY-MA,2019,5-9,m,rural,124
r-krychauski,BY-MA,2019,5-9,m,urban,781
r-krychauski,BY-MA,2019,10-14,f,rural,124
r-krychauski,BY-MA,2019,10-14,f,urban,706
r-krychauski,BY-MA,2019,10-14,m,rural,157
r-krychauski,BY-MA,2019,10-14,m,urban,771
r-krychauski,BY-MA,2019,15-19,f,rural,118
r-krychauski,BY-MA,2019,15-19,f,urban,465
r-krychauski,BY-MA,2019,15-19,m,rural,102
r-krychauski,BY-MA,2019,15-19,m,urban,553
r-krychauski,BY-MA,2019,20-24,f,rural,89
r-krychauski,BY-MA,2019,20-24,f,urban,543
r-krychauski,BY-MA,2019,20-24,m,rural,130
r-krychauski,BY-MA,2019,20-24,m,urban,485
r-krychauski,BY-MA,2019,25-29,f,rural,89
r-krychauski,BY-MA,2019,25-29,f,urban,730
r-krychauski,BY-MA,2019,25-29,m,rural,119
r-krychauski,BY-MA,2019,25-29,m,urban,668
r-krychauski,BY-MA,2019,30-34,f,rural,120
r-krychauski,BY-MA,2019,30-34,f,urban,958
r-krychauski,BY-MA,2019,30-34,m,rural,160
r-krychauski,BY-MA,2019,30-34,m,urban,878
r-krychauski,BY-MA,2019,35-39,f,rural,134
r-krychauski,BY-MA,2019,35-39,f,urban,916
r-krychauski,BY-MA,2019,35-39,m,rural,151
r-krychauski,BY-MA,2019,35-39,m,urban,868
r-krychauski,BY-MA,2019,40-44,f,rural,171
r-krychauski,BY-MA,2019,40-44,f,urban,1056
r-krychauski,BY-MA,2019,40-44,m,rural,195
r-krychauski,BY-MA,2019,40-44,m,urban,865
r-krychauski,BY-MA,2019,45-49,f,rural,190
r-krychauski,BY-MA,2019,45-49,f,urban,961
r-krychauski,BY-MA,2019,45-49,m,rural,218
r-krychauski,BY-MA,2019,45-49,m,urban,971
r-krychauski,BY-MA,2019,50-54,f,rural,246
r-krychauski,BY-MA,2019,50-54,f,urban,955
r-krychauski,BY-MA,2019,50-54,m,rural,238
r-krychauski,BY-MA,2019,50-54,m,urban,786
r-krychauski,BY-MA,2019,55-59,f,rural,240
r-krychauski,BY-MA,2019,55-59,f,urban,1019
r-krychauski,BY-MA,2019,55-59,m,rural,284
r-krychauski,BY-MA,2019,55-59,m,urban,849
r-krychauski,BY-MA,2019,60-64,f,rural,265
r-krychauski,BY-MA,2019,60-64,f,urban,1022
r-krychauski,BY-MA,2019,60-64,m,rural,243
r-krychauski,BY-MA,2019,60-64,m,urban,772
r-krychauski,BY-MA,2019,65-69,f,rural,209
r-krychauski,BY-MA,2019,65-69,f,urban,868
r-krychauski,BY-MA,2019,65-69,m,rural,184
r-krychauski,BY-MA,2019,65-69,m,urban,542
r-krychauski,BY-MA,2019,70-74,f,rural,151
r-krychauski,BY-MA,2019,70-74,f,urban,560
r-krychauski,BY-MA,2019,70-74,m,rural,91
r-krychauski,BY-MA,2019,70-74,m,urban,329
r-krychauski,BY-MA,2019,75-79,f,rural,104
r-krychauski,BY-MA,2019,75-79,f,urban,417
r-krychauski,BY-MA,2019,75-79,m,rural,51
r-krychauski,BY-MA,2019,75-79,m,urban,138
r-krychauski,BY-MA,2019,80 и старше,f,rural,243
r-krychauski,BY-MA,2019,80 и старше,f,urban,795
r-krychauski,BY-MA,2019,80 и старше,m,rural,67
r-krychauski,BY-MA,2019,80 и старше,m,urban,247
r-mahilouski,BY-MA,2019,0-4,f,rural,1171
r-mahilouski,BY-MA,2019,0-4,m,rural,1237
r-mahilouski,BY-MA,2019,5-9,f,rural,1314
r-mahilouski,BY-MA,2019,5-9,m,rural,1429
r-mahilouski,BY-MA,2019,10-14,f,rural,1134
r-mahilouski,BY-MA,2019,10-14,m,rural,1192
r-mahilouski,BY-MA,2019,15-19,f,rural,873
r-mahilouski,BY-MA,2019,15-19,m,rural,1127
r-mahilouski,BY-MA,2019,20-24,f,rural,780
r-mahilouski,BY-MA,2019,20-24,m,rural,750
r-mahilouski,BY-MA,2019,25-29,f,rural,1118
r-mahilouski,BY-MA,2019,25-29,m,rural,1043
r-mahilouski,BY-MA,2019,30-34,f,rural,1598
r-mahilouski,BY-MA,2019,30-34,m,rural,1634
r-mahilouski,BY-MA,2019,35-39,f,rural,1667
r-mahilouski,BY-MA,2019,35-39,m,rural,1771
r-mahilouski,BY-MA,2019,40-44,f,rural,1347
r-mahilouski,BY-MA,2019,40-44,m,rural,1459
r-mahilouski,BY-MA,2019,45-49,f,rural,1282
r-mahilouski,BY-MA,2019,45-49,m,rural,1328
r-mahilouski,BY-MA,2019,50-54,f,rural,1353
r-mahilouski,BY-MA,2019,50-54,m,rural,1283
r-mahilouski,BY-MA,2019,55-59,f,rural,1772
r-mahilouski,BY-MA,2019,55-59,m,rural,1734
r-mahilouski,BY-MA,2019,60-64,f,rural,2134
r-mahilouski,BY-MA,2019,60-64,m,rural,1792
r-mahilouski,BY-MA,2019,65-69,f,rural,1492
r-mahilouski,BY-MA,2019,65-69,m,rural,1319
r-mahilouski,BY-MA,2019,70-74,f,rural,846
r-mahilouski,BY-MA,2019,70-74,m,rural,608
r-mahilouski,BY-MA,2019,75-79,f,rural,629
r-mahilouski,BY-MA,2019,75-79,m,rural,282
r-mahilouski,BY-MA,2019,80 и старше,f,rural,1470
r-mahilouski,BY-MA,2019,80 и старше,m,rural,436
r-mscislauski,BY-MA,2019,0-4,f,rural,208
r-mscislauski,BY-MA,2019,0-4,f,urban,277
r-mscislauski,BY-MA,2019,0-4,m,rural,185
r-mscislauski,BY-MA,2019,0-4,m,urban,253
r-mscislauski,BY-MA,2019,5-9,f,rural,202
r-mscislauski,BY-MA,2019,5-9,f,urban,310
r-mscislauski,BY-MA,2019,5-9,m,rural,180
r-mscislauski,BY-MA,2019,5-9,m,urban,320
r-mscislauski,BY-MA,2019,10-14,f,rural,231
r-mscislauski,BY-MA,2019,10-14,f,urban,319
r-mscislauski,BY-MA,2019,10-14,m,rural,266
r-mscislauski,BY-MA,2019,10-14,m,urban,331
r-mscislauski,BY-MA,2019,15-19,f,rural,153
r-mscislauski,BY-MA,2019,15-19,f,urban,184
r-mscislauski,BY-MA,2019,15-19,m,rural,157
r-mscislauski,BY-MA,2019,15-19,m,urban,316
r-mscislauski,BY-MA,2019,20-24,f,rural,185
r-mscislauski,BY-MA,2019,20-24,f,urban,222
r-mscislauski,BY-MA,2019,20-24,m,rural,184
r-mscislauski,BY-MA,2019,20-24,m,urban,206
r-mscislauski,BY-MA,2019,25-29,f,rural,191
r-mscislauski,BY-MA,2019,25-29,f,urban,300
r-mscislauski,BY-MA,2019,25-29,m,rural,253
r-mscislauski,BY-MA,2019,25-29,m,urban,286
r-mscislauski,BY-MA,2019,30-34,f,rural,236
r-mscislauski,BY-MA,2019,30-34,f,urban,375
r-mscislauski,BY-MA,2019,30-34,m,rural,318
r-mscislauski,BY-MA,2019,30-34,m,urban,415
r-mscislauski,BY-MA,2019,35-39,f,rural,270
r-mscislauski,BY-MA,2019,35-39,f,urban,407
r-mscislauski,BY-MA,2019,35-39,m,rural,270
r-mscislauski,BY-MA,2019,35-39,m,urban,367
r-mscislauski,BY-MA,2019,40-44,f,rural,293
r-mscislauski,BY-MA,2019,40-44,f,urban,412
r-mscislauski,BY-MA,2019,40-44,m,rural,305
r-mscislauski,BY-MA,2019,40-44,m,urban,357
r-mscislauski,BY-MA,2019,45-49,f,rural,427
r-mscislauski,BY-MA,2019,45-49,f,urban,431
r-mscislauski,BY-MA,2019,45-49,m,rural,394
r-mscislauski,BY-MA,2019,45-49,m,urban,363
r-mscislauski,BY-MA,2019,50-54,f,rural,486
r-mscislauski,BY-MA,2019,50-54,f,urban,398
r-mscislauski,BY-MA,2019,50-54,m,rural,475
r-mscislauski,BY-MA,2019,50-54,m,urban,335
r-mscislauski,BY-MA,2019,55-59,f,rural,488
r-mscislauski,BY-MA,2019,55-59,f,urban,471
r-mscislauski,BY-MA,2019,55-59,m,rural,545
r-mscislauski,BY-MA,2019,55-59,m,urban,394
r-mscislauski,BY-MA,2019,60-64,f,rural,474
r-mscislauski,BY-MA,2019,60-64,f,urban,459
r-mscislauski,BY-MA,2019,60-64,m,rural,469
r-mscislauski,BY-MA,2019,60-64,m,urban,348
r-mscislauski,BY-MA,2019,65-69,f,rural,340
r-mscislauski,BY-MA,2019,65-69,f,urban,302
r-mscislauski,BY-MA,2019,65-69,m,rural,278
r-mscislauski,BY-MA,2019,65-69,m,urban,215
r-mscislauski,BY-MA,2019,70-74,f,rural,228
r-mscislauski,BY-MA,2019,70-74,f,urban,198
r-mscislauski,BY-MA,2019,70-74,m,rural,137
r-mscislauski,BY-MA,2019,70-74,m,urban,116
r-mscislauski,BY-MA,2019,75-79,f,rural,261
r-mscislauski,BY-MA,2019,75-79,f,urban,134
r-mscislauski,BY-MA,2019,75-79,m,rural,97
r-mscislauski,BY-MA,2019,75-79,m,urban,71
r-mscislauski,BY-MA,2019,80 и старше,f,rural,501
r-mscislauski,BY-MA,2019,80 и старше,f,urban,253
r-mscislauski,BY-MA,2019,80 и старше,m,rural,164
r-mscislauski,BY-MA,2019,80 и старше,m,urban,80
r-shklouski,BY-MA,2019,0-4,f,rural,272
r-shklouski,BY-MA,2019,0-4,f,urban,425
r-shklouski,BY-MA,2019,0-4,m,rural,271
r-shklouski,BY-MA,2019,0-4,m,urban,486
r-shklouski,BY-MA,2019,5-9,f,rural,242
r-shklouski,BY-MA,2019,5-9,f,urban,479
r-shklouski,BY-MA,2019,5-9,m,rural,250
r-shklouski,BY-MA,2019,5-9,m,urban,507
r-shklouski,BY-MA,2019,10-14,f,rural,255
r-shklouski,BY-MA,2019,10-14,f,urban,427
r-shklouski,BY-MA,2019,10-14,m,rural,245
r-shklouski,BY-MA,2019,10-14,m,urban,429
r-shklouski,BY-MA,2019,15-19,f,rural,149
r-shklouski,BY-MA,2019,15-19,f,urban,216
r-shklouski,BY-MA,2019,15-19,m,rural,142
r-shklouski,BY-MA,2019,15-19,m,urban,278
r-shklouski,BY-MA,2019,20-24,f,rural,226
r-shklouski,BY-MA,2019,20-24,f,urban,347
r-shklouski,BY-MA,2019,20-24,m,rural,225
r-shklouski,BY-MA,2019,20-24,m,urban,487
r-shklouski,BY-MA,2019,25-29,f,rural,287
r-shklouski,BY-MA,2019,25-29,f,urban,466
r-shklouski,BY-MA,2019,25-29,m,rural,329
r-shklouski,BY-MA,2019,25-29,m,urban,765
r-shklouski,BY-MA,2019,30-34,f,rural,284
r-shklouski,BY-MA,2019,30-34,f,urban,653
r-shklouski,BY-MA,2019,30-34,m,rural,338
r-shklouski,BY-MA,2019,30-34,m,urban,827
r-shklouski,BY-MA,2019,35-39,f,rural,275
r-shklouski,BY-MA,2019,35-39,f,urban,563
r-shklouski,BY-MA,2019,35-39,m,rural,290
r-shklouski,BY-MA,2019,35-39,m,urban,708
r-shklouski,BY-MA,2019,40-44,f,rural,324
r-shklouski,BY-MA,2019,40-44,f,urban,556
r-shklouski,BY-MA,2019,40-44,m,rural,316
r-shklouski,BY-MA,2019,40-44,m,urban,636
r-shklouski,BY-MA,2019,45-49,f,rural,392
r-shklouski,BY-MA,2019,45-49,f,urban,542
r-shklouski,BY-MA,2019,45-49,m,rural,359
r-shklouski,BY-MA,2019,45-49,m,urban,573
r-shklouski,BY-MA,2019,50-54,f,rural,460
r-shklouski,BY-MA,2019,50-54,f,urban,517
r-shklouski,BY-MA,2019,50-54,m,rural,471
r-shklouski,BY-MA,2019,50-54,m,urban,492
r-shklouski,BY-MA,2019,55-59,f,rural,495
r-shklouski,BY-MA,2019,55-59,f,urban,559
r-shklouski,BY-MA,2019,55-59,m,rural,509
r-shklouski,BY-MA,2019,55-59,m,urban,472
r-shklouski,BY-MA,2019,60-64,f,rural,528
r-shklouski,BY-MA,2019,60-64,f,urban,582
r-shklouski,BY-MA,2019,60-64,m,rural,446
r-shklouski,BY-MA,2019,60-64,m,urban,479
r-shklouski,BY-MA,2019,65-69,f,rural,418
r-shklouski,BY-MA,2019,65-69,f,urban,461
r-shklouski,BY-MA,2019,65-69,m,rural,391
r-shklouski,BY-MA,2019,65-69,m,urban,304
r-shklouski,BY-MA,2019,70-74,f,rural,255
r-shklouski,BY-MA,2019,70-74,f,urban,290
r-shklouski,BY-MA,2019,70-74,m,rural,165
r-shklouski,BY-MA,2019,70-74,m,urban,206
r-shklouski,BY-MA,2019,75-79,f,rural,263
r-shklouski,BY-MA,2019,75-79,f,urban,204
r-shklouski,BY-MA,2019,75-79,m,rural,108
r-shklouski,BY-MA,2019,75-79,m,urban,83
r-shklouski,BY-MA,2019,80 и старше,f,rural,547
r-shklouski,BY-MA,2019,80 и старше,f,urban,324
r-shklouski,BY-MA,2019,80 и старше,m,rural,152
r-shklouski,BY-MA,2019,80 и старше,m,urban,72
r-slauharadski,BY-MA,2019,0-4,f,rural,117
r-slauharadski,BY-MA,2019,0-4,f,urban,286
r-slauharadski,BY-MA,2019,0-4,m,rural,122
r-slauharadski,BY-MA,2019,0-4,m,urban,249
r-slauharadski,BY-MA,2019,5-9,f,rural,120
r-slauharadski,BY-MA,2019,5-9,f,urban,274
r-slauharadski,BY-MA,2019,5-9,m,rural,109
r-slauharadski,BY-MA,2019,5-9,m,urban,309
r-slauharadski,BY-MA,2019,10-14,f,rural,178
r-slauharadski,BY-MA,2019,10-14,f,urban,291
r-slauharadski,BY-MA,2019,10-14,m,rural,144
r-slauharadski,BY-MA,2019,10-14,m,urban,295
r-slauharadski,BY-MA,2019,15-19,f,rural,104
r-slauharadski,BY-MA,2019,15-19,f,urban,163
r-slauharadski,BY-MA,2019,15-19,m,rural,111
r-slauharadski,BY-MA,2019,15-19,m,urban,179
r-slauharadski,BY-MA,2019,20-24,f,rural,81
r-slauharadski,BY-MA,2019,20-24,f,urban,192
r-slauharadski,BY-MA,2019,20-24,m,rural,110
r-slauharadski,BY-MA,2019,20-24,m,urban,181
r-slauharadski,BY-MA,2019,25-29,f,rural,81
r-slauharadski,BY-MA,2019,25-29,f,urban,280
r-slauharadski,BY-MA,2019,25-29,m,rural,118
r-slauharadski,BY-MA,2019,25-29,m,urban,244
r-slauharadski,BY-MA,2019,30-34,f,rural,152
r-slauharadski,BY-MA,2019,30-34,f,urban,306
r-slauharadski,BY-MA,2019,30-34,m,rural,152
r-slauharadski,BY-MA,2019,30-34,m,urban,280
r-slauharadski,BY-MA,2019,35-39,f,rural,108
r-slauharadski,BY-MA,2019,35-39,f,urban,297
r-slauharadski,BY-MA,2019,35-39,m,rural,150
r-slauharadski,BY-MA,2019,35-39,m,urban,233
r-slauharadski,BY-MA,2019,40-44,f,rural,174
r-slauharadski,BY-MA,2019,40-44,f,urban,323
r-slauharadski,BY-MA,2019,40-44,m,rural,159
r-slauharadski,BY-MA,2019,40-44,m,urban,262
r-slauharadski,BY-MA,2019,45-49,f,rural,209
r-slauharadski,BY-MA,2019,45-49,f,urban,340
r-slauharadski,BY-MA,2019,45-49,m,rural,222
r-slauharadski,BY-MA,2019,45-49,m,urban,298
r-slauharadski,BY-MA,2019,50-54,f,rural,228
r-slauharadski,BY-MA,2019,50-54,f,urban,275
r-slauharadski,BY-MA,2019,50-54,m,rural,230
r-slauharadski,BY-MA,2019,50-54,m,urban,249
r-slauharadski,BY-MA,2019,55-59,f,rural,261
r-slauharadski,BY-MA,2019,55-59,f,urban,287
r-slauharadski,BY-MA,2019,55-59,m,rural,282
r-slauharadski,BY-MA,2019,55-59,m,urban,251
r-slauharadski,BY-MA,2019,60-64,f,rural,221
r-slauharadski,BY-MA,2019,60-64,f,urban,300
r-slauharadski,BY-MA,2019,60-64,m,rural,215
r-slauharadski,BY-MA,2019,60-64,m,urban,222
r-slauharadski,BY-MA,2019,65-69,f,rural,174
r-slauharadski,BY-MA,2019,65-69,f,urban,214
r-slauharadski,BY-MA,2019,65-69,m,rural,142
r-slauharadski,BY-MA,2019,65-69,m,urban,160
r-slauharadski,BY-MA,2019,70-74,f,rural,106
r-slauharadski,BY-MA,2019,70-74,f,urban,151
r-slauharadski,BY-MA,2019,70-74,m,rural,86
r-slauharadski,BY-MA,2019,70-74,m,urban,87
r-slauharadski,BY-MA,2019,75-79,f,rural,127
r-slauharadski,BY-MA,2019,75-79,f,urban,99
r-slauharadski,BY-MA,2019,75-79,m,rural,44
r-slauharadski,BY-MA,2019,75-79,m,urban,46
r-slauharadski,BY-MA,2019,80 и старше,f,rural,310
r-slauharadski,BY-MA,2019,80 и старше,f,urban,189
r-slauharadski,BY-MA,2019,80 и старше,m,rural,92
r-slauharadski,BY-MA,2019,80 и старше,m,urban,52
BY-MI,BY-MI,2019,0-4,f,rural,16881
BY-MI,BY-MI,2019,0-4,f,urban,23599
BY-MI,BY-MI,2019,0-4,m,rural,17960
BY-MI,BY-MI,2019,0-4,m,urban,24978
BY-MI,BY-MI,2019,5-9,f,rural,17928
BY-MI,BY-MI,2019,5-9,f,urban,25486
BY-MI,BY-MI,2019,5-9,m,rural,19349
BY-MI,BY-MI,2019,5-9,m,urban,26640
BY-MI,BY-MI,2019,10-14,f,rural,16508
BY-MI,BY-MI,2019,10-14,f,urban,22488
BY-MI,BY-MI,2019,10-14,m,rural,17386
BY-MI,BY-MI,2019,10-14,m,urban,23510
BY-MI,BY-MI,2019,15-19,f,rural,13492
BY-MI,BY-MI,2019,15-19,f,urban,18729
BY-MI,BY-MI,2019,15-19,m,rural,13721
BY-MI,BY-MI,2019,15-19,m,urban,20476
BY-MI,BY-MI,2019,20-24,f,rural,13452
BY-MI,BY-MI,2019,20-24,f,urban,19196
BY-MI,BY-MI,2019,20-24,m,rural,13859
BY-MI,BY-MI,2019,20-24,m,urban,21828
BY-MI,BY-MI,2019,25-29,f,rural,18562
BY-MI,BY-MI,2019,25-29,f,urban,28684
BY-MI,BY-MI,2019,25-29,m,rural,19350
BY-MI,BY-MI,2019,25-29,m,urban,27884
BY-MI,BY-MI,2019,30-34,f,rural,24924
BY-MI,BY-MI,2019,30-34,f,urban,34649
BY-MI,BY-MI,2019,30-34,m,rural,26666
BY-MI,BY-MI,2019,30-34,m,urban,34809
BY-MI,BY-MI,2019,35-39,f,rural,24485
BY-MI,BY-MI,2019,35-39,f,urban,32842
BY-MI,BY-MI,2019,35-39,m,rural,26162
BY-MI,BY-MI,2019,35-39,m,urban,31497
BY-MI,BY-MI,2019,40-44,f,rural,22256
BY-MI,BY-MI,2019,40-44,f,urban,29590
BY-MI,BY-MI,2019,40-44,m,rural,23022
BY-MI,BY-MI,2019,40-44,m,urban,27341
BY-MI,BY-MI,2019,45-49,f,rural,22428
BY-MI,BY-MI,2019,45-49,f,urban,29299
BY-MI,BY-MI,2019,45-49,m,rural,23178
BY-MI,BY-MI,2019,45-49,m,urban,25213
BY-MI,BY-MI,2019,50-54,f,rural,23310
BY-MI,BY-MI,2019,50-54,f,urban,30388
BY-MI,BY-MI,2019,50-54,m,rural,23670
BY-MI,BY-MI,2019,50-54,m,urban,24368
BY-MI,BY-MI,2019,55-59,f,rural,27548
BY-MI,BY-MI,2019,55-59,f,urban,36097
BY-MI,BY-MI,2019,55-59,m,rural,26733
BY-MI,BY-MI,2019,55-59,m,urban,28292
BY-MI,BY-MI,2019,60-64,f,rural,27298
BY-MI,BY-MI,2019,60-64,f,urban,33027
BY-MI,BY-MI,2019,60-64,m,rural,24327
BY-MI,BY-MI,2019,60-64,m,urban,22993
BY-MI,BY-MI,2019,65-69,f,rural,20640
BY-MI,BY-MI,2019,65-69,f,urban,24893
BY-MI,BY-MI,2019,65-69,m,rural,15459
BY-MI,BY-MI,2019,65-69,m,urban,15134
BY-MI,BY-MI,2019,70-74,f,rural,15142
BY-MI,BY-MI,2019,70-74,f,urban,17279
BY-MI,BY-MI,2019,70-74,m,rural,9273
BY-MI,BY-MI,2019,70-74,m,urban,9233
BY-MI,BY-MI,2019,75-79,f,rural,14417
BY-MI,BY-MI,2019,75-79,f,urban,11953
BY-MI,BY-MI,2019,75-79,m,rural,5512
BY-MI,BY-MI,2019,75-79,m,urban,5006
BY-MI,BY-MI,2019,80 и старше,f,rural,28523
BY-MI,BY-MI,2019,Возраст не определен,f,rural,0
BY-MI,BY-MI,2019,80 и старше,f,urban,17407
BY-MI,BY-MI,2019,Возраст не определен,f,urban,0
BY-MI,BY-MI,2019,80 и старше,m,rural,7580
