country,year,age,birth_order,asfr_period
Belarus,1986,40,3,0.00231
Belarus,1986,40,4,0.00144
Belarus,1986,40,5p,0.00269
Belarus,1986,40,total,0.01016
Belarus,1986,50,1,0.0
Belarus,1986,50,2,0.0
Belarus,1986,50,3,0.0
Belarus,1986,50,4,0.0
Belarus,1986,50,5p,0.0
Belarus,1986,50,total,0.0
Belarus,1986,55+,1,0.0
Belarus,1986,55+,2,0.0
Belarus,1986,55+,3,0.0
Belarus,1986,55+,4,0.0
Belarus,1986,55+,5p,0.0
Belarus,1986,55+,total,0.0
Belarus,1987,12-,1,0.0
Belarus,1987,12-,2,0.0
Belarus,1987,12-,3,0.0
Belarus,1987,12-,4,0.0
Belarus,1987,12-,5p,0.0
Belarus,1987,12-,total,0.0
Belarus,1987,20,1,0.14952
Belarus,1987,20,2,0.02274
Belarus,1987,20,3,0.00138
Belarus,1987,20,4,0.0
Belarus,1987,20,5p,0.0
Belarus,1987,20,total,0.17364
Belarus,1987,30,1,0.01333
Belarus,1987,30,2,0.04
Belarus,1987,30,3,0.01396
Belarus,1987,30,4,0.0035
Belarus,1987,30,5p,0.00277
Belarus,1987,30,total,0.07355
Belarus,1987,40,1,0.00145
Belarus,1987,40,2,0.00215
Belarus,1987,40,3,0.00177
Belarus,1987,40,4,0.00114
Belarus,1987,40,5p,0.00219
Belarus,1987,40,total,0.0087
Belarus,1987,50,1,0.0
Belarus,1987,50,2,0.0
Belarus,1987,50,3,0.0
Belarus,1987,50,4,0.0
Belarus,1987,50,5p,0.0
Belarus,1987,50,total,0.0
Belarus,1987,55+,1,0.0
Belarus,1987,55+,2,0.0
Belarus,1987,55+,3,0.0
Belarus,1987,55+,4,0.0
Belarus,1987,55+,5p,0.0
Belarus,1987,55+,total,0.0
Belarus,1988,12-,1,0.0
Belarus,1988,12-,2,0.0
Belarus,1988,12-,3,0.0
Belarus,1988,12-,4,0.0
Belarus,1988,12-,5p,0.0
Belarus,1988,12-,total,0.0
Belarus,1988,20,1,0.15259
Belarus,1988,20,2,0.02316
Belarus,1988,20,3,0.00139
Belarus,1988,20,4,0.00012
Belarus,1988,20,5p,0.0
Belarus,1988,20,total,0.17726
Belarus,1988,30,1,0.01421
Belarus,1988,30,2,0.04289
Belarus,1988,30,3,0.01322
Belarus,1988,30,4,0.00368
Belarus,1988,30,5p,0.0027
Belarus,1988,30,total,0.07671
Belarus,1988,40,1,0.00138
Belarus,1988,40,2,0.00191
Belarus,1988,40,3,0.00184
Belarus,1988,40,4,0.00113
Belarus,1988,40,5p,0.002
Belarus,1988,40,total,0.00826
Belarus,1988,50,1,1e-05
Belarus,1988,50,2,1e-05
Belarus,1988,50,3,0.0
Belarus,1988,50,4,0.0
Belarus,1988,50,5p,0.0
Belarus,1988,50,total,2e-05
Belarus,1988,55+,1,0.0
Belarus,1988,55+,2,4e-05
Belarus,1988,55+,3,0.0
Belarus,1988,55+,4,0.0
Belarus,1988,55+,5p,0.0
Belarus,1988,55+,total,4e-05
Belarus,1989,12-,1,0.0
Belarus,1989,12-,2,0.0
Belarus,1989,12-,3,0.0
Belarus,1989,12-,4,0.0
Belarus,1989,12-,5p,0.0
Belarus,1989,12-,total,0.0
Belarus,1989,20,1,0.15357
Belarus,1989,20,2,0.02401
Belarus,1989,20,3,0.00126
Belarus,1989,20,4,3e-05
Belarus,1989,20,5p,0.0
Belarus,1989,20,total,0.17887
Belarus,1989,30,1,0.01443
Belarus,1989,30,2,0.03806
Belarus,1989,30,3,0.01154
Belarus,1989,30,4,0.00326
Belarus,1989,30,5p,0.00242
Belarus,1989,30,total,0.06971
Belarus,1989,40,1,0.00147
Belarus,1989,40,2,0.0015
Belarus,1989,40,3,0.00177
Belarus,1989,40,4,0.00106
Belarus,1989,40,5p,0.00174
Belarus,1989,40,total,0.00753
Belarus,1989,50,1,0.0
Belarus,1989,50,2,0.0
Belarus,1989,50,3,0.0
Belarus,1989,50,4,0.0
Belarus,1989,50,5p,0.0
Belarus,1989,50,total,0.0
Belarus,1989,55+,1,0.0
Belarus,1989,55+,2,0.0
Belarus,1989,55+,3,0.0
Belarus,1989,55+,4,0.0
Belarus,1989,55+,5p,0.0
Belarus,1989,55+,total,0.0
Belarus,1990,12-,1,0.0
Belarus,1990,12-,2,0.0
Belarus,1990,12-,3,0.0
Belarus,1990,12-,4,0.0
Belarus,1990,12-,5p,0.0
Belarus,1990,12-,total,0.0
Belarus,1990,20,1,0.15686
Belarus,1990,20,2,0.02241
Belarus,1990,20,3,0.00124
Belarus,1990,20,4,7e-05
Belarus,1990,20,5p,1e-05
Belarus,1990,20,total,0.1806
Belarus,1990,30,1,0.01371
Belarus,1990,30,2,0.03269
Belarus,1990,30,3,0.01015
Belarus,1990,30,4,0.00295
Belarus,1990,30,5p,0.00226
Belarus,1990,30,total,0.06174
Belarus,1990,40,1,0.00145
Belarus,1990,40,2,0.00167
Belarus,1990,40,3,0.00112
Belarus,1990,40,4,0.00071
Belarus,1990,40,5p,0.00139
Belarus,1990,40,total,0.00634
Belarus,1990,50,1,0.0
Belarus,1990,50,2,0.0
Belarus,1990,50,3,0.0
Belarus,1990,50,4,0.0
Belarus,1990,50,5p,0.0
Belarus,1990,50,total,0.0
Belarus,1990,55+,1,0.0
Belarus,1990,55+,2,0.0
Belarus,1990,55+,3,2e-05
Belarus,1990,55+,4,0.0
Belarus,1990,55+,5p,0.0
Belarus,1990,55+,total,2e-05
Belarus,1991,12-,1,0.0
Belarus,1991,12-,2,0.0
Belarus,1991,12-,3,0.0
Belarus,1991,12-,4,0.0
Belarus,1991,12-,5p,0.0
Belarus,1991,12-,total,0.0
Belarus,1991,20,1,0.13803
Belarus,1991,20,2,0.01778
Belarus,1991,20,3,0.00121
Belarus,1991,20,4,0.0
Belarus,1991,20,5p,0.0
Belarus,1991,20,total,0.15701
Belarus,1991,30,1,0.01337
Belarus,1991,30,2,0.02808
Belarus,1991,30,3,0.00917
Belarus,1991,30,4,0.00271
Belarus,1991,30,5p,0.0022
Belarus,1991,30,total,0.05554
Belarus,1991,40,1,0.00143
Belarus,1991,40,2,0.00164
Belarus,1991,40,3,0.00119
Belarus,1991,40,4,0.00074
Belarus,1991,40,5p,0.0011
Belarus,1991,40,total,0.0061
Belarus,1991,50,1,0.0
Belarus,1991,50,2,0.0
Belarus,1991,50,3,0.0
Belarus,1991,50,4,0.0
Belarus,1991,50,5p,0.0
Belarus,1991,50,total,0.0
Belarus,1991,55+,1,0.0
Belarus,1991,55+,2,0.0
Belarus,1991,55+,3,0.0
Belarus,1991,55+,4,0.0
Belarus,1991,55+,5p,0.0
Belarus,1991,55+,total,0.0
Belarus,1992,12-,1,0.0
Belarus,1992,12-,2,0.0
Belarus,1992,12-,3,0.0
Belarus,1992,12-,4,0.0
Belarus,1992,12-,5p,0.0
Belarus,1992,12-,total,0.0
Belarus,1992,20,1,0.1352
Belarus,1992,20,2,0.01912
Belarus,1992,20,3,0.00124
Belarus,1992,20,4,5e-05
Belarus,1992,20,5p,0.0
Belarus,1992,20,total,0.15561
Belarus,1992,30,1,0.01269
Belarus,1992,30,2,0.02662
Belarus,1992,30,3,0.0087
Belarus,1992,30,4,0.0027
Belarus,1992,30,5p,0.00205
Belarus,1992,30,total,0.05275
Belarus,1992,40,1,0.00116
Belarus,1992,40,2,0.00134
Belarus,1992,40,3,0.00141
Belarus,1992,40,4,0.00063
Belarus,1992,40,5p,0.00108
Belarus,1992,40,total,0.00562
Belarus,1992,50,1,0.0
Belarus,1992,50,2,0.0
Belarus,1992,50,3,0.0
Belarus,1992,50,4,0.0
Belarus,1992,50,5p,0.0
Belarus,1992,50,total,0.0
Belarus,1992,55+,1,0.0
Belarus,1992,55+,2,0.0
Belarus,1992,55+,3,0.0
Belarus,1992,55+,4,0.0
Belarus,1992,55+,5p,0.0
Belarus,1992,55+,total,0.0
Belarus,1993,12-,1,0.0
Belarus,1993,12-,2,0.0
Belarus,1993,12-,3,0.0
Belarus,1993,12-,4,0.0
Belarus,1993,12-,5p,0.0
Belarus,1993,12-,total,0.0
Belarus,1993,20,1,0.12254
Belarus,1993,20,2,0.01768
Belarus,1993,20,3,0.00117
Belarus,1993,20,4,0.00011
Belarus,1993,20,5p,0.0
Belarus,1993,20,total,0.1415
Belarus,1993,30,1,0.01185
Belarus,1993,30,2,0.02584
Belarus,1993,30,3,0.00792
Belarus,1993,30,4,0.00255
Belarus,1993,30,5p,0.00186
Belarus,1993,30,total,0.05002
Belarus,1993,40,1,0.00113
Belarus,1993,40,2,0.0011
Belarus,1993,40,3,0.00115
Belarus,1993,40,4,0.00056
Belarus,1993,40,5p,0.00103
Belarus,1993,40,total,0.00497
Belarus,1993,50,1,0.0
Belarus,1993,50,2,0.0
Belarus,1993,50,3,0.0
Belarus,1993,50,4,0.0
Belarus,1993,50,5p,0.0
Belarus,1993,50,total,0.0
Belarus,1993,55+,1,0.0
Belarus,1993,55+,2,0.0
Belarus,1993,55+,3,0.0
Belarus,1993,55+,4,0.0
Belarus,1993,55+,5p,0.0
Belarus,1993,55+,total,0.0
Belarus,1994,12-,1,0.0
Belarus,1994,12-,2,0.0
Belarus,1994,12-,3,0.0
Belarus,1994,12-,4,0.0
Belarus,1994,12-,5p,0.0
Belarus,1994,12-,total,0.0
Belarus,1994,20,1,0.11794
Belarus,1994,20,2,0.0152
Belarus,1994,20,3,0.00091
Belarus,1994,20,4,7e-05
Belarus,1994,20,5p,0.0
Belarus,1994,20,total,0.13414
Belarus,1994,30,1,0.01101
Belarus,1994,30,2,0.02462
Belarus,1994,30,3,0.00735
Belarus,1994,30,4,0.00228
Belarus,1994,30,5p,0.00173
Belarus,1994,30,total,0.04698
Belarus,1994,40,1,0.00099
Belarus,1994,40,2,0.00138
Belarus,1994,40,3,0.00092
Belarus,1994,40,4,0.00053
Belarus,1994,40,5p,0.00104
Belarus,1994,40,total,0.00485
Belarus,1994,50,1,0.0
Belarus,1994,50,2,0.0
Belarus,1994,50,3,0.0
Belarus,1994,50,4,0.0
Belarus,1994,50,5p,0.0
Belarus,1994,50,total,0.0
Belarus,1994,55+,1,0.0
Belarus,1994,55+,2,0.0
Belarus,1994,55+,3,0.0
Belarus,1994,55+,4,0.0
Belarus,1994,55+,5p,0.0
Belarus,1994,55+,total,0.0
Belarus,1995,12-,1,0.0
Belarus,1995,12-,2,0.0
Belarus,1995,12-,3,0.0
Belarus,1995,12-,4,0.0
Belarus,1995,12-,5p,0.0
Belarus,1995,12-,total,0.0
Belarus,1995,20,1,0.10647
Belarus,1995,20,2,0.01282
Belarus,1995,20,3,0.00088
Belarus,1995,20,4,7e-05
Belarus,1995,20,5p,0.0
Belarus,1995,20,total,0.12024
Belarus,1995,30,1,0.01062
Belarus,1995,30,2,0.02311
Belarus,1995,30,3,0.00634
Belarus,1995,30,4,0.00192
Belarus,1995,30,5p,0.00157
Belarus,1995,30,total,0.04357
Belarus,1995,40,1,0.001
Belarus,1995,40,2,0.00103
Belarus,1995,40,3,0.0009
Belarus,1995,40,4,0.00054
Belarus,1995,40,5p,0.00094
Belarus,1995,40,total,0.0044
Belarus,1995,50,1,0.0
Belarus,1995,50,2,0.0
Belarus,1995,50,3,0.0
Belarus,1995,50,4,0.0
Belarus,1995,50,5p,0.0
Belarus,1995,50,total,0.0
Belarus,1995,55+,1,0.0
Belarus,1995,55+,2,0.0
Belarus,1995,55+,3,0.0
Belarus,1995,55+,4,0.0
Belarus,1995,55+,5p,0.0
Belarus,1995,55+,total,0.0
Belarus,1996,12-,1,0.0
Belarus,1996,12-,2,0.0
Belarus,1996,12-,3,0.0
Belarus,1996,12-,4,0.0
Belarus,1996,12-,5p,0.0
Belarus,1996,12-,total,0.0
Belarus,1996,20,1,0.09916
Belarus,1996,20,2,0.01163
Belarus,1996,20,3,0.00119
Belarus,1996,20,4,0.00011
Belarus,1996,20,5p,0.0
Belarus,1996,20,total,0.11209
Belarus,1996,30,1,0.01098
Belarus,1996,30,2,0.02168
Belarus,1996,30,3,0.00588
Belarus,1996,30,4,0.0019
Belarus,1996,30,5p,0.00153
Belarus,1996,30,total,0.04198
Belarus,1996,40,1,0.00099
Belarus,1996,40,2,0.00106
Belarus,1996,40,3,0.00091
Belarus,1996,40,4,0.00048
Belarus,1996,40,5p,0.00076
Belarus,1996,40,total,0.0042
Belarus,1996,50,1,0.0
Belarus,1996,50,2,0.0
Belarus,1996,50,3,0.0
Belarus,1996,50,4,0.0
Belarus,1996,50,5p,0.0
Belarus,1996,50,total,0.0
Belarus,1996,55+,1,0.0
Belarus,1996,55+,2,0.0
Belarus,1996,55+,3,0.0
Belarus,1996,55+,4,0.0
Belarus,1996,55+,5p,0.0
Belarus,1996,55+,total,0.0
Belarus,1997,12-,1,0.0
Belarus,1997,12-,2,0.0
Belarus,1997,12-,3,0.0
Belarus,1997,12-,4,0.0
Belarus,1997,12-,5p,0.0
Belarus,1997,12-,total,0.0
Belarus,1997,20,1,0.09508
Belarus,1997,20,2,0.01284
Belarus,1997,20,3,0.00097
Belarus,1997,20,4,0.00012
Belarus,1997,20,5p,1e-05
Belarus,1997,20,total,0.10902
Belarus,1997,30,1,0.00967
Belarus,1997,30,2,0.02206
Belarus,1997,30,3,0.00632
Belarus,1997,30,4,0.00182
Belarus,1997,30,5p,0.00158
Belarus,1997,30,total,0.04144
Belarus,1997,40,1,0.00094
Belarus,1997,40,2,0.00075
Belarus,1997,40,3,0.00089
Belarus,1997,40,4,0.00047
Belarus,1997,40,5p,0.00084
Belarus,1997,40,total,0.00389
Belarus,1997,50,1,0.0
Belarus,1997,50,2,0.0
Belarus,1997,50,3,0.0
Belarus,1997,50,4,0.0
Belarus,1997,50,5p,0.0
Belarus,1997,50,total,0.0
Belarus,1997,55+,1,0.0
Belarus,1997,55+,2,0.0
Belarus,1997,55+,3,0.0
Belarus,1997,55+,4,0.0
Belarus,1997,55+,5p,0.0
Belarus,1997,55+,total,0.0
Belarus,1998,12-,1,0.0
Belarus,1998,12-,2,0.0
Belarus,1998,12-,3,0.0
Belarus,1998,12-,4,0.0
Belarus,1998,12-,5p,0.0
Belarus,1998,12-,total,0.0
Belarus,1998,20,1,0.0933
Belarus,1998,20,2,0.01288
Belarus,1998,20,3,0.00103
Belarus,1998,20,4,6e-05
Belarus,1998,20,5p,1e-05
Belarus,1998,20,total,0.10728
Belarus,1998,30,1,0.01129
Belarus,1998,30,2,0.02386
Belarus,1998,30,3,0.00708
Belarus,1998,30,4,0.00202
Belarus,1998,30,5p,0.00137
Belarus,1998,30,total,0.04562
Belarus,1998,40,1,0.00079
Belarus,1998,40,2,0.00092
Belarus,1998,40,3,0.00086
Belarus,1998,40,4,0.00054
Belarus,1998,40,5p,0.00075
Belarus,1998,40,total,0.00386
Belarus,1998,50,1,0.0
Belarus,1998,50,2,0.0
Belarus,1998,50,3,2e-05
Belarus,1998,50,4,0.0
Belarus,1998,50,5p,0.0
Belarus,1998,50,total,2e-05
Belarus,1998,55+,1,0.0
Belarus,1998,55+,2,0.0
Belarus,1998,55+,3,0.0
Belarus,1998,55+,4,0.0
Belarus,1998,55+,5p,0.0
Belarus,1998,55+,total,0.0
Belarus,1999,12-,1,0.0
Belarus,1999,12-,2,0.0
Belarus,1999,12-,3,0.0
Belarus,1999,12-,4,0.0
Belarus,1999,12-,5p,0.0
Belarus,1999,12-,total,0.0
Belarus,1999,20,1,0.09284
Belarus,1999,20,2,0.01123
Belarus,1999,20,3,0.00086
Belarus,1999,20,4,8e-05
Belarus,1999,20,5p,1e-05
Belarus,1999,20,total,0.10503
Belarus,1999,30,1,0.01071
Belarus,1999,30,2,0.02633
Belarus,1999,30,3,0.0066
Belarus,1999,30,4,0.00199
Belarus,1999,30,5p,0.00156
Belarus,1999,30,total,0.04719
Belarus,1999,40,1,0.0007
Belarus,1999,40,2,0.00092
Belarus,1999,40,3,0.00106
Belarus,1999,40,4,0.0006
Belarus,1999,40,5p,0.00067
Belarus,1999,40,total,0.00396
Belarus,1999,50,1,0.0
Belarus,1999,50,2,0.0
Belarus,1999,50,3,1e-05
Belarus,1999,50,4,0.0
Belarus,1999,50,5p,0.0
Belarus,1999,50,total,1e-05
Belarus,1999,55+,1,0.0
Belarus,1999,55+,2,0.0
Belarus,1999,55+,3,3e-05
Belarus,1999,55+,4,0.0
Belarus,1999,55+,5p,0.0
Belarus,1999,55+,total,3e-05
Belarus,2000,12-,1,0.0
Belarus,2000,12-,2,0.0
Belarus,2000,12-,3,0.0
Belarus,2000,12-,4,0.0
Belarus,2000,12-,5p,0.0
Belarus,2000,12-,total,0.0
Belarus,2000,20,1,0.08982
Belarus,2000,20,2,0.01062
Belarus,2000,20,3,0.00065
Belarus,2000,20,4,0.0
Belarus,2000,20,5p,0.0
Belarus,2000,20,total,0.10108
Belarus,2000,30,1,0.01253
Belarus,2000,30,2,0.02842
Belarus,2000,30,3,0.00673
Belarus,2000,30,4,0.00165
Belarus,2000,30,5p,0.00143
Belarus,2000,30,total,0.05076
Belarus,2000,40,1,0.00078
Belarus,2000,40,2,0.00107
Belarus,2000,40,3,0.00094
Belarus,2000,40,4,0.00069
Belarus,2000,40,5p,0.00075
Belarus,2000,40,total,0.00422
Belarus,2000,50,1,0.0
Belarus,2000,50,2,0.0
Belarus,2000,50,3,0.0
Belarus,2000,50,4,0.0
Belarus,2000,50,5p,0.0
Belarus,2000,50,total,0.0
Belarus,2000,55+,1,0.0
Belarus,2000,55+,2,0.0
Belarus,2000,55+,3,0.0
Belarus,2000,55+,4,0.0
Belarus,2000,55+,5p,0.0
Belarus,2000,55+,total,0.0
Belarus,2001,12-,1,0.0
Belarus,2001,12-,2,0.0
Belarus,2001,12-,3,0.0
Belarus,2001,12-,4,0.0
Belarus,2001,12-,5p,0.0
Belarus,2001,12-,total,0.0
Belarus,2001,20,1,0.08594
Belarus,2001,20,2,0.00942
Belarus,2001,20,3,0.00076
Belarus,2001,20,4,0.00014
Belarus,2001,20,5p,0.0
Belarus,2001,20,total,0.09626
Belarus,2001,30,1,0.01263
Belarus,2001,30,2,0.02944
Belarus,2001,30,3,0.00614
Belarus,2001,30,4,0.00161
Belarus,2001,30,5p,0.00131
Belarus,2001,30,total,0.05113
Belarus,2001,40,1,0.00078
Belarus,2001,40,2,0.00126
Belarus,2001,40,3,0.00133
Belarus,2001,40,4,0.00053
Belarus,2001,40,5p,0.00078
Belarus,2001,40,total,0.00467
Belarus,2001,50,1,0.0
Belarus,2001,50,2,0.0
Belarus,2001,50,3,1e-05
Belarus,2001,50,4,0.0
Belarus,2001,50,5p,0.0
Belarus,2001,50,total,1e-05
Belarus,2001,55+,1,0.0
Belarus,2001,55+,2,0.0
Belarus,2001,55+,3,0.0
Belarus,2001,55+,4,0.0
Belarus,2001,55+,5p,0.0
Belarus,2001,55+,total,0.0
Belarus,2002,12-,1,0.0
Belarus,2002,12-,2,0.0
Belarus,2002,12-,3,0.0
Belarus,2002,12-,4,0.0
Belarus,2002,12-,5p,0.0
Belarus,2002,12-,total,0.0
Belarus,2002,20,1,0.08031
Belarus,2002,20,2,0.00822
Belarus,2002,20,3,0.00084
Belarus,2002,20,4,7e-05
Belarus,2002,20,5p,0.0
Belarus,2002,20,total,0.08944
Belarus,2002,30,1,0.01299
Belarus,2002,30,2,0.02845
Belarus,2002,30,3,0.00608
Belarus,2002,30,4,0.00147
Belarus,2002,30,5p,0.0011
Belarus,2002,30,total,0.05009
Belarus,2002,40,1,0.00071
Belarus,2002,40,2,0.00114
Belarus,2002,40,3,0.00125
Belarus,2002,40,4,0.00051
Belarus,2002,40,5p,0.00058
Belarus,2002,40,total,0.00419
Belarus,2002,50,1,0.0
Belarus,2002,50,2,0.0
Belarus,2002,50,3,1e-05
Belarus,2002,50,4,0.0
Belarus,2002,50,5p,0.0
Belarus,2002,50,total,1e-05
Belarus,2002,55+,1,0.0
Belarus,2002,55+,2,0.0
Belarus,2002,55+,3,0.0
Belarus,2002,55+,4,0.0
Belarus,2002,55+,5p,0.0
Belarus,2002,55+,total,0.0
Belarus,2003,12-,1,0.0
Belarus,2003,12-,2,0.0
Belarus,2003,12-,3,0.0
Belarus,2003,12-,4,0.0
Belarus,2003,12-,5p,0.0
Belarus,2003,12-,total,0.0
Belarus,2003,20,1,0.07395
Belarus,2003,20,2,0.00819
Belarus,2003,20,3,0.00064
Belarus,2003,20,4,9e-05
Belarus,2003,20,5p,0.0
Belarus,2003,20,total,0.08287
Belarus,2003,30,1,0.01343
Belarus,2003,30,2,0.02729
Belarus,2003,30,3,0.00595
Belarus,2003,30,4,0.00142
Belarus,2003,30,5p,0.00111
Belarus,2003,30,total,0.0492
Belarus,2003,40,1,0.00079
Belarus,2003,40,2,0.00138
Belarus,2003,40,3,0.00134
Belarus,2003,40,4,0.00043
Belarus,2003,40,5p,0.00066
Belarus,2003,40,total,0.0046
Belarus,2003,50,1,0.0
Belarus,2003,50,2,0.0
Belarus,2003,50,3,0.0
Belarus,2003,50,4,0.0
Belarus,2003,50,5p,0.0
Belarus,2003,50,total,0.0
Belarus,2003,55+,1,0.0
Belarus,2003,55+,2,0.0
Belarus,2003,55+,3,0.0
Belarus,2003,55+,4,0.0
Belarus,2003,55+,5p,0.0
Belarus,2003,55+,total,0.0
Belarus,2004,12-,1,0.0
Belarus,2004,12-,2,0.0
Belarus,2004,12-,3,0.0
Belarus,2004,12-,4,0.0
Belarus,2004,12-,5p,0.0
Belarus,2004,12-,total,0.0
Belarus,2004,20,1,0.07149
Belarus,2004,20,2,0.00736
Belarus,2004,20,3,0.00068
Belarus,2004,20,4,3e-05
Belarus,2004,20,5p,0.0
Belarus,2004,20,total,0.07955
Belarus,2004,30,1,0.01436
Belarus,2004,30,2,0.02903
Belarus,2004,30,3,0.00602
Belarus,2004,30,4,0.0016
Belarus,2004,30,5p,0.00105
Belarus,2004,30,total,0.05205
Belarus,2004,40,1,0.00082
Belarus,2004,40,2,0.00142
Belarus,2004,40,3,0.00125
Belarus,2004,40,4,0.0006
Belarus,2004,40,5p,0.00065
Belarus,2004,40,total,0.00474
Belarus,2004,50,1,0.0
Belarus,2004,50,2,0.0
Belarus,2004,50,3,0.0
Belarus,2004,50,4,0.0
Belarus,2004,50,5p,0.0
Belarus,2004,50,total,0.0
Belarus,2004,55+,1,0.0
Belarus,2004,55+,2,0.0
Belarus,2004,55+,3,0.0
Belarus,2004,55+,4,0.0
Belarus,2004,55+,5p,0.0
Belarus,2004,55+,total,0.0
Belarus,2005,12-,1,0.0
Belarus,2005,12-,2,0.0
Belarus,2005,12-,3,0.0
Belarus,2005,12-,4,0.0
Belarus,2005,12-,5p,0.0
Belarus,2005,12-,total,0.0
Belarus,2005,20,1,0.0679
Belarus,2005,20,2,0.00721
Belarus,2005,20,3,0.00066
Belarus,2005,20,4,4e-05
Belarus,2005,20,5p,0.0
Belarus,2005,20,total,0.07581
Belarus,2005,30,1,0.01576
Belarus,2005,30,2,0.03083
Belarus,2005,30,3,0.00685
Belarus,2005,30,4,0.00183
Belarus,2005,30,5p,0.00081
Belarus,2005,30,total,0.05608
Belarus,2005,40,1,0.00078
Belarus,2005,40,2,0.00158
Belarus,2005,40,3,0.0015
Belarus,2005,40,4,0.00078
Belarus,2005,40,5p,0.00059
Belarus,2005,40,total,0.00522
Belarus,2005,50,1,0.0
Belarus,2005,50,2,0.0
Belarus,2005,50,3,1e-05
Belarus,2005,50,4,0.0
Belarus,2005,50,5p,0.0
Belarus,2005,50,total,1e-05
Belarus,2005,55+,1,0.0
Belarus,2005,55+,2,0.0
Belarus,2005,55+,3,0.0
Belarus,2005,55+,4,0.0
Belarus,2005,55+,5p,0.0
Belarus,2005,55+,total,0.0
Belarus,2006,12-,1,0.0
Belarus,2006,12-,2,0.0
Belarus,2006,12-,3,0.0
Belarus,2006,12-,4,0.0
Belarus,2006,12-,5p,0.0
Belarus,2006,12-,total,0.0
Belarus,2006,20,1,0.06872
Belarus,2006,20,2,0.00739
Belarus,2006,20,3,0.00048
Belarus,2006,20,4,7e-05
Belarus,2006,20,5p,0.0
Belarus,2006,20,total,0.07665
Belarus,2006,30,1,0.01678
Belarus,2006,30,2,0.03443
Belarus,2006,30,3,0.00806
Belarus,2006,30,4,0.00186
Belarus,2006,30,5p,0.00103
Belarus,2006,30,total,0.06216
Belarus,2006,40,1,0.00074
Belarus,2006,40,2,0.0016
Belarus,2006,40,3,0.00156
Belarus,2006,40,4,0.00064
Belarus,2006,40,5p,0.00069
Belarus,2006,40,total,0.00522
Belarus,2006,50,1,0.0
Belarus,2006,50,2,0.0
Belarus,2006,50,3,0.0
Belarus,2006,50,4,0.0
Belarus,2006,50,5p,0.0
Belarus,2006,50,total,0.0
Belarus,2006,55+,1,0.0
Belarus,2006,55+,2,0.0
Belarus,2006,55+,3,0.0
Belarus,2006,55+,4,0.0
Belarus,2006,55+,5p,0.0
Belarus,2006,55+,total,0.0
Belarus,2007,12-,1,0.0
Belarus,2007,12-,2,0.0
Belarus,2007,12-,3,0.0
Belarus,2007,12-,4,0.0
Belarus,2007,12-,5p,0.0
Belarus,2007,12-,total,0.0
Belarus,2007,20,1,0.06883
Belarus,2007,20,2,0.0079
Belarus,2007,20,3,0.00059
Belarus,2007,20,4,1e-05
Belarus,2007,20,5p,0.0
Belarus,2007,20,total,0.07734
Belarus,2007,30,1,0.01866
Belarus,2007,30,2,0.03901
Belarus,2007,30,3,0.00909
Belarus,2007,30,4,0.00229
Belarus,2007,30,5p,0.00124
Belarus,2007,30,total,0.07028
Belarus,2007,40,1,0.00074
Belarus,2007,40,2,0.00202
Belarus,2007,40,3,0.00177
Belarus,2007,40,4,0.00089
Belarus,2007,40,5p,0.00105
Belarus,2007,40,total,0.00647
Belarus,2007,50,1,0.0
Belarus,2007,50,2,0.0
Belarus,2007,50,3,0.0
Belarus,2007,50,4,0.0
Belarus,2007,50,5p,0.0
Belarus,2007,50,total,0.0
Belarus,2007,55+,1,0.0
Belarus,2007,55+,2,0.0
Belarus,2007,55+,3,0.0
Belarus,2007,55+,4,0.0
Belarus,2007,55+,5p,0.0
Belarus,2007,55+,total,0.0
Belarus,2008,12-,1,0.0
Belarus,2008,12-,2,0.0
Belarus,2008,12-,3,0.0
Belarus,2008,12-,4,0.0
Belarus,2008,12-,5p,0.0
Belarus,2008,12-,total,0.0
Belarus,2008,20,1,0.06594
Belarus,2008,20,2,0.00748
Belarus,2008,20,3,0.00066
Belarus,2008,20,4,5e-05
Belarus,2008,20,5p,0.0
Belarus,2008,20,total,0.07414
Belarus,2008,30,1,0.02035
Belarus,2008,30,2,0.04103
Belarus,2008,30,3,0.00939
Belarus,2008,30,4,0.00174
Belarus,2008,30,5p,0.0011
Belarus,2008,30,total,0.0736
Belarus,2008,40,1,0.00079
Belarus,2008,40,2,0.00266
Belarus,2008,40,3,0.00186
Belarus,2008,40,4,0.00076
Belarus,2008,40,5p,0.00089
Belarus,2008,40,total,0.00697
Belarus,2008,50,1,0.0
Belarus,2008,50,2,1e-05
Belarus,2008,50,3,1e-05
Belarus,2008,50,4,0.0
Belarus,2008,50,5p,0.0
Belarus,2008,50,total,2e-05
Belarus,2008,55+,1,0.0
Belarus,2008,55+,2,0.0
Belarus,2008,55+,3,0.0
Belarus,2008,55+,4,0.0
Belarus,2008,55+,5p,0.0
Belarus,2008,55+,total,0.0
Belarus,2009,12-,1,0.0
Belarus,2009,12-,2,0.0
Belarus,2009,12-,3,0.0
Belarus,2009,12-,4,0.0
Belarus,2009,12-,5p,0.0
Belarus,2009,12-,total,0.0
Belarus,2009,20,1,0.06241
Belarus,2009,20,2,0.00694
Belarus,2009,20,3,0.00054
Belarus,2009,20,4,5e-05
Belarus,2009,20,5p,0.0
Belarus,2009,20,total,0.06994
Belarus,2009,30,1,0.02131
Belarus,2009,30,2,0.04257
