country,year,sex,age,type,central_death_rate,probability_of_death,average_survival_length,number_survivors,number_deaths,number_person_years_lived,number_person_years_remaining,life_expectancy
Belarus,1960,male,15-19,period,1.14,0.566,2.76,94542,535,471512,5363017,56.73
Belarus,1960,male,16,period,1.25,0.125,0.5,94478,118,94418,5268507,55.76
Belarus,1960,male,17,period,1.09,0.109000005,0.5,94359,103,94308,5174089,54.83
Belarus,1960,male,18,period,1.1899999,0.118999995,0.5,94256,113,94200,5079781,53.89
Belarus,1960,male,19,period,1.4499999,0.145,0.5,94144,137,94075,4985581,52.96
Belarus,1960,male,2,period,1.87,0.187,0.5,95717,179,95627,6598921,68.94
Belarus,1960,male,20,period,2.39,0.23900001,0.5,94007,224,93895,4891506,52.03
Belarus,1960,male,20-24,period,2.1,1.043,2.48,94007,980,467560,4891506,52.03
Belarus,1960,male,21,period,1.76,0.176,0.5,93783,165,93700,4797611,51.16
Belarus,1960,male,22,period,2.07,0.20699999,0.5,93618,193,93521,4703910,50.25
Belarus,1960,male,23,period,2.21,0.221,0.5,93424,206,93321,4610389,49.35
Belarus,1960,male,24,period,2.0600002,0.20600002,0.5,93218,192,93123,4517068,48.46
Belarus,1960,male,25,period,2.3,0.229,0.5,93027,213,92920,4423945,47.56
Belarus,1960,male,25-29,period,2.25,1.117,2.51,93027,1039,462550,4423945,47.56
Belarus,1960,male,26,period,2.07,0.20600002,0.5,92813,191,92718,4331025,46.66
Belarus,1960,male,27,period,2.1599998,0.215,0.5,92622,199,92522,4238308,45.76
Belarus,1960,male,28,period,2.57,0.25599998,0.5,92422,237,92304,4145786,44.86
Belarus,1960,male,29,period,2.14,0.214,0.5,92185,198,92087,4053482,43.97
Belarus,1960,male,3,period,1.26,0.126,0.5,95538,120,95478,6503294,68.07
Belarus,1960,male,30,period,3.3400002,0.334,0.5,91988,307,91834,3961395,43.06
Belarus,1960,male,30-34,period,3.0400002,1.507,2.54,91988,1387,456533,3961395,43.06
Belarus,1960,male,31,period,2.15,0.214,0.5,91681,197,91583,3869561,42.21
Belarus,1960,male,32,period,3.29,0.328,0.5,91484,300,91334,3777978,41.3
Belarus,1960,male,33,period,3.24,0.32299998,0.5,91184,295,91037,3686644,40.43
Belarus,1960,male,34,period,3.1699998,0.317,0.5,90889,288,90745,3595607,39.56
Belarus,1960,male,35,period,3.97,0.39699998,0.5,90601,359,90422,3504862,38.68
Belarus,1960,male,35-39,period,3.8600001,1.9120001,2.53,90601,1732,448735,3504862,38.68
Belarus,1960,male,36,period,3.35,0.334,0.5,90242,302,90091,3414440,37.84
Belarus,1960,male,37,period,3.45,0.345,0.5,89940,310,89785,3324349,36.96
Belarus,1960,male,38,period,4.95,0.49299997,0.5,89630,442,89409,3234564,36.09
Belarus,1960,male,39,period,3.58,0.357,0.5,89188,319,89028,3145155,35.26
Belarus,1960,male,4,period,0.91,0.091,0.5,95418,87,95374,6407816,67.16
