file,description,url,license,accessed,sha256
census_1959.html,"Перепись-1959, БССР: пол x возраст (колонки «все» брачной таблицы; единичные возрасты + 5-летние подытоги, до 100+)",http://demoscope.ru/weekly/ssp/sng_mar_59.php?reg=3&gor=3,Демоскоп Weekly (открытая публикация; ссылка обязательна),2026-07-14,496b74422e4471feaf987e938bb697b6da768bef5d799d2daa43e9031df3fd3a
census_1970.html,"Перепись-1970, БССР: пол x возраст, все население",http://demoscope.ru/weekly/ssp/sng_age_70.php?reg=3&gor=3,Демоскоп Weekly (открытая публикация; ссылка обязательна),2026-07-14,28623f8173af19f57d8417e9c6cf0c58ed0b130e2bdb18d0decd8d69dd775503
census_1979.html,"Перепись-1979, БССР: пол x возраст, все население",http://demoscope.ru/weekly/ssp/sng_age_79.php?reg=3&gor=3,Демоскоп Weekly (открытая публикация; ссылка обязательна),2026-07-14,277cbdbc15edfd2347bcb21b5cb4a0fde58391f2a2e764806563eaed7a6162db
census_1989.html,"Перепись-1989, БССР: пол x возраст, все население",http://demoscope.ru/weekly/ssp/sng_age_89.php?reg=27&gor=3,Демоскоп Weekly (открытая публикация; ссылка обязательна),2026-07-14,3853650b0dc1f8432dd7a68f678bb1b1c563e1eaadd48496af374221e71ed932
dataportal_age_1990-1999.json,"Оценки Белстата на 1 января: 17 групп x пол, Республика Беларусь (индикатор 10101100003)",https://dataportal.belstat.gov.by/osids-public-api/indicator/indicatorValuesSearch (10101100003),"Белстат, открытые данные",2026-07-14,cf0880e2bfd13164c037c8ae9b58549d713265d4807709a6e94b0da589b9dea8
dataportal_age_2000-2009.json,"Оценки Белстата на 1 января: 17 групп x пол, Республика Беларусь (индикатор 10101100003)",https://dataportal.belstat.gov.by/osids-public-api/indicator/indicatorValuesSearch (10101100003),"Белстат, открытые данные",2026-07-14,b4b2de1176b94be79e402e423408c47614d00e887eb3a49f026355fec682350e
dataportal_age_2010-2018.json,"Оценки Белстата на 1 января: 17 групп x пол, Республика Беларусь (индикатор 10101100003)",https://dataportal.belstat.gov.by/osids-public-api/indicator/indicatorValuesSearch (10101100003),"Белстат, открытые данные",2026-07-14,588aedb048081fa6308ab276eef559573e3e42ebc2aae0a8468f51e5f50955fb
