id,title,url,license,accessed,sha256,notes
vnl_avg_2018,"EOG VNL v2.1 average 2018 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20180101_20181231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,62fd7052dc69cadaf446d61ea135e8489b321be24cb4b3b4e26f689b81a3405a,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2018,Вырезка Беларуси VNL 2018,data/raw/nightlights/rasters/vnl_2018.tif,CC BY 4.0,2026-07-14,5d65fe1a0efbc5d6d9cc81b0712df4b6922c19c9a3cdd3fbba1ee22343097d25,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 593.0"
vnl_avg_2019,"EOG VNL v2.1 average 2019 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20190101_20191231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,9f84fedf65c5a1bdbda63295849d80f99c3b03a9a569e19b173026829c1760b3,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2019,Вырезка Беларуси VNL 2019,data/raw/nightlights/rasters/vnl_2019.tif,CC BY 4.0,2026-07-14,95e3ba9ce49e624c45c104849029e03563fc6c06384bdc9820bdb74be4826bcd,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 652.0"
vnl_avg_2020,"EOG VNL v2.1 average 2020 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20200101_20201231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,2f43ac1a2a5f12d6142182364dfc5f26e666aece2d83b8005e54468e3f53674c,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2020,Вырезка Беларуси VNL 2020,data/raw/nightlights/rasters/vnl_2020.tif,CC BY 4.0,2026-07-14,c9cbaf3dc98f673778673e4b35984f24c5bad63caa53fc29f604790d4a7b9ce4,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 846.0"
vnl_avg_2021,"EOG VNL v2.1 average 2021 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20210101_20211231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,657f96793c82e052d89f6926e2ad2409ddb9023c99bf860856a22efbe84a54f8,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2021,Вырезка Беларуси VNL 2021,data/raw/nightlights/rasters/vnl_2021.tif,CC BY 4.0,2026-07-14,6e55e55f1e284dd911a54347317b1b45ed63d4d44026bda3d7718ea02970e52e,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 704.0"
vnl_avg_2022,"EOG VNL v2.1 average 2022 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20220101_20221231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,006a469c3e3e2ffac6d3cd5060c844b1bdf015650e049e9e4f61e041d538e25b,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2022,Вырезка Беларуси VNL 2022,data/raw/nightlights/rasters/vnl_2022.tif,CC BY 4.0,2026-07-14,796220c9d34238a7cfab0e15df5966f4ba01eb94f54666204fb9e5caebf1a055,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 714.0"
vnl_avg_2023,"EOG VNL v2.1 average 2023 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20230101_20231231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,97c9e6e2e66d6c229f865ca59ebf8ff0eafb9346a13a07ed3387c2a69c8b3f7b,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2023,Вырезка Беларуси VNL 2023,data/raw/nightlights/rasters/vnl_2023.tif,CC BY 4.0,2026-07-14,2545d36ac252c113059226c270b1249cfb2ac81c4554332032ee5a29443961b2,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 846.0"
vnl_avg_2024,"EOG VNL v2.1 average 2024 (зеркало, глобальный)",https://zenodo.org/api/records/17294744/files/nightlights.average_viirs.v21_m_500m_s_20240101_20241231_go_epsg4326_v20250904.tif/content,"CC BY 4.0 (OpenGeoHub, Zenodo 17294744; данные EOG VNL)",2026-07-14,e6edde68952052f8c53050e2ce7082bab08ddd0e15a696f999215e2d57194c53,"подлинный годовой композит EOG, 500 м EPSG:4326, значения радианс x10 (int16); глобальный файл не вендорится"
clip_vnl_2024,Вырезка Беларуси VNL 2024,data/raw/nightlights/rasters/vnl_2024.tif,CC BY 4.0,2026-07-14,383941625be773fec3cbda992eba12f2d110a59fd6f2609c43d24ba5fd1ac0e8,"2340x1212, нВт/см²/ср (значения зеркала x0,1) окр. 0,1, маска adm1 all_touched; max 1702.0"
li_simviirs_2013,Li et al. simVIIRS 2013 (глобальный),https://ndownloader.figshare.com/files/22252821,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,58a2de8f36ca1a9d855e6de15a7bc064e02bfb4700e3e1ab3a1aff4b888256eb,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2014,Li et al. simVIIRS 2014 (глобальный),https://ndownloader.figshare.com/files/57065276,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,f785e5093e6a133f012589200de741c935f1039da0b157ef5e4ade8e9b866694,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2015,Li et al. simVIIRS 2015 (глобальный),https://ndownloader.figshare.com/files/57065321,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,be4f2664b820805e275220b4f12f64ee0dd4026f34a3358be2d6121f20d7602c,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2016,Li et al. simVIIRS 2016 (глобальный),https://ndownloader.figshare.com/files/57065291,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,2bd518ac99d327cdac7525a7e71afe38312013e1c95bcec7a30c752fc6419966,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2017,Li et al. simVIIRS 2017 (глобальный),https://ndownloader.figshare.com/files/57065282,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,502116867984f7ec7ec085f27ed5d09d843323a811e238ce29ddcd35d569da9c,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2018,Li et al. simVIIRS 2018 (глобальный),https://ndownloader.figshare.com/files/57065288,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,03e787fc1eea462f46d3c88d4935cd71c5cc381289dca8ea101a100f54091319,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2019,Li et al. simVIIRS 2019 (глобальный),https://ndownloader.figshare.com/files/57065285,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,20bf7432ee02268791621ae700b291949e4a3b4ae641446aadc7525c2047b42e,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2020,Li et al. simVIIRS 2020 (глобальный),https://ndownloader.figshare.com/files/57065297,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,099d73bb65c7f399feec58cf28a9f119e2e9bcd339be03b03f2b0c5860ab466d,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2021,Li et al. simVIIRS 2021 (глобальный),https://ndownloader.figshare.com/files/57065294,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,8a5543791227926ef67452df11dc557b51dc113df64d62ea15e9db1deb39797f,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2022,Li et al. simVIIRS 2022 (глобальный),https://ndownloader.figshare.com/files/57065303,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,864f8423b7c192a43e25e9f3fe532fe9ccd4fa099feed3489e9f394781e368dc,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2023,Li et al. simVIIRS 2023 (глобальный),https://ndownloader.figshare.com/files/57065300,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,0158178834e45b596e7f21f7a8bb0621270e22444ff5520624be6a53bf9d2cf7,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
li_simviirs_2024,Li et al. simVIIRS 2024 (глобальный),https://ndownloader.figshare.com/files/57065306,"CC BY 4.0 (Li et al., figshare 9828827 v10)",2026-07-14,a7fc013c99a2e4cca4fa0472198b2ce53f97a87d070ab499dbb4c2933bc8a31d,"VIIRS в DMSP-подобной шкале DN; только спайк-сравнение гармонизации, вырезка не вендорится"
worldpop_fvf_2015_2023,WorldPop VIIRS fvf BLR 2015-2023 (источник v1),https://data.worldpop.org/GIS/Covariates/Global_2015_2030/BLR/VIIRS/v1/fvf/,CC BY 4.0 (WorldPop) / EOG VNL,2026-07-14,см. zonal_light.csv,зональные суммы v1 - независимая кросс-проверка ряда VNL
