scenario,city_id,epoch,fixed_cells,core_cells,built_fixed_m2,built_core_m2,built_edge_m2,built_buffer_m2
t05_c1,c-stoubcy,1985,3304,700,1298008.0,1036961.0,129013.0,132034.0
t05_c1,c-svietlahorsk,1985,6385,1997,3440710.0,3258912.0,112118.0,69680.0
t05_c1,c-talachyn,1985,2739,535,701513.0,601500.0,50394.0,49619.0
t05_c1,c-uzda,1985,1964,259,415183.0,234958.0,60834.0,119391.0
t05_c1,c-valozhyn,1985,2838,605,685348.0,594196.0,29854.0,61298.0
t05_c1,c-vasilevichy,1985,2270,424,479494.0,405089.0,39407.0,34998.0
t05_c1,c-vaukavysk,1985,5649,1603,2608840.0,2329761.0,141026.0,138053.0
t05_c1,c-viciebsk,1985,21283,6150,13270885.0,11433267.0,1532918.0,304700.0
t05_c1,c-vietka,1985,2178,488,762038.0,714421.0,16680.0,30937.0
t05_c1,c-vilejka,1985,4514,937,1832548.0,1614880.0,126003.0,91665.0
t05_c1,c-zaslauje,1985,3711,589,1265253.0,956878.0,184814.0,123561.0
t05_c1,c-zhabinka,1985,3541,798,1185589.0,1020761.0,94798.0,70030.0
t05_c1,c-zhlobin,1985,7523,2040,4611617.0,4057450.0,403923.0,150244.0
t05_c1,c-zhodzina,1985,4826,1499,2437499.0,2300098.0,82988.0,54413.0
t05_c1,c-zhytkavichy,1985,3342,868,1385419.0,1241984.0,26740.0,116695.0
t05_c1,c-ashmiany,1990,3766,796,1378690.0,1124094.0,172024.0,82572.0
t05_c1,c-asipovichy,1990,4252,1327,2633370.0,2446038.0,115415.0,71917.0
t05_c1,c-astraviec,1990,2186,501,685317.0,593370.0,24722.0,67225.0
t05_c1,c-babrujsk,1990,11584,4807,11342751.0,10926673.0,274203.0,141875.0
t05_c1,c-baran,1990,1888,294,475739.0,420060.0,41165.0,14514.0
t05_c1,c-baranavichy,1990,12053,3919,9570978.0,8747401.0,664860.0,158717.0
t05_c1,c-barysau,1990,11187,2799,9404145.0,6417193.0,2888532.0,98420.0
t05_c1,c-bialynichy,1990,2126,494,832216.0,710418.0,28697.0,93101.0
t05_c1,c-biaroza,1990,3957,818,1533628.0,1110383.0,173833.0,249412.0
t05_c1,c-biarozauka,1990,1777,354,728288.0,631280.0,40292.0,56716.0
t05_c1,c-bielaaziorsk,1990,5696,620,1524753.0,781185.0,494035.0,249533.0
t05_c1,c-bierazino,1990,3158,684,1158751.0,1059495.0,49351.0,49905.0
t05_c1,c-braslau,1990,3110,329,841458.0,515960.0,231540.0,93958.0
t05_c1,c-brest,1990,15150,5001,10958827.0,9840296.0,646803.0,471728.0
t05_c1,c-bychau,1990,4081,950,1590822.0,1352010.0,176836.0,61976.0
t05_c1,c-chashniki,1990,3167,440,880402.0,566583.0,186362.0,127457.0
t05_c1,c-chavusy,1990,1826,372,629705.0,505476.0,24185.0,100044.0
t05_c1,c-chervien,1990,3275,588,717353.0,584550.0,66171.0,66632.0
t05_c1,c-chojniki,1990,2993,434,906209.0,555415.0,118269.0,232525.0
t05_c1,c-dobrush,1990,4206,627,1866099.0,985769.0,836841.0,43489.0
t05_c1,c-drahichyn,1990,3321,594,1188742.0,866689.0,210956.0,111097.0
t05_c1,c-dziarzhynsk,1990,3359,674,1162851.0,961858.0,113072.0,87921.0
t05_c1,c-fanipal,1990,3336,504,923923.0,679545.0,170569.0,73809.0
t05_c1,c-hancavichy,1990,3588,735,1215015.0,1013709.0,154425.0,46881.0
t05_c1,c-haradok,1990,2835,597,798274.0,706675.0,47762.0,43837.0
t05_c1,c-hlybokaje,1990,3811,973,1864508.0,1754783.0,52934.0,56791.0
t05_c1,c-homiel,1990,22708,6932,21117817.0,16078662.0,4700689.0,338466.0
t05_c1,c-horki,1990,4253,1125,1882191.0,1680374.0,100587.0,101230.0
t05_c1,c-hrodna,1990,18437,5339,12723776.0,10165091.0,2039683.0,519002.0
t05_c1,c-ivacevichy,1990,3942,986,1636162.0,1495340.0,68946.0,71876.0
t05_c1,c-ivanava,1990,3995,776,1364571.0,1121474.0,222060.0,21037.0
t05_c1,c-jelsk,1990,2963,578,735690.0,625033.0,81297.0,29360.0
t05_c1,c-kalinkavichy,1990,4100,1385,2704736.0,2583257.0,79611.0,41868.0
t05_c1,c-kapyl,1990,2237,460,669509.0,597226.0,30216.0,42067.0
t05_c1,c-kasciukovichy,1990,2999,593,1172754.0,868181.0,237088.0,67485.0
t05_c1,c-kleck,1990,3024,585,1198017.0,1050734.0,99382.0,47901.0
t05_c1,c-klimavichy,1990,4916,1258,1902169.0,1755403.0,66272.0,80494.0
t05_c1,c-kobryn,1990,7922,2124,4091535.0,3474157.0,406930.0,210448.0
t05_c1,c-krychau,1990,6114,1498,3090915.0,2849000.0,159523.0,82392.0
t05_c1,c-lachavichy,1990,2943,327,928107.0,479884.0,365194.0,83029.0
t05_c1,c-lahojsk,1990,3544,478,787550.0,540799.0,157943.0,88808.0
t05_c1,c-lelchycy,1990,2763,578,844588.0,715752.0,107131.0,21705.0
t05_c1,c-lepiel,1990,3925,898,1699766.0,1510240.0,90579.0,98947.0
t05_c1,c-lida,1990,9472,1916,5245232.0,3628460.0,1327398.0,289374.0
t05_c1,c-luban,1990,2240,480,807843.0,607614.0,72033.0,128196.0
t05_c1,c-luniniec,1990,3607,923,1597295.0,1427616.0,66379.0,103300.0
t05_c1,c-machulishchy,1990,1878,218,454007.0,275557.0,102906.0,75544.0
t05_c1,c-mahilou,1990,19568,4024,14607244.0,7962663.0,6333561.0,311020.0
t05_c1,c-maladziechna,1990,7976,2846,5815528.0,5574390.0,120448.0,120690.0
t05_c1,c-malaryta,1990,2572,495,856338.0,703692.0,117322.0,35324.0
t05_c1,c-marjina-horka,1990,5324,926,1530408.0,1086287.0,313867.0,130254.0
t05_c1,c-masty,1990,4055,772,1321635.0,1175592.0,97125.0,48918.0
t05_c1,c-mazyr,1990,7639,2140,3974531.0,3122731.0,699207.0,152593.0
t05_c1,c-mikashevichy,1990,4840,502,1425351.0,540109.0,802657.0,82585.0
t05_c1,c-minsk,1990,62909,18807,44654181.0,37561460.0,6336579.0,756142.0
t05_c1,c-mscislau,1990,2686,685,1070693.0,970255.0,34497.0,65941.0
t05_c1,c-naroula,1990,2254,442,680668.0,607934.0,30986.0,41748.0
t05_c1,c-navahrudak,1990,3421,1037,1761185.0,1617778.0,67914.0,75493.0
t05_c1,c-navapolack,1990,5098,673,1826791.0,1045279.0,435903.0,345609.0
t05_c1,c-niasvizh,1990,3263,543,1067599.0,695114.0,327946.0,44539.0
t05_c1,c-novalukoml,1990,1672,172,479705.0,279801.0,125229.0,74675.0
t05_c1,c-orsha,1990,8735,3092,6338980.0,5988183.0,211682.0,139115.0
t05_c1,c-pastavy,1990,3444,1000,1664823.0,1530117.0,36803.0,97903.0
t05_c1,c-pietrykau,1990,2259,514,893267.0,847844.0,23106.0,22317.0
t05_c1,c-pinsk,1990,10446,3157,7107229.0,6331696.0,539614.0,235919.0
t05_c1,c-polack,1990,7779,2843,4918793.0,4339668.0,298491.0,280634.0
t05_c1,c-pruzhany,1990,4439,787,1617321.0,1351559.0,197537.0,68225.0
t05_c1,c-rahachou,1990,2744,780,1811699.0,1762870.0,30428.0,18401.0
t05_c1,c-rechyca,1990,7870,2431,5714076.0,5216662.0,387309.0,110105.0
t05_c1,c-salihorsk,1990,4240,860,2236645.0,1478728.0,140348.0,617569.0
t05_c1,c-shchuchyn,1990,2883,461,901695.0,668399.0,134872.0,98424.0
t05_c1,c-shklou,1990,3943,867,1637810.0,1432534.0,73689.0,131587.0
t05_c1,c-skidziel,1990,4246,345,1067766.0,406801.0,587085.0,73880.0
t05_c1,c-slonim,1990,6963,1237,2812482.0,2020578.0,608885.0,183019.0
t05_c1,c-sluck,1990,5725,1747,3574699.0,3074706.0,225923.0,274070.0
t05_c1,c-smalavichy,1990,2892,654,1119563.0,939988.0,47715.0,131860.0
t05_c1,c-smarhon,1990,3863,1084,1535286.0,1365747.0,77019.0,92520.0
t05_c1,c-staryja-darohi,1990,3441,388,1110681.0,671797.0,400314.0,38570.0
t05_c1,c-stolin,1990,4942,627,1553902.0,893005.0,474404.0,186493.0
t05_c1,c-stoubcy,1990,3304,700,1359186.0,1079803.0,139345.0,140038.0
t05_c1,c-svietlahorsk,1990,6385,1997,3691646.0,3471128.0,140985.0,79533.0
t05_c1,c-talachyn,1990,2739,535,746049.0,635246.0,56387.0,54416.0
t05_c1,c-uzda,1990,1964,259,449744.0,256904.0,66287.0,126553.0
t05_c1,c-valozhyn,1990,2838,605,730562.0,629329.0,34103.0,67130.0
t05_c1,c-vasilevichy,1990,2270,424,499024.0,419747.0,42221.0,37056.0
t05_c1,c-vaukavysk,1990,5649,1603,2778167.0,2468764.0,160253.0,149150.0
t05_c1,c-viciebsk,1990,21283,6150,13969756.0,11960992.0,1667284.0,341480.0
t05_c1,c-vietka,1990,2178,488,817940.0,760900.0,20530.0,36510.0
t05_c1,c-vilejka,1990,4514,937,1917412.0,1676829.0,138114.0,102469.0
t05_c1,c-zaslauje,1990,3711,589,1366361.0,1017795.0,210795.0,137771.0
t05_c1,c-zhabinka,1990,3541,798,1258893.0,1078925.0,104396.0,75572.0
t05_c1,c-zhlobin,1990,7523,2040,4917291.0,4307281.0,444825.0,165185.0
t05_c1,c-zhodzina,1990,4826,1499,2558394.0,2402879.0,96444.0,59071.0
t05_c1,c-zhytkavichy,1990,3342,868,1468688.0,1306197.0,30735.0,131756.0
t05_c1,c-ashmiany,1995,3766,796,1606500.0,1295529.0,216467.0,94504.0
t05_c1,c-asipovichy,1995,4252,1327,2980021.0,2729049.0,161983.0,88989.0
t05_c1,c-astraviec,1995,2186,501,805940.0,693248.0,39996.0,72696.0
t05_c1,c-babrujsk,1995,11584,4807,12247363.0,11716466.0,361621.0,169276.0
t05_c1,c-baran,1995,1888,294,554328.0,477613.0,59243.0,17472.0
t05_c1,c-baranavichy,1995,12053,3919,10745041.0,9545393.0,1019960.0,179688.0
t05_c1,c-barysau,1995,11187,2799,9975987.0,6732291.0,3134212.0,109484.0
t05_c1,c-bialynichy,1995,2126,494,931143.0,779931.0,50269.0,100943.0
t05_c1,c-biaroza,1995,3957,818,1970206.0,1396477.0,289805.0,283924.0
t05_c1,c-biarozauka,1995,1777,354,817182.0,699923.0,56848.0,60411.0
t05_c1,c-bielaaziorsk,1995,5696,620,1744731.0,877301.0,602995.0,264435.0
t05_c1,c-bierazino,1995,3158,684,1325586.0,1184642.0,86254.0,54690.0
t05_c1,c-braslau,1995,3110,329,948707.0,588797.0,258616.0,101294.0
t05_c1,c-brest,1995,15150,5001,12718543.0,11083866.0,1104174.0,530503.0
t05_c1,c-bychau,1995,4081,950,1802909.0,1513736.0,220548.0,68625.0
t05_c1,c-chashniki,1995,3167,440,977603.0,631042.0,211470.0,135091.0
t05_c1,c-chavusy,1995,1826,372,720770.0,579347.0,34567.0,106856.0
t05_c1,c-chervien,1995,3275,588,894174.0,717427.0,103412.0,73335.0
t05_c1,c-chojniki,1995,2993,434,1019983.0,638756.0,130576.0,250651.0
t05_c1,c-dobrush,1995,4206,627,2083789.0,1077885.0,956546.0,49358.0
t05_c1,c-drahichyn,1995,3321,594,1427263.0,1001495.0,306108.0,119660.0
t05_c1,c-dziarzhynsk,1995,3359,674,1505226.0,1198798.0,205967.0,100461.0
t05_c1,c-fanipal,1995,3336,504,1140239.0,792899.0,259911.0,87429.0
t05_c1,c-hancavichy,1995,3588,735,1421575.0,1163747.0,205166.0,52662.0
t05_c1,c-haradok,1995,2835,597,912853.0,790847.0,73654.0,48352.0
t05_c1,c-hlybokaje,1995,3811,973,2123707.0,1977834.0,86094.0,59779.0
t05_c1,c-homiel,1995,22708,6932,23190056.0,17354533.0,5432597.0,402926.0
t05_c1,c-horki,1995,4253,1125,2203131.0,1936229.0,156462.0,110440.0
t05_c1,c-hrodna,1995,18437,5339,14060094.0,11006852.0,2490710.0,562532.0
t05_c1,c-ivacevichy,1995,3942,986,1887102.0,1677425.0,130321.0,79356.0
t05_c1,c-ivanava,1995,3995,776,1700040.0,1347152.0,328663.0,24225.0
t05_c1,c-jelsk,1995,2963,578,853407.0,715694.0,105775.0,31938.0
t05_c1,c-kalinkavichy,1995,4100,1385,3163149.0,3009898.0,105926.0,47325.0
t05_c1,c-kapyl,1995,2237,460,837596.0,732483.0,57211.0,47902.0
t05_c1,c-kasciukovichy,1995,2999,593,1350012.0,992325.0,284625.0,73062.0
t05_c1,c-kleck,1995,3024,585,1324802.0,1148262.0,124341.0,52199.0
t05_c1,c-klimavichy,1995,4916,1258,2154903.0,1975923.0,90440.0,88540.0
t05_c1,c-kobryn,1995,7922,2124,4846223.0,3916421.0,681906.0,247896.0
t05_c1,c-krychau,1995,6114,1498,3332070.0,3043014.0,195800.0,93256.0
t05_c1,c-lachavichy,1995,2943,327,1091650.0,581296.0,421516.0,88838.0
t05_c1,c-lahojsk,1995,3544,478,950134.0,641804.0,215119.0,93211.0
t05_c1,c-lelchycy,1995,2763,578,1092206.0,889313.0,177134.0,25759.0
t05_c1,c-lepiel,1995,3925,898,1898824.0,1679962.0,113828.0,105034.0
t05_c1,c-lida,1995,9472,1916,6048379.0,4064642.0,1646443.0,337294.0
t05_c1,c-luban,1995,2240,480,955304.0,709488.0,103401.0,142415.0
t05_c1,c-luniniec,1995,3607,923,1964385.0,1718561.0,115564.0,130260.0
t05_c1,c-machulishchy,1995,1878,218,530331.0,322265.0,124956.0,83110.0
t05_c1,c-mahilou,1995,19568,4024,16182999.0,8632621.0,7170152.0,380226.0
t05_c1,c-maladziechna,1995,7976,2846,6361110.0,6033040.0,195772.0,132298.0
t05_c1,c-malaryta,1995,2572,495,1021138.0,824805.0,155615.0,40718.0
t05_c1,c-marjina-horka,1995,5324,926,1847859.0,1314729.0,384998.0,148132.0
t05_c1,c-masty,1995,4055,772,1527896.0,1329253.0,144774.0,53869.0
t05_c1,c-mazyr,1995,7639,2140,4611801.0,3608087.0,831546.0,172168.0
t05_c1,c-mikashevichy,1995,4840,502,1733945.0,696432.0,943225.0,94288.0
t05_c1,c-minsk,1995,62909,18807,50416057.0,40832932.0,8701759.0,881366.0
t05_c1,c-mscislau,1995,2686,685,1218782.0,1095577.0,51377.0,71828.0
t05_c1,c-naroula,1995,2254,442,722271.0,642395.0,35115.0,44761.0
t05_c1,c-navahrudak,1995,3421,1037,2080408.0,1891105.0,103070.0,86233.0
t05_c1,c-navapolack,1995,5098,673,2037494.0,1125946.0,541474.0,370074.0
t05_c1,c-niasvizh,1995,3263,543,1380213.0,891095.0,441303.0,47815.0
t05_c1,c-novalukoml,1995,1672,172,554758.0,316425.0,159416.0,78917.0
t05_c1,c-orsha,1995,8735,3092,6969400.0,6524516.0,284122.0,160762.0
t05_c1,c-pastavy,1995,3444,1000,1853175.0,1701148.0,48332.0,103695.0
t05_c1,c-pietrykau,1995,2259,514,1054351.0,975822.0,52497.0,26032.0
t05_c1,c-pinsk,1995,10446,3157,8140005.0,7014535.0,856574.0,268896.0
t05_c1,c-polack,1995,7779,2843,5334984.0,4683295.0,345998.0,305691.0
t05_c1,c-pruzhany,1995,4439,787,1846820.0,1502909.0,268828.0,75083.0
t05_c1,c-rahachou,1995,2744,780,2009962.0,1944114.0,45570.0,20278.0
t05_c1,c-rechyca,1995,7870,2431,6301579.0,5708574.0,469618.0,123387.0
t05_c1,c-salihorsk,1995,4240,860,2594257.0,1653484.0,239169.0,701604.0
t05_c1,c-shchuchyn,1995,2883,461,1067036.0,774440.0,182627.0,109969.0
t05_c1,c-shklou,1995,3943,867,1810612.0,1554988.0,100852.0,154772.0
t05_c1,c-skidziel,1995,4246,345,1188432.0,454062.0,652477.0,81893.0
t05_c1,c-slonim,1995,6963,1237,3349501.0,2331468.0,814068.0,203965.0
t05_c1,c-sluck,1995,5725,1747,4146383.0,3512123.0,320381.0,313879.0
t05_c1,c-smalavichy,1995,2892,654,1327583.0,1077283.0,97086.0,153214.0
t05_c1,c-smarhon,1995,3863,1084,1815929.0,1587786.0,129239.0,98904.0
t05_c1,c-staryja-darohi,1995,3441,388,1264352.0,773618.0,440009.0,50725.0
t05_c1,c-stolin,1995,4942,627,1943925.0,1076849.0,658212.0,208864.0
t05_c1,c-stoubcy,1995,3304,700,1688831.0,1310684.0,224105.0,154042.0
t05_c1,c-svietlahorsk,1995,6385,1997,4086533.0,3791581.0,207611.0,87341.0
t05_c1,c-talachyn,1995,2739,535,896178.0,752502.0,83328.0,60348.0
t05_c1,c-uzda,1995,1964,259,633937.0,341668.0,148733.0,143536.0
t05_c1,c-valozhyn,1995,2838,605,867948.0,743233.0,53203.0,71512.0
t05_c1,c-vasilevichy,1995,2270,424,547438.0,457399.0,47735.0,42304.0
t05_c1,c-vaukavysk,1995,5649,1603,3327907.0,2808605.0,337742.0,181560.0
t05_c1,c-viciebsk,1995,21283,6150,15211800.0,12701306.0,2129843.0,380651.0
t05_c1,c-vietka,1995,2178,488,913784.0,847350.0,25437.0,40997.0
t05_c1,c-vilejka,1995,4514,937,2125845.0,1820229.0,196178.0,109438.0
t05_c1,c-zaslauje,1995,3711,589,1594833.0,1138559.0,299312.0,156962.0
t05_c1,c-zhabinka,1995,3541,798,1487502.0,1254105.0,152265.0,81132.0
t05_c1,c-zhlobin,1995,7523,2040,5653797.0,4832175.0,623067.0,198555.0
t05_c1,c-zhodzina,1995,4826,1499,2980704.0,2757584.0,156099.0,67021.0
t05_c1,c-zhytkavichy,1995,3342,868,1691380.0,1490082.0,57650.0,143648.0
t05_c1,c-ashmiany,2000,3766,796,1859643.0,1481623.0,270286.0,107734.0
t05_c1,c-asipovichy,2000,4252,1327,3347336.0,3023052.0,214935.0,109349.0
t05_c1,c-astraviec,2000,2186,501,932411.0,795878.0,57918.0,78615.0
t05_c1,c-babrujsk,2000,11584,4807,13202234.0,12534170.0,463099.0,204965.0
t05_c1,c-baran,2000,1888,294,639470.0,536262.0,82043.0,21165.0
t05_c1,c-baranavichy,2000,12053,3919,11995848.0,10374602.0,1417220.0,204026.0
t05_c1,c-barysau,2000,11187,2799,10576453.0,7050961.0,3401966.0,123526.0
t05_c1,c-bialynichy,2000,2126,494,1034491.0,850712.0,74041.0,109738.0
t05_c1,c-biaroza,2000,3957,818,2453702.0,1704656.0,428009.0,321037.0
t05_c1,c-biarozauka,2000,1777,354,912010.0,770849.0,76269.0,64892.0
t05_c1,c-bielaaziorsk,2000,5696,620,1977226.0,975161.0,720468.0,281597.0
t05_c1,c-bierazino,2000,3158,684,1510124.0,1315342.0,134882.0,59900.0
t05_c1,c-braslau,2000,3110,329,1062124.0,663791.0,288988.0,109345.0
t05_c1,c-brest,2000,15150,5001,14614078.0,12380206.0,1638124.0,595748.0
t05_c1,c-bychau,2000,4081,950,2028153.0,1680507.0,271236.0,76410.0
t05_c1,c-chashniki,2000,3167,440,1080191.0,699143.0,237766.0,143282.0
t05_c1,c-chavusy,2000,1826,372,819569.0,657421.0,46754.0,115394.0
t05_c1,c-chervien,2000,3275,588,1084955.0,854401.0,149903.0,80651.0
t05_c1,c-chojniki,2000,2993,434,1138890.0,725156.0,143533.0,270201.0
t05_c1,c-dobrush,2000,4206,627,2311744.0,1172857.0,1080931.0,57956.0
t05_c1,c-drahichyn,2000,3321,594,1691116.0,1141697.0,420527.0,128892.0
t05_c1,c-dziarzhynsk,2000,3359,674,1866509.0,1441459.0,311390.0,113660.0
t05_c1,c-fanipal,2000,3336,504,1380274.0,909998.0,367610.0,102666.0
t05_c1,c-hancavichy,2000,3588,735,1643903.0,1323265.0,261114.0,59524.0
t05_c1,c-haradok,2000,2835,597,1036677.0,877856.0,104607.0,54214.0
t05_c1,c-hlybokaje,2000,3811,973,2400871.0,2206279.0,131521.0,63071.0
t05_c1,c-homiel,2000,22708,6932,25393236.0,18667656.0,6243543.0,482037.0
t05_c1,c-horki,2000,4253,1125,2553075.0,2206956.0,224801.0,121318.0
t05_c1,c-hrodna,2000,18437,5339,15479055.0,11874882.0,2994249.0,609924.0
t05_c1,c-ivacevichy,2000,3942,986,2169966.0,1868785.0,212800.0,88381.0
t05_c1,c-ivanava,2000,3995,776,2072164.0,1584884.0,459075.0,28205.0
t05_c1,c-jelsk,2000,2963,578,976515.0,807580.0,133853.0,35082.0
t05_c1,c-kalinkavichy,2000,4100,1385,3638812.0,3448670.0,136782.0,53360.0
t05_c1,c-kapyl,2000,2237,460,1016716.0,875295.0,86370.0,55051.0
t05_c1,c-kasciukovichy,2000,2999,593,1532462.0,1117020.0,335845.0,79597.0
t05_c1,c-kleck,2000,3024,585,1460948.0,1252021.0,152122.0,56805.0
t05_c1,c-klimavichy,2000,4916,1258,2419294.0,2200629.0,120583.0,98082.0
t05_c1,c-kobryn,2000,7922,2124,5661932.0,4370200.0,1001392.0,290340.0
t05_c1,c-krychau,2000,6114,1498,3581656.0,3239712.0,236578.0,105366.0
t05_c1,c-lachavichy,2000,2943,327,1272600.0,690415.0,487023.0,95162.0
t05_c1,c-lahojsk,2000,3544,478,1125988.0,743483.0,284393.0,98112.0
t05_c1,c-lelchycy,2000,2763,578,1361506.0,1069072.0,262285.0,30149.0
t05_c1,c-lepiel,2000,3925,898,2104451.0,1854748.0,138066.0,111637.0
t05_c1,c-lida,2000,9472,1916,6920402.0,4513680.0,2012137.0,394585.0
t05_c1,c-luban,2000,2240,480,1112284.0,814050.0,139739.0,158495.0
t05_c1,c-luniniec,2000,3607,923,2352509.0,2015566.0,173482.0,163461.0
t05_c1,c-machulishchy,2000,1878,218,614378.0,371905.0,150313.0,92160.0
t05_c1,c-mahilou,2000,19568,4024,17877529.0,9339574.0,8075497.0,462458.0
t05_c1,c-maladziechna,2000,7976,2846,6933520.0,6502738.0,285414.0,145368.0
t05_c1,c-malaryta,2000,2572,495,1194361.0,948230.0,199620.0,46511.0
t05_c1,c-marjina-horka,2000,5324,926,2187566.0,1555906.0,464421.0,167239.0
t05_c1,c-masty,2000,4055,772,1742663.0,1485935.0,196016.0,60712.0
t05_c1,c-mazyr,2000,7639,2140,5302110.0,4129271.0,978704.0,194135.0
t05_c1,c-mikashevichy,2000,4840,502,2088812.0,872849.0,1107085.0,108878.0
t05_c1,c-minsk,2000,62909,18807,56806127.0,44272842.0,11498423.0,1034862.0
t05_c1,c-mscislau,2000,2686,685,1379088.0,1225921.0,74134.0,79033.0
t05_c1,c-naroula,2000,2254,442,764277.0,676795.0,39250.0,48232.0
t05_c1,c-navahrudak,2000,3421,1037,2419443.0,2180379.0,141538.0,97526.0
t05_c1,c-navapolack,2000,5098,673,2262452.0,1207828.0,659093.0,395531.0
t05_c1,c-niasvizh,2000,3263,543,1712769.0,1094614.0,566590.0,51565.0
t05_c1,c-novalukoml,2000,1672,172,640470.0,354323.0,202942.0,83205.0
t05_c1,c-orsha,2000,8735,3092,7624889.0,7075856.0,364822.0,184211.0
t05_c1,c-pastavy,2000,3444,1000,2044763.0,1872920.0,62016.0,109827.0
t05_c1,c-pietrykau,2000,2259,514,1222717.0,1106406.0,85818.0,30493.0
t05_c1,c-pinsk,2000,10446,3157,9272144.0,7735574.0,1230139.0,306431.0
t05_c1,c-polack,2000,7779,2843,5773996.0,5039148.0,399934.0,334914.0
t05_c1,c-pruzhany,2000,4439,787,2095181.0,1663179.0,349209.0,82793.0
t05_c1,c-rahachou,2000,2744,780,2213234.0,2127824.0,61891.0,23519.0
t05_c1,c-rechyca,2000,7870,2431,6918192.0,6214557.0,564242.0,139393.0
t05_c1,c-salihorsk,2000,4240,860,3002797.0,1838796.0,359715.0,804286.0
t05_c1,c-shchuchyn,2000,2883,461,1241153.0,882006.0,235691.0,123456.0
t05_c1,c-shklou,2000,3943,867,1994596.0,1678128.0,135463.0,181005.0
t05_c1,c-skidziel,2000,4246,345,1317900.0,502186.0,724314.0,91400.0
t05_c1,c-slonim,2000,6963,1237,3915524.0,2652007.0,1035286.0,228231.0
t05_c1,c-sluck,2000,5725,1747,4739395.0,3959480.0,423440.0,356475.0
t05_c1,c-smalavichy,2000,2892,654,1551324.0,1221479.0,151984.0,177861.0
t05_c1,c-smarhon,2000,3863,1084,2109540.0,1816126.0,187328.0,106086.0
t05_c1,c-staryja-darohi,2000,3441,388,1440384.0,886496.0,487183.0,66705.0
t05_c1,c-stolin,2000,4942,627,2363429.0,1264032.0,863504.0,235893.0
t05_c1,c-stoubcy,2000,3304,700,2040119.0,1547204.0,323734.0,169181.0
t05_c1,c-svietlahorsk,2000,6385,1997,4502571.0,4127996.0,278171.0,96404.0
t05_c1,c-talachyn,2000,2739,535,1054974.0,874611.0,113738.0,66625.0
t05_c1,c-uzda,2000,1964,259,835251.0,430895.0,241429.0,162927.0
t05_c1,c-valozhyn,2000,2838,605,1013652.0,863230.0,73328.0,77094.0
t05_c1,c-vasilevichy,2000,2270,424,598383.0,496026.0,53401.0,48956.0
t05_c1,c-vaukavysk,2000,5649,1603,3929163.0,3161682.0,549779.0,217702.0
t05_c1,c-viciebsk,2000,21283,6150,16554635.0,13463576.0,2664113.0,426946.0
t05_c1,c-vietka,2000,2178,488,1010693.0,934471.0,30338.0,45884.0
t05_c1,c-vilejka,2000,4514,937,2356402.0,1972870.0,265302.0,118230.0
t05_c1,c-zaslauje,2000,3711,589,1838815.0,1262691.0,397262.0,178862.0
t05_c1,c-zhabinka,2000,3541,798,1738439.0,1444377.0,206809.0,87253.0
t05_c1,c-zhlobin,2000,7523,2040,6432761.0,5372319.0,822680.0,237762.0
t05_c1,c-zhodzina,2000,4826,1499,3440663.0,3135228.0,227181.0,78254.0
t05_c1,c-zhytkavichy,2000,3342,868,1933468.0,1680908.0,95664.0,156896.0
t05_c1,c-ashmiany,2005,3766,796,1992894.0,1557546.0,320851.0,114497.0
t05_c1,c-asipovichy,2005,4252,1327,3503735.0,3130839.0,254870.0,118026.0
t05_c1,c-astraviec,2005,2186,501,1026035.0,868875.0,73101.0,84059.0
t05_c1,c-babrujsk,2005,11584,4807,13562800.0,12813037.0,529650.0,220113.0
t05_c1,c-baran,2005,1888,294,687046.0,557459.0,105174.0,24413.0
t05_c1,c-baranavichy,2005,12053,3919,12744573.0,10769528.0,1749002.0,226043.0
t05_c1,c-barysau,2005,11187,2799,10953023.0,7182740.0,3635000.0,135283.0
t05_c1,c-bialynichy,2005,2126,494,1079102.0,881611.0,83024.0,114467.0
t05_c1,c-biaroza,2005,3957,818,2721450.0,1846414.0,540834.0,334202.0
t05_c1,c-biarozauka,2005,1777,354,953020.0,800968.0,84679.0,67373.0
t05_c1,c-bielaaziorsk,2005,5696,620,2087091.0,1027405.0,762774.0,296912.0
t05_c1,c-bierazino,2005,3158,684,1584545.0,1366933.0,149801.0,67811.0
t05_c1,c-braslau,2005,3110,329,1136972.0,713018.0,310699.0,113255.0
t05_c1,c-brest,2005,15150,5001,15856439.0,12988096.0,2191429.0,676914.0
t05_c1,c-bychau,2005,4081,950,2136775.0,1744177.0,299694.0,92904.0
t05_c1,c-chashniki,2005,3167,440,1151661.0,742343.0,259610.0,149708.0
t05_c1,c-chavusy,2005,1826,372,853465.0,683801.0,49798.0,119866.0
t05_c1,c-chervien,2005,3275,588,1231837.0,962703.0,181502.0,87632.0
t05_c1,c-chojniki,2005,2993,434,1209891.0,773921.0,151079.0,284891.0
t05_c1,c-dobrush,2005,4206,627,2415755.0,1226938.0,1125085.0,63732.0
t05_c1,c-drahichyn,2005,3321,594,1806974.0,1192410.0,479984.0,134580.0
t05_c1,c-dziarzhynsk,2005,3359,674,2135854.0,1574096.0,431852.0,129906.0
t05_c1,c-fanipal,2005,3336,504,1586503.0,998230.0,468386.0,119887.0
t05_c1,c-hancavichy,2005,3588,735,1788522.0,1411050.0,310589.0,66883.0
t05_c1,c-haradok,2005,2835,597,1084108.0,905442.0,121138.0,57528.0
