scenario,city_id,epoch,seed_found,footprint_cells,built_dyn_m2,perimeter_edges,merged_with
t05_c2,c-bychau,1985,1,1248,1429634.0,498,
t05_c2,c-chashniki,1985,1,763,732217.0,498,
t05_c2,c-chavusy,1985,1,391,479810.0,144,
t05_c2,c-chervien,1985,1,666,576911.0,292,
t05_c2,c-chojniki,1985,1,596,605104.0,356,
t05_c2,c-dobrush,1985,1,1135,1678830.0,472,
t05_c2,c-drahichyn,1985,1,811,970525.0,408,
t05_c2,c-dziarzhynsk,1985,1,736,926730.0,322,
t05_c2,c-fanipal,1985,1,610,665741.0,290,
t05_c2,c-hancavichy,1985,1,966,1092116.0,404,
t05_c2,c-haradok,1985,1,713,699432.0,316,
t05_c2,c-hlybokaje,1985,1,1039,1674402.0,414,
t05_c2,c-homiel,1985,1,7822,15840785.0,1436,
t05_c2,c-horki,1985,1,1448,1703793.0,564,
t05_c2,c-hrodna,1985,1,7310,11361268.0,2694,
t05_c2,c-ivacevichy,1985,1,1101,1457780.0,400,
t05_c2,c-ivanava,1985,1,837,1069429.0,330,
t05_c2,c-jelsk,1985,1,681,606356.0,322,
t05_c2,c-kalinkavichy,1985,1,1544,2468526.0,342,
t05_c2,c-kapyl,1985,1,492,570426.0,220,
t05_c2,c-kasciukovichy,1985,1,879,1027938.0,330,
t05_c2,c-kleck,1985,1,680,1046555.0,288,
t05_c2,c-klimavichy,1985,1,1419,1643809.0,590,
t05_c2,c-kobryn,1985,1,2489,3378411.0,878,
t05_c2,c-krychau,1985,1,1728,2829240.0,764,
t05_c2,c-lachavichy,1985,1,628,780264.0,308,
t05_c2,c-lahojsk,1985,1,552,524696.0,280,
t05_c2,c-lelchycy,1985,1,628,688025.0,246,
t05_c2,c-lepiel,1985,1,1032,1458087.0,414,
t05_c2,c-lida,1985,1,2617,4222222.0,956,
t05_c2,c-luban,1985,1,543,619700.0,218,
t05_c2,c-luniniec,1985,1,1010,1337694.0,344,
t05_c2,c-machulishchy,1985,1,344,290009.0,184,
t05_c2,c-mahilou,1985,1,4499,7722210.0,962,
t05_c2,c-maladziechna,1985,1,3174,5412495.0,854,
t05_c2,c-malaryta,1985,1,537,664953.0,178,
t05_c2,c-marjina-horka,1985,1,1449,1242577.0,780,
t05_c2,c-masty,1985,1,918,1165942.0,508,
t05_c2,c-mazyr,1985,1,2782,3398070.0,970,
t05_c2,c-mikashevichy,1985,1,622,542966.0,256,
t05_c2,c-minsk,1985,1,22797,38738257.0,5950,
t05_c2,c-mscislau,1985,1,772,929599.0,280,
t05_c2,c-naroula,1985,1,491,577445.0,232,
t05_c2,c-navahrudak,1985,1,1129,1585508.0,414,
t05_c2,c-navapolack,1985,1,1227,1388737.0,760,
t05_c2,c-niasvizh,1985,1,601,677530.0,276,
t05_c2,c-novalukoml,1985,1,198,274379.0,106,
t05_c2,c-orsha,1985,1,3482,5851959.0,956,
t05_c2,c-pastavy,1985,1,1126,1460485.0,332,
t05_c2,c-pietrykau,1985,1,527,797220.0,194,
t05_c2,c-pinsk,1985,1,3687,6375230.0,1142,
t05_c2,c-polack,1985,1,3192,4260673.0,1042,
t05_c2,c-pruzhany,1985,1,903,1309031.0,410,
t05_c2,c-rahachou,1985,1,800,1688748.0,232,
t05_c2,c-rechyca,1985,1,2758,5257133.0,860,
t05_c2,c-salihorsk,1985,1,1010,1426158.0,400,
t05_c2,c-shchuchyn,1985,1,593,664680.0,344,
t05_c2,c-shklou,1985,1,1014,1399454.0,498,
t05_c2,c-skidziel,1985,1,421,458590.0,266,
t05_c2,c-slonim,1985,1,1485,2060240.0,726,
t05_c2,c-sluck,1985,1,2002,2997794.0,632,
t05_c2,c-smalavichy,1985,1,714,893747.0,230,
t05_c2,c-smarhon,1985,1,1379,1503474.0,552,
t05_c2,c-staryja-darohi,1985,1,599,890736.0,272,
t05_c2,c-stolin,1985,1,825,973572.0,434,
t05_c2,c-stoubcy,1985,1,937,1136480.0,406,
t05_c2,c-svietlahorsk,1985,1,2278,3335925.0,706,
t05_c2,c-talachyn,1985,1,629,627580.0,292,
t05_c2,c-uzda,1985,1,321,270814.0,182,
t05_c2,c-valozhyn,1985,1,688,609308.0,292,
t05_c2,c-vasilevichy,1985,1,530,445958.0,278,
t05_c2,c-vaukavysk,1985,1,1894,2416006.0,688,
t05_c2,c-viciebsk,1985,1,7849,12416929.0,2578,
t05_c2,c-vietka,1985,1,509,717041.0,210,
t05_c2,c-vilejka,1985,1,1077,1669697.0,426,
t05_c2,c-zaslauje,1985,1,867,1113231.0,538,
t05_c2,c-zhabinka,1985,1,1030,1090692.0,402,
t05_c2,c-zhlobin,1985,1,2455,4298442.0,918,
t05_c2,c-zhodzina,1985,1,1630,2321996.0,500,
t05_c2,c-zhytkavichy,1985,1,920,1250018.0,320,
t05_c2,c-ashmiany,1990,1,904,1150822.0,340,
t05_c2,c-asipovichy,1990,1,1551,2543967.0,348,
t05_c2,c-astraviec,1990,1,628,638772.0,256,
t05_c2,c-babrujsk,1990,1,5298,11105183.0,978,
t05_c2,c-baran,1990,1,400,448089.0,178,
t05_c2,c-baranavichy,1990,1,4473,8997528.0,1142,
t05_c2,c-barysau,1990,1,4506,9237782.0,1458,
t05_c2,c-bialynichy,1990,1,550,726939.0,206,
t05_c2,c-biaroza,1990,1,888,1131375.0,306,
t05_c2,c-biarozauka,1990,1,400,645288.0,166,
t05_c2,c-bielaaziorsk,1990,1,1438,1403912.0,1124,
t05_c2,c-bierazino,1990,1,761,1095610.0,354,
t05_c2,c-braslau,1990,1,608,718671.0,372,
t05_c2,c-brest,1990,1,5847,10035132.0,1684,
t05_c2,c-bychau,1990,1,1271,1512272.0,480,
t05_c2,c-chashniki,1990,1,771,785165.0,498,
t05_c2,c-chavusy,1990,1,402,515033.0,152,
t05_c2,c-chervien,1990,1,669,603568.0,294,
t05_c2,c-chojniki,1990,1,610,662862.0,350,
t05_c2,c-dobrush,1990,1,1154,1778067.0,470,
t05_c2,c-drahichyn,1990,1,824,1052957.0,408,
t05_c2,c-dziarzhynsk,1990,1,765,1007153.0,318,
t05_c2,c-fanipal,1990,1,672,733433.0,318,
t05_c2,c-hancavichy,1990,1,984,1166862.0,402,
t05_c2,c-haradok,1990,1,720,736528.0,312,
t05_c2,c-hlybokaje,1990,1,1054,1773649.0,416,
t05_c2,c-homiel,1990,1,7870,16631141.0,1432,
t05_c2,c-horki,1990,1,1479,1847861.0,570,
t05_c2,c-hrodna,1990,1,7520,12182184.0,2732,
t05_c2,c-ivacevichy,1990,1,1117,1516283.0,394,
t05_c2,c-ivanava,1990,1,1063,1295164.0,464,
t05_c2,c-jelsk,1990,1,702,667782.0,322,
t05_c2,c-kalinkavichy,1990,1,1555,2643627.0,342,
t05_c2,c-kapyl,1990,1,516,615780.0,214,
t05_c2,c-kasciukovichy,1990,1,883,1097420.0,332,
t05_c2,c-kleck,1990,1,684,1103587.0,284,
t05_c2,c-klimavichy,1990,1,1439,1753691.0,582,
t05_c2,c-kobryn,1990,1,2522,3585221.0,872,
t05_c2,c-krychau,1990,1,1774,2992552.0,746,
t05_c2,c-lachavichy,1990,1,642,827116.0,306,
t05_c2,c-lahojsk,1990,1,566,562295.0,282,
t05_c2,c-lelchycy,1990,1,635,735694.0,246,
t05_c2,c-lepiel,1990,1,1103,1592673.0,452,
t05_c2,c-lida,1990,1,2691,4441047.0,902,
t05_c2,c-luban,1990,1,550,665518.0,218,
t05_c2,c-luniniec,1990,1,1044,1469249.0,344,
t05_c2,c-machulishchy,1990,1,392,330660.0,208,
t05_c2,c-mahilou,1990,1,4587,8126167.0,944,
t05_c2,c-maladziechna,1990,1,3196,5647285.0,856,
t05_c2,c-malaryta,1990,1,544,719282.0,192,
t05_c2,c-marjina-horka,1990,1,1504,1349219.0,772,
t05_c2,c-masty,1990,1,950,1243256.0,494,
t05_c2,c-mazyr,1990,1,2870,3791640.0,968,
t05_c2,c-mikashevichy,1990,1,627,585708.0,262,
t05_c2,c-minsk,1990,1,23174,40251302.0,5936,
t05_c2,c-mscislau,1990,1,774,992528.0,280,
t05_c2,c-naroula,1990,1,498,635418.0,228,
t05_c2,c-navahrudak,1990,1,1150,1667990.0,396,
t05_c2,c-navapolack,1990,1,1261,1505491.0,754,
t05_c2,c-niasvizh,1990,1,609,714288.0,272,
t05_c2,c-novalukoml,1990,1,211,292820.0,96,
t05_c2,c-orsha,1990,1,3541,6131123.0,998,
t05_c2,c-pastavy,1990,1,1146,1538454.0,326,
t05_c2,c-pietrykau,1990,1,530,851557.0,194,
t05_c2,c-pinsk,1990,1,3766,6743626.0,1146,
t05_c2,c-polack,1990,1,3258,4554609.0,1018,
t05_c2,c-pruzhany,1990,1,930,1406666.0,390,
t05_c2,c-rahachou,1990,1,808,1777312.0,240,
t05_c2,c-rechyca,1990,1,2810,5522785.0,860,
t05_c2,c-salihorsk,1990,1,1045,1544553.0,394,
t05_c2,c-shchuchyn,1990,1,680,778936.0,388,
t05_c2,c-shklou,1990,1,1026,1495437.0,498,
t05_c2,c-skidziel,1990,1,446,496828.0,254,
t05_c2,c-slonim,1990,1,1526,2184030.0,734,
t05_c2,c-sluck,1990,1,2042,3249062.0,622,
t05_c2,c-smalavichy,1990,1,720,960183.0,236,
t05_c2,c-smarhon,1990,1,1426,1633596.0,544,
t05_c2,c-staryja-darohi,1990,1,609,966773.0,266,
t05_c2,c-stolin,1990,1,1158,1328695.0,630,
t05_c2,c-stoubcy,1990,1,965,1201710.0,448,
t05_c2,c-svietlahorsk,1990,1,2313,3580481.0,706,
t05_c2,c-talachyn,1990,1,661,677115.0,294,
t05_c2,c-uzda,1990,1,337,299903.0,176,
t05_c2,c-valozhyn,1990,1,706,653157.0,292,
t05_c2,c-vasilevichy,1990,1,530,462992.0,278,
t05_c2,c-vaukavysk,1990,1,1921,2574935.0,688,
t05_c2,c-viciebsk,1990,1,8020,13082122.0,2544,
t05_c2,c-vietka,1990,1,517,768109.0,214,
t05_c2,c-vilejka,1990,1,1103,1748297.0,430,
t05_c2,c-zaslauje,1990,1,903,1213340.0,560,
t05_c2,c-zhabinka,1990,1,1042,1160549.0,402,
t05_c2,c-zhlobin,1990,1,2499,4585183.0,906,
t05_c2,c-zhodzina,1990,1,1646,2436599.0,504,
t05_c2,c-zhytkavichy,1990,1,932,1319692.0,312,
t05_c2,c-ashmiany,1995,1,948,1353471.0,328,
t05_c2,c-asipovichy,1995,1,1601,2883723.0,358,
t05_c2,c-astraviec,1995,1,668,769653.0,296,
t05_c2,c-babrujsk,1995,1,5511,12031028.0,1026,
t05_c2,c-baran,1995,1,416,523171.0,174,
t05_c2,c-baranavichy,1995,1,5315,10463707.0,1420,
t05_c2,c-barysau,1995,1,4678,9813031.0,1408,
t05_c2,c-bialynichy,1995,1,604,828241.0,198,
t05_c2,c-biaroza,1995,1,1114,1588985.0,408,
t05_c2,c-biarozauka,1995,1,444,753028.0,204,
t05_c2,c-bielaaziorsk,1995,1,1602,1663904.0,1130,
t05_c2,c-bierazino,1995,1,793,1260531.0,338,
t05_c2,c-braslau,1995,1,656,837497.0,418,
t05_c2,c-brest,1995,1,6462,11766464.0,1508,
t05_c2,c-bychau,1995,1,1318,1726727.0,476,
t05_c2,c-chashniki,1995,1,799,884235.0,510,
t05_c2,c-chavusy,1995,1,453,619946.0,204,
t05_c2,c-chervien,1995,1,706,767826.0,270,
t05_c2,c-chojniki,1995,1,622,759167.0,348,
t05_c2,c-dobrush,1995,1,1211,2002072.0,480,
t05_c2,c-drahichyn,1995,1,897,1288699.0,384,
t05_c2,c-dziarzhynsk,1995,1,976,1402553.0,344,
t05_c2,c-fanipal,1995,1,866,1027514.0,424,
t05_c2,c-hancavichy,1995,1,1052,1377055.0,412,
t05_c2,c-haradok,1995,1,792,854680.0,370,
t05_c2,c-hlybokaje,1995,1,1141,2049741.0,408,
t05_c2,c-homiel,1995,1,8138,18180673.0,1364,
t05_c2,c-horki,1995,1,1571,2176304.0,534,
t05_c2,c-hrodna,1995,1,8189,13640160.0,2756,
t05_c2,c-ivacevichy,1995,1,1238,1773701.0,368,
t05_c2,c-ivanava,1995,1,1267,1648561.0,422,
t05_c2,c-jelsk,1995,1,744,789937.0,312,
t05_c2,c-kalinkavichy,1995,1,1590,3102186.0,344,
t05_c2,c-kapyl,1995,1,548,780494.0,214,
t05_c2,c-kasciukovichy,1995,1,909,1270730.0,318,
t05_c2,c-kleck,1995,1,723,1228751.0,260,
t05_c2,c-klimavichy,1995,1,1471,1996151.0,578,
t05_c2,c-kobryn,1995,1,2817,4290409.0,832,
t05_c2,c-krychau,1995,1,1822,3228425.0,728,
t05_c2,c-lachavichy,1995,1,677,987603.0,304,
t05_c2,c-lahojsk,1995,1,609,708733.0,262,
t05_c2,c-lelchycy,1995,1,745,987124.0,184,
t05_c2,c-lepiel,1995,1,1124,1787855.0,442,
t05_c2,c-lida,1995,1,2941,5146543.0,988,
t05_c2,c-luban,1995,1,608,807227.0,216,
t05_c2,c-luniniec,1995,1,1229,1940589.0,400,
t05_c2,c-machulishchy,1995,1,507,433614.0,240,
t05_c2,c-mahilou,1995,1,4938,9062530.0,1082,
t05_c2,c-maladziechna,1995,1,3356,6206261.0,766,
t05_c2,c-malaryta,1995,1,568,857651.0,190,
t05_c2,c-marjina-horka,1995,1,1615,1679706.0,810,
t05_c2,c-masty,1995,1,1026,1453221.0,514,
t05_c2,c-mazyr,1995,1,2953,4409172.0,944,
t05_c2,c-mikashevichy,1995,1,672,793420.0,226,
t05_c2,c-minsk,1995,1,27286,47591920.0,6570,
t05_c2,c-mscislau,1995,1,808,1138071.0,270,
t05_c2,c-naroula,1995,1,502,675318.0,226,
t05_c2,c-navahrudak,1995,1,1229,2012014.0,446,
t05_c2,c-navapolack,1995,1,1344,1707161.0,730,
t05_c2,c-niasvizh,1995,1,900,1317686.0,412,
t05_c2,c-novalukoml,1995,1,245,361370.0,122,
t05_c2,c-orsha,1995,1,3706,6765387.0,1000,
t05_c2,c-pastavy,1995,1,1161,1719550.0,324,
t05_c2,c-pietrykau,1995,1,576,1009460.0,192,
t05_c2,c-pinsk,1995,1,4193,7793443.0,1066,
t05_c2,c-polack,1995,1,3332,4953478.0,972,
t05_c2,c-pruzhany,1995,1,1143,1752606.0,482,
t05_c2,c-rahachou,1995,1,833,1976629.0,242,
t05_c2,c-rechyca,1995,1,2922,6100994.0,788,
t05_c2,c-salihorsk,1995,1,1737,3168801.0,712,
t05_c2,c-shchuchyn,1995,1,743,936217.0,372,
t05_c2,c-shklou,1995,1,1068,1651269.0,472,
t05_c2,c-skidziel,1995,1,430,482530.0,230,
t05_c2,c-slonim,1995,1,2143,3169401.0,1034,
t05_c2,c-sluck,1995,1,2607,4243716.0,832,
t05_c2,c-smalavichy,1995,1,787,1155517.0,266,
t05_c2,c-smarhon,1995,1,1509,1948196.0,496,
t05_c2,c-staryja-darohi,1995,1,663,1107143.0,300,
t05_c2,c-stolin,1995,1,1344,1721871.0,514,
t05_c2,c-stoubcy,1995,1,1086,1559452.0,476,
t05_c2,c-svietlahorsk,1995,1,2396,3969594.0,664,
t05_c2,c-talachyn,1995,1,713,825919.0,268,
t05_c2,c-uzda,1995,1,448,482101.0,180,
t05_c2,c-valozhyn,1995,1,745,793601.0,292,
t05_c2,c-vasilevichy,1995,1,538,507858.0,286,
t05_c2,c-vaukavysk,1995,1,2124,3115975.0,652,
t05_c2,c-viciebsk,1995,1,8990,14526262.0,2690,
t05_c2,c-vietka,1995,1,521,859085.0,212,
t05_c2,c-vilejka,1995,1,1252,1988555.0,472,
t05_c2,c-zaslauje,1995,1,991,1436300.0,552,
t05_c2,c-zhabinka,1995,1,1149,1399156.0,370,
t05_c2,c-zhlobin,1995,1,2855,5456991.0,1026,
t05_c2,c-zhodzina,1995,1,1890,2969781.0,618,
t05_c2,c-zhytkavichy,1995,1,1028,1590096.0,398,
t05_c2,c-ashmiany,2000,1,1092,1741953.0,402,
t05_c2,c-asipovichy,2000,1,1628,3233632.0,350,
t05_c2,c-astraviec,2000,1,755,931554.0,348,
t05_c2,c-babrujsk,2000,1,5584,12985481.0,1092,
t05_c2,c-baran,2000,1,435,606385.0,182,
t05_c2,c-baranavichy,2000,1,5509,11711614.0,1336,
t05_c2,c-barysau,2000,1,4806,10414175.0,1356,
t05_c2,c-bialynichy,2000,1,608,923906.0,194,
t05_c2,c-biaroza,2000,1,1307,2246371.0,506,
t05_c2,c-biarozauka,2000,1,468,847486.0,186,
t05_c2,c-bielaaziorsk,2000,1,1653,1897906.0,1096,
t05_c2,c-bierazino,2000,1,821,1444790.0,318,
t05_c2,c-braslau,2000,1,665,942639.0,414,
t05_c2,c-brest,2000,1,6624,13528580.0,1470,
t05_c2,c-bychau,2000,1,1357,1953587.0,458,
t05_c2,c-chashniki,2000,1,812,981253.0,504,
t05_c2,c-chavusy,2000,1,468,715497.0,202,
t05_c2,c-chervien,2000,1,721,939690.0,268,
t05_c2,c-chojniki,2000,1,633,859615.0,346,
t05_c2,c-dobrush,2000,1,1259,2228048.0,466,
t05_c2,c-drahichyn,2000,1,925,1550172.0,388,
t05_c2,c-dziarzhynsk,2000,1,990,1754854.0,340,
t05_c2,c-fanipal,2000,1,916,1257976.0,438,
t05_c2,c-hancavichy,2000,1,1105,1601745.0,390,
t05_c2,c-haradok,2000,1,835,985018.0,372,
t05_c2,c-hlybokaje,2000,1,1166,2324851.0,394,
t05_c2,c-homiel,2000,1,8264,19811868.0,1312,
t05_c2,c-horki,2000,1,1601,2530269.0,536,
t05_c2,c-hrodna,2000,1,8429,15069908.0,2606,
t05_c2,c-ivacevichy,2000,1,1275,2053326.0,366,
t05_c2,c-ivanava,2000,1,1314,2024106.0,410,
t05_c2,c-jelsk,2000,1,764,912172.0,302,
t05_c2,c-kalinkavichy,2000,1,1608,3574856.0,342,
t05_c2,c-kapyl,2000,1,566,954300.0,216,
t05_c2,c-kasciukovichy,2000,1,930,1448810.0,310,
t05_c2,c-kleck,2000,1,735,1362228.0,260,
t05_c2,c-klimavichy,2000,1,1510,2254577.0,572,
t05_c2,c-kobryn,2000,1,3160,5346044.0,986,
t05_c2,c-krychau,2000,1,1846,3469046.0,720,
t05_c2,c-lachavichy,2000,1,707,1165954.0,318,
t05_c2,c-lahojsk,2000,1,632,865064.0,264,
t05_c2,c-lelchycy,2000,1,766,1249229.0,176,
t05_c2,c-lepiel,2000,1,1140,1989268.0,454,
t05_c2,c-lida,2000,1,3027,5802211.0,980,
t05_c2,c-luban,2000,1,623,949609.0,210,
t05_c2,c-luniniec,2000,1,1259,2318540.0,400,
t05_c2,c-machulishchy,2000,1,538,518345.0,244,
t05_c2,c-mahilou,2000,1,8296,16748089.0,1992,
t05_c2,c-maladziechna,2000,1,3418,6787136.0,774,
t05_c2,c-malaryta,2000,1,582,999479.0,182,
t05_c2,c-marjina-horka,2000,1,1683,2012511.0,790,
t05_c2,c-masty,2000,1,1098,1671801.0,486,
t05_c2,c-mazyr,2000,1,3012,5097175.0,950,
t05_c2,c-mikashevichy,2000,1,687,1029464.0,226,
t05_c2,c-minsk,2000,1,29788,54824966.0,7412,
t05_c2,c-mscislau,2000,1,859,1310889.0,326,
t05_c2,c-naroula,2000,1,511,716445.0,222,
t05_c2,c-navahrudak,2000,1,1249,2346144.0,448,
t05_c2,c-navapolack,2000,1,1395,1931421.0,764,
t05_c2,c-niasvizh,2000,1,922,1648690.0,420,
t05_c2,c-novalukoml,2000,1,382,557108.0,196,
t05_c2,c-orsha,2000,1,3786,7403563.0,958,
t05_c2,c-pastavy,2000,1,1178,1904349.0,318,
t05_c2,c-pietrykau,2000,1,609,1178981.0,206,
t05_c2,c-pinsk,2000,1,4299,8897656.0,1042,
t05_c2,c-polack,2000,1,3374,5374225.0,998,
t05_c2,c-pruzhany,2000,1,1193,2001399.0,476,
t05_c2,c-rahachou,2000,1,851,2180211.0,238,
t05_c2,c-rechyca,2000,1,2985,6700671.0,778,
t05_c2,c-salihorsk,2000,1,1907,3700040.0,844,
t05_c2,c-shchuchyn,2000,1,790,1105705.0,366,
t05_c2,c-shklou,2000,1,1087,1812371.0,470,
t05_c2,c-skidziel,2000,1,952,1169775.0,514,
t05_c2,c-slonim,2000,1,2259,3738721.0,1010,
t05_c2,c-sluck,2000,1,2670,4887338.0,824,
t05_c2,c-smalavichy,2000,1,809,1356076.0,264,
t05_c2,c-smarhon,2000,1,1657,2481987.0,544,
t05_c2,c-staryja-darohi,2000,1,864,1373869.0,412,
t05_c2,c-stolin,2000,1,1370,2117226.0,504,
t05_c2,c-stoubcy,2000,1,1136,1901784.0,450,
t05_c2,c-svietlahorsk,2000,1,2438,4391875.0,680,
t05_c2,c-talachyn,2000,1,733,981395.0,268,
t05_c2,c-uzda,2000,1,471,668133.0,194,
t05_c2,c-valozhyn,2000,1,773,940183.0,298,
t05_c2,c-vasilevichy,2000,1,551,556968.0,298,
t05_c2,c-vaukavysk,2000,1,2188,3683899.0,624,
t05_c2,c-viciebsk,2000,1,9476,15916304.0,2780,
t05_c2,c-vietka,2000,1,527,951974.0,208,
t05_c2,c-vilejka,2000,1,1289,2214521.0,470,
t05_c2,c-zaslauje,2000,1,1074,1674155.0,548,
t05_c2,c-zhabinka,2000,1,1183,1648965.0,362,
t05_c2,c-zhlobin,2000,1,2942,6223638.0,984,
t05_c2,c-zhodzina,2000,1,1971,3452759.0,618,
t05_c2,c-zhytkavichy,2000,1,1051,1827202.0,396,
t05_c2,c-ashmiany,2005,1,1121,1871807.0,402,
t05_c2,c-asipovichy,2005,1,1657,3383737.0,344,
t05_c2,c-astraviec,2005,1,764,1027595.0,356,
t05_c2,c-babrujsk,2005,1,5658,13340171.0,1054,
t05_c2,c-baran,2005,1,461,650987.0,170,
t05_c2,c-baranavichy,2005,1,5694,12472853.0,1322,
t05_c2,c-barysau,2005,1,4982,10796320.0,1234,
t05_c2,c-bialynichy,2005,1,615,966161.0,198,
t05_c2,c-biaroza,2005,1,1475,2534141.0,456,
t05_c2,c-biarozauka,2005,1,489,887665.0,170,
t05_c2,c-bielaaziorsk,2005,1,1702,2007780.0,1102,
t05_c2,c-bierazino,2005,1,828,1512235.0,320,
t05_c2,c-braslau,2005,1,689,1016021.0,398,
t05_c2,c-brest,2005,1,7175,14921890.0,1430,
t05_c2,c-bychau,2005,1,1363,2047367.0,456,
t05_c2,c-chashniki,2005,1,821,1047020.0,504,
t05_c2,c-chavusy,2005,1,474,746191.0,198,
t05_c2,c-chervien,2005,1,814,1131404.0,342,
t05_c2,c-chojniki,2005,1,1196,1698153.0,572,
t05_c2,c-dobrush,2005,1,1309,2363273.0,506,
t05_c2,c-drahichyn,2005,1,957,1662730.0,388,
t05_c2,c-dziarzhynsk,2005,1,1051,2019526.0,316,
t05_c2,c-fanipal,2005,1,998,1453095.0,420,
t05_c2,c-hancavichy,2005,1,1147,1749770.0,396,
t05_c2,c-haradok,2005,1,874,1032430.0,362,
t05_c2,c-hlybokaje,2005,1,1204,2425590.0,398,
t05_c2,c-homiel,2005,1,8348,20408558.0,1308,
t05_c2,c-horki,2005,1,1627,2651400.0,556,
t05_c2,c-hrodna,2005,1,8977,16465619.0,2560,
t05_c2,c-ivacevichy,2005,1,1361,2261638.0,400,
t05_c2,c-ivanava,2005,1,1360,2185759.0,414,
t05_c2,c-jelsk,2005,1,781,992682.0,296,
t05_c2,c-kalinkavichy,2005,1,1673,3753754.0,350,
t05_c2,c-kapyl,2005,1,596,1028886.0,204,
t05_c2,c-kasciukovichy,2005,1,937,1533836.0,314,
t05_c2,c-kleck,2005,1,753,1456568.0,258,
t05_c2,c-klimavichy,2005,1,1553,2354459.0,554,
t05_c2,c-kobryn,2005,1,3272,5871054.0,954,
t05_c2,c-krychau,2005,1,1913,3567164.0,702,
t05_c2,c-lachavichy,2005,1,810,1307656.0,424,
t05_c2,c-lahojsk,2005,1,816,1119647.0,406,
t05_c2,c-lelchycy,2005,1,887,1547634.0,238,
t05_c2,c-lepiel,2005,1,1156,2094065.0,454,
t05_c2,c-lida,2005,1,3763,7003538.0,1302,
t05_c2,c-luban,2005,1,633,1030104.0,208,
t05_c2,c-luniniec,2005,1,1282,2508136.0,400,
t05_c2,c-machulishchy,2005,1,552,578252.0,246,
t05_c2,c-mahilou,2005,1,9292,18360844.0,2318,
t05_c2,c-maladziechna,2005,1,3502,7110459.0,762,
t05_c2,c-malaryta,2005,1,626,1109098.0,218,
t05_c2,c-marjina-horka,2005,1,1759,2232171.0,772,
t05_c2,c-masty,2005,1,1179,1852451.0,568,
t05_c2,c-mazyr,2005,1,3237,5567357.0,1050,
t05_c2,c-mikashevichy,2005,1,851,1270555.0,334,
t05_c2,c-minsk,2005,1,32472,60654624.0,7800,
t05_c2,c-mscislau,2005,1,873,1365499.0,322,
t05_c2,c-naroula,2005,1,515,735243.0,222,
t05_c2,c-navahrudak,2005,1,1321,2553454.0,390,
t05_c2,c-navapolack,2005,1,1448,2045001.0,746,
t05_c2,c-niasvizh,2005,1,1018,1881557.0,382,
t05_c2,c-novalukoml,2005,1,413,596291.0,170,
t05_c2,c-orsha,2005,1,3890,7745482.0,948,
t05_c2,c-pastavy,2005,1,1184,1962405.0,324,
t05_c2,c-pietrykau,2005,1,638,1261961.0,206,
t05_c2,c-pinsk,2005,1,4668,9651762.0,968,
t05_c2,c-polack,2005,1,3575,5851156.0,1120,
t05_c2,c-pruzhany,2005,1,1222,2173437.0,478,
t05_c2,c-rahachou,2005,1,881,2233584.0,254,
t05_c2,c-rechyca,2005,1,3042,6990995.0,786,
t05_c2,c-salihorsk,2005,1,1980,4024130.0,810,
t05_c2,c-shchuchyn,2005,1,1022,1365946.0,424,
t05_c2,c-shklou,2005,1,1109,1886107.0,462,
t05_c2,c-skidziel,2005,1,1006,1313850.0,486,
t05_c2,c-slonim,2005,1,2325,4061530.0,1022,
t05_c2,c-sluck,2005,1,2718,5173516.0,800,
t05_c2,c-smalavichy,2005,1,952,1601068.0,348,
t05_c2,c-smarhon,2005,1,1698,2701525.0,542,
t05_c2,c-staryja-darohi,2005,1,896,1469410.0,412,
t05_c2,c-stolin,2005,1,1397,2285668.0,490,
t05_c2,c-stoubcy,2005,1,1182,2044032.0,446,
t05_c2,c-svietlahorsk,2005,1,2468,4610944.0,670,
t05_c2,c-talachyn,2005,1,757,1070484.0,266,
t05_c2,c-uzda,2005,1,511,792624.0,188,
t05_c2,c-valozhyn,2005,1,783,1045549.0,294,
t05_c2,c-vasilevichy,2005,1,554,588677.0,298,
t05_c2,c-vaukavysk,2005,1,2286,3947827.0,644,
t05_c2,c-viciebsk,2005,1,9988,16833814.0,2706,
t05_c2,c-vietka,2005,1,531,981329.0,208,
t05_c2,c-vilejka,2005,1,1318,2300540.0,502,
t05_c2,c-zaslauje,2005,1,1122,1811232.0,554,
t05_c2,c-zhabinka,2005,1,1203,1747135.0,354,
t05_c2,c-zhlobin,2005,1,3017,6566468.0,964,
t05_c2,c-zhodzina,2005,1,2091,3762383.0,576,
t05_c2,c-zhytkavichy,2005,1,1068,1922238.0,396,
t05_c2,c-ashmiany,2010,1,1143,2007745.0,412,
t05_c2,c-asipovichy,2010,1,1670,3535510.0,350,
t05_c2,c-astraviec,2010,1,772,1133069.0,354,
t05_c2,c-babrujsk,2010,1,5707,13699990.0,1028,
t05_c2,c-baran,2010,1,486,706676.0,208,
t05_c2,c-baranavichy,2010,1,5822,13280365.0,1346,
t05_c2,c-barysau,2010,1,5046,11191200.0,1230,
t05_c2,c-bialynichy,2010,1,616,1007393.0,198,
t05_c2,c-biaroza,2010,1,1504,2814398.0,456,
t05_c2,c-biarozauka,2010,1,502,930776.0,172,
t05_c2,c-bielaaziorsk,2010,1,1761,2145014.0,1142,
t05_c2,c-bierazino,2010,1,838,1582569.0,326,
